"2026-02-03T12:47:56.550","Mod 5_day_Check","Symbol","Cmp","%ch5","Lch5","Sl","Target","5d_high","R_vol","Forward pe","Pe","Rsi","Sector","Industry","Adx","%ch y_low","Srs","Ars","Srs y","Ars y","Lc","Low","%ch sl","%ch sl atr","Atr%","%ch_3low","Column26"
"2026-02-03T15:26:18.014","funda","LUMAXIND","34.03","30.00","-1.50","-17.71","38.13","38.71","47.04","9.33","-0.092","1008.60","922.52","923.37","16.02","1.38","1.14","1.18","21.62","-3.55"
"2026-02-03T15:26:18.014","funda","WAAREEENER","21.06","24.56","25.98","13.07","36.95","29.33","25.94","24.72","37.05","7565.05","6065.64","4425.83","30.54","6.91","6.35","2.68","8.77","136.92"
"2026-02-03T15:26:18.014","funda","MASTEK","15.05","16.91","11.09","5.82","34.97","31.48","29.75","-3.69","2.81","905.68","940.37","914.70","17.16","10.26","11.24","11.04","-8.66","1.77"
"2026-02-03T15:26:18.014","funda","SWARAJENG","25.82","22.59","-15.24","-0.608","34.66","40.89","41.14","-6.12","4.12","473.20","504.04","484.10","55.47","3.15","3.93","3.72","-19.83","5.59"
"2026-02-03T15:26:18.014","funda","BBTC","12.68","10.60","0.406","-22.02","34.64","34.50","44.24","4.95","3.65","4852.85","4623.77","4461.14","45.22","9.42","9.30","9.33","1.30","-0.358"
"2026-02-03T15:26:18.014","funda","TIIL","16.72","16.94","-3.48","20.39","33.80","35.02","29.09","18.83","-9.89","752","632.85","702.28","15.95","0.434","0.508","0.485","-14.57","4.77"
"2026-02-03T15:26:18.014","funda","THANGAMAYL","23.55","41.58","79.12","27.94","33.71","18.82","14.71","40.87","9.60","2401.21","1704.60","1555.32","13.74","4.70","4.49","4.41","4.72","1.62"
"2026-02-03T15:26:18.014","funda","APOLLOHOSP","53.43","59.63","10.27","11.07","33.19","30.10","27.10","7.90","4.47","6303.50","5842.10","5592.20","17.49","43.54","44.20","43.49","-1.50","1.64"
"2026-02-03T15:26:18.014","funda","M&M","26.81","27.16","-10.06","23.92","32.90","36.58","29.52","0.989","6.69","45885.40","45435.88","42585.67","14.11","36.88","37.43","37.92","-1.46","-1.29"
"2026-02-03T15:26:18.014","funda","KINGFA","33.35","33.60","-5.03","21.02","32.86","34.60","28.59","-1.62","6.63","461.93","469.55","440.37","30.50","7.73","7.78","6.34","-0.570","22.68"
"2026-02-03T15:26:18.014","funda","LTIM","46.13","37.31","-30.73","11.69","32.75","47.28","42.33","3.72","5.63","10781","10394.30","9840.60","27.57","6.51","6.40","6.62","1.72","-3.42"
"2026-02-03T15:26:18.014","funda","LUPIN","16.89","22.48","21.20","57.71","32.36","26.70","16.93","10.83","10.81","6831.43","6163.75","5562.20","20.88","21.49","20.49","21.25","4.88","-3.57"
"2026-02-03T15:26:18.014","funda","DPABHUSHAN","9.96","15.25","42.71","40.45","32.21","22.57","16.07","26.32","79.07","1222.38","967.65","540.37","33.54","0.220","0.223","0.217","-1.43","2.67"
"2026-02-03T15:26:18.014","funda","SHRIPISTON","22.36","21.82","4.65","-8.78","31.76","30.35","33.27","5.52","-2.54","1016.50","963.30","988.40","26.57","6.62","6.00","5.88","10.48","2.04"
"2026-02-03T15:26:18.014","funda","POWERMECH","16.51","17.78","90.37","-55.20","31.62","16.61","37.08","-4.29","-30.21","1237.87","1293.41","1853.28","20.75","6.55","7.01","0.233","-6.51","2903.90"
"2026-02-03T15:26:18.014","funda","INDIAMART","17.99","21.91","127.81","-46.19","31.37","13.77","25.59","2.71","5.08","401.60","391","372.10","27.30","18.27","21.53","19.22","-15.14","12.06"
"2026-02-03T15:26:18.014","funda","POWERINDIA","167.00","161.61","-31.56","33.14","29.53","43.15","32.41","-22.34","16.29","1429.35","1840.45","1582.68","19.38","10.69","9.66","7.20","10.65","34.22"
"2026-02-03T15:26:18.014","funda","TCS","27.37","24.03","-11.75","-5.39","29.45","33.37","35.27","1.96","3.72","67087","65799","63437","64.41","10.37","10.33","11.47","0.421","-9.96"
"2026-02-03T15:26:18.014","funda","LGBBROSLTD","15.75","16.92","39.81","-20.30","29.36","21","26.35","19.78","-1.81","787.02","657.05","669.17","20.93","7.00","5.85","5.97","19.61","-1.87"
"2026-02-03T15:26:18.014","funda","CHOLAHLDNG","14.69","13.87","-4.97","-5.72","29.28","30.81","32.68","1.78","4.30","9461.41","9296.32","8913.37","11.41","16.47","17.39","18.32","-5.30","-5.09"
"2026-02-03T15:26:18.014","funda","CIGNITITEC","14.37","14.78","-2.80","25.27","29.15","29.99","23.94","2.13","6.20","579.40","567.30","534.20","33.39","11.60","11.88","11.33","-2.38","4.86"
"2026-02-03T15:26:18.014","funda","ESCORTS","31.11","16.36","-77.23","338.57","28.92","127.01","28.96","11.66","2.26","2791.56","2500.05","2444.88","14.73","5.25","5.27","5.22","-0.504","1.01"
"2026-02-03T15:26:18.014","funda","VSTTILLERS","50.83","51.28","-43.51","80.97","28.90","51.16","28.27","11.58","-6.30","315.15","282.45","301.43","12.10","1.61","1.76","1.41","-8.44","25.12"
"2026-02-03T15:26:18.014","funda","BLUEDART","49.45","51.43","-16.06","66.67","28.79","34.30","20.58","4.31","7.45","1616.16","1549.33","1441.92","17.14","4.13","5.04","5.53","-18.02","-8.75"
"2026-02-03T15:26:18.014","funda","LTTS","33.35","31.10","-7.93","4.06","28.56","31.02","29.81","-1.88","3.96","2923.50","2979.50","2866","28.32","4.23","4.67","4.84","-9.53","-3.49"
"2026-02-03T15:26:18.014","funda","PERSISTENT","55.78","54.54","-7.13","10.50","28.15","30.31","27.43","5.52","7.41","3778.21","3580.72","3333.59","31.10","22.80","21.23","24.19","7.35","-12.20"
"2026-02-03T15:26:18.014","funda","ADANIENT","20.18","30.04","354.82","-81.75","27.38","6.02","32.98","-3.25","-18.56","21248.51","21961.20","26965.86","9.01","11.65","11.72","11.54","-0.616","1.51"
"2026-02-03T15:26:18.014","funda","BRITANNIA","54.06","61.22","25.67","-7.01","27.17","21.62","23.25","4.79","3.64","4752.17","4534.86","4375.57","51.91","14.88","15.02","15.58","-0.923","-3.61"
"2026-02-03T15:26:18.014","funda","STYLAMIND","20.22","26.51","22.51","33.80","27.16","22.17","16.57","-7.33","3.33","270.96","292.40","282.98","27.03","2.04","2.77","2.79","-26.14","-0.906"
"2026-02-03T15:26:18.014","funda","CRISIL","45.72","47.10","12.57","7.32","26.41","23.46","21.86","8.09","3.67","911.24","843.02","813.18","35.63","7.67","7.82","8.07","-1.84","-3.18"
"2026-02-03T15:26:18.014","funda","DIVISLAB","59.77","63.60","26.74","-17.81","25.97","20.49","24.93","12.66","-6.77","2715","2410","2585","20.42","20.08","19.39","19.74","3.54","-1.75"
"2026-02-03T15:26:18.014","funda","FOSECOIND","44.36","35.04","-23.46","-0.619","25.81","33.72","33.93","-4.15","5.89","150.72","157.25","148.51","31.16","0.098","0.116","0.152","-15.41","-24.26"
"2026-02-03T15:26:18.014","funda","EXPLEOSOL","8.75","13.37","94.68","-15.15","25.62","13.16","15.51","8.88","1.51","282.70","259.65","255.80","20.96","0.323","0.127","0.097","154.94","29.88"
"2026-02-03T15:26:18.014","funda","LICHSGFIN","5.02","4.98","3.63","-1.09","25.42","24.53","24.80","0.413","-0.978","7208.92","7179.25","7250.16","8.93","20.36","20.17","20.26","0.922","-0.427"
"2026-02-03T15:26:18.014","funda","BBL","27.71","20.83","1.30","-44.60","24.98","24.66","44.51","1.84","-24.91","473.44","464.90","619.10","9.60","3.57","3.67","3.63","-2.78","1.03"
"2026-02-03T15:26:18.014","funda","HAL","44.77","34.26","20.64","-65.20","24.96","20.69","59.46","37.55","-64.82","6628.61","4819.01","13699.85","20.93","11.90","12.08","12.26","-1.45","-1.48"
"2026-02-03T15:26:18.014","funda","KOTAKBANK","4.20","4.32","10.15","-0.089","24.75","22.47","22.49","1.79","-0.287","17506.80","17198.74","17248.31","0","29.36","29.75","30.69","-1.33","-3.05"
"2026-02-03T15:26:18.014","funda","KEI","44.50","45.30","15.35","3.95","24.57","21.30","20.49","8.38","5.25","2954.70","2726.35","2590.32","21.16","25.48","25.83","26.59","-1.32","-2.87"
"2026-02-03T15:26:18.014","funda","NAZARA","2.92","7.96","215.78","3613.64","24.41","7.73","-0.220","5.55","-4.12","526.46","498.77","520.20","3.01","11.97","12.63","12.98","-5.21","-2.71"
"2026-02-03T15:26:18.014","funda","FIEMIND","22.77","24.83","10.71","-2.28","24.19","21.85","22.36","9.60","2.44","712.02","649.64","634.15","28","6.94","7.19","4.68","-3.59","53.71"
"2026-02-03T15:26:18.014","First timer","Symbol","Cmp","%ch","Low","Sl","Target","R_vol","Forward pe","Pe","Rsi","W rsi","Sector","Industry","Adx","%ch y_low","Srs","Ars","Srs y","Ars y","Lc"
"2026-02-03T15:26:18.014","First timer","BLISSGVS","181.69","5.16","175","161.19","190.14","0.251","17.61","16.61","58.81","57.97","healthcare","pharmaceuticals - indian - formulations","22.77","3.61","-0.066","0.389","-0.121","0.323","3.82"
"2026-02-03T15:26:18.014","First timer","JAMNAAUTO","126.97","4.07","123.12","115.21","132.18","0.575","31.74","26.99","54.61","62.82","auto","auto ancillaries","21.38","3.37","0.295","0.355","0.229","0.304","3.13"
"2026-02-03T15:26:18.014","First timer","MIRCELECTR","32.88","4.98","32.11","30.60","32.39","0.582","-137","-40.15","59.99","63.39","consumer discretionary","electronics - consumer","22.23","-3.32","0.763","1.15","0.834","1.05","2.40"
"2026-02-03T15:26:18.014","First timer","FORCEMOT","20019","4.23","19551","18932.31","19616.54","0.603","18.80","23.50","54.22","58.77","auto","automobiles - lcvs / hcvs","20.64","-3.84","0.034","0.890","0.032","0.816","2.39"
"2026-02-03T15:26:18.014","First timer","CRAFTSMAN","7744","3.37","7526","7311.18","7761.98","0.710","41.80","48.39","55.87","63.18","auto","auto ancillaries","17.87","-3.69","0.105","0.361","0.034","0.319","2.90"
"2026-02-03T15:26:18.014","First timer","SENORES","816.85","4.65","805.05","769.65","796.90","0.768","28.01","35.10","53.28","58.47","healthcare","pharmaceuticals - indian - formulations","15.22","-0.681","0.113","0.556","0.025","0.489","1.47"
"2026-02-03T15:26:18.014","First timer","JBCHEPHARM","1894.40","1.60","1880","1860.43","1870.85","0.981","37.50","38.63","56.36","61.82","healthcare","pharmaceuticals - indian - bulk drugs & formln","20.34","-1.88","0.030","0.076","-0.004","0.060","0.766"
"2026-02-03T15:26:18.014","First timer","SBC","28.91","1.51","28.65","28.42","28.57","1.07","30.11","56.96","54.77","80.38","textiles","textiles - products","39.04","-14.71","0.485","0.880","0.461","0.855","0.907"
"2026-02-03T15:26:18.014","First timer","MMFL","443.50","9.87","415.10","399.80","409.43","1.11","32.33","20.39","62.37","66.86","industrials","castings & forgings","31.96","-4.43","0.202","0.147","0.071","0.046","6.84"
"2026-02-03T15:26:18.014","First timer","INDSWFTLAB","113.60","4.56","108","108.99","108.14","1.12","24.27","2.98","63.95","62.18","healthcare","pharmaceuticals - indian - bulk drugs & formln","37.88","-1.58","0.025","0.521","-0.041","0.457","5.19"
"2026-02-03T15:26:18.014","First timer","CANTABIL","301.65","3.64","293.55","281.11","305.96","1.54","93.10","31.10","62.32","64.22","textiles","textiles - products","32.16","0.445","0.044","0.244","0.018","0.202","2.76"
"2026-02-03T15:26:18.014","First timer","MBAPL","427.05","2.72","415.10","392.79","450.18","2.01","29.49","34.79","60.15","57.63","chemicals","fertilizers","14.04","3.73","-0.114","0.304","-0.139","0.272","2.88"
"2026-02-03T15:26:18.014","First timer","ASIANTILES","73.38","6.95","69.73","68.24","69.16","2.17","26.21","49.72","55.00","59.33","building materials","ceramics - tiles / sanitaryware","15.54","-2.37","0.164","0.434","0.090","0.343","5.23"
"2026-02-03T15:26:18.014","First timer","SHARDACROP","1117.70","-0.816","1090","858.54","1529.45","2.42","17.37","17.96","73.65","68.18","chemicals","pesticides / agrochemicals - indian","28.44","18.82","-0.089","0.668","-0.063","0.685","2.54"
"2026-02-03T15:26:18.014","First timer","NAVINFLUOR","6288.50","6.57","6192","5858.66","5964.51","2.74","54.10","66.53","61.38","65.05","chemicals","chemicals","13.55","-0.803","0.119","0.417","0.058","0.332","1.56"
"2026-02-03T15:26:18.014","First timer","MCX","2437.60","4.99","2391","2409.60","2190.09","2.79","7.75","12.63","55.21","69.43","financials","miscellaneous","32.26","-11.73","0.425","0.814","0.331","0.731","1.95"
"2026-02-03T15:26:18.014","First timer","APEX","352.30","19.99","328.05","274.18","322.73","4.28","23.18","40.39","70.29","64.88","fmcg","aquaculture","20.41","3.99","0.426","0.540","0.170","0.286","7.39"
"2026-02-03T15:26:18.014","First timer","HAPPYFORGE","1137","7.57","1080.10","1003.78","1136.83","4.48","36.49","36.71","60.54","61.63","industrials","castings & forgings","29.63","1.14","0.076","0.296","0.017","0.206","5.27"
"2026-02-03T15:26:18.014","First timer","MAYURUNIQ","576.25","7.52","553.10","495.35","596.85","8.82","12.33","13.40","76.46","61.73","consumer discretionary","leather / leather products","21.83","6.37","0.020","-0.035","-0.065","-0.101","4.19"
"2026-02-03T15:26:18.014","First timer","SANGAMIND","485","8.56","465","424.96","479.44","10.36","24.90","37.92","63.74","58.70","textiles","textiles - spinning - synthetic / blended","18.70","3.49","0.238","0.108","0.048","0.022","4.30"
"2026-02-03T15:26:18.014","3_day_Check","Symbol","Cmp","%ch3","Lch3","Sl","Target","3d_high","R_vol","Forward pe","Pe","Rsi","Sector","Industry","Adx","%ch y_low","Srs","Ars","Srs y","Ars y","Lc","Low"
"2026-02-03T15:26:18.014","3_day_Check","INDSWFTLAB","113.60","4.35","-6.33","106.81","135.40","118.34","3.80","24.27","2.98","67.47","healthcare","pharmaceuticals - indian - bulk drugs & formln","35.30","0.267","-0.005","0.524","-0.067","0.445","5.90","107.09"
"2026-02-03T15:26:18.014","3_day_Check","EQUITASBNK","67.17","1.53","-5.51","69.68","72.65","71.18","1.03","21.26","-116.58","66.05","bank","banks - private sector","36.61","-2.83","0.090","0.047","0.059","0.042","3.54","67.71"
"2026-02-03T15:26:18.014","3_day_Check","RAIN","162.40","7.12","-3.24","139.86","203.14","165.95","1.87","12.89","-39.60","61.39","miscellaneous","miscellaneous","35.05","10.18","-0.091","0.030","-0.040","0.097","0.532","154.10"
"2026-02-03T15:26:18.014","3_day_Check","GAEL","132.77","1.98","-10.39","137.77","150.26","143.80","0.806","23.05","30.17","60.99","fmcg","miscellaneous","30.27","0.962","0.178","0.186","0.188","0.202","1.37","139.10"
"2026-02-03T15:26:18.014","3_day_Check","GNA","413","18.22","-6.18","348.11","393.28","425","0.493","14.20","14.52","60.72","auto","auto ancillaries","28.55","-1.71","0.085","0.039","0.076","0.038","5.07","342.15"
"2026-02-03T15:26:18.014","4_day_Check","Symbol","Cmp","%ch4","Lch4","Target","4d_high","R_vol","Forward pe","Pe","Rsi","Sector","Industry","Adx","%ch y_low","Srs","Ars","Srs y","Ars y","Lc","Low"
"2026-02-03T15:26:18.014","4_day_Check","RAIN","162.40","0.808","-8.94","225.99","169.63","9.75","12.89","-39.60","71.01","miscellaneous","miscellaneous","33.03","3.28","-0.033","0.062","-0.159","-0.065","14.72","143.50"
"2026-02-03T15:26:18.014","4_day_Check","EQUITASBNK","67.17","2.24","-4.84","73.85","71.70","1.95","21.26","-116.58","64.47","bank","banks - private sector","38.72","-2.61","0.066","0.036","0.067","0.035","2.73","67.77"
"2026-02-03T15:26:18.014","4_day_Check","GAEL","132.77","0.849","-11.38","154.34","143.80","1.05","23.05","30.17","63.95","fmcg","miscellaneous","31.19","-0.476","0.197","0.190","0.187","0.155","4.08","137"
"2026-02-03T15:26:18.014","5_day_Check","Symbol","Cmp","%ch5","Lc5","Sl","Target","5d_high","R_vol","Forward pe","Pe","Rsi","Sector","Industry","Adx","%ch y_low","Srs","Ars","Srs y","Ars y","Lc","Low"
"2026-02-03T15:26:18.014","5_day_Check","TMB","597.10","8.81","-0.516","561.73","596.49","621.90","1.26","7.45","7.70","62.87","bank","banks - private sector","28.97","-0.139","0.174","0.233","0.138","0.203","1.89","560.95"
"2026-02-03T15:26:18.014","5_day_Check","GRAPHITE","626.15","2.44","-13.15","627.79","736.18","677.90","1.32","40.04","48.83","61.40","industrials","electrodes - graphites","20.82","-0.086","0.107","0.315","0.064","0.250","5.50","627.25"
"2026-02-03T15:26:18.014","5_day_Check","CUB","297.80","10.50","-7.43","269.21","343.87","324.10","0.553","16.62","16.86","59.06","bank","banks - private sector","20.39","5.03","0.322","0.464","0.270","0.421","3.73","282.75"
"2026-02-03T15:26:18.014","7_day_Check","Symbol","Cmp","%ch7","Lch7","Sl","Target","7d_high","R_vol","Forward pe","Pe","Rsi","Sector","Industry","Adx","%ch y_low","Srs","Ars","Srs y","Ars y","Lc","Low","%ch_3low"
"2026-02-03T15:26:18.014","7_day_Check","BAJAJCON","355.70","20.99","-2.13","274.17","396.26","370","17.18","25.85","30.20","65.02","fmcg","personal care - indian","21.93","8.09","0.202","0.769","0.108","0.721","3.19","296.35","26.08"
"2026-02-03T15:26:18.014","7_day_Check","UJJIVANSFB","63.93","4.44","-9.61","59.14","80.78","68","8.52","16.65","24.23","70.12","bank","banks - private sector","26.12","3.38","0.341","0.357","0.239","0.336","3.14","61.14","11.37"
"2026-02-03T15:26:18.014","7_day_Check","SBC","28.91","0.639","-18.31","28.57","32.67","30.05","0.900","30.11","56.96","70.76","textiles","textiles - products","30.55","1.50","0.572","1.11","0.588","1.08","2.45","29","10.04"
"2026-02-03T15:26:18.014","7_day_Check","AUTOAXLES","1955","3.85","-5.38","1902.00","2115.30","2014","1.03","20.54","18.60","56.65","auto","auto ancillaries","28.68","1.47","-0.058","0.092","-0.046","0.097","0.482","1930","6.67"
"2026-02-03T15:26:18.014","7_day_Check","SEAMECLTD","1234.10","17.10","-2.08","1067.05","1347.39","1325","2.24","7.87","16.99","65.90","miscellaneous","miscellaneous","37.07","4.63","0.248","0.287","0.216","0.285","1.34","1116.50","6.35"
"2026-02-03T15:26:18.014","Mod signal RS","Symbol","Cmp","%ch","Low3","Initial_atr1.5sl","Sl","Target","0d_high","R_vol","Forward pe","Pe","Rsi","W rsi","Sector","Industry","Adx","%ch y_low","Srs","Ars","Srs y","Ars y","%ch_high","%ch sl","Atr%","%ch_3low"
"2026-02-03T15:26:18.014","Mod signal RS","NAVNETEDUL","162.68","17.20","136.25","153.22","137.24","213.55","164.70","14.07","5.24","8.48","66.59","61.70","miscellaneous","printing & stationery","19.68","-1.14","0.011","0.106","-0.154","-0.055","20.88","18.53","5.25","19.40"
"2026-02-03T15:26:18.014","Mod signal RS","INFOBEAN","906.30","6.57","775","792.20","790.17","1138.56","934.65","1.32","28.46","27.33","56.71","69.98","i.t","computers - software - medium / small","33.10","2.05","0.559","1.29","0.405","1.15","15.02","14.70","9.67","16.94"
"2026-02-03T15:26:18.014","Mod signal RS","MMFL","443.50","9.87","383.30","409.07","399.43","531.65","455.15","1.11","32.33","20.39","62.37","66.86","industrials","castings & forgings","31.96","-4.43","0.202","0.147","0.071","0.046","18.75","11.03","6.19","15.71"
"2026-02-03T15:26:18.014","Mod signal RS","BALKRISIND","2565","11.82","2226.10","2447.37","2348.07","2998.87","2752.50","10.79","32.44","33.80","68.24","58.74","auto","tyres","24.22","-6.48","-0.072","-0.068","-0.187","-0.165","23.65","9.24","4.49","15.22"
"2026-02-03T15:26:18.014","Mod signal RS","UJJIVANSFB","63.93","3.46","57","59.45","61.96","67.86","65.60","0.895","16.65","24.23","62.46","74.10","bank","banks - private sector","29.41","-4.07","0.339","0.380","0.286","0.336","11.36","3.17","6.04","12.16"
"2026-02-03T15:26:18.014","Mod signal RS","KMEW","1837.40","4.14","1653.20","1653.70","1650.33","2211.55","1865.30","0.544","44.30","38.64","55.19","64.55","transportation","miscellaneous","20.29","1.69","0.992","1.24","0.904","1.15","11.52","11.34","7.25","11.14"
"2026-02-03T15:26:18.014","Mod signal RS","MIRCELECTR","32.88","4.98","29.88","30.11","30.46","37.71","32.88","0.582","-137","-40.15","59.99","63.39","consumer discretionary","electronics - consumer","22.23","-3.32","0.763","1.15","0.834","1.05","10.04","7.93","5.84","10.04"
"2026-02-03T15:26:18.014","Mod signal RS","CUB","297.80","4.33","271.50","277.18","275.56","342.27","324.10","2.25","16.62","16.86","58.13","71.79","bank","banks - private sector","19.06","0.311","0.263","0.467","0.203","0.408","18.31","8.07","5.96","9.69"
"2026-02-03T15:26:18.014","Mod signal RS","DCBBANK","192.15","2.31","175.34","179.42","190.12","196.21","198","0.778","8.34","8.44","55.33","66.82","bank","banks - private sector","24.28","-5.65","0.345","0.326","0.295","0.298","10.57","1.07","5.61","9.59"
"2026-02-03T15:26:18.014","Mod signal RS","SAIL","154.38","3.84","141.30","145.48","150.50","162.14","156.05","1.35","42.41","22.03","58.97","66.47","metals & mining","steel - large","30.07","-6.41","0.136","0.185","0.083","0.143","10.44","2.58","4.66","9.26"
"2026-02-03T15:26:18.014","Mod signal RS","NAVINFLUOR","6288.50","6.57","5801.50","5952.89","5871.20","7123.10","6443","2.74","54.10","66.53","61.38","65.05","chemicals","chemicals","13.55","-0.803","0.119","0.417","0.058","0.332","11.06","7.11","4.13","8.39"
"2026-02-03T15:26:18.014","Mod signal RS","ARMANFIN","1608.70","2.17","1489","1500.92","1535.92","1754.26","1650","0.767","52.78","-1499.62","55.01","53.34","financials","finance & investments","11.77","-2.96","-0.077","0.043","-0.115","0.022","10.81","4.74","5.04","8.04"
"2026-02-03T15:26:18.014","Mod signal RS","SBIN","1065.90","3.62","988.30","1028.81","1047.35","1103.00","1089.80","1.63","11.68","11.47","60.75","76.14","bank","banks - public sector","39.57","-5.50","0.226","0.303","0.182","0.260","10.08","1.77","3.29","7.85"
"2026-02-03T15:26:18.014","Mod signal RS","ASHOKLEY","199.97","2.87","185.52","190.80","190.45","219.01","203","0.858","38.75","19.82","66.52","83.07","auto","automobiles - lcvs / hcvs","54.67","-1.97","0.510","0.613","0.450","0.571","9.42","5.00","3.70","7.79"
"2026-02-03T15:26:18.014","Mod signal RS","DREDGECORP","1114.90","3.14","1036.50","995.80","1025.33","1294.03","1135","0.303","-22.83","-114.63","58.04","63.49","miscellaneous","miscellaneous","25.56","3.23","0.551","0.462","0.484","0.420","9.50","8.74","8.45","7.56"
"2026-02-03T15:26:18.014","Mod signal RS","IDFCFIRSTB","84.96","4.62","79.38","81.62","81.08","92.72","85.98","1.24","39.33","42.52","56.09","64.14","bank","banks - private sector","17.73","-2.54","0.129","0.224","0.071","0.172","8.31","4.78","3.14","7.03"
"2026-02-03T15:26:18.014","Mod signal RS","CANTABIL","301.65","3.64","282.30","283.45","281.75","341.45","306","1.54","93.10","31.10","62.32","64.22","textiles","textiles - products","32.16","0.445","0.044","0.244","0.018","0.202","8.40","7.06","4.55","6.85"
"2026-02-03T15:26:18.014","Mod signal RS","AUTOAXLES","1955","1.06","1835","1845.57","1874.57","2115.87","2014","0.889","20.54","18.60","56.16","59.87","auto","auto ancillaries","19.12","-2.46","-0.012","0.086","-0.060","0.076","9.75","4.29","4.28","6.54"
"2026-02-03T15:26:18.014","Mod signal RS","JINDALSTEL","1151.10","2.31","1082.70","1099.45","1089.58","1274.14","1170.60","0.811","153.89","57.61","64.51","63.18","metals & mining","steel - large","28.00","1.15","0.060","0.167","0.050","0.142","8.12","5.65","3.65","6.32"
"2026-02-03T15:26:18.014","Mod signal RS","NTPC","358.75","2.40","337.50","345.30","344.83","386.58","365.95","1.10","15.85","14.05","62.31","60.50","power & utilities","power generation and supply","26.34","-1.66","-0.009","0.006","-0.035","-0.016","8.35","4.04","3.27","6.30"
"2026-02-03T15:26:18.014","Mod signal RS","RAMCOCEM","1135.80","2.10","1069","1089.14","1073.56","1260.29","1151.90","0.814","86.83","71.08","64.36","62.27","building materials","cement - south india","16.25","1.42","-0.099","0.091","-0.132","0.070","6.65","5.80","3.26","6.25"
"2026-02-03T15:26:18.014","Mod signal RS","PETRONET","297.35","2.46","280.20","285.69","279.93","332.19","298.95","1.64","13.42","11.86","60.70","58.61","energy","miscellaneous","15.60","0.851","-0.009","-0.102","-0.059","-0.122","6.39","6.22","3.07","6.12"
"2026-02-03T15:26:18.014","Mod signal RS","TATASTEEL","192.90","2.33","182.55","184.54","190.52","197.66","199","0.984","19.37","34.53","57.73","67.01","metals & mining","steel - large","26.51","-4.06","0.113","0.144","0.080","0.120","9.01","1.25","3.68","5.67"
"2026-02-03T15:26:18.014","Mod signal RS","LUPIN","2186.40","2.68","2078.20","2112.08","2126.84","2305.51","2225","1.38","16.89","22.48","58.98","62.78","healthcare","pharmaceuticals - indian - bulk drugs & formln","15.35","-2.81","0.080","0.068","0.035","0.042","7.06","2.80","2.68","5.21"
"2026-02-03T15:26:18.014","Mod signal RS","INDUSTOWER","439.50","1.78","418","418.95","420.12","478.25","450","1.43","15.76","12.17","57.46","61.85","telecom","transmisson line towers / equipment","22.02","0.097","0.181","0.107","0.142","0.090","7.28","4.61","3.67","5.14"
"2026-02-03T15:26:18.014","Mod signal RS","JSWSTEEL","1229.80","2.55","1172.90","1185.12","1198.37","1292.67","1244.70","1.06","35.10","39.29","61.27","63.64","metals & mining","steel - large","18.71","-1.79","0.075","0.179","0.038","0.151","6.02","2.62","2.78","4.85"
"2026-02-03T15:26:18.014","Mod signal RS","FUSION","182.77","1.67","175","171.44","177.45","193.41","185","0.821","-27.04","-1.88","60.82","56.03","financials","finance & investments","22.05","-0.151","0.063","0.003","0.025","-0.012","5.71","3.00","4.23","4.44"
"2026-02-03T15:26:18.014","Mod signal RS","AXISBANK","1358.20","3.56","1302.90","1303.15","1312.34","1449.92","1418.30","1.66","15.03","15.48","60.95","67.61","bank","banks - private sector","22.42","-0.047","0.168","0.085","0.122","0.049","8.86","3.49","3.72","4.24"
"2026-02-03T15:26:18.014","Mod signal RS","TORNTPHARM","4042.10","1.38","3903.90","3896.70","3951.58","4223.14","4104.10","1.93","57.61","62.97","59.21","69.13","healthcare","pharmaceuticals - indian - formulations","25.48","-1.44","0.037","0.231","0.009","0.216","5.13","2.29","2.88","3.54"
"2026-02-03T15:26:18.014","1_day_Check","Symbol","Cmp","%ch1","Lch1","Sl","Target","1d_high","R_vol","Forward pe","Pe","Rsi","Sector","Industry","Adx","%ch y_low","Srs","Ars","Srs y","Ars y","Lc","Low","Atr%","%ch_3low"
"2026-02-03T15:26:18.014","1_day_Check","PFOCUS","258.17","9.77","0.899","213.16","285.42","258.77","1.41","70.93","-50.81","56.55","realty","miscellaneous","20.12","2.53","0.409","1.30","0.384","1.17","7.86","218.56","6.27","8.64"
"2026-02-03T15:26:18.014","Mod 7_day_Check","Symbol","Cmp","%ch7","Lch5","Sl","Target","7d_high","Forward pe","Pe","Rsi","Sector","Industry","Adx","%ch y_low","Srs","Ars","Srs y","Ars y","Lc","Low","%ch sl","%ch sl atr","Atr%","%ch_3low","Bollinger bandwidth"
"2026-02-03T15:26:18.014","Mod 7_day_Check","HINDUNILVR","2370","0.502","-4.42","2383.04","2435.96","2434.30","51.84","50.87","56.97","fmcg","personal care - multinational","31.44","-0.262","-0.081","-0.009","-0.103","-0.015","1.38","2376.80","1.11","-1.23","1.98","2.10","4.24"
"2026-02-03T15:26:18.014","7day_signal","Symbol","Cmp","%ch7","Lch5","Sl","Target","7d_high","Forward pe","Pe","Rsi","Sector","Industry","Adx","%ch y_low","Srs","Ars","Srs y","Ars y","Lc","Low","%ch sl","%ch sl atr","Atr%","%ch_3low","Bollinger bandwidth"
"2026-02-03T15:26:18.014","7day_signal","HINDUNILVR","2370","0.502","-4.42","2383.04","2435.96","2434.30","51.84","50.87","56.97","fmcg","personal care - multinational","31.44","-0.262","-0.081","-0.009","-0.103","-0.015","1.38","2376.80","1.11","-1.23","1.98","2.10","4.24"
