Timestamp,Symbol ,Cmp ,%ch7 ,Lch5 ,Sl ,Target ,7d_high ,Forward pe ,Pe ,Rsi ,Sector ,Industry ,Adx ,%ch y_low ,Srs ,Ars ,Srs y ,Ars y ,Lc ,Low ,%ch sl ,%ch sl atr ,Atr% ,%ch_3low ,Bollinger bandwidth 
2026-02-05T16:34:14.244,INFOBEAN,840.15,5.32,-12.67,823.61,951.29,934.65,26.39,27.86,55.65,i.t,computers - software - medium / small,36.09,-9.58,0.312,1.28,0.194,0.902,19.17,744.7,7.75,-12.16,10.07,21.74,20.95
2026-02-05T16:31:02.145,INFOBEAN,840.15,5.32,-12.67,823.61,951.29,934.65,26.39,27.86,55.65,i.t,computers - software - medium / small,36.09,-9.58,0.312,1.28,0.194,0.902,19.17,744.7,7.75,-12.16,10.07,21.74,20.95
