Timestamp,Symbol,Cmp,%ch,Low3,Initialatr1.5sl,Sl,Target,0dhigh,Rvol,Forwardpe,Pe,Rsi,Wrsi,Sector,Industry,Adx,%chylow,Srs,Ars,Srsy,Arsy,%chhigh,%chsl,Atr%,%ch3low
2026-02-05T17:35:13.026,SBC,30.31,1.51,28.65,28.84,28.52,33.88,30.71,1.05,31.57,59.72,68.06,83.64,textiles,textiles - products,39.92,1.52,0.569,1.01,0.549,0.981,6.59,6.26,4.10,5.79
