Timestamp,Symbol ,Cmp ,%ch ,Low 2% ,Low5 ,Sl ,Target ,R_vol ,Forward pe ,Pe ,Rsi ,Sector ,Industry ,Adx ,%ch sl ,Rs ,Srs ,Ars ,Is ,Tps ,Rs score 
2026-02-05T16:34:14.189,GVT&D,3513.5,0.088,3321.32,3089.1,2992.39,4295.17,0.935,77.32,84.16,73.29,industrials,electric equipment,30.21,17.41,46.84,0.161,0.536,3095.73,2833.9,25.93
2026-02-05T16:31:02.092,GVT&D,3513.5,0.088,3321.32,3089.1,2992.39,4295.17,0.935,77.32,84.16,73.29,industrials,electric equipment,30.21,17.41,46.84,0.161,0.536,3095.73,2833.9,25.93
