Timestamp,Symbol ,Cmp ,%ch7 ,Lch5 ,Sl ,Target ,7d_high ,Forward pe ,Pe ,Rsi ,Sector ,Industry ,Adx ,%ch y_low ,Srs ,Ars ,Srs y ,Ars y ,Lc ,Low ,%ch sl ,%ch sl atr ,Atr% ,%ch_3low ,Bollinger bandwidth 
2026-02-05T16:34:14.319,MTARTECH,3283.5,27.66,-2.28,2527.38,2875.82,3448.9,72.77,164.34,61.51,aerospace & defence,engineering,21.27,0.424,0.674,0.596,0.576,0.496,6.44,2538.1,6.89,-4.88,5.1,14.23,9.96
2026-02-05T16:31:02.214,MTARTECH,3283.5,27.66,-2.28,2527.38,2875.82,3448.9,72.77,164.34,61.51,aerospace & defence,engineering,21.27,0.424,0.674,0.596,0.576,0.496,6.44,2538.1,6.89,-4.88,5.1,14.23,9.96
