Timestamp,Symbol ,Cmp ,%ch5 ,Lc5 ,Sl ,Target ,5d_high ,R_vol ,Forward pe ,Pe ,Rsi ,Sector ,Industry ,Adx ,%ch y_low ,Srs ,Ars ,Srs y ,Ars y ,Lc ,Low 
2026-02-05T16:47:02.485,UJJIVANSFB,63.08,1.42,-12.8,61.23,74.31,66.3,2.01,16.43,25.59,71.04,bank,banks - private sector,31.62,0.818,0.36,0.418,0.308,0.356,5.9,61.73
2026-02-05T16:40:57.711,UJJIVANSFB,63.08,1.42,-12.8,61.23,74.31,66.3,2.01,16.43,25.59,71.04,bank,banks - private sector,31.62,0.818,0.36,0.418,0.308,0.356,5.9,61.73
