Timestamp,Symbol ,F_pe ,Pe ,Eps[a] ,Eps[a1] ,Eps ,Eps[1] ,Eps[3] ,Sales[a] ,Sales[a1] ,Sales ,Sales[2] ,Sales[3] ,Roce ,Fii ,Fii[1] ,Fii[2] ,Fii[a] ,Fii[a1] 
2026-02-05T16:34:14.323,MRF,27.23,31.49,5.03,-2.27,1239.38,1180.04,1207.48,-3.87,8.49,7378.72,7675.69,7074.82,13.27,18.17,18.27,18.67,-0.522,-2.13
2026-02-05T16:31:02.217,MRF,27.23,31.49,5.03,-2.27,1239.38,1180.04,1207.48,-3.87,8.49,7378.72,7675.69,7074.82,13.27,18.17,18.27,18.67,-0.522,-2.13
