Timestamp,Symbol ,Cmp ,%ch ,Sl ,Target ,0d_high ,R_vol ,Forward pe ,Pe ,Rsi ,W rsi ,Sector ,Industry ,Adx ,%ch y_low ,Srs ,Ars ,Srs y ,Ars y ,Lc ,Column20 ,Low6 
2026-02-05T16:47:02.962,RAMCOCEM,1164.9,0.945,1089.55,1328.99,1171.6,0.303,89.06,73.74,69.07,65.04,building materials,cement - south india,17.08,3.91,-0.056,0.156,-0.082,0.147,8.97,1.96,1069.0
2026-02-05T16:40:58.2,RAMCOCEM,1164.9,0.945,1089.55,1328.99,1171.6,0.303,89.06,73.74,69.07,65.04,building materials,cement - south india,17.08,3.91,-0.056,0.156,-0.082,0.147,8.97,1.96,1069.0
