Timestamp,Symbol ,Cmp ,%ch ,Low ,Sl ,Target ,R_vol ,Forward pe ,Pe ,Rsi ,W rsi ,Sector ,Industry ,Adx ,%ch y_low ,Srs ,Ars ,Srs y ,Ars y ,Lc 
2026-02-05T16:34:14.321,NAVNETEDUL,162.09,0.359,159.75,138.86,195.48,0.733,5.22,9.87,65.78,61.35,miscellaneous,printing & stationery,21.93,14.84,-0.002,0.098,-0.013,0.096,1.46
2026-02-05T16:31:02.215,NAVNETEDUL,162.09,0.359,159.75,138.86,195.48,0.733,5.22,9.87,65.78,61.35,miscellaneous,printing & stationery,21.93,14.84,-0.002,0.098,-0.013,0.096,1.46
