Timestamp,Symbol ,Cmp ,%ch3 ,Lch3 ,Sl ,Target ,3d_high ,R_vol ,Forward pe ,Pe ,Rsi ,Sector ,Industry ,Adx ,%ch y_low ,Srs ,Ars ,Srs y ,Ars y ,Lc ,Low 
2026-02-05T16:04:18.943,INDIACEM,452.45,3.62,-2.16,444.16,501.57,475,1.73,-1256.81,-129.18,53.55,building materials,cement - south india,28.15,-1.61,0.168,0.347,0.106,0.289,4.9,437
