Timestamp,Mod 7_day_Check,Symbol,Cmp,%ch7,Lch5,Sl,Target,7d_high,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch y_low,Srs,Ars,Srs y,Ars y,Lc,Low,%ch sl,%ch sl atr,Atr%,%ch_3low,Bollinger bandwidth
2026-02-03T21:48:28.012,Mod 7_day_Check,HINDUNILVR,2368.6,0.502,-4.42,2383.05,2435.95,2434.3,51.81,50.87,56.97,fmcg,personal care - multinational,31.44,-0.262,-0.081,-0.009,-0.103,-0.015,1.38,2376.8,1.11,-1.23,1.98,2.1,4.24
2026-02-03T22:23:55.402,Mod 7_day_Check,HINDUNILVR,2368.6,0.502,-4.42,2383.05,2435.95,2434.3,51.81,50.87,56.97,fmcg,personal care - multinational,31.44,-0.262,-0.081,-0.009,-0.103,-0.015,1.38,2376.8,1.11,-1.23,1.98,2.1,4.24
2026-02-03T22:31:29.497,Mod 7_day_Check,HINDUNILVR,2368.6,0.502,-4.42,2383.05,2435.95,2434.3,51.81,50.87,56.97,fmcg,personal care - multinational,31.44,-0.262,-0.081,-0.009,-0.103,-0.015,1.38,2376.8,1.11,-1.23,1.98,2.1,4.24
