Timestamp,Symbol,High,Lod price,Cmp,%ch,Initial_atr1.5sl,Sl,Target,Forward pe,Pe,Sector,Industry,%ch y_low,Srs,Ars,Srs y,Ars y,%ch_high,%ch 2 low,%ch sl,Atr%,%ch_3low,E_s50,Avg_true_range,Adr%,Brackets12,Ma_x,Rvol,M_cap,Va,Va_ma,Atr% x,Lod dist,Free float,Grand_total_number2,Scan_Date,Change,Low 2%,Low5,R_vol,Rsi,Adx,Rs,Is,Tps,Rs score,Low,Max2,W rsi,Adr p - adr%
2026-03-12T14:29:21.071,VEDL,730.3,,722.55,0.14,684.63,706.4,754.86,12.36,19.88,metals & mining,mining / minerals / metals,2.05,0.48,0.52,0.51,0.52,3.65,3.65,3.65,3.6,2.77,44.03,25.98,,,,,,,,,69.29,,,2026-03-12,,,,0.49,58.03,15.76,,,,,704.55,730.3,81.37,3.08
2026-03-12T14:29:21.071,BLUESTARCO,1969.5,,1958.6,0.9,1860.89,1893.57,2088.66,124.91,80.74,consumer discretionary,air-conditioners,-0.88,-0.04,0.16,-0.06,0.15,4.1,4.1,4.1,3.74,4.64,96.37,73.27,,,,,,,,,90.9,,,2026-03-12,,,,0.86,55.64,27.21,,,,,1892.0,1969.5,57.55,3.05
2026-03-11T07:40:03.941,INDSWFTLAB,145.7,,142.63,2.02,130.09,139.87,148.15,30.48,3.92,healthcare,pharmaceuticals - indian - bulk drugs & formln,-9.87,0.19,0.23,0.18,0.21,13.74,13.74,3.63,6.53,11.34,23.88,9.31,,,,,,,,,21.92,,,2026-03-11,,,,0.55,58.17,36.73,,,,,140.59,145.7,70.43,6.24
2026-03-11T07:40:03.941,MTARTECH,3810.0,,3711.4,2.72,3419.71,3697.56,3739.09,82.26,179.82,aerospace & defence,engineering,-6.79,1.32,1.22,1.34,1.16,9.14,9.14,3.06,5.78,6.31,614.7,214.67,,,,,,,,,6.85,,,2026-03-11,,,,0.65,58.85,53.94,,,,,3696.7,3810.0,75.68,5.22
2026-03-11T07:40:03.941,AEROFLEX,224.29,,220.49,2.23,204.07,227.12,207.24,43.06,58.02,metals & mining,steel - medium / small,-9.03,0.15,0.04,0.12,0.02,8.36,8.36,3.35,5.11,6.53,25.13,11.27,,,,,,,,,30.89,,,2026-03-11,,,,0.37,57.33,34.84,,,,,217.01,224.29,60.06,5.2
2026-03-11T07:40:03.941,ROSSTECH,733.4,,727.85,4.29,664.71,676.95,829.66,127.25,129.51,aerospace & defence,engineering,-0.21,-0.03,0.77,-0.07,0.7,8.64,8.64,3.33,5.6,7.82,58.59,40.77,,,,,,,,,44.4,,,2026-03-11,,,,0.3,55.93,16.72,,,,,709.75,733.4,58.36,5.18
2026-03-11T07:40:03.941,MRPL,198.44,,193.6,1.88,178.99,193.02,194.77,5.85,15.58,energy,refineries,-2.9,0.4,0.31,0.39,0.29,6.4,6.4,6.4,5.87,3.8,21.29,11.36,,,,,,,,,62.43,,,2026-03-11,,,,1.05,54.48,28.7,,,,,186.51,198.44,64.85,4.51
2026-03-11T07:40:03.941,GVT&D,3919.7,,3854.4,2.28,3610.66,3782.62,3997.97,84.82,92.41,industrials,electric equipment,-2.78,0.28,0.59,0.27,0.56,6.51,6.51,2.7,4.4,4.74,542.62,169.58,,,,,,,,,22.35,,,2026-03-11,,,,0.49,61.93,36.0,,,,,3816.5,3919.7,70.72,4.08
2026-03-11T07:40:03.941,INGERRAND,3941.8,,3886.1,0.33,3708.01,3957.69,3742.91,42.67,47.39,industrials,compressors / drilling equipment,-6.95,-0.08,-0.01,-0.08,-0.01,6.46,6.46,2.84,3.41,4.95,352.59,132.46,,,,,,,,,40.01,,,2026-03-11,,,,0.5,60.23,44.17,,,,,3833.1,3941.8,56.19,3.42
2026-03-11T07:40:03.941,BHARATFORG,1886.5,,1842.2,-1.08,1755.39,1921.05,1684.5,83.28,77.93,industrials,castings & forgings,-5.47,0.41,0.38,0.44,0.4,4.23,4.23,3.25,3.49,1.78,239.42,64.35,,,,,,,,,23.47,,,2026-03-11,,,,0.66,60.81,36.46,,,,,1827.1,1886.5,73.84,3.31
2026-03-11T07:40:03.941,GODIGIT,336.7,,333.2,1.02,316.82,329.45,340.7,54.8,60.25,financials,finance & investments,-3.63,-0.14,-0.09,-0.14,-0.1,5.83,5.83,1.89,3.67,4.73,2.49,12.24,,,,,,,,,22.47,,,2026-03-11,,,,0.38,52.2,21.09,,,,,330.45,336.7,47.58,3.25
2026-03-11T07:40:03.941,SIEMENS,3333.0,,3274.9,1.42,3107.74,3249.48,3325.75,104.96,65.92,industrials,electric equipment,-3.93,-0.04,0.0,-0.07,-0.01,6.49,6.49,2.67,3.69,4.63,154.93,120.79,,,,,,,,,23.6,,,2026-03-11,,,,0.97,53.89,14.76,,,,,3246.4,3333.0,54.9,3.24
2026-03-11T07:40:03.941,MARICO,792.75,,789.9,1.53,767.42,790.12,789.46,57.24,59.66,fmcg,solvent extraction,-2.83,-0.01,0.05,-0.03,0.04,2.85,2.85,1.64,1.93,2.48,26.84,15.22,,,,,,,,,65.36,,,2026-03-11,,,,0.93,56.6,17.59,,,,,779.95,792.75,64.54,1.92
2026-03-10T23:30:34.324,INDSWFTLAB,145.7,,142.63,2.02,130.09,139.87,148.15,30.48,3.84,healthcare,pharmaceuticals - indian - bulk drugs & formln,-9.87,0.19,0.23,0.18,0.21,13.74,13.74,3.63,6.53,11.34,23.88,9.31,,,,,,,,,21.92,,,2026-03-10,,,,0.55,58.17,36.73,,,,,140.59,145.7,70.43,6.24
2026-03-10T23:30:34.324,MTARTECH,3810.0,,3711.4,2.72,3419.71,3697.56,3739.09,82.26,175.06,aerospace & defence,engineering,-6.79,1.32,1.22,1.34,1.16,9.14,9.14,3.06,5.78,6.31,614.7,214.67,,,,,,,,,6.85,,,2026-03-10,,,,0.65,58.85,53.94,,,,,3696.7,3810.0,75.68,5.22
2026-03-10T23:30:34.324,AEROFLEX,224.29,,220.49,2.23,204.07,227.12,207.24,43.06,56.76,metals & mining,steel - medium / small,-9.03,0.15,0.04,0.12,0.02,8.36,8.36,3.35,5.11,6.53,25.13,11.27,,,,,,,,,30.89,,,2026-03-10,,,,0.37,57.33,34.84,,,,,217.01,224.29,60.06,5.2
2026-03-10T23:30:34.324,ROSSTECH,733.4,,727.85,4.29,664.71,676.95,829.66,127.25,124.18,aerospace & defence,engineering,-0.21,-0.03,0.77,-0.07,0.7,8.64,8.64,3.33,5.6,7.82,58.59,40.77,,,,,,,,,44.4,,,2026-03-10,,,,0.3,55.93,16.72,,,,,709.75,733.4,58.36,5.18
2026-03-10T23:30:34.324,MRPL,198.44,,193.6,1.88,178.99,193.02,194.77,5.85,15.29,energy,refineries,-2.9,0.4,0.31,0.39,0.29,6.4,6.4,6.4,5.87,3.8,21.29,11.36,,,,,,,,,62.43,,,2026-03-10,,,,1.05,54.48,28.7,,,,,186.51,198.44,64.85,4.51
2026-03-10T23:30:34.324,GVT&D,3919.7,,3854.4,2.28,3610.66,3782.62,3997.97,84.82,90.35,industrials,electric equipment,-2.78,0.28,0.59,0.27,0.56,6.51,6.51,2.7,4.4,4.74,542.62,169.58,,,,,,,,,22.35,,,2026-03-10,,,,0.49,61.93,36.0,,,,,3816.5,3919.7,70.72,4.08
2026-03-10T23:30:34.324,INGERRAND,3941.8,,3886.1,0.33,3708.01,3957.69,3742.91,42.67,47.24,industrials,compressors / drilling equipment,-6.95,-0.08,-0.01,-0.08,-0.01,6.46,6.46,2.84,3.41,4.95,352.59,132.46,,,,,,,,,40.01,,,2026-03-10,,,,0.5,60.23,44.17,,,,,3833.1,3941.8,56.19,3.42
2026-03-10T23:30:34.324,BHARATFORG,1886.5,,1842.2,-1.08,1755.39,1921.05,1684.5,83.28,78.78,industrials,castings & forgings,-5.47,0.41,0.38,0.44,0.4,4.23,4.23,3.25,3.49,1.78,239.42,64.35,,,,,,,,,23.47,,,2026-03-10,,,,0.66,60.81,36.46,,,,,1827.1,1886.5,73.84,3.31
2026-03-10T23:30:34.324,GODIGIT,336.7,,333.2,1.02,316.82,329.45,340.7,54.8,59.65,financials,finance & investments,-3.63,-0.14,-0.09,-0.14,-0.1,5.83,5.83,1.89,3.67,4.73,2.49,12.24,,,,,,,,,22.47,,,2026-03-10,,,,0.38,52.2,21.09,,,,,330.45,336.7,47.58,3.25
2026-03-10T23:30:34.324,SIEMENS,3333.0,,3274.9,1.42,3107.74,3249.48,3325.75,104.96,64.99,industrials,electric equipment,-3.93,-0.04,0.0,-0.07,-0.01,6.49,6.49,2.67,3.69,4.63,154.93,120.79,,,,,,,,,23.6,,,2026-03-10,,,,0.97,53.89,14.76,,,,,3246.4,3333.0,54.9,3.24
2026-03-10T23:30:34.324,MARICO,792.75,,789.9,1.53,767.42,790.12,789.46,57.24,58.76,fmcg,solvent extraction,-2.83,-0.01,0.05,-0.03,0.04,2.85,2.85,1.64,1.93,2.48,26.84,15.22,,,,,,,,,65.36,,,2026-03-10,,,,0.93,56.6,17.59,,,,,779.95,792.75,64.54,1.92
