Timestamp,Symbol,F_pe,Pe,Eps[a],Eps[a1],Eps,Eps[1],Eps[3],Sales[a],Sales[a1],Sales,Sales[2],Sales[3],Roce,Fii,Fii[1],Fii[2],Fii[a],Fii[a1],Scan_Date
2026-07-13T09:29:41.485,MRF,19.95,23.56,1.51,31.62,1655.8,1631.23,1239.38,-0.08,9.1,8044.22,8050.43,7378.72,13.27,17.98,18.17,18.27,-1.04,-0.52,2026-07-13
2026-07-13T09:29:41.485,FORCEMOT,21.28,19.76,-31.42,15.81,211.37,308.22,266.14,19.79,2.27,2549.84,2128.56,2081.4,29.59,10.93,10.46,10.27,4.51,1.82,2026-07-13
2026-07-13T09:29:41.485,BOSCHLTD,53.62,44.47,7.02,-3.95,193.25,180.58,188.01,13.92,1.89,5565.7,4885.6,4794.8,20.96,7.22,7.34,7.13,-1.7,2.91,2026-07-13
2026-07-13T09:29:41.485,3MINDIA,46.36,76.29,447.0,-132.43,191.16,-55.09,169.85,13.94,-3.04,1399.24,1228.05,1266.49,37.56,3.52,3.5,3.43,0.54,2.06,2026-07-13
2026-07-13T09:29:41.485,ABBOTINDIA,36.86,37.19,5.05,-9.47,185.85,176.92,195.42,-0.84,-1.88,1709.51,1724.04,1757.15,44.95,0.27,0.18,0.16,45.38,16.89,2026-07-13
2026-07-13T09:29:41.485,NEULANDLAB,29.33,68.76,424.23,-58.11,165.76,31.62,75.49,76.54,-14.5,776.25,439.71,514.27,26.45,20.46,20.9,20.6,-2.11,1.43,2026-07-13
2026-07-13T09:29:41.485,BAJAJ-AUTO,19.33,26.39,33.1,29.61,131.1,98.5,76.0,11.25,0.82,17107.96,15378.24,15253.64,28.35,8.82,8.84,9.65,-0.18,-8.46,2026-07-13
2026-07-13T09:29:41.485,MARUTI,29.32,29.67,-5.67,15.83,116.38,123.38,106.52,4.93,22.43,51567.5,49143.5,40138.7,20.98,14.12,15.76,15.78,-10.42,-0.12,2026-07-13
2026-07-13T09:29:41.485,ULTRACEMCO,28.5,42.19,72.88,40.1,101.41,58.66,41.87,18.19,11.34,25799.47,21829.68,19606.93,10.89,14.44,15.33,15.23,-5.82,0.65,2026-07-13
2026-07-13T09:29:41.485,ABB,20.04,48.65,312.04,5.8,84.18,20.43,19.31,-5.93,2.33,3162.41,3361.94,3285.33,29.83,8.2,7.65,8.29,7.16,-7.71,2026-07-13
2026-07-13T09:29:41.485,KIRIINDUS,1.15,0.42,-89.92,17703.16,84.13,834.39,-4.74,44.31,-18.67,250.5,173.59,213.44,10.52,18.32,19.66,22.24,-6.83,-11.61,2026-07-13
2026-07-13T09:29:41.485,MUTHOOTFIN,9.16,11.86,19.46,15.84,83.43,69.84,60.29,13.45,12.42,9288.71,8187.6,7282.79,13.27,12.3,11.75,11.58,4.69,1.5,2026-07-13
2026-07-13T09:29:41.485,SIGNATURE,2.6,10.9,2646.89,3.59,82.01,-3.22,-3.34,289.28,-15.97,1107.27,284.44,338.49,4.74,9.53,10.12,10.58,-5.87,-4.28,2026-07-13
2026-07-13T09:29:41.485,ZFCVINDIA,7.54,8.56,4.38,29.47,77.14,73.9,57.08,7.47,17.7,1155.23,1074.91,913.24,19.74,5.99,5.78,5.37,3.62,7.74,2026-07-13
2026-07-13T09:29:41.485,VADILALIND,21.08,29.7,34790.91,-100.47,76.32,-0.22,46.5,74.22,-30.07,415.83,238.68,341.3,27.6,0.58,0.57,0.57,2.34,-1.01,2026-07-13
2026-07-13T09:29:41.485,POWERINDIA,107.82,147.11,26.41,-1.11,74.14,58.65,59.31,33.94,14.83,2707.35,2021.31,1760.23,19.38,11.67,10.69,9.66,9.2,10.65,2026-07-13
2026-07-13T09:29:41.485,HEROMOTOCO,16.79,17.24,15.18,-3.13,72.98,63.36,65.41,3.94,2.2,12978.28,12486.82,12218.39,30.47,31.14,29.42,28.75,5.82,2.35,2026-07-13
2026-07-13T09:29:41.485,VENKEYS,5.18,15.03,108.7,283.11,71.96,34.48,-18.83,14.61,19.89,1100.47,960.15,800.87,11.09,1.14,1.4,1.3,-18.69,7.83,2026-07-13
2026-07-13T09:29:41.485,ATUL,21.92,27.08,30.73,-10.32,71.38,54.6,60.88,6.13,1.4,1670.07,1573.62,1551.85,14.94,7.5,7.45,8.31,0.68,-10.35,2026-07-13
2026-07-13T09:29:41.485,BBTC,5.95,8.54,40.34,30.89,63.63,45.34,34.64,-3.89,2.6,4785.34,4979.09,4852.85,45.22,9.49,9.42,9.3,0.73,1.3,2026-07-13
2026-07-13T09:29:41.485,APARINDS,55.22,57.8,21.3,-17.0,63.09,52.01,62.66,20.33,-4.09,6571.19,5461.04,5693.8,32.64,9.37,9.35,9.25,0.23,1.15,2026-07-13
2026-07-13T09:29:41.485,HAL,17.76,33.07,124.79,11.82,62.74,27.91,24.96,81.1,16.14,13942.4,7698.8,6628.61,20.93,9.34,10.2,10.86,-8.44,-6.05,2026-07-13
2026-07-13T09:29:41.485,CEATLTD,15.94,22.37,56.65,-16.07,60.45,38.59,45.98,1.49,10.19,4218.89,4157.05,3772.65,14.68,16.55,16.92,16.21,-2.19,4.4,2026-07-13
2026-07-13T09:29:41.485,CERA,26.23,39.88,226.76,-58.22,59.96,18.35,43.92,29.03,2.27,643.82,498.97,487.91,18.29,14.19,14.61,15.82,-2.9,-7.64,2026-07-13
2026-07-13T09:29:41.485,LUMAXIND,23.45,29.17,16.23,30.58,57.87,49.79,38.13,14.02,4.37,1200.32,1052.72,1008.6,16.02,1.63,1.38,1.14,18.22,21.62,2026-07-13
2026-07-13T09:29:41.485,EICHERMOT,32.94,36.63,6.99,3.73,55.41,51.79,49.93,-0.65,-1.18,5960.93,5999.83,6071.19,28.66,26.78,27.01,26.98,-0.88,0.12,2026-07-13
2026-07-13T09:29:41.485,KOVAI,27.49,27.22,-8.2,10.47,54.55,59.42,53.79,1.62,4.06,413.2,406.62,390.74,22.84,1.25,1.2,1.31,3.72,-8.12,2026-07-13
2026-07-13T09:29:41.485,GILLETTE,37.45,41.2,20.08,-1.41,52.93,44.08,44.71,-2.57,14.73,790.0,810.81,706.72,67.97,4.36,4.78,5.01,-8.72,-4.66,2026-07-13
2026-07-13T09:29:41.485,POLYCAB,44.25,51.63,26.34,-9.31,52.18,41.3,45.54,16.09,17.89,8864.48,7636.13,6477.21,34.08,18.21,14.82,13.97,22.84,6.13,2026-07-13
2026-07-13T09:29:41.485,RANEHOLDIN,8.72,26.17,246.65,-315.26,51.93,-35.41,16.45,4.82,9.68,1608.65,1534.62,1399.22,10.69,0.77,0.82,1.06,-6.04,-22.96,2026-07-13
2026-07-13T09:29:41.485,TAJGVK,1.81,5.69,762.37,34.4,50.88,5.9,4.39,16.25,27.23,158.52,136.36,107.18,20.08,0.42,0.31,0.91,32.57,-65.5,2026-07-13
2026-07-13T09:29:41.485,SUNDARMFIN,22.52,24.49,2.36,10.91,50.28,49.12,44.29,1.85,5.38,2560.4,2513.95,2385.64,9.35,18.97,19.13,19.06,-0.88,0.37,2026-07-13
2026-07-13T09:29:41.485,DIXON,67.47,49.28,-7.24,-57.07,49.22,53.06,123.6,-1.51,-28.16,10510.51,10671.59,14855.04,41.96,18.29,18.68,20.69,-2.07,-9.72,2026-07-13
2026-07-13T09:29:41.485,PGHH,47.44,33.88,-49.21,43.65,47.17,92.87,64.65,-25.58,9.67,937.67,1259.91,1148.85,134.56,0.97,1.07,1.11,-9.37,-4.27,2026-07-13
2026-07-13T09:29:41.485,LTM,21.33,23.84,43.42,-30.73,46.97,32.75,47.28,4.74,3.72,11291.7,10781.0,10394.3,26.84,6.63,6.51,6.4,1.93,1.72,2026-07-13
2026-07-13T09:29:41.485,GRWRHITECH,38.32,47.86,94.0,-38.86,46.58,24.01,39.27,30.07,-19.48,596.69,458.74,569.69,20.41,3.98,3.95,3.57,0.7,10.49,2026-07-13
2026-07-13T09:29:41.485,THANGAMAYL,35.26,57.81,36.13,79.12,45.89,33.71,18.82,18.2,40.87,2838.21,2401.21,1704.6,25.37,4.37,4.7,4.49,-6.97,4.72,2026-07-13
2026-07-13T09:29:41.485,POWERMECH,14.64,21.45,51.66,-5.98,45.09,29.73,31.62,48.69,14.68,2110.73,1419.56,1237.87,20.75,6.54,6.47,6.55,1.08,-1.15,2026-07-13
2026-07-13T09:29:41.485,SWARAJENG,21.03,23.39,29.57,-15.24,44.91,34.66,40.89,15.34,-6.12,545.79,473.2,504.04,56.84,2.82,3.15,3.93,-10.36,-19.83,2026-07-13
2026-07-13T09:29:41.485,FOSECOIND,29.14,44.63,149.64,-30.38,44.86,17.97,25.81,6.85,25.36,201.88,188.94,150.72,18.5,0.08,0.1,0.12,-20.78,-15.41,2026-07-13
2026-07-13T09:29:41.485,KINGFA,29.19,36.71,30.92,9.82,43.65,33.34,30.36,18.19,5.1,578.47,489.46,465.69,30.5,7.76,7.73,7.78,0.31,-0.57,2026-07-13
2026-07-13T09:29:41.485,M&M,18.55,20.44,-0.19,27.2,41.77,41.85,32.9,6.42,12.41,54891.55,51579.95,45885.4,15.27,35.61,36.88,37.43,-3.45,-1.46,2026-07-13
2026-07-13T09:29:41.485,SEAMECLTD,8.76,14.41,3.88,462.44,40.7,39.18,-10.81,3.16,225.45,327.07,317.05,97.42,8.49,3.73,3.35,3.61,11.38,-7.23,2026-07-13
2026-07-13T09:29:41.485,KERNEX,13.2,41.0,1027.15,-6.72,40.69,3.61,3.87,250.66,54.07,254.58,72.6,47.12,19.93,0.3,0.07,0.54,322.57,-86.96,2026-07-13
2026-07-13T09:29:41.485,PTCIL,109.49,259.81,226.2,1.24,39.96,12.25,12.1,44.97,24.79,225.47,155.53,124.63,7.61,3.96,3.86,3.41,2.55,13.16,2026-07-13
2026-07-13T09:29:41.485,GTL,0.05,0.2,22876.47,90.81,38.72,-0.17,-1.85,5.91,-0.72,58.25,55.0,55.4,0.0,0.01,0.03,0.0,-73.35,8250.0,2026-07-13
2026-07-13T09:29:41.485,BIRLACORPN,6.29,13.33,458.83,-41.7,38.28,6.85,11.75,31.38,-2.17,2836.12,2158.74,2206.53,7.19,6.27,6.54,6.7,-4.19,-2.36,2026-07-13
2026-07-13T09:29:41.485,MOTOGENFIN,0.19,0.76,375700.0,-103.45,37.56,-0.01,0.29,6.75,-2.98,1.74,1.63,1.68,0.85,2.66,2.66,2.66,0.0,0.0,2026-07-13
2026-07-13T09:29:41.485,SMLMAH,27.26,37.64,209.33,-16.77,37.46,12.11,14.55,66.46,-2.85,897.65,539.27,555.11,28.79,0.77,0.61,1.8,26.38,-66.23,2026-07-13
2026-07-13T09:29:41.485,LICI,2.96,4.88,81.51,27.99,37.1,20.44,15.97,31.02,-0.74,165067.19,125988.15,126930.04,0.93,0.32,0.31,0.2,3.71,56.33,2026-07-13
2026-07-13T09:29:41.485,WAAREEENER,19.6,22.64,-0.11,25.98,36.91,36.95,29.33,12.1,24.72,8480.25,7565.05,6065.64,30.54,8.57,7.05,6.91,21.54,2.1,2026-07-13
2026-07-13T09:29:41.485,TCS,14.19,15.03,-2.69,28.76,36.9,37.92,29.45,2.23,5.38,72275.0,70698.0,67087.0,58.92,9.66,10.37,10.33,-6.88,0.42,2026-07-13
2026-07-13T09:29:41.485,APOLLOHOSP,60.04,65.46,5.38,5.27,36.82,34.94,33.19,1.98,2.76,6605.5,6477.4,6303.5,17.49,41.5,42.62,43.54,-2.63,-2.12,2026-07-13
2026-07-13T09:29:41.485,CHOLAHLDNG,11.15,12.71,9.81,13.8,36.59,33.32,29.28,4.2,5.15,10366.2,9948.79,9461.41,11.41,13.8,16.47,17.39,-16.17,-5.3,2026-07-13
2026-07-13T09:29:41.485,VENUSREM,12.19,22.36,85.63,27.09,35.53,19.14,15.06,43.9,-6.48,259.4,180.26,192.75,10.93,2.8,2.26,1.86,23.85,21.45,2026-07-13
2026-07-13T09:29:41.485,SHRIPISTON,29.21,33.38,27.0,-12.06,35.47,27.93,31.76,42.28,0.66,1455.8,1023.2,1016.5,20.66,7.64,6.62,6.0,15.4,10.48,2026-07-13
2026-07-13T09:29:41.485,LUPIN,17.96,20.87,35.31,-20.46,34.83,25.74,32.36,4.1,3.94,7391.91,7100.45,6831.43,20.88,21.71,21.49,20.49,1.0,4.88,2026-07-13
2026-07-13T09:29:41.485,MASTEK,12.32,12.88,-2.06,11.09,34.25,34.97,31.48,3.57,-3.69,938.0,905.68,940.37,17.16,7.45,8.03,10.26,-7.23,-21.8,2026-07-13
2026-07-13T09:29:41.485,PERSISTENT,37.05,42.21,20.18,-7.13,33.83,28.15,30.31,7.35,5.52,4055.94,3778.21,3580.72,31.1,22.8,21.23,24.19,7.35,-12.2,2026-07-13
2026-07-13T09:29:41.485,VEEDOL,10.77,12.9,31.92,6.39,33.81,25.63,24.09,12.82,5.65,606.98,538.02,509.23,21.99,1.02,1.06,1.17,-3.86,-9.13,2026-07-13
2026-07-13T09:29:41.485,TIIL,18.4,19.7,43.05,-30.59,33.56,23.46,33.8,7.44,-11.91,711.7,662.43,752.0,15.95,0.4,0.4,0.43,0.93,-8.6,2026-07-13
2026-07-13T09:29:41.485,GODFRYPHLP,15.71,21.62,51.89,12.53,33.43,22.01,19.56,-1.97,41.91,1781.16,1816.9,1280.32,27.88,7.91,8.15,7.94,-2.94,2.68,2026-07-13
2026-07-13T09:29:41.485,PPAP,2.64,10.56,64300.0,266.67,32.2,0.05,-0.03,25.71,1.4,174.58,138.88,136.96,5.6,5.66,5.7,5.65,-0.64,0.78,2026-07-13
2026-07-13T09:29:41.485,CRISIL,32.13,35.69,-3.39,25.03,31.9,33.02,26.41,-2.21,18.69,1057.66,1081.57,911.24,33.63,7.18,7.67,7.82,-6.44,-1.84,2026-07-13
2026-07-13T09:29:41.485,KEI,43.22,53.58,21.04,15.35,29.74,24.57,21.3,17.66,8.38,3476.4,2954.7,2726.35,21.16,27.27,25.48,25.83,7.0,-1.32,2026-07-13
2026-07-13T09:29:41.485,SANOFICONR,38.39,40.78,1.97,5.71,29.44,28.87,27.31,-8.69,7.31,229.2,251.0,233.9,88.22,2.76,2.83,2.93,-2.56,-3.35,2026-07-13
2026-07-13T09:29:41.485,ESCORTS,25.51,13.52,-10.56,12.62,29.13,32.57,28.92,-9.52,17.51,2968.16,3280.49,2791.56,13.7,5.72,5.25,5.27,8.99,-0.5,2026-07-13
2026-07-13T09:29:41.485,GRASIM,27.69,43.89,88.94,87.25,28.87,15.28,8.16,15.32,11.06,51101.11,44311.97,39899.58,6.76,14.9,14.5,14.37,2.81,0.87,2026-07-13
2026-07-13T09:29:41.485,HINDPETRO,3.4,4.66,51.19,3.91,28.5,18.85,18.14,-0.19,14.24,114407.85,114623.45,100334.46,10.42,17.27,16.36,14.48,5.56,12.97,2026-07-13
2026-07-13T09:29:41.485,DIVISLAB,60.28,70.66,28.8,-15.36,28.31,21.98,25.97,8.72,-4.09,2831.0,2604.0,2715.0,20.42,20.29,20.08,19.39,1.05,3.54,2026-07-13
2026-07-13T09:29:41.485,ESABINDIA,50.27,42.77,1.29,-45.71,28.3,27.94,51.46,4.47,-0.71,395.75,378.83,381.55,66.82,1.62,1.55,1.51,4.46,2.95,2026-07-13
