Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float,High,Low,Initial_atr1.5sl,Max2,W rsi,%ch y_low,Srs y,Ars y,%ch_high,%ch 2 low,Atr%,%ch_3low,Lod dist,E_s50,Avg_true_range,Adr p - adr%
2026-07-23T12:45:19.23,AEGISLOG,1387.4,2.67,1315.16,1290.1,1349.2,1444.7,0.28,29.67,52.81,65.45,services,trading,51.79,2.83,88.56,0.94,0.75,1220.23,1117.45,20.84,2026-07-23,,,,,,,,,,,,,,,,,,,,
2026-07-23T12:45:19.23,WELCORP,1615.4,0.22,1568.0,1576.0,1638.99,1580.01,0.12,28.76,26.32,59.91,industrials,steel - large,34.45,-1.44,107.78,0.98,0.75,1512.56,1442.82,20.58,2026-07-23,,,,,,,,,,,,,,,,,,,,
2026-07-23T12:45:19.23,CHENNPETRO,1331.1,1.78,1274.1,1190.1,1174.85,1565.48,2.03,3.49,6.28,68.66,energy,refineries,26.69,13.3,50.01,0.48,0.32,1211.42,1144.56,19.34,2026-07-23,,,,,,,,,,,,,,,,,,,,
2026-07-23T12:45:19.23,FEDERALBNK,353.1,-0.04,344.52,323.4,338.89,374.42,0.11,17.34,18.57,73.36,bank,banks - private sector,39.91,4.19,32.11,0.18,0.45,337.24,327.69,16.2,2026-07-23,,,,,,,,,,,,,,,,,,,,
2026-07-23T12:45:19.23,SONACOMS,727.05,0.08,690.07,680.35,702.21,764.31,1.41,58.82,70.47,79.09,auto,auto ancillaries,53.71,3.54,46.5,0.51,0.46,685.41,657.88,14.9,2026-07-23,,,,,,,,,,,,,,,,,,,,
2026-07-23T12:45:19.23,HSCL,775.5,0.94,732.16,706.55,706.05,879.67,0.59,42.61,48.17,67.42,chemicals,chemicals,27.71,9.84,62.3,0.58,0.64,698.91,644.48,13.47,2026-07-23,,,,,,,,,,,,,,,,,,,,
2026-07-23T12:45:19.23,TORNTPHARM,5017.4,-0.32,4836.59,4695.1,4982.81,5069.29,0.28,108.98,78.63,64.78,healthcare,pharmaceuticals - indian - formulations,32.08,0.69,32.05,0.16,0.37,4717.57,4519.0,11.13,2026-07-23,,,,,,,,,,,,,,,,,,,,
2026-07-23T12:45:19.23,ABB,7584.0,1.04,7336.28,7416.5,7173.3,8200.05,0.54,22.52,53.42,64.68,industrials,electric equipment,22.91,5.73,46.49,0.48,0.4,7142.47,6911.82,9.36,2026-07-23,,,,,,,,,,,,,,,,,,,,
2026-07-23T12:45:19.23,BAJAJ-AUTO,11272.0,2.49,10747.66,10342.5,10357.06,12644.41,1.45,24.4,26.12,74.54,auto,automobiles - scooters and 3 - wheelers,25.95,8.83,25.22,0.13,0.25,10688.97,10310.69,8.34,2026-07-23,,,,,,,,,,,,,,,,,,,,
2026-07-23T12:45:19.23,EICHERMOT,7731.5,1.3,7455.84,7450.0,7382.4,8255.15,0.44,34.88,37.95,63.44,auto,automobiles - motorcycles / mopeds,11.76,4.73,7.14,-0.0,0.1,7432.02,7264.92,8.21,2026-07-23,,,,,,,,,,,,,,,,,,,,
