Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date
2026-04-27T10:26:19.3,GVT&D,4644.6,1.01,4493.79,4220.0,4232.59,5262.61,0.22,102.21,110.24,76.27,industrials,electric equipment,39.81,9.73,55.03,0.47,0.61,4308.66,4084.51,46.68,2026-04-27
2026-04-27T10:26:19.3,NETWEB,3949.6,3.26,3802.4,3760.0,3730.9,4277.65,0.36,76.31,121.65,67.46,i.t,computers - hardware,25.34,5.86,11.55,-0.02,0.78,3555.13,3339.48,36.86,2026-04-27
2026-04-27T10:26:19.3,HINDCOPPER,557.1,2.88,535.08,537.45,547.91,570.89,0.23,85.97,79.17,57.01,metals & mining,mining / minerals / metals,15.1,1.68,81.32,0.5,1.23,520.44,497.84,35.31,2026-04-27
2026-04-27T10:26:19.3,MCX,2802.8,1.52,2718.32,2756.0,2804.36,2800.46,0.14,8.91,15.02,62.28,financials,miscellaneous,16.26,-0.06,74.39,0.43,0.72,2655.7,2553.68,30.46,2026-04-27
2026-04-27T10:26:19.3,APARINDS,11765.5,2.02,11403.28,11379.5,11574.42,12052.11,0.34,56.55,47.58,64.77,industrials,electric equipment,38.94,1.65,35.62,0.24,0.31,10753.66,10126.79,29.09,2026-04-27
2026-04-27T10:26:19.3,KIRLOSENG,1680.6,5.63,1572.9,1571.6,1596.58,1806.63,0.48,54.85,42.27,69.36,industrials,engines,25.68,5.26,76.35,0.72,0.78,1539.49,1437.95,29.02,2026-04-27
2026-04-27T10:26:19.3,ACUTAAS,2437.7,1.78,2340.63,2340.0,2309.97,2629.3,0.15,46.2,68.0,57.29,healthcare,pharmaceuticals - indian - bulk drugs,14.54,5.53,68.13,0.33,0.82,2251.76,2125.61,27.61,2026-04-27
2026-04-27T10:26:19.3,GMDCLTD,689.3,2.9,659.54,654.0,682.83,699.01,0.3,41.23,21.54,63.22,metals & mining,mining / minerals / metals,28.09,0.95,9.88,0.09,0.61,624.13,577.91,24.61,2026-04-27
2026-04-27T10:26:19.3,DATAPATTNS,4105.0,0.67,3993.5,3470.0,3592.5,4873.75,0.45,98.49,92.38,75.92,aerospace & defence,electronics - components,28.35,14.27,48.03,0.35,0.54,3665.59,3399.04,24.52,2026-04-27
2026-04-27T10:26:19.3,ANANDRATHI,3587.9,0.2,3498.8,3550.0,3694.68,3427.73,0.09,71.99,74.8,68.81,financials,finance & investments,40.04,-2.89,20.69,0.06,0.33,3424.56,3323.95,22.7,2026-04-27
2026-04-27T10:26:19.3,ADANIPOWER,219.3,3.01,210.31,201.87,205.04,240.69,0.59,42.5,11.79,87.34,power & utilities,power generation and supply,41.6,6.95,35.11,0.2,0.83,202.35,190.62,22.33,2026-04-27
2026-04-27T10:26:19.3,GALLANTT,853.1,2.94,812.42,817.95,852.2,854.44,0.06,51.27,41.85,69.39,metals & mining,steel - medium / small,48.25,0.11,28.45,0.49,0.07,751.17,675.62,18.43,2026-04-27
2026-04-27T10:26:19.3,CCL,1103.3,0.41,1072.12,1078.0,1082.91,1133.88,0.14,36.63,38.96,55.09,fmcg,tea,18.91,1.88,22.67,0.22,0.24,1029.95,982.63,16.99,2026-04-27
2026-04-27T10:26:19.3,BHARATFORG,1874.6,1.0,1828.09,1836.0,1836.6,1931.6,0.11,84.75,78.51,60.19,industrials,castings & forgings,20.64,2.07,49.88,0.35,0.56,1772.33,1708.33,16.94,2026-04-27
2026-04-27T10:26:19.3,HINDALCO,1064.15,1.51,1033.02,1011.4,1033.21,1110.57,0.2,28.82,14.48,70.5,metals & mining,aluminium and aluminium products,24.42,2.99,42.77,0.19,0.5,1015.43,981.24,16.84,2026-04-27
2026-04-27T10:26:19.3,LAURUSLABS,1121.0,0.68,1093.83,1091.1,1122.49,1118.76,0.22,60.01,71.19,59.97,healthcare,pharmaceuticals - indian - bulk drugs & formln,20.02,-0.13,23.19,0.12,0.29,1066.15,1036.41,16.65,2026-04-27
2026-04-27T10:26:19.3,LTF,292.27,0.77,284.79,287.14,285.4,302.58,0.78,22.69,24.33,61.36,financials,finance & investments,18.43,2.41,18.67,0.01,0.41,274.39,269.55,15.97,2026-04-27
