Timestamp,Symbol,Cmp,%ch5,Lch5,Sl,Target,5d_high,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch y_low,Srs,Ars,Srs y,Ars y,Lc,Low,%ch sl,%ch sl atr,Atr%,%ch_3low,Column26,Scan_Date,High,Lod price,%ch,Initial_atr1.5sl,%ch_high,%ch 2 low,E_s50,Avg_true_range,Adr%,Brackets12,Ma_x,Rvol,M_cap,Va,Va_ma,Atr% x,Lod dist,Free float,Grand_total_number2,Lod dist%,Vars,Smavars,Market_cap,Low 2%,Low5,Rs,Is,Tps,Rs score,Max2,W rsi,Adr p - adr%,From52wh,3d range,5d
2026-06-22T05:30:54.491,MOTHERSON,145.54,,,145.01,146.6,,,25.62,37.32,,auto,auto ancillaries,,-1.45,0.12,0.33,0.11,0.32,,,2.12,,2.91,2.05,,2026-06-22,146.05,143.02,0.59,138.57,2.41,2.41,12.92,4.24,3.3,3.3,3.05,83.97,153609.36,4.22,4.03,3.34,59.45,5425228487,10554442601,,,,,,,,,,,,,,,,
2026-06-22T05:30:54.491,NAVINFLUOR,7493.5,,,7072.56,8335.39,,,45.15,57.48,,chemicals,chemicals,,3.35,0.17,0.56,0.11,0.53,,,3.76,,2.85,3.34,,2026-06-22,7573.0,7298.5,2.6,7170.43,4.43,4.43,624.69,213.32,3.16,3.16,2.93,96.03,38403.12,4.72,3.11,3.19,91.41,37356850,51248574,,,,,,,,,,,,,,,,
2026-06-22T05:30:54.491,DATAPATTNS,4822.1,,,4406.4,5653.49,,,48.79,99.49,,aerospace & defence,electronics - components,,10.7,0.8,0.77,0.7,0.77,,,4.62,,5.15,7.32,,2026-06-22,4955.9,4737.2,0.42,4470.49,5.23,5.23,803.18,248.13,5.49,5.49,3.24,109.01,26996.03,4.76,3.71,3.88,34.22,32241586,55983969,,,,,,,,,,,,,,,,
2026-06-22T05:30:54.491,NBCC,111.45,,,107.25,119.84,,,31.31,41.9,,miscellaneous,miscellaneous,,4.15,-0.06,-0.02,-0.1,-0.03,,,4.0,,3.7,2.42,,2026-06-22,113.37,109.01,1.18,105.66,4.0,4.0,13.99,4.13,4.02,4.02,3.39,132.56,30091.5,5.07,4.48,3.88,59.11,1032631361,2700000000,,,,,,,,,,,,,,,,
2026-06-22T05:30:54.491,NAM-INDIA,1186.9,,,1093.51,1373.68,,,49.13,49.37,,financials,finance & investments,,6.0,0.26,0.31,0.23,0.29,,,2.89,,3.18,4.46,,2026-06-22,1191.3,1157.8,1.67,1127.67,4.66,4.66,127.57,37.78,3.46,3.46,3.38,122.99,75737.99,5.29,4.13,3.78,77.03,179087901,638115996,,,,,,,,,,,,,,,,
2026-06-22T05:30:54.491,SUZLON,59.2,,,55.42,66.77,,,18.27,25.74,,industrials,electric equipment,,7.07,0.05,0.04,0.02,0.03,,,3.85,,3.55,3.32,,2026-06-22,60.45,58.21,1.3,56.21,3.85,3.85,5.38,2.1,3.8,3.8,2.56,120.94,81190.92,6.43,6.24,2.82,47.15,12105997156,13714682759,,,,,,,,,,,,,,,,
2026-06-22T05:30:54.491,IFCI,85.73,,,83.25,90.69,,,428.65,127.96,,financials,finance - term-lending institutions,,0.78,0.68,0.5,0.57,0.44,,,6.38,,7.78,6.35,,2026-06-22,87.98,82.7,4.16,78.05,9.14,9.14,19.0,6.67,7.35,7.35,2.85,316.84,23098.36,6.77,5.54,3.66,45.42,739037235,2694314331,,,,,,,,,,,,,,,,
2026-06-22T05:30:54.491,BHEL,414.35,,,376.23,490.58,,,27.92,90.08,,industrials,electric equipment,,3.8,0.37,0.67,0.33,0.64,,,4.92,,3.46,8.5,,2026-06-22,423.7,403.85,2.08,393.35,8.27,8.27,41.49,14.36,3.39,3.39,2.89,116.45,144279.3,9.21,8.98,3.21,73.15,1456622768,3482063355,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,PGEL,560.5,,,490.83,699.85,,,61.73,81.11,,consumer discretionary,electronics - components,,16.7,-0.08,0.06,-0.1,0.07,,,2.44,,3.78,6.36,,2026-06-21,568.2,554.65,-0.67,529.07,3.97,3.97,52.25,21.18,3.98,3.98,2.47,71.43,15992.11,0.83,-3.28,2.72,27.61,161449118,285318658,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,CHOLAFIN,1693.4,,,1540.97,1998.26,,,21.9,27.34,,financials,finance & investments,,11.59,-0.07,0.02,-0.1,0.02,,,1.65,,2.81,1.95,,2026-06-21,1704.1,1676.5,0.27,1617.38,2.59,2.59,126.9,47.63,3.08,3.08,2.66,66.57,144283.97,1.23,-0.72,2.88,35.48,432397124,852037169,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,ITI,312.45,,,297.01,343.33,,,20.03,129.65,,aerospace & defence,telecommunications - equipment,,4.34,-0.04,-0.02,-0.06,-0.02,,,5.4,,3.43,2.59,,2026-06-21,325.85,309.15,0.42,296.87,6.14,6.14,16.32,10.72,3.37,3.37,1.52,75.75,30084.31,1.34,1.1,1.61,30.78,96088691,962851967,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,IIFL,532.6,,,515.33,567.13,,,9.65,13.63,,financials,finance & investments,,2.0,-0.13,0.14,-0.15,0.13,,,2.4,,3.5,3.14,,2026-06-21,537.6,525.0,0.64,503.25,4.11,4.11,59.39,18.66,3.93,3.93,3.18,51.44,22650.92,2.51,0.46,3.58,40.73,319614908,425289575,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,SIEMENS,3759.6,,,3567.7,4143.4,,,90.38,85.99,,industrials,electric equipment,,3.66,0.1,0.16,0.08,0.16,,,1.77,,2.49,3.68,,2026-06-21,3776.1,3710.5,0.36,3591.53,2.43,2.43,84.32,93.52,3.19,3.19,0.9,61.39,133887.07,2.69,2.64,0.92,52.5,89030592,356120505,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,JBMA,727.3,,,671.94,838.03,,,57.91,78.54,,auto,auto ancillaries,,4.3,0.21,0.03,0.15,0.0,,,5.56,,3.88,6.88,,2026-06-21,738.0,699.15,2.94,685.24,7.16,7.16,82.59,28.18,3.87,3.87,2.93,251.19,17200.23,2.93,2.59,3.31,99.88,76785978,236494264,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,AMBER,7889.0,,,7454.41,8758.18,,,51.85,152.92,,consumer discretionary,air-conditioners,,7.03,0.1,-0.08,0.07,-0.06,,,6.68,,3.8,2.41,,2026-06-21,8218.0,7703.5,-0.96,7429.46,6.68,6.68,116.88,299.78,3.52,3.52,0.39,381.73,27762.71,2.95,2.25,0.4,61.88,21758430,35191667,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,IRMENERGY,279.85,,,246.95,345.65,,,22.5,21.59,,energy,miscellaneous,,8.76,-0.08,-0.27,-0.14,-0.3,,,10.64,,5.95,6.77,,2026-06-21,290.0,262.1,5.07,256.14,10.64,10.64,7.73,16.66,5.14,5.14,0.46,12.12,1149.06,3.41,2.59,0.48,106.57,20500904,41059677,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,ITDC,619.0,,,593.23,670.55,,,46.89,64.41,,services,hotels,,4.19,0.06,0.02,0.02,0.01,,,2.75,,4.76,2.3,,2026-06-21,623.0,606.3,1.2,575.28,2.96,2.96,36.56,29.45,4.79,4.79,1.24,6.54,5309.13,3.64,2.78,1.32,43.13,11127719,85769400,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,BANDHANBNK,208.09,,,206.02,212.24,,,15.67,27.38,,bank,banks - private sector,,4.02,0.3,0.23,0.31,0.27,,,3.38,,3.45,0.52,,2026-06-21,214.0,207.01,-2.89,197.63,3.38,3.38,13.7,7.18,3.29,3.29,1.91,60.87,33522.72,4.16,3.73,2.04,15.05,982948469,1610972314,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,MOTHERSON,145.54,,,145.01,146.6,,,25.62,37.32,,auto,auto ancillaries,,-1.45,0.12,0.33,0.11,0.32,,,2.12,,2.91,2.05,,2026-06-21,146.05,143.02,0.59,138.57,2.41,2.41,12.92,4.24,3.3,3.3,3.05,83.97,153609.36,4.22,4.03,3.34,59.45,5425228487,10554442601,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,NAVINFLUOR,7493.5,,,7072.56,8335.39,,,45.15,57.48,,chemicals,chemicals,,3.35,0.17,0.56,0.11,0.53,,,3.76,,2.85,3.34,,2026-06-21,7573.0,7298.5,2.6,7170.43,4.43,4.43,624.69,213.32,3.16,3.16,2.93,96.03,38403.12,4.72,3.11,3.19,91.41,37356850,51248574,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,DATAPATTNS,4822.1,,,4406.4,5653.49,,,48.79,99.49,,aerospace & defence,electronics - components,,10.7,0.8,0.77,0.7,0.77,,,4.62,,5.15,7.32,,2026-06-21,4955.9,4737.2,0.42,4470.49,5.23,5.23,803.18,248.13,5.49,5.49,3.24,109.01,26996.03,4.76,3.71,3.88,34.22,32241586,55983969,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,NBCC,111.45,,,107.25,119.84,,,31.31,41.9,,miscellaneous,miscellaneous,,4.15,-0.06,-0.02,-0.1,-0.03,,,4.0,,3.7,2.42,,2026-06-21,113.37,109.01,1.18,105.66,4.0,4.0,13.99,4.13,4.02,4.02,3.39,132.56,30091.5,5.07,4.48,3.88,59.11,1032631361,2700000000,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,NAM-INDIA,1186.9,,,1093.51,1373.68,,,49.13,49.37,,financials,finance & investments,,6.0,0.26,0.31,0.23,0.29,,,2.89,,3.18,4.46,,2026-06-21,1191.3,1157.8,1.67,1127.67,4.66,4.66,127.57,37.78,3.46,3.46,3.38,122.99,75737.99,5.29,4.13,3.78,77.03,179087901,638115996,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,SUZLON,59.2,,,55.42,66.77,,,18.27,25.74,,industrials,electric equipment,,7.07,0.05,0.04,0.02,0.03,,,3.85,,3.55,3.32,,2026-06-21,60.45,58.21,1.3,56.21,3.85,3.85,5.38,2.1,3.8,3.8,2.56,120.94,81190.92,6.43,6.24,2.82,47.15,12105997156,13714682759,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,IFCI,85.73,,,83.25,90.69,,,428.65,127.96,,financials,finance - term-lending institutions,,0.78,0.68,0.5,0.57,0.44,,,6.38,,7.78,6.35,,2026-06-21,87.98,82.7,4.16,78.05,9.14,9.14,19.0,6.67,7.35,7.35,2.85,316.84,23098.36,6.77,5.54,3.66,45.42,739037235,2694314331,,,,,,,,,,,,,,,,
2026-06-21T23:42:50.642,BHEL,414.35,,,376.23,490.58,,,27.92,90.08,,industrials,electric equipment,,3.8,0.37,0.67,0.33,0.64,,,4.92,,3.46,8.5,,2026-06-21,423.7,403.85,2.08,393.35,8.27,8.27,41.49,14.36,3.39,3.39,2.89,116.45,144279.3,9.21,8.98,3.21,73.15,1456622768,3482063355,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,PGEL,560.5,,,490.83,699.85,,,61.73,81.11,,consumer discretionary,electronics - components,,16.7,-0.08,0.06,-0.1,0.07,,,2.44,,3.78,6.36,,2026-06-20,568.2,554.65,-0.67,529.07,3.97,3.97,52.25,21.18,3.98,3.98,2.47,71.43,15992.11,0.83,-3.28,2.72,27.61,161449118,285318658,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,CHOLAFIN,1693.4,,,1540.97,1998.26,,,21.9,27.34,,financials,finance & investments,,11.59,-0.07,0.02,-0.1,0.02,,,1.65,,2.81,1.95,,2026-06-20,1704.1,1676.5,0.27,1617.38,2.59,2.59,126.9,47.63,3.08,3.08,2.66,66.57,144283.97,1.23,-0.72,2.88,35.48,432397124,852037169,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,ITI,312.45,,,297.01,343.33,,,20.03,129.65,,aerospace & defence,telecommunications - equipment,,4.34,-0.04,-0.02,-0.06,-0.02,,,5.4,,3.43,2.59,,2026-06-20,325.85,309.15,0.42,296.87,6.14,6.14,16.32,10.72,3.37,3.37,1.52,75.75,30084.31,1.34,1.1,1.61,30.78,96088691,962851967,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,IIFL,532.6,,,515.33,567.13,,,9.65,13.63,,financials,finance & investments,,2.0,-0.13,0.14,-0.15,0.13,,,2.4,,3.5,3.14,,2026-06-20,537.6,525.0,0.64,503.25,4.11,4.11,59.39,18.66,3.93,3.93,3.18,51.44,22650.92,2.51,0.46,3.58,40.73,319614908,425289575,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,SIEMENS,3759.6,,,3567.7,4143.4,,,90.38,85.99,,industrials,electric equipment,,3.66,0.1,0.16,0.08,0.16,,,1.77,,2.49,3.68,,2026-06-20,3776.1,3710.5,0.36,3591.53,2.43,2.43,84.32,93.52,3.19,3.19,0.9,61.39,133887.07,2.69,2.64,0.92,52.5,89030592,356120505,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,JBMA,727.3,,,671.94,838.03,,,57.91,78.54,,auto,auto ancillaries,,4.3,0.21,0.03,0.15,0.0,,,5.56,,3.88,6.88,,2026-06-20,738.0,699.15,2.94,685.24,7.16,7.16,82.59,28.18,3.87,3.87,2.93,251.19,17200.23,2.93,2.59,3.31,99.88,76785978,236494264,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,AMBER,7889.0,,,7454.41,8758.18,,,51.85,152.92,,consumer discretionary,air-conditioners,,7.03,0.1,-0.08,0.07,-0.06,,,6.68,,3.8,2.41,,2026-06-20,8218.0,7703.5,-0.96,7429.46,6.68,6.68,116.88,299.78,3.52,3.52,0.39,381.73,27762.71,2.95,2.25,0.4,61.88,21758430,35191667,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,IRMENERGY,279.85,,,246.95,345.65,,,22.5,21.59,,energy,miscellaneous,,8.76,-0.08,-0.27,-0.14,-0.3,,,10.64,,5.95,6.77,,2026-06-20,290.0,262.1,5.07,256.14,10.64,10.64,7.73,16.66,5.14,5.14,0.46,12.12,1149.06,3.41,2.59,0.48,106.57,20500904,41059677,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,ITDC,619.0,,,593.23,670.55,,,46.89,64.41,,services,hotels,,4.19,0.06,0.02,0.02,0.01,,,2.75,,4.76,2.3,,2026-06-20,623.0,606.3,1.2,575.28,2.96,2.96,36.56,29.45,4.79,4.79,1.24,6.54,5309.13,3.64,2.78,1.32,43.13,11127719,85769400,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,BANDHANBNK,208.09,,,206.02,212.24,,,15.67,27.38,,bank,banks - private sector,,4.02,0.3,0.23,0.31,0.27,,,3.38,,3.45,0.52,,2026-06-20,214.0,207.01,-2.89,197.63,3.38,3.38,13.7,7.18,3.29,3.29,1.91,60.87,33522.72,4.16,3.73,2.04,15.05,982948469,1610972314,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,MOTHERSON,145.54,,,145.01,146.6,,,25.62,37.32,,auto,auto ancillaries,,-1.45,0.12,0.33,0.11,0.32,,,2.12,,2.91,2.05,,2026-06-20,146.05,143.02,0.59,138.57,2.41,2.41,12.92,4.24,3.3,3.3,3.05,83.97,153609.36,4.22,4.03,3.34,59.45,5425228487,10554442601,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,NAVINFLUOR,7493.5,,,7072.56,8335.39,,,45.15,57.48,,chemicals,chemicals,,3.35,0.17,0.56,0.11,0.53,,,3.76,,2.85,3.34,,2026-06-20,7573.0,7298.5,2.6,7170.43,4.43,4.43,624.69,213.32,3.16,3.16,2.93,96.03,38403.12,4.72,3.11,3.19,91.41,37356850,51248574,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,DATAPATTNS,4822.1,,,4406.4,5653.49,,,48.79,99.49,,aerospace & defence,electronics - components,,10.7,0.8,0.77,0.7,0.77,,,4.62,,5.15,7.32,,2026-06-20,4955.9,4737.2,0.42,4470.49,5.23,5.23,803.18,248.13,5.49,5.49,3.24,109.01,26996.03,4.76,3.71,3.88,34.22,32241586,55983969,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,NBCC,111.45,,,107.25,119.84,,,31.31,41.9,,miscellaneous,miscellaneous,,4.15,-0.06,-0.02,-0.1,-0.03,,,4.0,,3.7,2.42,,2026-06-20,113.37,109.01,1.18,105.66,4.0,4.0,13.99,4.13,4.02,4.02,3.39,132.56,30091.5,5.07,4.48,3.88,59.11,1032631361,2700000000,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,NAM-INDIA,1186.9,,,1093.51,1373.68,,,49.13,49.37,,financials,finance & investments,,6.0,0.26,0.31,0.23,0.29,,,2.89,,3.18,4.46,,2026-06-20,1191.3,1157.8,1.67,1127.67,4.66,4.66,127.57,37.78,3.46,3.46,3.38,122.99,75737.99,5.29,4.13,3.78,77.03,179087901,638115996,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,SUZLON,59.2,,,55.42,66.77,,,18.27,25.74,,industrials,electric equipment,,7.07,0.05,0.04,0.02,0.03,,,3.85,,3.55,3.32,,2026-06-20,60.45,58.21,1.3,56.21,3.85,3.85,5.38,2.1,3.8,3.8,2.56,120.94,81190.92,6.43,6.24,2.82,47.15,12105997156,13714682759,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,IFCI,85.73,,,83.25,90.69,,,428.65,127.96,,financials,finance - term-lending institutions,,0.78,0.68,0.5,0.57,0.44,,,6.38,,7.78,6.35,,2026-06-20,87.98,82.7,4.16,78.05,9.14,9.14,19.0,6.67,7.35,7.35,2.85,316.84,23098.36,6.77,5.54,3.66,45.42,739037235,2694314331,,,,,,,,,,,,,,,,
2026-06-20T23:39:53.728,BHEL,414.35,,,376.23,490.58,,,27.92,90.08,,industrials,electric equipment,,3.8,0.37,0.67,0.33,0.64,,,4.92,,3.46,8.5,,2026-06-20,423.7,403.85,2.08,393.35,8.27,8.27,41.49,14.36,3.39,3.39,2.89,116.45,144279.3,9.21,8.98,3.21,73.15,1456622768,3482063355,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,PGEL,560.5,,,490.83,699.85,,,61.73,81.66,,consumer discretionary,electronics - components,,16.7,-0.08,0.06,-0.1,0.07,,,2.44,,3.78,6.36,,2026-06-19,568.2,554.65,-0.67,529.07,3.97,3.97,52.25,21.18,3.98,3.98,2.47,71.43,16099.11,0.83,-3.28,2.72,27.61,161449118,285318658,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,CHOLAFIN,1693.4,,,1540.97,1998.26,,,21.9,27.27,,financials,finance & investments,,11.59,-0.07,0.02,-0.1,0.02,,,1.65,,2.81,1.95,,2026-06-19,1704.1,1676.5,0.27,1617.38,2.59,2.59,126.9,47.63,3.08,3.08,2.66,66.57,143900.56,1.23,-0.72,2.88,35.48,432397124,852037169,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,ITI,312.45,,,297.01,343.33,,,20.03,129.11,,aerospace & defence,telecommunications - equipment,,4.34,-0.04,-0.02,-0.06,-0.02,,,5.4,,3.43,2.59,,2026-06-19,325.85,309.15,0.42,296.87,6.14,6.14,16.32,10.72,3.37,3.37,1.52,75.75,29959.14,1.34,1.1,1.61,30.78,96088691,962851967,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,IIFL,532.6,,,515.33,567.13,,,9.65,13.54,,financials,finance & investments,,2.0,-0.13,0.14,-0.15,0.13,,,2.4,,3.5,3.14,,2026-06-19,537.6,525.0,0.64,503.25,4.11,4.11,59.39,18.66,3.93,3.93,3.18,51.44,22506.32,2.51,0.46,3.58,40.73,319614908,425289575,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,SIEMENS,3759.6,,,3567.7,4143.4,,,90.38,85.69,,industrials,electric equipment,,3.66,0.1,0.16,0.08,0.16,,,1.77,,2.49,3.68,,2026-06-19,3776.1,3710.5,0.36,3591.53,2.43,2.43,84.32,93.52,3.19,3.19,0.9,61.39,133409.86,2.69,2.64,0.92,52.5,89030592,356120505,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,JBMA,727.3,,,671.94,838.03,,,57.91,76.3,,auto,auto ancillaries,,4.3,0.21,0.03,0.15,0.0,,,5.56,,3.88,6.88,,2026-06-19,738.0,699.15,2.94,685.24,7.16,7.16,82.59,28.18,3.87,3.87,2.93,251.19,16708.32,2.93,2.59,3.31,99.88,76785978,236494264,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,AMBER,7889.0,,,7454.41,8758.18,,,51.85,154.4,,consumer discretionary,air-conditioners,,7.03,0.1,-0.08,0.07,-0.06,,,6.68,,3.8,2.41,,2026-06-19,8218.0,7703.5,-0.96,7429.46,6.68,6.68,116.88,299.78,3.52,3.52,0.39,381.73,28031.92,2.95,2.25,0.4,61.88,21758430,35191667,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,IRMENERGY,279.85,,,246.95,345.65,,,22.5,20.55,,energy,miscellaneous,,8.76,-0.08,-0.27,-0.14,-0.3,,,10.64,,5.95,6.77,,2026-06-19,290.0,262.1,5.07,256.14,10.64,10.64,7.73,16.66,5.14,5.14,0.46,12.12,1093.62,3.41,2.59,0.48,106.57,20500904,41059677,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,ITDC,619.0,,,593.23,670.55,,,46.89,63.65,,services,hotels,,4.19,0.06,0.02,0.02,0.01,,,2.75,,4.76,2.3,,2026-06-19,623.0,606.3,1.2,575.28,2.96,2.96,36.56,29.45,4.79,4.79,1.24,6.54,5246.09,3.64,2.78,1.32,43.13,11127719,85769400,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,BANDHANBNK,208.09,,,206.02,212.24,,,15.67,28.19,,bank,banks - private sector,,4.02,0.3,0.23,0.31,0.27,,,3.38,,3.45,0.52,,2026-06-19,214.0,207.01,-2.89,197.63,3.38,3.38,13.7,7.18,3.29,3.29,1.91,60.87,34519.91,4.16,3.73,2.04,15.05,982948469,1610972314,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,MOTHERSON,145.54,,,145.01,146.6,,,25.62,37.1,,auto,auto ancillaries,,-1.45,0.12,0.33,0.11,0.32,,,2.12,,2.91,2.05,,2026-06-19,146.05,143.02,0.59,138.57,2.41,2.41,12.92,4.24,3.3,3.3,3.05,83.97,152701.68,4.22,4.03,3.34,59.45,5425228487,10554442601,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,NAVINFLUOR,7493.5,,,7072.56,8335.39,,,45.15,56.03,,chemicals,chemicals,,3.35,0.17,0.56,0.11,0.53,,,3.76,,2.85,3.34,,2026-06-19,7573.0,7298.5,2.6,7170.43,4.43,4.43,624.69,213.32,3.16,3.16,2.93,96.03,37429.4,4.72,3.11,3.19,91.41,37356850,51248574,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,DATAPATTNS,4822.1,,,4406.4,5653.49,,,48.79,99.07,,aerospace & defence,electronics - components,,10.7,0.8,0.77,0.7,0.77,,,4.62,,5.15,7.32,,2026-06-19,4955.9,4737.2,0.42,4470.49,5.23,5.23,803.18,248.13,5.49,5.49,3.24,109.01,26884.06,4.76,3.71,3.88,34.22,32241586,55983969,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,NBCC,111.45,,,107.25,119.84,,,31.31,41.41,,miscellaneous,miscellaneous,,4.15,-0.06,-0.02,-0.1,-0.03,,,4.0,,3.7,2.42,,2026-06-19,113.37,109.01,1.18,105.66,4.0,4.0,13.99,4.13,4.02,4.02,3.39,132.56,29740.5,5.07,4.48,3.88,59.11,1032631361,2700000000,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,NAM-INDIA,1186.9,,,1093.51,1373.68,,,49.13,48.56,,financials,finance & investments,,6.0,0.26,0.31,0.23,0.29,,,2.89,,3.18,4.46,,2026-06-19,1191.3,1157.8,1.67,1127.67,4.66,4.66,127.57,37.78,3.46,3.46,3.38,122.99,74493.66,5.29,4.13,3.78,77.03,179087901,638115996,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,SUZLON,59.2,,,55.42,66.77,,,18.27,25.41,,industrials,electric equipment,,7.07,0.05,0.04,0.02,0.03,,,3.85,,3.55,3.32,,2026-06-19,60.45,58.21,1.3,56.21,3.85,3.85,5.38,2.1,3.8,3.8,2.56,120.94,80148.61,6.43,6.24,2.82,47.15,12105997156,13714682759,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,IFCI,85.73,,,83.25,90.69,,,428.65,122.85,,financials,finance - term-lending institutions,,0.78,0.68,0.5,0.57,0.44,,,6.38,,7.78,6.35,,2026-06-19,87.98,82.7,4.16,78.05,9.14,9.14,19.0,6.67,7.35,7.35,2.85,316.84,22176.9,6.77,5.54,3.66,45.42,739037235,2694314331,,,,,,,,,,,,,,,,
2026-06-19T22:33:19.857,BHEL,414.35,,,376.23,490.58,,,27.92,88.24,,industrials,electric equipment,,3.8,0.37,0.67,0.33,0.64,,,4.92,,3.46,8.5,,2026-06-19,423.7,403.85,2.08,393.35,8.27,8.27,41.49,14.36,3.39,3.39,2.89,116.45,141336.95,9.21,8.98,3.21,73.15,1456622768,3482063355,,,,,,,,,,,,,,,,
2026-06-10T14:13:23.998,MRPL,166.25,,,145.57,207.6,,,62.03,14.59,,energy,refineries,,6.09,0.02,0.24,-0.05,0.2,,,6.12,,4.11,10.36,,2026-06-10,169.82,160.02,3.69,155.58,12.61,12.61,1.1,6.84,3.85,3.85,0.16,272.59,28101.17,-2.61,-4.04,0.16,91.09,200091162,1752598777,,,,,,,,,,,,,,,,
2026-06-10T14:13:23.998,GMRAIRPORT,102.49,,,97.99,111.49,,,88.35,603.59,,miscellaneous,miscellaneous,,4.44,-0.04,0.09,-0.09,0.09,,,1.76,,3.17,2.59,,2026-06-10,103.29,101.5,-0.12,97.71,2.49,2.49,6.12,3.24,3.04,3.04,1.89,66.86,108345.65,2.11,0.77,2.01,30.51,3555596046,10558975952,,,,,,,,,,,,,,,,
2026-06-10T14:13:23.998,SAMMAANCAP,175.58,,,180.13,166.48,,,-0.44,-2.07,,financials,finance - housing,,0.38,0.14,0.2,0.11,0.24,,,3.25,,4.15,0.06,,2026-06-10,181.19,175.48,-2.81,165.54,3.25,3.25,20.99,7.29,4.41,4.41,2.88,24.66,20985.82,2.63,1.35,3.27,1.37,1161683871,1161683871,,,,,,,,,,,,,,,,
2026-06-10T14:13:23.998,CHENNPETRO,1194.1,,,1121.67,1338.96,,,3.13,5.89,,energy,refineries,,10.07,0.18,0.53,0.21,0.57,,,4.69,,4.34,2.82,,2026-06-10,1249.0,1193.0,-2.63,1120.37,5.39,5.39,144.32,51.87,3.91,3.91,2.78,51.89,18262.49,3.1,2.39,3.16,2.12,48713300,148911400,,,,,,,,,,,,,,,,
2026-06-10T14:13:23.998,AMBER,7708.5,,,7219.9,8685.7,,,50.66,149.76,,consumer discretionary,air-conditioners,,7.12,0.1,-0.1,0.08,-0.1,,,1.63,,3.29,1.36,,2026-06-10,7815.0,7690.0,-0.23,7265.62,2.16,2.16,99.95,253.33,4.14,4.14,0.4,46.98,27189.08,3.39,2.09,0.4,7.3,21758430,35191667,,,,,,,,,,,,,,,,
2026-06-10T14:13:23.998,RBLBANK,359.1,,,344.24,388.82,,,22.67,25.17,,bank,banks - private sector,,1.85,0.1,0.29,0.08,0.3,,,1.52,,2.96,4.6,,2026-06-10,362.9,357.45,-0.53,342.89,4.9,4.9,30.53,10.63,3.03,3.03,2.87,58.24,22313.82,3.62,2.81,3.14,15.52,618111404,618111404,,,,,,,,,,,,,,,,
