Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-08-18T12:28:36.3,DEEPINDS,0.0,8.58,10.46,energy,oil drilling / allied services,1677.7,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,MANINDS,0.09,8.55,11.9,metals & mining,steel - medium / small,2718.36,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,ALPHAGEO,0.17,23.57,25.92,miscellaneous,miscellaneous,123.2,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,HEG,0.2,4.88,7.12,industrials,electrodes - graphites,6051.76,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,PARAS,0.24,11.57,18.29,aerospace & defence,engineering,5623.86,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,HNDFDS,0.26,7.62,9.73,fmcg,diversified - large,2912.55,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,RBA,0.3,7.09,12.27,consumer discretionary,hotels,6676.75,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,RITCO,0.36,16.37,16.37,transportation,miscellaneous,338.42,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,MMFL,0.48,19.86,19.86,industrials,castings & forgings,1415.96,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,YASHO,0.64,12.19,12.19,chemicals,chemicals,1793.04,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,NITINSPIN,0.68,13.25,15.07,textiles,textiles - cotton/blended,1461.86,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,GNFC,0.73,11.95,12.04,chemicals,chemicals,5274.01,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,QUESS,0.74,7.89,8.46,miscellaneous,diversified - large,2245.09,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,RATNAVEER,0.76,22.25,24.02,metals & mining,steel - medium / small,987.32,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,BALRAMCHIN,0.81,8.62,12.97,fmcg,sugar,8016.18,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,ACE,0.81,9.99,11.46,industrials,engineering,4835.61,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,INDSWFTLAB,0.88,17.02,20.59,healthcare,pharmaceuticals - indian - bulk drugs & formln,1689.76,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,AETHER,1.01,6.66,7.36,chemicals,chemicals,5559.97,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,TIIL,1.11,9.75,26.4,metals & mining,steel - medium / small,1896.61,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,UNIPARTS,1.16,5.5,5.97,industrials,engineering,1277.42,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-18T12:28:36.3,WELSPUNLIV,1.26,11.7,14.39,textiles,textiles - products,5707.92,2026-08-18,,,,,,,,,,,,,,,,,,,,,,,,,
