Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-07-03T10:33:42.634,IBULLSLTD,0.0,8.03,13.91,miscellaneous,diversified - medium / small,4573.88,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-03T10:33:42.634,SENORES,0.1,5.47,8.11,healthcare,pharmaceuticals - indian - formulations,3415.35,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-03T10:33:42.634,APOLLO,0.23,10.74,20.42,aerospace & defence,electronics - components,8404.83,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-03T10:33:42.634,KERNEX,0.29,11.43,21.48,consumer discretionary,electronics - components,2884.81,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-03T10:33:42.634,ADOR,0.35,7.21,8.52,industrials,electrodes - welding equipment,1061.82,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-03T10:33:42.634,AADHARHFC,0.52,9.12,9.12,financials,finance - housing,8336.16,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-03T10:33:42.634,ALIVUS,0.87,7.64,7.64,healthcare,pharmaceuticals - indian - bulk drugs & formln,3644.06,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-03T10:33:42.634,RISHABH,1.02,15.82,17.9,industrials,electric equipment,773.74,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-03T10:33:42.634,INDSWFTLAB,1.22,7.17,7.17,healthcare,pharmaceuticals - indian - bulk drugs & formln,1032.96,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-03T10:33:42.634,SUVEN,1.25,23.44,27.15,healthcare,miscellaneous,2611.95,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-03T10:33:42.634,PRIVISCL,1.32,4.17,6.06,chemicals,chemicals,5710.58,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-03T10:33:42.634,GOODLUCK,1.4,5.24,10.08,metals & mining,steel - medium / small,2196.44,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-03T10:33:42.634,SPAL,1.54,7.98,17.27,consumer discretionary,textiles - products,1120.14,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-03T10:33:42.634,BAJAJCON,1.79,5.48,9.9,fmcg,personal care - indian,4627.9,2026-07-03,,,,,,,,,,,,,,,,,,,,,,,,,
