Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-06-19T13:01:33.381,ACUTAAS,3211.0,2.38,3067.6,2960.2,3134.86,3325.21,0.39,49.89,72.08,61.37,healthcare,pharmaceuticals - indian - bulk drugs,40.64,2.43,87.34,0.78,1.25,2949.64,2753.63,43.85,2026-06-19,,,,,,,
2026-06-19T13:01:33.381,HFCL,209.61,5.0,199.93,180.45,187.64,242.57,0.38,43.31,93.72,73.65,telecom,cables - telephone,53.24,11.71,182.99,1.99,1.76,190.18,175.6,37.89,2026-06-19,,,,,,,
2026-06-19T13:01:33.381,GVT&D,5400.0,2.86,5124.91,4740.0,4916.55,6125.17,0.49,98.25,108.99,65.5,industrials,electric equipment,29.19,9.83,80.24,0.68,0.7,4943.86,4635.75,31.44,2026-06-19,,,,,,,
2026-06-19T13:01:33.381,BELRISE,241.0,0.74,234.32,231.0,228.99,259.01,0.57,39.38,39.16,66.05,auto,auto ancillaries,18.38,5.24,50.34,0.41,0.46,224.37,216.2,30.54,2026-06-19,,,,,,,
2026-06-19T13:01:33.381,IDEA,14.99,-0.13,14.62,14.45,14.76,15.33,0.29,0.78,4.74,67.95,telecom-service,telecommunications - service provider,43.72,1.55,46.55,0.24,0.7,14.03,13.48,28.73,2026-06-19,,,,,,,
2026-06-19T13:01:33.381,POWERINDIA,36505.0,0.57,35392.7,34125.0,34470.37,39556.95,0.3,123.09,163.79,59.92,industrials,electric equipment,20.19,5.9,70.46,0.76,0.95,34241.29,32823.5,27.23,2026-06-19,,,,,,,
2026-06-19T13:01:33.381,CRAFTSMAN,9867.0,3.86,9285.5,8990.0,9143.44,10952.34,0.67,47.57,54.06,72.82,auto,auto ancillaries,43.1,7.91,47.12,0.3,0.42,9207.91,8784.6,19.82,2026-06-19,,,,,,,
2026-06-19T13:01:33.381,GABRIEL,1186.9,3.94,1109.46,1055.7,1040.28,1406.84,1.88,64.09,65.03,64.84,auto,auto ancillaries,22.6,14.09,20.87,0.14,-0.08,1080.18,1011.24,18.37,2026-06-19,,,,,,,
2026-06-19T13:01:33.381,SCHNEIDER,1315.7,1.13,1259.3,1100.0,1096.18,1644.98,0.5,357.53,146.34,60.24,industrials,electric equipment,22.32,20.03,72.22,0.75,0.54,1171.09,1072.82,18.08,2026-06-19,,,,,,,
2026-06-19T13:01:33.381,DATAPATTNS,4801.5,-0.01,4656.67,4335.1,4405.78,5395.08,0.8,48.58,99.07,65.81,aerospace & defence,electronics - components,24.67,8.98,54.2,0.79,0.76,4310.98,4097.49,17.08,2026-06-19,,,,,,,
2026-06-19T13:01:33.381,BHEL,414.2,2.04,395.77,381.05,376.22,471.16,0.78,27.91,88.24,62.6,industrials,electric equipment,25.66,10.09,43.58,0.37,0.67,385.02,372.63,16.44,2026-06-19,,,,,,,
