Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-08-19T11:13:02.425,MODISONLTD,0.0,10.24,26.43,industrials,electric equipment,608.54,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,BLISSGVS,0.0,14.47,15.66,healthcare,pharmaceuticals - indian - formulations,3954.98,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,SENORES,0.11,6.23,6.31,healthcare,pharmaceuticals - indian - formulations,3895.7,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,SALSTEEL,0.15,13.93,21.73,metals & mining,steel - sponge iron,318.35,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,CHENNPETRO,0.21,13.74,13.84,energy,refineries,7238.31,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,MMP,0.25,17.86,20.54,metals & mining,aluminium and aluminium products,0.0,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,THELEELA,0.75,7.41,7.41,services,hotels,4272.41,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,BALRAMCHIN,0.82,6.14,10.7,fmcg,sugar,8014.97,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,INGERRAND,0.99,7.45,13.0,industrials,compressors / drilling equipment,3726.05,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,STYLEBAAZA,1.12,10.23,23.39,consumer discretionary,trading,1773.68,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,PRUDENT,1.31,4.48,5.34,financials,finance & investments,6271.63,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,RPEL,1.31,13.37,23.1,building materials,refractories / intermediates,2673.47,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,SONAMLTD,1.57,14.09,17.82,consumer discretionary,miscellaneous,103.96,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,APOLLOPIPE,1.59,10.68,10.99,plastic products,plastics products,1172.09,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,MPSLTD,1.63,5.84,8.22,i.t,computers - software - medium / small,1586.82,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,AKUMS,1.86,8.15,8.15,healthcare,pharmaceuticals - indian - bulk drugs & formln,2961.67,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,KRN,2.2,8.8,14.29,industrials,engineering,3510.26,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,PITTIENG,2.24,6.99,6.99,industrials,engineering,1855.36,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,DALMIASUG,2.28,12.14,16.67,fmcg,sugar,947.85,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,ALIVUS,2.45,3.96,4.38,healthcare,pharmaceuticals - indian - bulk drugs & formln,4266.11,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,5PAISA,2.63,11.63,11.63,financials,finance & investments,1208.62,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,GHCLTEXTIL,2.65,10.11,12.76,textiles,textiles - spinning - synthetic / blended,969.19,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,FILATEX,2.67,9.87,10.12,textiles,textiles - manmade,1302.33,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,MUFIN,2.67,2.88,3.43,financials,finance & investments,1422.81,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,ALPHAGEO,2.72,21.69,29.07,miscellaneous,miscellaneous,123.07,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,MAXESTATES,2.75,14.8,21.37,realty,construction,4439.3,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,TFCILTD,2.86,14.61,14.85,financials,finance - term-lending institutions,5699.54,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,JINDALSAW,3.13,5.07,5.49,industrials,steel - large,6397.99,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,UTTAMSUGAR,3.17,16.49,22.32,fmcg,sugar,286.51,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,NILKAMAL,3.28,8.65,9.79,plastic products,plastics products,1015.17,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,BLSE,3.32,3.12,3.52,i.t,computers - software - medium / small,802.71,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,MACPOWER,3.33,15.98,20.04,industrials,engineering,517.96,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,TI,3.41,4.66,11.14,fmcg,breweries & distilleries,9685.21,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,RISHABH,3.47,13.52,13.52,industrials,electric equipment,797.51,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,PONNIERODE,3.48,13.96,17.24,fmcg,sugar,169.11,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,EPL,3.48,5.64,5.81,industrials,packaging,5913.63,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,ARTEMISMED,3.5,4.19,5.42,healthcare,healthcare,2071.5,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,UNIMECH,3.54,5.05,9.73,aerospace & defence,engineering,1539.75,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,SANGHVIMOV,3.58,9.14,9.14,miscellaneous,miscellaneous,2325.05,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,DHAMPURSUG,3.61,12.51,14.92,fmcg,sugar,565.17,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,KMSUGAR,3.62,24.07,24.07,fmcg,sugar,130.07,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,MAWANASUG,3.69,14.4,18.99,fmcg,sugar,183.3,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,AVTNPL,3.73,11.32,32.41,fmcg,solvent extraction,338.83,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,MSTCLTD,3.74,15.57,25.71,i.t,trading,1777.18,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,JGCHEM,3.79,12.15,12.15,chemicals,chemicals,725.15,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,PREMIERPOL,3.85,22.89,27.61,plastic products,plastics products,265.01,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,KDDL,3.85,6.79,6.96,consumer discretionary,miscellaneous,2450.17,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,DEEPINDS,3.87,8.43,9.72,energy,oil drilling / allied services,1617.3,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,KRISHANA,3.94,6.31,6.31,chemicals,fertilizers,314.65,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,ARVSMART,4.02,4.38,4.44,realty,construction,1410.31,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,ROLEXRINGS,4.03,4.89,5.6,auto,auto ancillaries,2278.12,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,SUBEXLTD,4.14,25.29,29.78,i.t,computers - software - medium / small,936.86,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,NITINSPIN,4.32,13.31,17.51,textiles,textiles - cotton/blended,1438.13,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,HNDFDS,4.32,15.17,16.01,fmcg,diversified - large,2997.84,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,MARINE,4.38,6.54,11.82,industrials,electric equipment,1651.24,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,HEG,4.43,8.8,10.91,industrials,electrodes - graphites,6039.11,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,MAGADSUGAR,4.5,9.7,14.39,fmcg,sugar,319.98,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,MANORAMA,4.5,17.04,27.29,fmcg,food - processing - indian,5320.99,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,SJS,4.53,7.24,8.38,auto,plastics products,6319.57,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,KENNAMET,4.71,5.97,8.48,industrials,castings & forgings,1976.5,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,KINGFA,4.79,6.2,7.32,plastic products,plastics products,2638.15,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,PARAS,4.83,17.16,23.19,aerospace & defence,engineering,5661.21,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,GNA,4.9,9.23,10.56,auto,auto ancillaries,840.49,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,VIJAYA,4.92,3.72,7.37,healthcare,healthcare,7308.04,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,GOKULAGRO,5.01,4.93,5.28,fmcg,solvent extraction,1804.53,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,NETWEB,5.1,7.75,11.04,i.t,computers - hardware,9627.04,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,FINEORG,5.14,3.53,4.95,chemicals,chemicals,3931.62,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,ENTERO,5.16,4.62,6.05,healthcare,trading,2883.59,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,DBOL,5.21,12.37,17.26,fmcg,sugar,413.48,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,TVSSRICHAK,5.32,11.41,28.05,auto,tyres,1940.71,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,AZAD,5.36,10.49,20.43,aerospace & defence,engineering,8060.47,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,MANALIPETC,5.4,17.83,17.83,energy,petrochemicals,706.21,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,AVADHSUGAR,5.41,16.39,23.19,fmcg,sugar,573.05,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,CYIENTDLM,5.48,10.52,11.64,aerospace & defence,electronics - components,2748.24,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,GAEL,5.64,5.42,8.36,fmcg,miscellaneous,2879.68,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,ZENTEC,5.72,10.33,12.17,aerospace & defence,miscellaneous,8956.56,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,QUESS,5.86,7.15,7.91,miscellaneous,diversified - large,2129.65,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,RAYMOND,5.86,5.96,7.07,transportation,transport - airlines,2175.81,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,ASKAUTOLTD,5.93,6.36,6.64,auto,auto ancillaries,3194.67,2026-08-19,,,,,,,
2026-08-19T11:13:02.425,KANPRPLA,5.95,13.18,16.28,industrials,packaging,200.33,2026-08-19,,,,,,,
2026-08-17T15:06:26.462,TVSSRICHAK,0.0,27.27,27.27,auto,tyres,2037.16,2026-08-17,,,,,,,
