Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date
2026-09-21T12:45:40.102,SRHHYPOLTD,0.0,23.09,28.63,chemicals,chemicals,411.14,2026-09-21
2026-09-21T12:45:40.102,TBZ,0.0,14.16,25.46,consumer discretionary,diamond cutting / jewellery,1094.45,2026-09-21
2026-09-21T12:45:40.102,UNIMECH,0.09,8.77,16.39,aerospace & defence,engineering,1707.07,2026-09-21
2026-09-21T12:45:40.102,STAR,0.14,8.42,14.32,healthcare,pharmaceuticals - indian - bulk drugs & formln,8358.59,2026-09-21
2026-09-21T12:45:40.102,JASH,0.24,23.44,23.44,industrials,engineering,2129.17,2026-09-21
2026-09-21T12:45:40.102,INDORAMA,0.24,23.66,28.84,textiles,textiles - manmade,684.78,2026-09-21
2026-09-21T12:45:40.102,SIGMAADV,0.28,13.3,19.59,aerospace & defence,electronics - components,4585.34,2026-09-21
2026-09-21T12:45:40.102,CENTUM,0.3,8.9,19.99,aerospace & defence,electronics - components,3662.22,2026-09-21
2026-09-21T12:45:40.102,GCSL,0.35,9.28,13.92,financials,finance & investments,627.29,2026-09-21
2026-09-21T12:45:40.102,AEGISVOPAK,0.48,9.47,10.83,transportation,miscellaneous,4612.95,2026-09-21
2026-09-21T12:45:40.102,AKUMS,0.54,8.64,11.19,healthcare,pharmaceuticals - indian - bulk drugs & formln,3213.99,2026-09-21
2026-09-21T12:45:40.102,PVRINOX,0.62,10.07,12.35,media,entertainment / electronic media software,9584.62,2026-09-21
2026-09-21T12:45:40.102,AHCL,0.63,28.43,30.61,healthcare,pharmaceuticals - indian - bulk drugs & formln,632.31,2026-09-21
2026-09-21T12:45:40.102,BODALCHEM,0.74,16.06,19.64,chemicals,dyes and pigments,1079.42,2026-09-21
2026-09-21T12:45:40.102,HARSHA,0.91,11.08,16.91,industrials,engineering,1075.34,2026-09-21
2026-09-21T12:45:40.102,RATNAVEER,0.92,18.0,22.09,metals & mining,steel - medium / small,1296.2,2026-09-21
2026-09-21T12:45:40.102,GMMPFAUDLR,1.02,15.52,17.28,industrials,engineering,5076.49,2026-09-21
2026-09-21T12:45:40.102,PAISALO,1.05,13.1,16.99,financials,finance & investments,4549.75,2026-09-21
2026-09-21T12:45:40.102,KROSS,1.18,16.41,18.75,auto,auto ancillaries,524.52,2026-09-21
2026-09-21T12:45:40.102,FILATEX,1.42,20.24,28.52,textiles,textiles - manmade,1555.01,2026-09-21
2026-09-21T12:45:40.102,JYOTICNC,1.45,18.07,22.18,industrials,engineering,9524.02,2026-09-21
2026-09-21T12:45:40.102,VIJAYA,1.54,10.24,13.7,healthcare,healthcare,7591.93,2026-09-21
2026-09-21T12:45:40.102,IGPL,1.58,11.15,16.85,chemicals,chemicals,563.17,2026-09-21
2026-09-21T12:45:40.102,RGL,1.68,8.99,11.65,consumer discretionary,diamond cutting / jewellery,656.47,2026-09-21
2026-09-21T12:45:40.102,SHYAMMETL,1.81,6.61,9.37,metals & mining,steel - large,7762.65,2026-09-21
2026-09-21T12:45:40.102,SURAKSHA,2.01,11.32,20.0,healthcare,healthcare,935.16,2026-09-21
2026-09-21T12:45:40.102,METROPOLIS,2.03,5.25,8.97,healthcare,healthcare,6326.21,2026-09-21
2026-09-21T12:45:40.102,SOLARA,2.07,6.78,15.7,healthcare,pharmaceuticals - indian - bulk drugs & formln,2123.52,2026-09-21
2026-09-21T12:45:40.102,VALIANTORG,2.11,13.65,19.81,chemicals,chemicals,753.74,2026-09-21
2026-09-21T12:45:40.102,SOMANYCERA,2.16,8.68,13.66,building materials,ceramics - tiles / sanitaryware,1082.29,2026-09-21
2026-09-21T12:45:40.102,ACMESOLAR,2.19,15.13,15.49,realty,engineering - turnkey services,9183.24,2026-09-21
2026-09-21T12:45:40.102,ENGINERSIN,2.24,10.37,13.13,realty,engineering - turnkey services,7746.52,2026-09-21
2026-09-21T12:45:40.102,VARROC,2.3,4.75,9.48,auto,auto ancillaries,3343.54,2026-09-21
2026-09-21T12:45:40.102,USHAMART,2.51,9.21,12.24,metals & mining,steel - medium / small,9486.6,2026-09-21
2026-09-21T12:45:40.102,GOCLCORP,2.63,6.66,10.95,miscellaneous,diversified - medium / small,716.57,2026-09-21
2026-09-21T12:45:40.102,GLOBAL,2.71,9.52,11.26,services,miscellaneous,184.99,2026-09-21
2026-09-21T12:45:40.102,OAL,2.82,7.9,17.09,chemicals,chemicals,472.93,2026-09-21
2026-09-21T12:45:40.102,ORIENTHOT,2.88,8.1,8.55,services,hotels,812.46,2026-09-21
2026-09-21T12:45:40.102,TALBROAUTO,3.16,16.11,18.47,auto,auto ancillaries,1207.08,2026-09-21
2026-09-21T12:45:40.102,EDELWEISS,3.18,13.36,15.4,financials,finance & investments,8873.48,2026-09-21
2026-09-21T12:45:40.102,CAPLIPOINT,3.3,9.29,13.19,healthcare,pharmaceuticals - indian - formulations,6224.05,2026-09-21
2026-09-21T12:45:40.102,MOREPENLAB,3.3,12.59,30.67,healthcare,pharmaceuticals - indian - bulk drugs & formln,4323.01,2026-09-21
2026-09-21T12:45:40.102,KAMDHENU,3.33,13.82,17.66,metals & mining,steel - medium / small,600.7,2026-09-21
2026-09-21T12:45:40.102,CONFIPET,3.37,9.01,13.52,miscellaneous,miscellaneous,1275.23,2026-09-21
2026-09-21T12:45:40.102,EIMCOELECO,3.42,3.34,6.23,industrials,engineering,676.84,2026-09-21
2026-09-21T12:45:40.102,INNOVACAP,3.51,9.24,14.43,healthcare,pharmaceuticals - indian - bulk drugs & formln,3351.2,2026-09-21
2026-09-21T12:45:40.102,MAXESTATES,3.55,10.0,14.94,realty,construction,5378.18,2026-09-21
2026-09-21T12:45:40.102,VISHNU,3.63,5.9,9.45,chemicals,chemicals,1486.32,2026-09-21
2026-09-21T12:45:40.102,KAPSTON,3.75,3.58,9.64,miscellaneous,miscellaneous,476.85,2026-09-21
2026-09-21T12:45:40.102,VSSL,3.76,7.61,12.95,metals & mining,steel - medium / small,1950.34,2026-09-21
2026-09-21T12:45:40.102,VENUSPIPES,3.77,20.95,26.23,metals & mining,steel - medium / small,2414.61,2026-09-21
2026-09-21T12:45:40.102,MARKSANS,3.81,8.23,12.49,healthcare,pharmaceuticals - indian - formulations,8561.14,2026-09-21
2026-09-21T12:45:40.102,NOCIL,3.9,10.13,10.73,chemicals,chemicals,2174.28,2026-09-21
2026-09-21T12:45:40.102,BHAGERIA,3.94,18.88,25.09,chemicals,dyes and pigments,431.62,2026-09-21
2026-09-21T12:45:40.102,SHAREINDIA,4.0,18.93,24.09,financials,finance & investments,2518.77,2026-09-21
2026-09-21T12:45:40.102,MATRIMONY,4.01,7.21,12.97,miscellaneous,miscellaneous,472.66,2026-09-21
2026-09-21T12:45:40.102,EMCURE,4.13,11.05,11.05,healthcare,pharmaceuticals - indian - bulk drugs & formln,8469.26,2026-09-21
2026-09-21T12:45:40.102,JKPAPER,4.27,6.76,11.39,building materials,paper,3633.02,2026-09-21
2026-09-21T12:45:40.102,WINDLAS,4.28,5.73,8.87,healthcare,pharmaceuticals - indian - formulations,856.53,2026-09-21
2026-09-21T12:45:40.102,EBGNG,4.28,12.33,13.81,services,trading,1960.13,2026-09-21
2026-09-21T12:45:40.102,TFCILTD,4.3,2.79,7.15,financials,finance - term-lending institutions,6290.29,2026-09-21
2026-09-21T12:45:40.102,NORTHARC,4.43,8.99,11.89,financials,finance & investments,5158.67,2026-09-21
2026-09-21T12:45:40.102,EMIL,4.58,12.64,16.78,consumer discretionary,trading,2593.64,2026-09-21
2026-09-21T12:45:40.102,NEOGEN,4.79,9.93,13.47,chemicals,chemicals,3695.43,2026-09-21
2026-09-21T12:45:40.102,IRISDOREME,4.84,14.99,19.96,consumer discretionary,textiles - products,469.2,2026-09-21
2026-09-21T12:45:40.102,SAKAR,4.89,11.55,17.68,healthcare,pharmaceuticals - indian - bulk drugs & formln,1232.92,2026-09-21
2026-09-21T12:45:40.102,COMSYN,5.04,8.38,16.38,industrials,packaging,493.16,2026-09-21
2026-09-21T12:45:40.102,GEOJITFSL,5.06,8.58,10.8,financials,finance & investments,1410.2,2026-09-21
2026-09-21T12:45:40.102,VINDHYATEL,5.07,11.37,15.33,realty,construction,1875.39,2026-09-21
2026-09-21T12:45:40.102,FINEORG,5.08,3.13,4.64,chemicals,chemicals,3934.3,2026-09-21
2026-09-21T12:45:40.102,JTLIND,5.09,10.08,16.24,metals & mining,steel - medium / small,1779.44,2026-09-21
2026-09-21T12:45:40.102,KSL,5.1,6.09,11.28,metals & mining,steel - medium / small,1466.46,2026-09-21
2026-09-21T12:45:40.102,GPTHEALTH,5.21,5.31,10.26,healthcare,healthcare,468.58,2026-09-21
2026-09-21T12:45:40.102,VETO,5.29,17.43,17.9,industrials,electric equipment,153.13,2026-09-21
2026-09-21T12:45:40.102,YATHARTH,5.32,20.19,23.27,healthcare,healthcare,4774.53,2026-09-21
2026-09-21T12:45:40.102,SSWL,5.36,9.38,16.2,auto,auto ancillaries,2220.46,2026-09-21
2026-09-21T12:45:40.102,ORCHPHARMA,5.37,12.67,13.0,healthcare,pharmaceuticals - indian - bulk drugs & formln,1640.37,2026-09-21
2026-09-21T12:45:40.102,RUBYMILLS,5.38,11.85,22.99,textiles,textiles - composite,396.29,2026-09-21
2026-09-21T12:45:40.102,GNFC,5.44,11.3,13.28,chemicals,chemicals,5048.47,2026-09-21
2026-09-21T12:45:40.102,SAMBHV,5.48,26.77,30.61,metals & mining,steel - medium / small,1975.96,2026-09-21
2026-08-12T13:28:47.304,BIRLACABLE,0.0,19.96,25.04,industrials,cables - telephone,297.04,2026-08-12
2026-08-12T13:28:47.304,SADHNANIQ,0.0,14.48,21.61,chemicals,chemicals,384.81,2026-08-12
2026-08-12T13:28:47.304,DIVGIITTS,0.01,23.15,29.83,auto,auto ancillaries,1537.72,2026-08-12
2026-08-12T13:28:47.304,FIEMIND,0.16,5.83,8.19,auto,auto ancillaries,3190.0,2026-08-12
2026-08-12T13:28:47.304,HAPPYFORGE,0.21,8.01,10.78,industrials,castings & forgings,4116.45,2026-08-12
2026-08-12T13:28:47.304,MARKSANS,0.25,18.52,18.99,healthcare,pharmaceuticals - indian - formulations,8067.72,2026-08-12
2026-08-12T13:28:47.304,PRICOLLTD,0.46,8.56,8.56,auto,auto ancillaries,5885.94,2026-08-12
2026-08-12T13:28:47.304,EMIL,0.61,12.73,34.66,consumer discretionary,trading,2582.38,2026-08-12
2026-08-12T13:28:47.304,KENNAMET,0.64,9.13,14.15,industrials,castings & forgings,1924.41,2026-08-12
2026-08-12T13:28:47.304,DIACABS,0.81,8.88,14.36,industrials,cables - power,3165.39,2026-08-12
2026-08-12T13:28:47.304,DEEPINDS,0.99,8.61,12.06,energy,oil drilling / allied services,1589.38,2026-08-12
2026-08-12T13:28:47.304,AARTISURF,1.19,21.98,21.98,chemicals,chemicals,256.53,2026-08-12
2026-08-12T13:28:47.304,VINDHYATEL,1.2,18.43,18.43,realty,construction,1711.4,2026-08-12
2026-08-12T13:28:47.304,KINGFA,1.3,6.33,15.65,plastic products,plastics products,2603.07,2026-08-12
2026-08-12T13:28:47.304,SKYGOLD,1.38,9.64,22.11,consumer discretionary,diamond cutting / jewellery,6107.96,2026-08-12
2026-08-12T13:28:47.304,ORIENTBELL,1.53,16.43,17.91,building materials,ceramics - tiles / sanitaryware,181.21,2026-08-12
2026-08-12T13:28:47.304,AVALON,1.53,5.81,14.49,consumer discretionary,electronics - components,7331.57,2026-08-12
2026-08-12T13:28:47.304,EMCURE,1.71,4.12,7.08,healthcare,pharmaceuticals - indian - bulk drugs & formln,8464.64,2026-08-12
2026-08-12T13:28:47.304,SETL,1.76,11.94,13.28,industrials,engineering,2378.37,2026-08-12
2026-08-12T13:28:47.304,MINDACORP,1.87,5.39,7.15,auto,auto ancillaries,6192.81,2026-08-12
2026-08-12T13:28:47.304,PITTIENG,1.94,12.5,13.08,industrials,engineering,1784.88,2026-08-12
2026-08-12T13:28:47.304,RBA,2.08,6.52,11.37,consumer discretionary,hotels,6101.73,2026-08-12
2026-08-12T13:28:47.304,3IINFOLTD,2.48,10.58,11.42,i.t,computers - software - medium / small,562.27,2026-08-12
2026-08-12T13:28:47.304,FINEORG,2.7,11.82,11.82,chemicals,chemicals,4032.88,2026-08-12
2026-08-12T13:28:47.304,AKUMS,2.9,10.24,18.05,healthcare,pharmaceuticals - indian - bulk drugs & formln,2930.32,2026-08-12
2026-08-12T13:28:47.304,ASIANENE,2.96,4.13,7.67,energy,oil drilling / allied services,869.3,2026-08-12
2026-08-12T13:28:47.304,BELRISE,3.06,7.51,11.36,auto,auto ancillaries,7760.6,2026-08-12
2026-08-12T13:28:47.304,TCPLPACK,3.13,40.92,41.6,industrials,packaging,1721.05,2026-08-12
2026-08-12T13:28:47.304,PGIL,3.14,5.24,22.98,consumer discretionary,textiles - products,4417.63,2026-08-12
2026-08-12T13:28:47.304,WSTCSTPAPR,3.17,4.98,4.98,building materials,paper,1673.46,2026-08-12
2026-08-12T13:28:47.304,NAZARA,3.19,3.43,6.94,i.t,telecommunications - service provider,8565.62,2026-08-12
2026-08-12T13:28:47.304,MUFIN,3.34,6.05,6.05,financials,finance & investments,1413.1,2026-08-12
2026-08-12T13:28:47.304,USHAMART,3.36,3.41,3.49,metals & mining,steel - medium / small,9372.61,2026-08-12
2026-08-12T13:28:47.304,ALIVUS,3.4,6.11,8.03,healthcare,pharmaceuticals - indian - bulk drugs & formln,4224.47,2026-08-12
2026-08-12T13:28:47.304,RISHABH,3.57,7.27,8.34,industrials,electric equipment,784.25,2026-08-12
2026-08-12T13:28:47.304,NRBBEARING,3.62,8.96,9.5,industrials,bearings,2493.75,2026-08-12
2026-08-12T13:28:47.304,5PAISA,3.7,7.8,7.8,financials,finance & investments,1146.7,2026-08-12
2026-08-12T13:28:47.304,RATNAVEER,3.76,5.91,7.57,metals & mining,steel - medium / small,818.72,2026-08-12
2026-08-12T13:28:47.304,ROLEXRINGS,3.78,17.05,23.54,auto,auto ancillaries,2252.76,2026-08-12
2026-08-12T13:28:47.304,VIJAYA,3.83,10.52,11.54,healthcare,healthcare,7023.65,2026-08-12
2026-08-12T13:28:47.304,DHAMPURSUG,3.84,8.06,10.28,fmcg,sugar,518.48,2026-08-12
2026-08-12T13:28:47.304,UNIVCABLES,3.88,18.19,40.5,industrials,cables - power,2255.75,2026-08-12
2026-08-12T13:28:47.304,MMP,4.05,13.0,13.0,metals & mining,aluminium and aluminium products,0.0,2026-08-12
2026-08-12T13:28:47.304,SCPL,4.08,10.07,10.07,fmcg,food - processing - indian,200.38,2026-08-12
2026-08-12T13:28:47.304,RANEHOLDIN,4.14,4.86,4.86,financials,finance & investments,1383.74,2026-08-12
2026-08-12T13:28:47.304,CHENNPETRO,4.16,17.33,18.74,energy,refineries,6764.82,2026-08-12
2026-08-12T13:28:47.304,COMSYN,4.17,23.48,38.28,industrials,packaging,446.2,2026-08-12
2026-08-12T13:28:47.304,MANORAMA,4.22,5.95,7.43,fmcg,food - processing - indian,4458.61,2026-08-12
2026-08-12T13:28:47.304,VADILALIND,4.3,5.06,6.83,fmcg,food - processing - indian,1837.99,2026-08-12
2026-08-12T13:28:47.304,CAPLIPOINT,4.39,4.27,4.8,healthcare,pharmaceuticals - indian - formulations,5772.63,2026-08-12
2026-08-12T13:28:47.304,GOCLCORP,4.46,5.6,10.05,miscellaneous,diversified - medium / small,700.86,2026-08-12
2026-08-12T13:28:47.304,SAKAR,4.46,8.77,9.42,healthcare,pharmaceuticals - indian - bulk drugs & formln,989.19,2026-08-12
2026-08-12T13:28:47.304,ARVSMART,4.6,7.83,17.45,realty,construction,1401.84,2026-08-12
2026-08-12T13:28:47.304,NELCO,4.6,6.12,7.42,telecom,telecommunications - service provider,1114.8,2026-08-12
2026-08-12T13:28:47.304,QUESS,4.64,9.16,10.24,miscellaneous,diversified - large,2149.64,2026-08-12
2026-08-12T13:28:47.304,KRONOX,4.71,9.28,11.64,chemicals,chemicals,164.6,2026-08-12
2026-08-12T13:28:47.304,THELEELA,4.82,4.8,5.76,services,hotels,4035.86,2026-08-12
2026-08-12T13:28:47.304,KRN,4.84,12.08,12.27,industrials,engineering,3002.7,2026-08-12
2026-08-12T13:28:47.304,DIAMONDYD,4.98,5.95,8.25,fmcg,food - processing - indian,1222.7,2026-08-12
2026-08-12T13:28:47.304,SANGHVIMOV,5.13,6.45,13.06,miscellaneous,miscellaneous,2287.6,2026-08-12
2026-08-12T13:28:47.304,MANINDS,5.15,17.59,20.05,metals & mining,steel - medium / small,2580.56,2026-08-12
2026-08-12T13:28:47.304,TATVA,5.16,6.27,8.93,chemicals,chemicals,1140.92,2026-08-12
2026-08-12T13:28:47.304,VISAKAIND,5.17,6.38,29.59,building materials,cement products,398.66,2026-08-12
2026-08-12T13:28:47.304,YATHARTH,5.24,7.41,8.09,healthcare,healthcare,3711.01,2026-08-12
2026-08-12T13:28:47.304,MARINE,5.28,8.02,20.26,industrials,electric equipment,1533.96,2026-08-12
2026-08-12T13:28:47.304,MIDHANI,5.28,4.87,6.9,aerospace & defence,steel - medium / small,2098.36,2026-08-12
2026-08-12T13:28:47.304,CHOICEIN,5.48,5.32,5.32,financials,finance & investments,8397.72,2026-08-12
