Timestamp,Symbol,F_pe,Pe,Eps[a],Eps[a1],Eps,Eps[1],Eps[3],Sales[a],Sales[a1],Sales,Sales[2],Sales[3],Roce,Fii,Fii[1],Fii[2],Fii[a],Fii[a1],Scan_Date
2026-07-12T16:15:56.422,MRF,20.3,23.56,1.51,31.62,1655.8,1631.23,1239.38,-100.0,NaN,0.0,1.0,0.0,13.27,17.98,18.17,18.27,-1.04,-0.52,2026-07-12
2026-07-12T16:15:56.422,FORCEMOT,21.49,19.76,-31.42,15.81,211.37,308.22,266.14,19.79,2.27,2549.84,2128.56,2081.4,29.59,10.93,10.46,10.27,4.51,1.82,2026-07-12
2026-07-12T16:15:56.422,BOSCHLTD,54.09,44.47,7.02,-3.95,193.25,180.58,188.01,13.92,1.89,5565.7,4885.6,4794.8,20.96,7.22,7.34,7.13,-1.7,2.91,2026-07-12
2026-07-12T16:15:56.422,ABBOTINDIA,36.54,37.19,5.05,-9.47,185.85,176.92,195.42,-0.84,-1.88,1709.51,1724.04,1757.15,44.95,0.27,0.18,0.16,45.38,16.89,2026-07-12
2026-07-12T16:15:56.422,NEULANDLAB,29.42,68.76,424.23,-58.11,165.76,31.62,75.49,76.54,-14.5,776.25,439.71,514.27,26.45,20.46,20.9,20.6,-2.11,1.43,2026-07-12
2026-07-12T16:15:56.422,BAJAJ-AUTO,19.37,26.39,33.1,29.61,131.1,98.5,76.0,11.25,0.82,17107.96,15378.24,15253.64,28.35,8.82,8.84,9.65,-0.18,-8.46,2026-07-12
2026-07-12T16:15:56.422,MARUTI,29.76,29.67,-5.67,15.83,116.38,123.38,106.52,4.93,22.43,51567.5,49143.5,40138.7,20.98,14.12,15.76,15.78,-10.42,-0.12,2026-07-12
2026-07-12T16:15:56.422,ULTRACEMCO,28.87,42.19,72.88,40.1,101.41,58.66,41.87,18.19,11.34,25799.47,21829.68,19606.93,10.89,14.44,15.33,15.23,-5.82,0.65,2026-07-12
2026-07-12T16:15:56.422,ABB,20.3,48.65,312.04,5.8,84.18,20.43,19.31,-100.0,0.0,0.0,1.0,1.0,29.83,8.2,7.65,8.29,7.16,-7.71,2026-07-12
2026-07-12T16:15:56.422,MUTHOOTFIN,9.38,11.86,19.46,15.84,83.43,69.84,60.29,0.0,0.0,1.0,1.0,1.0,13.27,12.3,11.75,11.58,4.69,1.5,2026-07-12
2026-07-12T16:15:56.422,SIGNATURE,2.59,10.9,2646.89,3.59,82.01,-3.22,-3.34,289.28,-15.97,1107.27,284.44,338.49,4.74,9.53,10.12,10.58,-5.87,-4.28,2026-07-12
2026-07-12T16:15:56.422,ZFCVINDIA,7.56,8.56,4.38,29.47,77.14,73.9,57.08,7.47,17.7,1155.23,1074.91,913.24,19.74,5.99,5.78,5.37,3.62,7.74,2026-07-12
2026-07-12T16:15:56.422,VADILALIND,21.0,29.7,34790.91,-100.47,76.32,-0.22,46.5,74.22,-30.07,415.83,238.68,341.3,27.6,0.58,0.57,0.57,2.34,-1.01,2026-07-12
2026-07-12T16:15:56.422,POWERINDIA,109.94,147.11,26.41,-1.11,74.14,58.65,59.31,33.94,14.83,2707.35,2021.31,1760.23,19.38,11.67,10.69,9.66,9.2,10.65,2026-07-12
2026-07-12T16:15:56.422,HEROMOTOCO,16.95,17.24,15.18,-3.13,72.98,63.36,65.41,3.94,2.2,12978.28,12486.82,12218.39,30.47,31.14,29.42,28.75,5.82,2.35,2026-07-12
2026-07-12T16:15:56.422,VENKEYS,5.16,15.03,108.7,283.11,71.96,34.48,-18.83,14.61,19.89,1100.47,960.15,800.87,11.09,1.14,1.4,1.3,-18.69,7.83,2026-07-12
2026-07-12T16:15:56.422,ATUL,21.84,27.08,30.73,-10.32,71.38,54.6,60.88,6.13,1.4,1670.07,1573.62,1551.85,14.94,7.5,7.45,8.31,0.68,-10.35,2026-07-12
2026-07-12T16:15:56.422,BBTC,5.98,8.54,40.34,30.89,63.63,45.34,34.64,-100.0,0.0,0.0,1.0,1.0,45.22,9.49,9.42,9.3,0.73,1.3,2026-07-12
2026-07-12T16:15:56.422,APARINDS,55.71,57.8,21.3,-17.0,63.09,52.01,62.66,20.33,-4.09,6571.19,5461.04,5693.8,32.64,9.37,9.35,9.25,0.23,1.15,2026-07-12
2026-07-12T16:15:56.422,HAL,17.96,33.07,124.79,11.82,62.74,27.91,24.96,81.1,16.14,13942.4,7698.8,6628.61,20.93,9.34,10.2,10.86,-8.44,-6.05,2026-07-12
2026-07-12T16:15:56.422,CEATLTD,15.99,22.37,56.65,-16.07,60.45,38.59,45.98,1.49,10.19,4218.89,4157.05,3772.65,14.68,16.55,16.92,16.21,-2.19,4.4,2026-07-12
2026-07-12T16:15:56.422,EICHERMOT,33.23,36.63,6.99,3.73,55.41,51.79,49.93,NaN,-100.0,0.0,0.0,1.0,28.66,26.78,27.01,26.98,-0.88,0.12,2026-07-12
2026-07-12T16:15:56.422,KOVAI,27.45,27.22,-8.2,10.47,54.55,59.42,53.79,1.62,4.06,413.2,406.62,390.74,22.84,1.25,1.2,1.31,3.72,-8.12,2026-07-12
2026-07-12T16:15:56.422,GILLETTE,37.05,41.2,20.08,-1.41,52.93,44.08,44.71,-2.57,14.73,790.0,810.81,706.72,67.97,4.36,4.78,5.01,-8.72,-4.66,2026-07-12
2026-07-12T16:15:56.422,POLYCAB,44.13,51.63,26.34,-9.31,52.18,41.3,45.54,16.09,17.89,8864.48,7636.13,6477.21,34.08,18.21,14.82,13.97,22.84,6.13,2026-07-12
2026-07-12T16:15:56.422,TAJGVK,1.83,5.69,762.37,34.4,50.88,5.9,4.39,16.25,27.23,158.52,136.36,107.18,20.08,0.42,0.31,0.91,32.57,-65.5,2026-07-12
2026-07-12T16:15:56.422,SUNDARMFIN,22.75,24.49,2.36,10.91,50.28,49.12,44.29,0.0,0.0,1.0,1.0,1.0,9.35,18.97,19.13,19.06,-0.88,0.37,2026-07-12
2026-07-12T16:15:56.422,DIXON,68.17,49.28,-7.24,-57.07,49.22,53.06,123.6,-1.51,-28.16,10510.51,10671.59,14855.04,41.96,18.29,18.68,20.69,-2.07,-9.72,2026-07-12
2026-07-12T16:15:56.422,LTM,21.49,23.84,43.42,-30.73,46.97,32.75,47.28,4.74,3.72,11291.7,10781.0,10394.3,26.84,6.63,6.51,6.4,1.93,1.72,2026-07-12
2026-07-12T16:15:56.422,GRWRHITECH,37.4,47.86,94.0,-38.86,46.58,24.01,39.27,30.07,-19.48,596.69,458.74,569.69,20.41,3.98,3.95,3.57,0.7,10.49,2026-07-12
2026-07-12T16:15:56.422,SWARAJENG,21.04,23.39,29.57,-15.24,44.91,34.66,40.89,15.34,-6.12,545.79,473.2,504.04,56.84,2.82,3.15,3.93,-10.36,-19.83,2026-07-12
2026-07-12T16:15:56.422,KINGFA,29.48,36.71,30.92,9.82,43.65,33.34,30.36,18.19,5.1,578.47,489.46,465.69,30.5,7.76,7.73,7.78,0.31,-0.57,2026-07-12
2026-07-12T16:15:56.422,M&M,18.73,20.44,-0.19,27.2,41.77,41.85,32.9,6.42,12.41,54891.55,51579.95,45885.4,15.27,35.61,36.88,37.43,-3.45,-1.46,2026-07-12
2026-07-12T16:15:56.422,SEAMECLTD,8.75,14.41,3.88,462.44,40.7,39.18,-10.81,3.16,225.45,327.07,317.05,97.42,8.49,3.73,3.35,3.61,11.38,-7.23,2026-07-12
2026-07-12T16:15:56.422,KERNEX,13.26,41.0,1027.15,-6.72,40.69,3.61,3.87,250.66,54.07,254.58,72.6,47.12,19.93,0.3,0.07,0.54,322.57,-86.96,2026-07-12
2026-07-12T16:15:56.422,PTCIL,110.12,259.81,226.2,1.24,39.96,12.25,12.1,44.97,24.79,225.47,155.53,124.63,7.61,3.96,3.86,3.41,2.55,13.16,2026-07-12
2026-07-12T16:15:56.422,GTL,0.05,0.2,22876.47,90.81,38.72,-0.17,-1.85,5.91,-0.72,58.25,55.0,55.4,0.0,0.01,0.03,0.0,-73.35,8250.0,2026-07-12
2026-07-12T16:15:56.422,BIRLACORPN,6.3,13.33,458.83,-41.7,38.28,6.85,11.75,31.38,-2.17,2836.12,2158.74,2206.53,7.19,6.27,6.54,6.7,-4.19,-2.36,2026-07-12
2026-07-12T16:15:56.422,MOTOGENFIN,0.19,0.76,375700.0,-103.45,37.56,-0.01,0.29,6.75,-2.98,1.74,1.63,1.68,0.85,2.66,2.66,2.66,0.0,0.0,2026-07-12
2026-07-12T16:15:56.422,SMLMAH,27.73,37.64,209.33,-16.77,37.46,12.11,14.55,66.46,-2.85,897.65,539.27,555.11,28.79,0.77,0.61,1.8,26.38,-66.23,2026-07-12
2026-07-12T16:15:56.422,LICI,2.99,4.88,81.51,27.99,37.1,20.44,15.97,31.02,-0.74,165067.19,125988.15,126930.04,0.93,0.32,0.31,0.2,3.71,56.33,2026-07-12
2026-07-12T16:15:56.422,WAAREEENER,19.8,22.64,-0.11,25.98,36.91,36.95,29.33,12.1,24.72,8480.25,7565.05,6065.64,30.54,8.57,7.05,6.91,21.54,2.1,2026-07-12
2026-07-12T16:15:56.422,TCS,14.02,15.03,-2.69,28.76,36.9,37.92,29.45,2.23,5.38,72275.0,70698.0,67087.0,58.92,9.66,10.37,10.33,-6.88,0.42,2026-07-12
2026-07-12T16:15:56.422,APOLLOHOSP,60.03,65.46,5.38,5.27,36.82,34.94,33.19,0.0,0.0,1.0,1.0,1.0,17.49,41.5,42.62,43.54,-2.63,-2.12,2026-07-12
2026-07-12T16:15:56.422,VENUSREM,12.1,22.36,85.63,27.09,35.53,19.14,15.06,43.9,-6.48,259.4,180.26,192.75,10.93,2.8,2.26,1.86,23.85,21.45,2026-07-12
