Timestamp,Symbol,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m,Scan_Date,From52wh,3d range,5d,Sector,Industry,Free float
2026-08-14T13:28:23.745,MARKSANS,,,,,,,,2026-08-14,0.15,17.5,21.51,healthcare,pharmaceuticals - indian - formulations,8278.82
2026-08-14T13:28:23.745,MBAPL,,,,,,,,2026-08-14,0.38,4.15,9.63,chemicals,fertilizers,376.64
2026-08-14T13:28:23.745,HAPPYFORGE,,,,,,,,2026-08-14,0.39,10.34,12.05,industrials,castings & forgings,4263.24
2026-08-14T13:28:23.745,UNIMECH,,,,,,,,2026-08-14,0.56,10.06,10.2,aerospace & defence,engineering,1580.81
2026-08-14T13:28:23.745,HNDFDS,,,,,,,,2026-08-14,0.58,4.29,4.49,fmcg,diversified - large,2759.3
2026-08-14T13:28:23.745,PRICOLLTD,,,,,,,,2026-08-14,0.6,7.23,9.05,auto,auto ancillaries,5904.3
2026-08-14T13:28:23.745,AETHER,,,,,,,,2026-08-14,0.69,5.46,5.46,chemicals,chemicals,5479.11
2026-08-14T13:28:23.745,HEG,,,,,,,,2026-08-14,0.75,5.99,6.47,industrials,electrodes - graphites,5955.58
2026-08-14T13:28:23.745,AZAD,,,,,,,,2026-08-14,0.78,11.45,17.31,aerospace & defence,engineering,7727.39
2026-08-14T13:28:23.745,RATNAVEER,,,,,,,,2026-08-14,0.82,12.62,13.5,metals & mining,steel - medium / small,895.93
2026-08-14T13:28:23.745,TFCILTD,,,,,,,,2026-08-14,0.88,4.78,4.78,financials,finance - term-lending institutions,5273.07
2026-08-14T13:28:23.745,E2E,,,,,,,,2026-08-14,0.94,10.64,20.84,i.t,computers - software - medium / small,8214.86
2026-08-14T13:28:23.745,DIVGIITTS,,,,,,,,2026-08-14,1.06,11.39,26.63,auto,auto ancillaries,1564.62
2026-08-14T13:28:23.745,SJS,,,,,,,,2026-08-14,1.16,8.38,9.92,auto,plastics products,6542.69
2026-08-14T13:28:23.745,KRISHANA,,,,,,,,2026-08-14,1.34,4.1,7.5,chemicals,fertilizers,320.19
2026-08-14T13:28:23.745,VARROC,,,,,,,,2026-08-14,1.46,4.7,8.65,auto,auto ancillaries,3255.5
2026-08-14T13:28:23.745,AARTISURF,,,,,,,,2026-08-14,1.51,21.56,35.3,chemicals,chemicals,283.64
2026-08-14T13:28:23.745,COMSYN,,,,,,,,2026-08-14,1.68,14.24,26.8,industrials,packaging,470.11
2026-08-14T13:28:23.745,TI,,,,,,,,2026-08-14,2.15,13.26,18.95,fmcg,breweries & distilleries,9658.16
2026-08-14T13:28:23.745,RBA,,,,,,,,2026-08-14,2.18,11.79,15.29,consumer discretionary,hotels,6522.34
2026-08-14T13:28:23.745,KABRAEXTRU,,,,,,,,2026-08-14,2.25,8.78,20.87,industrials,engineering,708.31
2026-08-14T13:28:23.745,MUFIN,,,,,,,,2026-08-14,2.49,6.05,6.05,financials,finance & investments,1425.42
2026-08-14T13:28:23.745,JSFB,,,,,,,,2026-08-14,2.54,11.95,11.95,bank,banks - private sector,5056.63
2026-08-14T13:28:23.745,INGERRAND,,,,,,,,2026-08-14,2.71,13.0,13.0,industrials,compressors / drilling equipment,3661.41
2026-08-14T13:28:23.745,KMEW,,,,,,,,2026-08-14,2.75,10.22,12.97,transportation,miscellaneous,3242.47
2026-08-14T13:28:23.745,UNIPARTS,,,,,,,,2026-08-14,2.87,4.87,6.14,industrials,engineering,1255.31
2026-08-14T13:28:23.745,ADOR,,,,,,,,2026-08-14,2.9,7.63,8.0,industrials,electrodes - welding equipment,1247.91
2026-08-14T13:28:23.745,VSSL,,,,,,,,2026-08-14,2.93,5.8,8.0,metals & mining,steel - medium / small,1615.54
2026-08-14T13:28:23.745,SILVERTUC,,,,,,,,2026-08-14,2.97,5.67,9.95,i.t,computers - software - medium / small,676.09
2026-08-14T13:28:23.745,PITTIENG,,,,,,,,2026-08-14,3.0,13.78,16.6,industrials,engineering,1830.0
2026-08-14T13:28:23.745,RPEL,,,,,,,,2026-08-14,3.05,15.74,17.89,building materials,refractories / intermediates,2433.39
2026-08-14T13:28:23.745,ENTERO,,,,,,,,2026-08-14,3.2,4.37,12.91,healthcare,trading,2943.25
2026-08-14T13:28:23.745,LUMAXTECH,,,,,,,,2026-08-14,3.32,7.11,23.3,auto,auto ancillaries,6120.67
2026-08-14T13:28:23.745,PARAS,,,,,,,,2026-08-14,3.33,10.8,13.27,aerospace & defence,engineering,5261.39
2026-08-14T13:28:23.745,ARTEMISMED,,,,,,,,2026-08-14,3.34,8.56,8.6,healthcare,healthcare,2074.8
2026-08-14T13:28:23.745,QUESS,,,,,,,,2026-08-14,3.4,4.48,10.19,miscellaneous,diversified - large,2177.37
2026-08-14T13:28:23.745,SALSTEEL,,,,,,,,2026-08-14,3.45,25.66,27.39,metals & mining,steel - sponge iron,299.7
2026-08-14T13:28:23.745,BELRISE,,,,,,,,2026-08-14,3.7,7.02,7.51,auto,auto ancillaries,7709.25
2026-08-14T13:28:23.745,NETWEB,,,,,,,,2026-08-14,4.04,10.86,10.86,i.t,computers - hardware,9505.22
2026-08-14T13:28:23.745,KINGFA,,,,,,,,2026-08-14,4.13,8.39,11.72,plastic products,plastics products,2656.47
2026-08-14T13:28:23.745,CYIENTDLM,,,,,,,,2026-08-14,4.15,8.06,8.36,aerospace & defence,electronics - components,2685.51
2026-08-14T13:28:23.745,NILKAMAL,,,,,,,,2026-08-14,4.16,7.09,14.04,plastic products,plastics products,1005.91
2026-08-14T13:28:23.745,PRECWIRE,,,,,,,,2026-08-14,4.18,16.86,16.86,metals & mining,mining / minerals / metals,3609.06
2026-08-14T13:28:23.745,AVTNPL,,,,,,,,2026-08-14,4.26,18.68,18.85,fmcg,solvent extraction,305.44
2026-08-14T13:28:23.745,KANPRPLA,,,,,,,,2026-08-14,4.32,23.08,30.05,industrials,packaging,197.68
2026-08-14T13:28:23.745,KOVAI,,,,,,,,2026-08-14,4.42,4.24,9.18,healthcare,healthcare,2882.97
2026-08-14T13:28:23.745,MONARCH,,,,,,,,2026-08-14,4.46,8.53,11.1,financials,finance & investments,1423.67
2026-08-14T13:28:23.745,NRBBEARING,,,,,,,,2026-08-14,4.51,6.65,8.96,industrials,bearings,2470.72
2026-08-14T13:28:23.745,JINDALSAW,,,,,,,,2026-08-14,4.54,5.04,6.78,industrials,steel - large,6305.15
2026-08-14T13:28:23.745,ROSSTECH,,,,,,,,2026-08-14,4.55,6.73,9.92,aerospace & defence,engineering,1028.99
2026-08-14T13:28:23.745,FINEORG,,,,,,,,2026-08-14,4.56,5.25,11.82,chemicals,chemicals,3955.77
2026-08-14T13:28:23.745,3IINFOLTD,,,,,,,,2026-08-14,4.57,9.54,10.58,i.t,computers - software - medium / small,550.24
2026-08-14T13:28:23.745,PONNIERODE,,,,,,,,2026-08-14,4.6,8.91,11.87,fmcg,sugar,155.09
2026-08-14T13:28:23.745,DALMIASUG,,,,,,,,2026-08-14,4.61,10.98,17.61,fmcg,sugar,855.66
2026-08-14T13:28:23.745,CREDITACC,,,,,,,,2026-08-14,4.61,2.08,3.73,financials,finance & investments,8439.9
2026-08-14T13:28:23.745,EMIL,,,,,,,,2026-08-14,4.7,7.5,14.38,consumer discretionary,trading,2512.43
2026-08-14T13:28:23.745,NELCO,,,,,,,,2026-08-14,4.73,10.66,11.97,telecom,telecommunications - service provider,1166.62
2026-08-14T13:28:23.745,EPL,,,,,,,,2026-08-14,4.92,9.96,15.62,industrials,packaging,5825.44
2026-08-14T13:28:23.745,POLYPLEX,,,,,,,,2026-08-14,4.94,8.97,14.15,industrials,packaging,2763.62
2026-08-14T13:28:23.745,GUFICBIO,,,,,,,,2026-08-14,4.99,5.61,6.33,healthcare,pharmaceuticals - indian - bulk drugs & formln,1173.7
2026-08-14T13:28:23.745,ARVSMART,,,,,,,,2026-08-14,4.99,5.59,7.83,realty,construction,1396.01
2026-08-14T13:28:23.745,ARVIND,,,,,,,,2026-08-14,5.0,8.69,8.7,textiles,textiles - cotton/blended,9035.53
2026-08-14T13:28:23.745,AYMSYNTEX,,,,,,,,2026-08-14,5.02,15.08,15.08,textiles,textiles - processing,537.65
2026-08-14T13:28:23.745,TTKHLTCARE,,,,,,,,2026-08-14,5.02,8.89,11.81,miscellaneous,diversified - medium / small,415.42
2026-08-14T13:28:23.745,KENNAMET,,,,,,,,2026-08-14,5.07,16.85,16.87,industrials,castings & forgings,1969.09
2026-08-14T13:28:23.745,MINDACORP,,,,,,,,2026-08-14,5.1,8.84,8.84,auto,auto ancillaries,6133.97
2026-08-14T13:28:23.745,EMCURE,,,,,,,,2026-08-14,5.22,4.44,5.73,healthcare,pharmaceuticals - indian - bulk drugs & formln,8162.28
2026-08-14T13:28:23.745,5PAISA,,,,,,,,2026-08-14,5.28,8.45,12.29,financials,finance & investments,1151.46
2026-08-14T13:28:23.745,PVRINOX,,,,,,,,2026-08-14,5.5,4.49,6.8,media,entertainment / electronic media software,8404.69
2026-08-14T13:28:23.745,TCPLPACK,,,,,,,,2026-08-14,5.52,19.18,40.92,industrials,packaging,1678.72
2026-08-14T13:28:23.745,MMP,,,,,,,,2026-08-14,5.59,6.01,13.0,metals & mining,aluminium and aluminium products,0.0
2026-08-14T13:28:23.745,SOMANYCERA,,,,,,,,2026-08-14,5.67,14.54,14.54,building materials,ceramics - tiles / sanitaryware,965.15
2026-08-14T13:28:23.745,GAEL,,,,,,,,2026-08-14,5.72,6.03,6.03,fmcg,miscellaneous,2877.36
2026-08-14T13:28:23.745,GHCLTEXTIL,,,,,,,,2026-08-14,5.72,7.46,7.86,textiles,textiles - spinning - synthetic / blended,909.41
2026-08-14T13:28:23.745,AKUMS,,,,,,,,2026-08-14,5.9,6.3,10.24,healthcare,pharmaceuticals - indian - bulk drugs & formln,2839.6
2026-08-14T13:28:23.745,VIJAYA,,,,,,,,2026-08-14,5.96,10.69,16.31,healthcare,healthcare,7228.39
2026-08-14T13:28:23.745,GRAVITA,,,,,,,,2026-08-14,5.96,4.75,5.87,metals & mining,mining / minerals / metals,5859.29
2026-08-12T11:54:18.41,BIRLACABLE,,,,,,,,2026-08-12,0.0,19.96,25.04,industrials,cables - telephone,297.04
2026-08-12T11:54:18.41,SADHNANIQ,,,,,,,,2026-08-12,0.0,14.48,21.61,chemicals,chemicals,384.81
2026-08-12T11:54:18.41,HAPPYFORGE,,,,,,,,2026-08-12,0.0,7.1,9.85,industrials,castings & forgings,4090.43
2026-08-12T11:54:18.41,DIACABS,,,,,,,,2026-08-12,0.2,8.88,14.36,industrials,cables - power,3184.76
2026-08-12T11:54:18.41,KINGFA,,,,,,,,2026-08-12,0.6,4.48,13.63,plastic products,plastics products,2575.8
2026-08-12T11:54:18.41,MARKSANS,,,,,,,,2026-08-12,0.73,7.64,8.06,healthcare,pharmaceuticals - indian - formulations,7291.98
2026-08-12T11:54:18.41,PRICOLLTD,,,,,,,,2026-08-12,0.89,8.01,8.01,auto,auto ancillaries,5831.23
2026-08-12T11:54:18.41,EMIL,,,,,,,,2026-08-12,0.94,10.4,31.87,consumer discretionary,trading,2520.47
2026-08-12T11:54:18.41,DEEPINDS,,,,,,,,2026-08-12,0.96,8.06,11.5,energy,oil drilling / allied services,1581.9
2026-08-12T11:54:18.41,VINDHYATEL,,,,,,,,2026-08-12,1.16,18.43,18.43,realty,construction,1712.07
2026-08-12T11:54:18.41,FIEMIND,,,,,,,,2026-08-12,1.4,5.28,7.63,auto,auto ancillaries,3133.86
2026-08-12T11:54:18.41,SKYGOLD,,,,,,,,2026-08-12,1.41,9.64,22.11,consumer discretionary,diamond cutting / jewellery,6106.47
2026-08-12T11:54:18.41,AVALON,,,,,,,,2026-08-12,1.42,5.81,14.49,consumer discretionary,electronics - components,7339.75
2026-08-12T11:54:18.41,MINDACORP,,,,,,,,2026-08-12,1.5,5.39,7.15,auto,auto ancillaries,6216.34
2026-08-12T11:54:18.41,EMCURE,,,,,,,,2026-08-12,1.52,4.12,7.08,healthcare,pharmaceuticals - indian - bulk drugs & formln,8481.04
2026-08-12T11:54:18.41,THELEELA,,,,,,,,2026-08-12,1.56,4.8,5.76,services,hotels,4174.25
2026-08-12T11:54:18.41,FINEORG,,,,,,,,2026-08-12,1.57,11.82,11.82,chemicals,chemicals,4079.8
2026-08-12T11:54:18.41,3IINFOLTD,,,,,,,,2026-08-12,2.09,10.58,11.42,i.t,computers - software - medium / small,564.55
2026-08-12T11:54:18.41,VIJAYA,,,,,,,,2026-08-12,2.2,10.52,11.54,healthcare,healthcare,7142.88
2026-08-12T11:54:18.41,ORIENTBELL,,,,,,,,2026-08-12,2.43,16.43,17.91,building materials,ceramics - tiles / sanitaryware,179.55
2026-08-12T11:54:18.41,TCPLPACK,,,,,,,,2026-08-12,2.44,40.92,41.6,industrials,packaging,1733.42
2026-08-12T11:54:18.41,USHAMART,,,,,,,,2026-08-12,2.46,3.41,3.49,metals & mining,steel - medium / small,9459.02
2026-08-12T11:54:18.41,RKFORGE,,,,,,,,2026-08-12,2.59,4.81,10.92,industrials,castings & forgings,7669.44
2026-08-12T11:54:18.41,KENNAMET,,,,,,,,2026-08-12,2.77,4.48,9.29,industrials,castings & forgings,1816.61
2026-08-12T11:54:18.41,LUMAXTECH,,,,,,,,2026-08-12,2.81,23.3,25.39,auto,auto ancillaries,6152.77
2026-08-12T11:54:18.41,THYROCARE,,,,,,,,2026-08-12,2.91,10.96,12.49,healthcare,healthcare,3997.62
2026-08-12T11:54:18.41,WSTCSTPAPR,,,,,,,,2026-08-12,2.99,3.75,3.75,building materials,paper,1676.62
2026-08-12T11:54:18.41,BELRISE,,,,,,,,2026-08-12,3.17,7.51,11.36,auto,auto ancillaries,7751.64
2026-08-12T11:54:18.41,ROLEXRINGS,,,,,,,,2026-08-12,3.18,17.05,23.54,auto,auto ancillaries,2266.81
2026-08-12T11:54:18.41,MANINDS,,,,,,,,2026-08-12,3.27,17.59,20.05,metals & mining,steel - medium / small,2631.68
2026-08-12T11:54:18.41,NAZARA,,,,,,,,2026-08-12,3.28,3.43,6.94,i.t,telecommunications - service provider,8558.32
2026-08-12T11:54:18.41,SCPL,,,,,,,,2026-08-12,3.44,10.07,10.07,fmcg,food - processing - indian,201.72
2026-08-12T11:54:18.41,E2E,,,,,,,,2026-08-12,3.57,19.23,19.23,i.t,computers - software - medium / small,7890.62
2026-08-12T11:54:18.41,MUFIN,,,,,,,,2026-08-12,3.62,6.05,6.05,financials,finance & investments,1408.92
2026-08-12T11:54:18.41,JINDALSAW,,,,,,,,2026-08-12,3.63,4.13,7.42,industrials,steel - large,6365.09
2026-08-12T11:54:18.41,CHENNPETRO,,,,,,,,2026-08-12,3.73,17.33,18.74,energy,refineries,6795.51
2026-08-12T11:54:18.41,VADILALIND,,,,,,,,2026-08-12,3.91,4.76,6.83,fmcg,food - processing - indian,1845.47
2026-08-12T11:54:18.41,RATNAVEER,,,,,,,,2026-08-12,3.99,5.33,7.57,metals & mining,steel - medium / small,816.77
2026-08-12T11:54:18.41,SANGHVIMOV,,,,,,,,2026-08-12,4.04,6.45,13.06,miscellaneous,miscellaneous,2313.86
2026-08-12T11:54:18.41,KRONOX,,,,,,,,2026-08-12,4.16,9.28,11.64,chemicals,chemicals,165.56
2026-08-12T11:54:18.41,ALIVUS,,,,,,,,2026-08-12,4.23,6.11,8.03,healthcare,pharmaceuticals - indian - bulk drugs & formln,4188.08
2026-08-12T11:54:18.41,BLSE,,,,,,,,2026-08-12,4.29,4.78,7.65,i.t,computers - software - medium / small,794.66
2026-08-12T11:54:18.41,DHAMPURSUG,,,,,,,,2026-08-12,4.33,8.06,10.28,fmcg,sugar,515.87
2026-08-12T11:54:18.41,MIDHANI,,,,,,,,2026-08-12,4.51,4.87,6.9,aerospace & defence,steel - medium / small,2115.41
2026-08-12T11:54:18.41,NELCO,,,,,,,,2026-08-12,4.52,6.12,7.42,telecom,telecommunications - service provider,1115.71
2026-08-12T11:54:18.41,FILATEX,,,,,,,,2026-08-12,4.53,6.38,6.38,textiles,textiles - manmade,1254.5
2026-08-12T11:54:18.41,DIVGIITTS,,,,,,,,2026-08-12,4.65,23.15,29.83,auto,auto ancillaries,1466.32
2026-08-12T11:54:18.41,RANEHOLDIN,,,,,,,,2026-08-12,4.82,4.29,4.43,financials,finance & investments,1373.99
2026-08-12T11:54:18.41,TATVA,,,,,,,,2026-08-12,4.86,6.27,8.93,chemicals,chemicals,1144.52
2026-08-12T11:54:18.41,RISHABH,,,,,,,,2026-08-12,4.87,7.27,8.34,industrials,electric equipment,773.63
2026-08-12T11:54:18.41,MANORAMA,,,,,,,,2026-08-12,4.93,5.95,7.43,fmcg,food - processing - indian,4425.88
2026-08-12T11:54:18.41,CAPLIPOINT,,,,,,,,2026-08-12,4.98,4.27,4.8,healthcare,pharmaceuticals - indian - formulations,5736.84
2026-08-12T11:54:18.41,CYIENTDLM,,,,,,,,2026-08-12,5.05,5.27,10.15,consumer discretionary,electronics - components,2653.01
2026-08-12T11:54:18.41,PITTIENG,,,,,,,,2026-08-12,5.22,12.5,13.08,industrials,engineering,1725.27
