Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score
2026-07-14T11:34:05.877,SHILPAMED,0.12,5.04,10.0,healthcare,pharmaceuticals - indian - formulations,7564.87,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,JAYBARMARU,0.35,12.16,19.1,auto,auto ancillaries,907.77,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,INDOBORAX,0.59,10.51,18.3,chemicals,chemicals,1077.3,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,CCL,0.82,4.37,6.44,fmcg,tea,8865.24,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,CAPLIPOINT,1.0,4.79,7.49,healthcare,pharmaceuticals - indian - formulations,5954.72,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,VADILALIND,1.62,4.92,6.86,fmcg,food - processing - indian,1651.52,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,CEMPRO,1.63,6.51,13.35,realty,construction,9057.18,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,HAPPYFORGE,1.71,2.91,8.33,industrials,castings & forgings,3197.28,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,ARMANFIN,1.85,18.78,21.72,financials,finance & investments,1653.64,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,GREAVESCOT,1.88,15.16,23.75,industrials,engines,2747.63,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,VIPULLTD,1.99,11.18,25.68,realty,construction,210.08,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,GNA,2.05,21.16,23.24,auto,auto ancillaries,736.4,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,SIGNPOST,2.08,8.19,15.72,miscellaneous,miscellaneous,698.39,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,ALIVUS,2.09,2.75,6.97,healthcare,pharmaceuticals - indian - bulk drugs & formln,3605.2,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,PRIVISCL,2.09,5.22,7.14,chemicals,chemicals,5665.94,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,IOLCP,2.16,8.48,12.53,healthcare,pharmaceuticals - indian - bulk drugs & formln,1939.28,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,PAISALO,2.26,3.98,7.08,financials,finance & investments,3548.01,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,MMFL,2.28,4.49,9.14,industrials,castings & forgings,1100.15,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,ACMESOLAR,2.37,9.05,10.28,realty,engineering - turnkey services,7839.14,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,JNKINDIA,2.43,7.6,15.36,realty,engineering - turnkey services,939.12,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,SAKAR,2.44,17.96,18.94,healthcare,pharmaceuticals - indian - bulk drugs & formln,966.39,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,WANBURY,2.46,25.6,29.33,healthcare,pharmaceuticals - indian - bulk drugs & formln,675.64,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,ORCHPHARMA,2.48,7.4,12.59,healthcare,pharmaceuticals - indian - bulk drugs & formln,1632.27,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,TBZ,2.76,15.16,30.74,consumer discretionary,diamond cutting / jewellery,430.99,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,RPEL,2.78,3.66,4.67,building materials,refractories / intermediates,2203.19,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,EQUITASBNK,2.84,6.05,10.45,bank,banks - private sector,9253.86,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,THELEELA,2.98,4.37,7.54,services,hotels,3988.79,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,ADOR,3.04,3.29,6.12,industrials,electrodes - welding equipment,1061.17,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,MARKSANS,3.05,5.64,8.73,healthcare,pharmaceuticals - indian - formulations,6943.53,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,IBULLSLTD,3.08,11.68,16.07,miscellaneous,diversified - medium / small,4913.96,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,GANDHAR,3.08,8.06,12.19,energy,refineries,667.35,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,TIPSMUSIC,3.08,3.82,9.89,media,entertainment / electronic media software,3227.47,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,RPTECH,3.15,5.48,9.55,services,trading,1867.27,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,KDDL,3.31,6.99,11.99,consumer discretionary,miscellaneous,2013.79,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,WELSPUNLIV,3.33,7.03,8.14,textiles,textiles - products,5476.8,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,BLSE,3.5,7.25,7.92,i.t,computers - software - medium / small,756.77,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,GOODLUCK,3.58,8.33,16.12,metals & mining,steel - medium / small,2333.96,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,ZYDUSWELL,3.72,4.8,8.67,fmcg,food - processing - indian,5645.87,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,NEOGEN,3.73,7.99,13.28,chemicals,chemicals,2694.08,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,HARRMALAYA,3.74,15.36,16.1,fmcg,miscellaneous,193.91,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,RAIN,3.78,8.05,11.43,miscellaneous,miscellaneous,4155.17,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,SSWL,3.95,6.86,10.0,auto,auto ancillaries,1522.05,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,NORTHARC,3.98,8.09,14.17,financials,finance & investments,5181.61,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,USHAMART,4.05,2.72,6.34,metals & mining,steel - medium / small,9270.04,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,SPORTKING,4.16,17.05,24.91,textiles,textiles - spinning - synthetic / blended,655.36,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,KMEW,4.21,8.35,11.24,transportation,miscellaneous,2676.52,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,AETHER,4.23,6.91,17.7,chemicals,chemicals,4897.95,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,PSPPROJECT,4.44,5.39,8.25,realty,construction,1350.16,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,FUSION,4.48,6.02,12.08,financials,finance & investments,1709.95,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,VTL,4.5,5.01,6.13,textiles,textiles - cotton/blended,6641.9,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,KOPRAN,4.5,15.63,20.05,healthcare,pharmaceuticals - indian - bulk drugs & formln,561.26,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,UFBL,4.56,5.14,12.38,consumer discretionary,hotels,1862.62,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,PGIL,4.58,6.45,9.05,consumer discretionary,textiles - products,3617.93,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,SKMEGGPROD,4.66,17.96,27.48,fmcg,food - processing - indian,794.28,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,MINDACORP,4.72,4.88,5.1,auto,auto ancillaries,5715.79,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,KSL,4.73,5.25,15.32,metals & mining,steel - medium / small,1442.35,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,MOREPENLAB,4.83,6.3,9.72,healthcare,pharmaceuticals - indian - bulk drugs & formln,2227.97,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,EPL,4.92,3.08,5.65,industrials,packaging,5533.95,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,MUTHOOTMF,5.02,14.29,22.93,financials,finance & investments,1817.3,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,VENUSPIPES,5.08,4.38,8.76,metals & mining,steel - medium / small,1901.87,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,BHARATSE,5.1,11.02,16.33,auto,auto ancillaries,397.41,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,HNDFDS,5.12,8.62,12.15,fmcg,diversified - large,2605.35,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,BALRAMCHIN,5.26,7.52,8.95,fmcg,sugar,7180.15,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,SUPRAJIT,5.48,5.42,6.96,auto,auto ancillaries,3681.81,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,SENCO,5.53,11.73,20.94,consumer discretionary,diamond cutting / jewellery,2224.94,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,PLASTIBLEN,5.54,22.6,28.67,chemicals,chemicals,198.67,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,PRUDENT,5.56,4.5,6.7,financials,finance & investments,5522.53,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,VIYASH,5.64,4.09,7.05,healthcare,pharmaceuticals - indian - bulk drugs & formln,4752.57,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,TFCILTD,5.86,11.42,13.3,financials,finance - term-lending institutions,3545.8,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,ABSLAMC,5.94,3.91,5.78,financials,finance & investments,8380.24,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,SPAL,6.0,7.5,9.56,consumer discretionary,textiles - products,1102.67,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,KABRAEXTRU,6.02,14.67,17.98,industrials,engineering,428.44,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,UNIPARTS,6.05,8.34,13.13,industrials,engineering,1045.9,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,ESAFSFB,6.05,8.38,14.47,bank,banks - private sector,661.69,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,SUVEN,6.12,9.38,18.89,healthcare,miscellaneous,2741.84,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,BALAMINES,6.21,8.12,18.62,chemicals,chemicals,3372.39,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,NIVABUPA,6.31,4.5,5.93,financials,finance & investments,7178.77,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,YATHARTH,6.31,5.26,6.77,healthcare,healthcare,3551.08,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,BUTTERFLY,6.34,10.43,10.88,consumer discretionary,domestic appliances,344.9,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-14T11:34:05.877,STOVEKRAFT,6.39,6.27,7.32,consumer discretionary,domestic appliances,1134.61,2026-07-14,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SWANDEF,,,,,,,2026-05-12,15005.78,18603.93,7255.03,381.78,0.06,0.77,37.17,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,CUPID,,,,,,,2026-05-12,152.57,140.67,115.08,57.64,0.43,0.58,1.68,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SIGMAADV,,,,,,,2026-05-12,88.18,51.66,32.85,56.62,1.0,0.97,0.53,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,MTARTECH,,,,,,,2026-05-12,87.11,52.27,29.62,15.89,0.58,1.01,1.65,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,BHAGYANGR,,,,,,,2026-05-12,76.1,29.8,28.62,13.79,0.89,0.76,1.19,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,MIRCELECTR,,,,,,,2026-05-12,55.13,39.52,18.45,9.13,0.5,0.39,0.67,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,QPOWER,,,,,,,2026-05-12,53.55,38.38,NaN,NaN,0.39,0.7,0.27,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,BAJAJCON,,,,,,,2026-05-12,50.74,33.04,24.41,8.71,0.39,0.51,0.89,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SALSTEEL,,,,,,,2026-05-12,49.69,34.31,24.46,16.62,0.36,0.44,0.44,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,KMEW,,,,,,,2026-05-12,48.89,34.59,28.12,NaN,0.27,0.2,0.63,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,KESORAMIND,,,,,,,2026-05-12,47.92,39.1,3.73,-11.6,0.09,0.36,1.44,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,VENUSREM,,,,,,,2026-05-12,47.81,49.49,43.79,8.58,0.01,0.24,1.19,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,PRECWIRE,,,,,,,2026-05-12,46.01,29.51,15.64,6.34,0.34,0.64,0.82,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,LUMAXTECH,,,,,,,2026-05-12,45.68,44.98,43.05,32.38,0.01,0.16,0.47,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,TDPOWERSYS,,,,,,,2026-05-12,42.55,26.66,32.99,29.72,0.33,0.44,0.44,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,GVPIL,,,,,,,2026-05-12,40.7,17.68,4.58,-0.23,0.44,0.96,1.1,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,ROSSTECH,,,,,,,2026-05-12,39.74,40.06,17.43,NaN,0.1,0.32,0.36,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,JAYNECOIND,,,,,,,2026-05-12,38.98,38.47,23.33,24.57,0.37,0.49,0.41,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SILVERADD,,,,,,,2026-05-12,38.66,32.92,44.89,13.61,0.05,-0.02,0.7,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,HINDCOPPER,,,,,,,2026-05-12,38.64,31.53,42.75,6.16,0.09,-0.07,0.68,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SILVERIETF,,,,,,,2026-05-12,38.54,33.0,44.65,13.65,0.05,-0.02,0.7,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SILVER1,,,,,,,2026-05-12,38.53,33.09,45.0,13.65,0.04,-0.03,0.69,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SILVER,,,,,,,2026-05-12,38.39,32.87,44.74,13.78,0.05,-0.02,0.69,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SILVERBEES,,,,,,,2026-05-12,38.37,32.76,44.9,13.53,0.05,-0.03,0.69,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,TATSILV,,,,,,,2026-05-12,38.33,32.95,45.18,13.78,0.04,-0.03,0.69,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,AXISILVER,,,,,,,2026-05-12,38.23,32.81,44.78,13.67,0.04,-0.02,0.69,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,GVT&D,,,,,,,2026-05-12,38.22,30.27,28.31,22.86,0.19,0.28,0.4,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,NETWEB,,,,,,,2026-05-12,38.21,26.75,28.3,17.57,0.3,0.34,0.13,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SILVERAG,,,,,,,2026-05-12,38.21,32.94,45.04,13.69,0.05,-0.03,0.69,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,HDFCSILVER,,,,,,,2026-05-12,38.17,32.81,45.02,13.69,0.05,-0.03,0.69,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SILVERBETA,,,,,,,2026-05-12,38.14,32.75,44.42,13.64,0.05,-0.02,0.69,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SILVERCASE,,,,,,,2026-05-12,38.13,32.59,NaN,NaN,0.05,-0.03,0.69,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SBISILVER,,,,,,,2026-05-12,38.12,32.74,44.52,13.72,0.05,-0.02,0.69,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,PFOCUS,,,,,,,2026-05-12,37.86,59.4,37.26,12.74,-0.14,0.13,0.57,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SILVER360,,,,,,,2026-05-12,37.42,NaN,NaN,NaN,0.05,-0.04,0.67,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,BHARATSE,,,,,,,2026-05-12,37.12,28.49,NaN,NaN,0.16,0.35,-0.02,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SBC,,,,,,,2026-05-12,36.61,35.35,24.07,9.49,0.1,0.2,0.44,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,MCX,,,,,,,2026-05-12,35.81,31.24,28.33,12.4,0.23,0.31,0.67,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,IMFA,,,,,,,2026-05-12,35.4,26.97,16.72,20.3,0.11,0.19,0.24,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,AEROFLEX,,,,,,,2026-05-12,34.06,12.39,-2.86,0.23,0.52,1.15,1.1,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,AXISCADES,,,,,,,2026-05-12,34.04,18.56,16.72,50.11,0.23,0.77,0.32,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,NATIONALUM,,,,,,,2026-05-12,33.9,30.67,25.34,2.85,-0.02,0.06,0.65,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,APEX,,,,,,,2026-05-12,32.44,21.66,13.72,0.36,0.22,0.4,1.05,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,GAYAPROJ,,,,,,,2026-05-12,32.36,28.58,4.86,5.39,0.31,1.22,1.51,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,ACUTAAS,,,,,,,2026-05-12,31.8,23.47,24.84,29.15,0.2,0.43,0.55,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,NARMADA,,,,,,,2026-05-12,31.18,24.95,14.16,12.19,0.11,0.2,0.57,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,LUMAXIND,,,,,,,2026-05-12,29.68,23.42,34.69,26.94,0.07,0.09,0.12,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SILVERTUC,,,,,,,2026-05-12,29.59,23.78,28.19,2.15,0.21,0.11,1.03,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SANSERA,,,,,,,2026-05-12,29.56,19.91,14.04,2.73,0.1,0.34,0.59,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SYRMA,,,,,,,2026-05-12,29.48,18.41,22.0,20.65,0.32,0.36,0.41,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,BLISSGVS,,,,,,,2026-05-12,29.38,26.09,6.61,6.7,0.08,0.51,0.75,,,,,,,,,,,,,,,,,,
2026-05-12T06:54:21.953,SMLMAH,,,,,,,2026-05-12,28.98,38.82,39.83,23.34,-0.13,0.03,0.18,,,,,,,,,,,,,,,,,,
