Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-09-01T11:05:40.724,CALSOFT,0.0,10.23,21.52,i.t,computers - software - medium / small,91.3,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,BIRLACABLE,0.0,11.42,24.66,industrials,cables - telephone,328.42,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,PVP,0.0,13.53,34.39,realty,construction,724.63,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,MODISONLTD,0.0,27.12,27.12,industrials,electric equipment,774.26,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,TBZ,0.0,25.34,32.39,consumer discretionary,diamond cutting / jewellery,633.49,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,MANGLMCEM,0.12,6.05,8.65,building materials,cement - north india,1835.7,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,HAPPYFORGE,0.16,9.29,14.35,industrials,castings & forgings,5013.67,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,VINDHYATEL,0.29,8.02,12.79,realty,construction,1791.62,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,COMSYN,0.31,16.49,16.49,industrials,packaging,508.72,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,DYCL,0.32,14.41,18.7,industrials,cables - power,786.37,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,ENGINERSIN,0.42,17.1,18.67,realty,engineering - turnkey services,7872.37,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,CORDSCABLE,0.43,24.8,27.93,industrials,cables - power,187.16,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,TVSSRICHAK,0.48,11.73,20.18,auto,tyres,2383.32,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,VISHNU,0.62,4.33,5.74,chemicals,chemicals,1383.29,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,CYIENTDLM,0.67,8.34,12.64,aerospace & defence,electronics - components,3255.0,2026-09-01,,,,,,,
2026-09-01T11:05:40.724,VARROC,0.85,10.1,11.17,auto,auto ancillaries,3349.46,2026-09-01,,,,,,,
