Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-06-11T18:29:02.676,SIGMAADV,0.0,13.47,16.47,aerospace & defence,electronics - components,2446.11,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,KSHITIJPOL,0.14,10.09,21.01,miscellaneous,printing & stationery,110.9,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,VENUSREM,1.26,10.56,11.36,healthcare,pharmaceuticals - indian - formulations,1335.2,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,SANDHAR,1.4,7.34,9.31,auto,auto ancillaries,1309.77,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,AKUMS,1.92,14.21,14.4,healthcare,pharmaceuticals - indian - bulk drugs & formln,2371.74,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,NEOGEN,2.23,9.12,14.4,chemicals,chemicals,2610.32,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,SILVERTUC,2.74,7.43,12.5,i.t,computers - software - medium / small,609.37,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,SENORES,2.86,18.04,19.37,healthcare,pharmaceuticals - indian - formulations,2896.32,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,MANCREDIT,3.22,6.28,9.43,financials,finance & investments,202.99,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,SIS,3.35,8.76,11.9,miscellaneous,miscellaneous,1705.87,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,RATEGAIN,3.65,8.23,8.23,i.t,computers - software - medium / small,4677.67,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,PAISALO,4.08,4.99,10.21,financials,finance & investments,3099.95,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,CEIGALL,4.26,10.25,10.78,realty,construction,1156.39,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,YASHO,4.38,10.07,12.37,chemicals,chemicals,998.16,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,KERNEX,4.7,7.3,10.08,consumer discretionary,electronics - components,2263.88,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,DIVGIITTS,4.73,5.99,6.39,auto,auto ancillaries,976.78,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,CARYSIL,4.83,15.39,16.29,consumer discretionary,domestic appliances,1941.9,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,ABSLAMC,4.89,7.56,9.23,financials,finance & investments,7772.2,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,RRKABEL,4.99,6.98,8.52,industrials,cables - power,9231.55,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,VTL,5.03,5.89,7.13,textiles,textiles - cotton/blended,6204.93,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,GVPIL,5.12,7.38,9.46,realty,engineering - turnkey services,1875.93,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-11T18:29:02.676,GRINDWELL,5.37,4.37,5.22,industrials,abrasives and grinding wheels,8806.19,2026-06-11,,,,,,,,,,,,,,,,,,,,,,,,,
