Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-05-18T18:24:18.592,STYLAMIND,0.75,13.12,16.27,building materials,miscellaneous,2182.38,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,ANTELOPUS,1.3,8.3,14.48,energy,oil drilling / allied services,823.99,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,SAKAR,1.77,35.33,50.09,healthcare,pharmaceuticals - indian - bulk drugs & formln,818.08,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,BLISSGVS,1.91,7.37,9.1,healthcare,pharmaceuticals - indian - formulations,1965.38,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,ARVIND,2.15,11.81,11.81,textiles,textiles - cotton/blended,7490.39,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,SALSTEEL,2.43,12.61,15.44,metals & mining,steel - sponge iron,260.22,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,DHANBANK,2.5,14.83,14.83,bank,banks - private sector,1308.43,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,MANINDS,2.82,6.81,9.9,metals & mining,steel - medium / small,2359.48,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,KINGFA,3.15,6.25,6.98,plastic products,plastics products,2370.27,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,BBOX,3.19,17.93,27.81,i.t,computers - software - medium / small,4980.66,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,ANURAS,3.81,3.58,3.97,chemicals,chemicals,6342.09,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,SBC,3.85,4.21,6.36,textiles,textiles - products,797.94,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,WHEELS,4.05,29.0,31.25,auto,auto ancillaries,1620.26,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,DSSL,4.3,9.54,10.62,i.t,computers - software - medium / small,688.83,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,HONASA,4.51,7.09,7.09,services,trading,7303.55,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,SHAILY,5.14,8.74,8.74,plastic products,plastics products,7000.22,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,GRAPHITE,5.15,9.17,12.69,industrials,electrodes - graphites,5153.52,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,ATALREAL,5.21,8.78,8.78,realty,construction,244.06,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,SENORES,5.43,31.75,31.75,healthcare,pharmaceuticals - indian - formulations,2818.47,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,VIJAYA,5.55,9.62,9.62,healthcare,healthcare,6365.95,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,USHAMART,5.6,7.47,7.54,metals & mining,steel - medium / small,8594.22,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,RATNAVEER,5.64,7.58,12.43,metals & mining,steel - medium / small,710.52,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,RPTECH,5.84,10.51,10.51,services,trading,1226.15,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,MAYURUNIQ,5.84,6.23,6.47,consumer discretionary,leather / leather products,1093.03,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,APOLLOPIPE,5.95,14.03,14.03,plastic products,plastics products,1080.42,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,DIACABS,6.34,17.36,21.69,industrials,cables - power,1615.07,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,SCI,6.52,10.55,10.55,transportation,shipping,5820.47,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,DEEDEV,6.78,6.64,8.4,metals & mining,steel - medium / small,983.99,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,HAPPYFORGE,6.8,6.78,8.62,industrials,castings & forgings,2781.5,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,BAJAJCON,6.96,9.1,11.67,fmcg,personal care - indian,3883.34,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18T18:24:18.592,UFBL,7.09,7.47,9.6,consumer discretionary,hotels,935.72,2026-05-18,,,,,,,,,,,,,,,,,,,,,,,,,
