Timestamp,Symbol,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m,Scan_Date
2026-05-21T22:41:39.772,SWANDEF,17968.13,19068.13,14691.76,597.3,0.02,0.19,24.65,2026-05-21
2026-05-21T22:41:39.772,CUPID,120.47,175.65,106.59,68.31,0.09,0.43,0.92,2026-05-21
2026-05-21T22:41:39.772,STLTECH,113.6,56.72,14.67,0.55,0.51,1.7,2.53,2026-05-21
2026-05-21T22:41:39.772,MTARTECH,102.14,67.45,32.1,15.11,0.57,1.22,2.03,2026-05-21
2026-05-21T22:41:39.772,BHAGYANGR,63.03,48.61,20.06,12.54,0.29,0.75,0.81,2026-05-21
2026-05-21T22:41:39.772,BAJAJCON,51.71,38.75,26.63,5.95,0.19,0.44,1.02,2026-05-21
2026-05-21T22:41:39.772,VENUSREM,48.8,52.65,27.54,18.45,0.01,0.4,0.8,2026-05-21
2026-05-21T22:41:39.772,ATHERENERG,43.78,NaN,NaN,NaN,-0.01,0.26,0.37,2026-05-21
2026-05-21T22:41:39.772,KMEW,42.3,33.53,19.73,NaN,0.28,0.27,0.63,2026-05-21
2026-05-21T22:41:39.772,GVPIL,42.03,25.45,19.41,-0.58,0.42,0.45,0.97,2026-05-21
2026-05-21T22:41:39.772,SILVERADD,41.18,37.65,38.0,18.12,0.06,0.09,0.65,2026-05-21
2026-05-21T22:41:39.772,SILVERAG,41.01,37.58,37.99,18.25,0.06,0.09,0.65,2026-05-21
2026-05-21T22:41:39.772,TATSILV,40.94,37.64,37.78,18.32,0.06,0.08,0.64,2026-05-21
2026-05-21T22:41:39.772,SILVER1,40.9,37.75,37.7,18.06,0.06,0.09,0.65,2026-05-21
2026-05-21T22:41:39.772,SILVERCASE,40.84,37.55,NaN,NaN,0.06,0.08,0.65,2026-05-21
2026-05-21T22:41:39.772,SILVERBEES,40.84,37.43,37.88,18.18,0.06,0.08,0.64,2026-05-21
2026-05-21T22:41:39.772,SILVERIETF,40.82,37.66,38.15,18.16,0.06,0.08,0.65,2026-05-21
2026-05-21T22:41:39.772,SILVER,40.81,37.54,37.88,18.17,0.06,0.08,0.65,2026-05-21
2026-05-21T22:41:39.772,SBISILVER,40.77,37.34,37.91,18.2,0.06,0.08,0.64,2026-05-21
2026-05-21T22:41:39.772,TDPOWERSYS,40.71,34.73,27.35,21.34,0.28,0.56,0.66,2026-05-21
2026-05-21T22:41:39.772,AXISILVER,40.65,37.41,37.84,18.14,0.06,0.08,0.64,2026-05-21
2026-05-21T22:41:39.772,HDFCSILVER,40.65,37.07,37.62,18.1,0.06,0.09,0.64,2026-05-21
2026-05-21T22:41:39.772,SILVERBETA,40.56,37.26,37.5,18.1,0.06,0.09,0.64,2026-05-21
2026-05-21T22:41:39.772,SBC,40.3,37.24,28.9,9.73,0.12,0.25,0.54,2026-05-21
2026-05-21T22:41:39.772,MIRCELECTR,39.82,32.57,14.07,4.66,0.22,0.26,0.46,2026-05-21
2026-05-21T22:41:39.772,KESORAMIND,39.72,43.7,5.02,-12.09,0.14,0.23,1.49,2026-05-21
2026-05-21T22:41:39.772,ACUTAAS,38.66,26.95,15.55,15.08,0.26,0.49,0.75,2026-05-21
2026-05-21T22:41:39.772,MCX,38.42,35.27,22.83,13.03,0.18,0.42,0.72,2026-05-21
2026-05-21T22:41:39.772,ROSSTECH,37.42,50.05,21.18,NaN,-0.01,0.3,0.39,2026-05-21
2026-05-21T22:41:39.772,SAKAR,36.07,31.56,14.01,7.02,0.28,0.76,0.99,2026-05-21
2026-05-21T22:41:39.772,GVT&D,35.49,47.72,25.3,18.11,0.13,0.35,0.58,2026-05-21
2026-05-21T22:41:39.772,PRECWIRE,35.19,44.04,16.24,11.41,0.03,0.52,0.48,2026-05-21
2026-05-21T22:41:39.772,PFOCUS,35.14,57.24,34.29,8.52,-0.23,-0.04,0.46,2026-05-21
2026-05-21T22:41:39.772,LUMAXTECH,35.01,51.53,45.25,42.32,-0.08,0.0,0.14,2026-05-21
2026-05-21T22:41:39.772,HINDCOPPER,34.21,40.18,36.98,5.1,0.0,-0.07,0.65,2026-05-21
2026-05-21T22:41:39.772,JAYNECOIND,32.62,50.65,23.44,18.62,0.08,0.4,0.43,2026-05-21
2026-05-21T22:41:39.772,BLISSGVS,32.56,26.99,11.93,5.99,0.14,0.36,0.83,2026-05-21
2026-05-21T22:41:39.772,SANSERA,32.13,27.19,18.68,0.83,0.2,0.27,0.84,2026-05-21
2026-05-21T22:41:39.772,WHEELS,31.69,14.25,5.74,5.95,0.6,0.94,0.9,2026-05-21
2026-05-21T22:41:39.772,AEROFLEX,31.04,17.36,-5.17,-1.86,0.31,1.04,1.02,2026-05-21
2026-05-21T22:41:39.772,NATIONALUM,30.73,44.75,20.11,3.85,-0.04,0.16,0.55,2026-05-21
2026-05-21T22:41:39.772,BBOX,28.41,11.13,2.57,1.17,0.8,0.75,0.71,2026-05-21
2026-05-21T22:41:39.772,AGIIL,28.19,29.29,8.2,18.73,0.04,0.6,0.49,2026-05-21
2026-05-21T22:41:39.772,IMFA,27.85,34.64,26.23,22.83,-0.06,-0.02,0.03,2026-05-21
2026-05-21T22:41:39.772,LAURUSLABS,27.65,18.42,14.61,23.23,0.21,0.34,0.35,2026-05-21
2026-05-21T22:41:39.772,AXISCADES,26.95,30.22,19.63,45.09,0.07,0.44,0.31,2026-05-21
2026-05-21T22:41:39.772,DEEDEV,26.82,18.09,-5.65,-3.97,0.22,1.43,1.18,2026-05-21
2026-05-21T22:41:39.772,LUMAXIND,26.48,28.09,41.34,24.02,0.03,-0.08,0.16,2026-05-21
2026-05-21T22:41:39.772,VEDL,26.19,23.71,12.97,3.9,0.19,0.35,0.74,2026-05-21
