Timestamp,Symbol,High,Lod price,Cmp,%ch,Initial_atr1.5sl,Sl,Target,Forward pe,Pe,Sector,Industry,%ch y_low,Srs,Ars,Srs y,Ars y,%ch_high,%ch 2 low,%ch sl,Atr%,%ch_3low,E_s50,Avg_true_range,Adr%,Ma_x,Rvol,M_cap,Va,Va_ma,Atr% x,Lod dist,Free float,Grand_total_number2,Scan_Date,Low,Max2,R_vol,Rsi,W rsi,Adx,Adr p - adr%,Custom_indicator_69505,Vars,Smavars,From52wh,3d range,5d,Low 2%,Low5,Rs,Is,Tps,Rs score
2026-03-11T09:50:48.52,DOLPHIN,,,,,,,,,,energy,oil drilling / allied services,,,,,,,,,,,,,,,,,,,,,438.6,,2026-03-11,,,,,,,,,,,12.66,14.25,26.68,,,,,,
2026-03-11T09:50:48.52,GODAVARIB,,,,,,,,,,fmcg,sugar,,,,,,,,,,,,,,,,,,,,,567.03,,2026-03-11,,,,,,,,,,,13.39,13.86,13.86,,,,,,
2026-03-11T09:50:48.52,STAR,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,,,,,,,,,,,,,5887.15,,2026-03-11,,,,,,,,,,,13.62,7.96,7.96,,,,,,
2026-03-11T09:50:48.52,GRWRHITECH,,,,,,,,,,industrials,packaging,,,,,,,,,,,,,,,,,,,,,3769.21,,2026-03-11,,,,,,,,,,,13.65,9.46,9.46,,,,,,
2026-03-11T09:50:48.52,AVANTIFEED,,,,,,,,,,fmcg,food - processing - indian,,,,,,,,,,,,,,,,,,,,,9768.59,,2026-03-11,,,,,,,,,,,15.18,13.66,13.84,,,,,,
2026-03-11T09:50:48.52,RACLGEAR,,,,,,,,,,auto,auto ancillaries,,,,,,,,,,,,,,,,,,,,,959.5,,2026-03-11,,,,,,,,,,,16.06,11.12,14.65,,,,,,
2026-03-11T09:50:48.52,ARVIND,,,,,,,,,,textiles,textiles - cotton/blended,,,,,,,,,,,,,,,,,,,,,5305.56,,2026-03-11,,,,,,,,,,,17.14,3.61,6.66,,,,,,
2026-03-11T09:50:48.52,TRIVENI,,,,,,,,,,fmcg,sugar,,,,,,,,,,,,,,,,,,,,,3228.38,,2026-03-11,,,,,,,,,,,19.25,7.18,12.24,,,,,,
2026-03-11T09:50:48.52,SHARDACROP,,,,,,,,,,chemicals,pesticides / agrochemicals - indian,,,,,,,,,,,,,,,,,,,,,2370.71,,2026-03-11,,,,,,,,,,,19.54,7.36,13.36,,,,,,
2026-03-11T09:50:48.52,NETWEB,,,,,,,,,,i.t,computers - hardware,,,,,,,,,,,,,,,,,,,,,5508.96,,2026-03-11,,,,,,,,,,,25.15,12.53,18.02,,,,,,
2026-03-11T09:50:48.52,AVALON,,,,,,,,,,consumer discretionary,electronics - components,,,,,,,,,,,,,,,,,,,,,3599.92,,2026-03-11,,,,,,,,,,,26.38,10.31,10.31,,,,,,
2026-03-11T09:50:48.52,APEX,,,,,,,,,,fmcg,aquaculture,,,,,,,,,,,,,,,,,,,,,306.94,,2026-03-11,,,,,,,,,,,26.48,8.17,10.67,,,,,,
2026-03-10T13:57:52.599,CCL,,,1037.2,0.56,,1009.71,1078.44,34.44,36.57,fmcg,tea,,0.04,0.2,,,,,2.72,,,,,,,,,,,,,,,2026-03-10,,,1.92,57.52,,21.07,,,,,,,,1012.83,985.0,20.02,960.36,924.54,16.75
2026-03-10T13:57:52.599,GESHIP,,,1391.9,3.99,,1344.68,1462.72,6.11,8.45,transportation,shipping,,0.3,0.36,,,,,3.51,,,,,,,,,,,,,,,2026-03-10,,,0.85,63.69,,30.85,,,,,,,,1319.08,1290.1,49.63,1278.44,1199.14,15.96
2026-03-10T13:57:52.599,GLENMARK,,,2209.6,4.34,,2092.65,2385.02,38.66,56.11,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.05,0.23,,,,,5.59,,,,,,,,,,,,,,,2026-03-10,,,2.37,67.58,,12.6,,,,,,,,2087.79,2031.1,9.46,2071.76,1983.58,15.32
2026-03-10T13:57:52.599,ASTERDM,,,668.35,1.53,,658.91,682.5,163.81,102.7,healthcare,healthcare,,-0.04,0.08,,,,,1.43,,,,,,,,,,,,,,,2026-03-10,,,0.3,66.18,,30.23,,,,,,,,643.96,626.7,15.16,611.92,571.19,14.61
2026-03-10T13:57:52.599,EMCURE,,,1565.4,2.91,,1408.15,1801.28,32.18,33.14,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.06,0.15,,,,,11.17,,,,,,,,,,,,,,,2026-03-10,,,3.03,63.49,,18.26,,,,,,,,1480.29,1394.9,12.99,1415.55,1323.36,13.6
2026-03-10T13:57:52.599,TORNTPHARM,,,4455.0,1.86,,4379.41,4568.38,59.34,65.08,healthcare,pharmaceuticals - indian - formulations,,0.14,0.34,,,,,1.73,,,,,,,,,,,,,,,2026-03-10,,,0.69,69.11,,17.93,,,,,,,,4301.22,4259.2,24.68,4245.17,4102.8,12.01
2026-03-10T13:57:52.599,SCHNEIDER,,,923.9,2.64,,905.85,950.97,56.89,87.81,industrials,electric equipment,,-0.04,0.12,,,,,1.99,,,,,,,,,,,,,,,2026-03-10,,,0.34,64.39,,41.38,,,,,,,,882.98,829.55,-1.07,839.4,776.93,11.56
2026-03-10T13:57:52.599,JBCHEPHARM,,,2117.6,2.22,,2076.98,2178.53,41.92,42.92,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.14,0.17,,,,,1.96,,,,,,,,,,,,,,,2026-03-10,,,1.81,69.44,,26.26,,,,,,,,2035.66,2010.0,25.25,2009.57,1935.75,7.71
2026-03-10T13:57:52.599,MARICO,,,785.95,1.02,,789.93,779.98,56.95,58.76,fmcg,solvent extraction,,-0.01,0.05,,,,,-0.5,,,,,,,,,,,,,,,2026-03-10,,,0.49,55.07,,17.54,,,,,,,,764.35,768.9,11.65,755.86,739.4,7.04
2026-03-10T13:57:52.599,NATCOPHARM,,,1034.15,3.14,,980.1,1115.22,30.56,11.53,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.13,0.15,,,,,5.51,,,,,,,,,,,,,,,2026-03-10,,,1.02,71.12,,35.42,,,,,,,,992.45,944.6,13.99,953.62,910.03,7.03
2026-03-10T13:57:52.599,TIMKEN,,,3347.5,1.88,,3284.96,3441.31,115.43,55.31,industrials,bearings,,0.02,-0.03,,,,,1.9,,,,,,,,,,,,,,,2026-03-10,,,0.57,56.83,,17.51,,,,,,,,3223.42,3172.1,16.7,3087.17,2945.22,6.98
2026-03-10T13:57:52.599,BIOCON,,,395.75,1.55,,387.2,408.58,91.61,79.86,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.0,0.09,,,,,2.21,,,,,,,,,,,,,,,2026-03-10,,,0.67,61.8,,25.37,,,,,,,,384.55,375.35,15.44,376.58,364.91,6.82
2026-03-10T13:57:52.599,BDL,,,1369.9,2.58,,1238.14,1567.54,172.1,84.42,aerospace & defence,engineering,,-0.16,-0.28,,,,,10.64,,,,,,,,,,,,,,,2026-03-10,,,0.79,57.42,,21.92,,,,,,,,1295.56,1258.4,-8.61,1260.79,1183.06,6.75
2026-03-10T13:57:52.599,J&KBANK,,,119.36,6.63,,115.45,125.22,5.65,5.76,bank,banks - private sector,,0.09,0.07,,,,,3.39,,,,,,,,,,,,,,,2026-03-10,,,1.44,61.13,,20.43,,,,,,,,110.63,108.7,17.61,106.39,97.3,6.59
2026-03-10T13:57:52.599,BANDHANBNK,,,181.83,4.43,,181.7,182.03,35.51,27.86,bank,banks - private sector,,0.0,-0.05,,,,,0.07,,,,,,,,,,,,,,,2026-03-10,,,0.63,60.94,,41.97,,,,,,,,171.25,172.16,10.29,167.51,156.92,6.32
2026-03-10T13:57:52.599,AJANTPHARM,,,2996.9,2.06,,2959.95,3052.33,34.2,36.17,healthcare,pharmaceuticals - indian - formulations,,0.06,0.13,,,,,1.25,,,,,,,,,,,,,,,2026-03-10,,,0.69,58.77,,21.63,,,,,,,,2908.44,2852.4,15.05,2812.05,2699.91,5.34
2026-03-10T13:57:52.599,CGPOWER,,,726.7,4.18,,714.46,745.06,100.37,97.29,industrials,electric equipment,,-0.13,0.04,,,,,1.71,,,,,,,,,,,,,,,2026-03-10,,,0.61,60.54,,27.0,,,,,,,,689.23,676.4,9.15,674.72,637.83,5.07
2026-03-10T13:57:52.599,ASTRAL,,,1652.2,2.88,,1674.78,1618.33,103.0,85.79,plastic products,plastics products,,0.06,0.05,,,,,-1.35,,,,,,,,,,,,,,,2026-03-10,,,1.13,57.72,,23.37,,,,,,,,1592.89,1595.2,20.13,1542.22,1475.54,4.99
2026-03-10T13:57:52.599,LUPIN,,,2333.6,1.32,,2300.11,2383.83,22.67,22.64,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.09,0.17,,,,,1.46,,,,,,,,,,,,,,,2026-03-10,,,0.78,64.9,,20.54,,,,,,,,2268.31,2268.4,21.69,2233.21,2182.31,4.77
2026-03-10T13:57:52.599,AUROPHARMA,,,1280.3,2.65,,1194.06,1409.66,20.43,20.77,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.12,0.1,,,,,7.22,,,,,,,,,,,,,,,2026-03-10,,,0.95,66.58,,13.21,,,,,,,,1224.02,1179.8,22.93,1199.18,1141.54,4.72
2026-03-10T13:57:52.599,ABB,,,6170.0,3.13,,5993.23,6435.16,75.5,75.98,industrials,electric equipment,,0.1,-0.01,,,,,2.95,,,,,,,,,,,,,,,2026-03-10,,,0.84,62.93,,32.21,,,,,,,,5911.36,5793.5,22.86,5760.16,5500.28,4.57
2026-03-10T13:57:52.599,KSB,,,760.7,0.94,,735.79,798.07,40.9,48.49,industrials,pumps,,-0.14,-0.09,,,,,3.39,,,,,,,,,,,,,,,2026-03-10,,,0.1,57.78,,14.05,,,,,,,,735.98,719.0,-6.85,704.52,664.29,4.2
2026-03-10T13:57:52.599,DRREDDY,,,1314.5,2.14,,1296.62,1341.32,22.62,19.25,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.07,-0.04,,,,,1.38,,,,,,,,,,,,,,,2026-03-10,,,0.88,59.65,,20.56,,,,,,,,1262.24,1272.1,8.59,1244.64,1207.35,3.5
2026-03-10T13:57:52.599,SUNPHARMA,,,1812.5,0.28,,1766.66,1881.26,32.37,39.72,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.05,0.05,,,,,2.59,,,,,,,,,,,,,,,2026-03-10,,,0.64,68.49,,27.64,,,,,,,,1768.9,1721.0,14.24,1743.19,1703.82,3.3
2026-03-10T13:57:52.599,DIVISLAB,,,6415.5,1.35,,6317.7,6562.19,72.97,67.79,healthcare,pharmaceuticals - indian - bulk drugs,,-0.02,-0.06,,,,,1.55,,,,,,,,,,,,,,,2026-03-10,,,0.47,57.14,,28.57,,,,,,,,6237.21,6173.5,8.47,6126.3,5972.9,3.14
2026-03-10T13:57:52.599,TATAPOWER,,,380.4,2.01,,372.47,392.29,39.46,31.44,power & utilities,power generation and supply,,-0.09,-0.09,,,,,2.13,,,,,,,,,,,,,,,2026-03-10,,,1.46,55.42,,13.63,,,,,,,,368.38,362.1,0.53,359.11,346.89,1.99
2026-03-10T13:57:52.599,AKUMS,,,498.9,4.02,,478.05,530.18,28.8,23.08,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.02,-0.17,,,,,4.36,,,,,,,,,,,,,,,2026-03-10,,,0.86,62.89,,23.27,,,,,,,,470.01,457.1,3.96,461.69,437.39,1.87
2026-03-10T13:57:52.599,BALRAMCHIN,,,501.75,1.86,,473.84,543.62,22.32,22.2,fmcg,sugar,,-0.12,-0.18,,,,,5.89,,,,,,,,,,,,,,,2026-03-10,,,1.73,66.77,,40.59,,,,,,,,468.64,446.05,-7.89,457.38,424.9,1.8
2026-03-10T13:57:52.599,MAZDOCK,,,2464.1,3.23,,2206.51,2850.48,28.25,40.01,aerospace & defence,miscellaneous,,-0.18,-0.24,,,,,11.67,,,,,,,,,,,,,,,2026-03-10,,,1.89,57.38,,18.08,,,,,,,,2313.78,2158.0,-6.52,2212.34,2046.72,1.72
2026-03-10T13:57:52.599,THERMAX,,,3158.4,3.06,,3101.13,3244.3,43.58,50.62,industrials,electric equipment,,-0.14,-0.12,,,,,1.85,,,,,,,,,,,,,,,2026-03-10,,,0.62,57.35,,13.55,,,,,,,,3023.2,2966.8,-3.48,2907.02,2770.09,-0.69
2026-03-10T13:57:52.599,MANKIND,,,2229.6,3.06,,2162.52,2330.22,56.3,50.19,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.21,-0.07,,,,,3.1,,,,,,,,,,,,,,,2026-03-10,,,1.63,58.5,,21.06,,,,,,,,2125.82,2108.3,-9.61,2095.41,2009.66,-1.15
2026-03-10T13:57:52.599,RKFORGE,,,555.8,0.51,,543.31,574.54,185.27,46.43,industrials,castings & forgings,,-0.13,-0.21,,,,,2.3,,,,,,,,,,,,,,,2026-03-10,,,0.31,53.09,,14.18,,,,,,,,541.5,540.55,-4.96,521.05,500.68,-3.23
2026-03-10T13:57:52.599,TEJASNET,,,450.6,5.75,,418.79,498.31,-10.16,-9.79,telecom,telecommunications - equipment,,-0.3,-0.39,,,,,7.59,,,,,,,,,,,,,,,2026-03-10,,,1.63,61.65,,30.58,,,,,,,,429.19,418.55,-19.04,362.74,313.15,-9.2
2026-03-10T13:57:52.599,ENRIN,,,2946.2,2.19,,2930.35,2969.97,83.79,86.9,power & utilities,power generation and supply,,-0.2,0.01,,,,,0.54,,,,,,,,,,,,,,,2026-03-10,,,0.28,61.73,,27.69,,,,,,,,2856.8,2819.0,-4.44,2722.25,2588.09,NaN
