Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-07-03T06:50:51.182,CUB,217.8,0.81,210.24,196.75,245.4,176.39,0.02,11.25,12.18,91.23,bank,banks - private sector,65.6,-11.25,7970.48,66.55,97.83,198.72,185.6,2731.52,2026-07-03,,,,,,,
2026-07-03T06:50:51.182,ATHERENERG,1143.0,1.11,1098.58,988.2,1022.98,1323.02,0.53,-109.06,-81.94,70.43,auto,automobiles - scooters and 3 - wheelers,42.76,11.73,59.34,0.44,0.8,1039.92,974.51,56.02,2026-07-03,,,,,,,
2026-07-03T06:50:51.182,ACUTAAS,3691.8,3.48,3508.11,3215.2,3309.34,4265.49,0.8,57.36,84.85,75.81,healthcare,pharmaceuticals - indian - bulk drugs,45.75,11.56,100.95,1.05,1.38,3400.25,3214.79,54.86,2026-07-03,,,,,,,
2026-07-03T06:50:51.182,LAURUSLABS,1528.0,2.32,1446.48,1438.6,1444.14,1653.79,1.16,73.89,92.77,70.21,healthcare,pharmaceuticals - indian - bulk drugs & formln,41.07,5.81,48.19,0.29,0.68,1432.18,1362.31,28.85,2026-07-03,,,,,,,
2026-07-03T06:50:51.182,SCHNEIDER,1453.9,4.82,1333.78,1320.0,1329.75,1640.12,0.97,395.08,163.54,61.67,industrials,electric equipment,26.29,9.34,103.02,0.91,0.72,1279.56,1159.91,20.77,2026-07-03,,,,,,,
2026-07-03T06:50:51.182,ANANDRATHI,1989.7,1.26,1906.2,1848.0,1902.87,2119.94,0.47,39.92,41.56,74.55,financials,finance & investments,30.49,4.56,37.8,0.19,0.22,1859.5,1775.65,19.93,2026-07-03,,,,,,,
2026-07-03T06:50:51.182,RRKABEL,2393.5,0.5,2287.91,2320.0,2392.84,2394.49,0.41,40.29,54.99,66.76,industrials,cables - power,43.04,0.03,70.62,0.54,0.84,2195.67,2063.09,19.63,2026-07-03,,,,,,,
2026-07-03T06:50:51.182,CEMPRO,1431.4,5.0,1352.4,1205.0,1275.13,1665.8,0.71,25.38,41.12,76.41,realty,construction,50.58,12.26,70.49,0.71,0.81,1306.41,1212.67,19.36,2026-07-03,,,,,,,
2026-07-03T06:50:51.182,AEGISLOG,1321.9,5.36,1196.78,1057.2,1158.39,1567.17,1.56,28.27,51.66,92.71,services,trading,66.7,14.12,73.2,0.73,0.58,1164.48,1059.51,17.36,2026-07-03,,,,,,,
2026-07-03T06:50:51.182,WELCORP,1498.8,1.43,1442.56,1410.1,1433.85,1596.22,0.29,26.69,24.48,65.07,industrials,steel - large,38.55,4.53,75.08,0.75,0.76,1397.38,1338.01,16.58,2026-07-03,,,,,,,
