Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float,High,Low,Initial_atr1.5sl,Max2,W rsi,%ch y_low,Srs y,Ars y,%ch_high,%ch 2 low,Atr%,%ch_3low,Lod dist,E_s50,Avg_true_range,Adr p - adr%
2026-07-17T12:03:27.387,ADANIENSOL,1738.2,2.88,1656.69,1634.0,1636.51,1890.73,0.65,76.37,88.92,72.78,power & utilities,power generation and supply,35.9,6.21,71.03,0.74,0.74,1616.58,1544.87,23.3,2026-07-17,,,,,,,,,,,,,,,,,,,,
2026-07-17T12:03:27.387,J&KBANK,182.79,2.85,173.46,176.73,173.67,196.48,0.67,6.3,8.3,64.21,bank,banks - private sector,43.29,5.25,82.45,0.64,0.67,164.39,153.0,16.4,2026-07-17,,,,,,,,,,,,,,,,,,,,
2026-07-17T12:03:27.387,SONACOMS,704.75,3.12,666.74,658.7,672.73,752.77,1.49,57.02,66.29,78.56,auto,auto ancillaries,47.01,4.76,44.77,0.41,0.41,665.93,638.41,14.0,2026-07-17,,,,,,,,,,,,,,,,,,,,
2026-07-17T12:03:27.387,FEDERALBNK,333.2,2.02,321.93,324.0,328.75,339.87,0.44,15.31,18.48,64.23,bank,banks - private sector,31.22,1.35,25.64,0.24,0.37,319.56,311.73,13.88,2026-07-17,,,,,,,,,,,,,,,,,,,,
2026-07-17T12:03:27.387,HSCL,733.55,1.55,692.42,653.0,652.95,854.45,0.85,40.3,45.29,67.45,chemicals,chemicals,19.29,12.34,53.9,0.44,0.46,677.52,644.15,11.86,2026-07-17,,,,,,,,,,,,,,,,,,,,
2026-07-17T12:03:27.387,ABCAPITAL,400.8,0.28,387.69,392.1,403.65,396.53,0.41,23.25,27.76,57.1,financials,finance & investments,21.67,-0.71,13.93,0.03,0.19,381.13,366.53,10.88,2026-07-17,,,,,,,,,,,,,,,,,,,,
2026-07-17T12:03:27.387,TITAN,4641.4,0.34,4517.9,4524.4,4578.89,4735.17,0.38,87.38,80.88,67.82,consumer discretionary,diamond cutting / jewellery,29.21,1.37,20.07,0.01,0.2,4496.02,4393.09,8.37,2026-07-17,,,,,,,,,,,,,,,,,,,,
2026-07-17T12:03:27.387,ASTERDM,818.15,0.75,795.81,805.05,793.64,854.92,0.24,75.2,107.71,60.88,healthcare,healthcare,22.48,3.09,32.53,0.24,0.13,777.33,754.16,7.85,2026-07-17,,,,,,,,,,,,,,,,,,,,
2026-07-17T12:03:27.387,EICHERMOT,7505.0,1.17,7301.0,7140.0,7252.77,7883.35,0.38,33.86,36.89,56.54,auto,automobiles - motorcycles / mopeds,10.94,3.48,5.39,-0.06,0.05,7217.46,7056.81,6.73,2026-07-17,,,,,,,,,,,,,,,,,,,,
2026-07-17T12:03:27.387,INDUSINDBK,1024.25,1.06,989.8,992.0,1005.3,1052.67,0.46,33.56,88.83,65.93,bank,banks - private sector,33.68,1.89,20.32,-0.0,0.24,977.84,948.78,6.03,2026-07-17,,,,,,,,,,,,,,,,,,,,
