Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float
2026-08-26T09:51:59.909,ATHERENERG,1477.8,2.67,1414.04,1421.7,1502.46,1440.81,0.25,-277.78,-140.02,61.9,auto,automobiles - scooters and 3 - wheelers,51.53,-1.64,138.75,0.95,1.22,1381.23,1313.99,53.26,2026-08-26,,,,
2026-08-26T09:51:59.909,NETWEB,5381.1,2.04,5216.64,5093.0,5326.89,5462.41,0.64,89.8,114.89,60.55,i.t,computers - hardware,35.15,1.02,77.39,0.39,0.7,4820.63,4484.17,33.38,2026-08-26,,,,
2026-08-26T09:51:59.909,SYRMA,1476.0,1.23,1428.64,1415.7,1465.43,1491.86,0.16,71.1,75.75,57.94,consumer discretionary,electronics - components,24.8,0.72,124.64,0.64,0.94,1390.71,1332.74,24.21,2026-08-26,,,,
2026-08-26T09:51:59.909,NATIONALUM,399.0,0.3,385.14,384.6,396.78,402.32,0.08,9.14,10.82,59.68,metals & mining,aluminium and aluminium products,27.84,0.56,3.9,0.07,0.47,376.65,359.89,24.02,2026-08-26,,,,
2026-08-26T09:51:59.909,BHEL,420.15,0.76,407.24,408.15,412.38,431.81,0.11,97.26,59.66,54.64,industrials,electric equipment,20.82,1.88,69.84,0.48,0.48,402.32,389.8,20.66,2026-08-26,,,,
2026-08-26T09:51:59.909,NEULANDLAB,23419.0,2.05,22518.44,22637.0,23834.92,22795.12,0.1,50.87,59.15,66.69,healthcare,pharmaceuticals - indian - bulk drugs,49.39,-1.75,83.02,0.61,0.39,22222.73,21340.52,18.28,2026-08-26,,,,
2026-08-26T09:51:59.909,VEDL,280.85,2.13,267.79,265.2,269.89,297.28,0.22,5.01,5.46,57.1,metals & mining,mining / minerals / metals,17.62,4.06,10.19,0.03,0.43,266.33,255.58,16.63,2026-08-26,,,,
2026-08-26T09:51:59.909,SAILIFE,1462.9,0.51,1430.8,1420.3,1459.18,1468.48,0.09,105.7,84.77,63.22,healthcare,pharmaceuticals - indian - bulk drugs & formln,30.75,0.26,78.39,0.43,0.6,1384.53,1340.65,15.36,2026-08-26,,,,
2026-08-26T09:51:59.909,FINCABLES,1280.95,1.67,1236.22,1244.7,1301.57,1250.02,0.16,19.67,24.08,64.2,industrials,cables - power,40.97,-1.58,80.14,0.45,0.67,1173.83,1107.99,13.87,2026-08-26,,,,
2026-08-26T09:51:59.909,KARURVYSYA,347.65,0.48,338.64,331.2,332.25,370.74,0.07,11.11,12.18,65.96,bank,banks - private sector,19.18,4.63,19.14,-0.05,0.39,334.35,325.62,13.48,2026-08-26,,,,
2026-08-26T09:51:59.909,ANANDRATHI,2175.5,0.51,2116.8,2151.3,2176.16,2174.51,0.03,55.38,46.67,62.17,financials,finance & investments,33.86,-0.03,50.06,0.31,0.47,2106.74,2056.67,13.31,2026-08-26,,,,
2026-08-26T09:51:59.909,IFCI,83.78,0.64,81.49,80.37,80.03,89.41,0.14,174.54,130.08,67.84,financials,finance - term-lending institutions,20.77,4.69,49.8,0.31,0.7,78.77,76.05,13.22,2026-08-26,,,,
2026-08-26T09:51:59.909,PTCIL,21397.0,1.33,20693.68,19500.0,20191.96,23204.56,0.15,274.74,252.04,68.83,industrials,castings & forgings,44.96,5.97,23.25,0.1,0.11,19903.3,18786.02,13.18,2026-08-26,,,,
