Timestamp,Symbol,High,Lod price,Cmp,%ch,Initial_atr1.5sl,Sl,Target,Forward pe,Pe,Sector,Industry,%ch y_low,Srs,Ars,Srs y,Ars y,%ch_high,%ch 2 low,%ch sl,Atr%,%ch_3low,E_s50,Avg_true_range,Adr%,Brackets12,Ma_x,Rvol,M_cap,Va,Va_ma,Atr% x,Lod dist,Free float,Grand_total_number2,Scan_Date,Lod dist%,Vars,Smavars,Market_cap,Low,Max2,R_vol,Rsi,W rsi,Adx,Adr p - adr%,From52wh,3d range,5d
2026-03-19T10:45:34.002,RELIANCE,1415.7,,1415.3,0.51,1367.58,1364.75,1516.39,25.68,22.9,energy,refineries,2.56,-0.07,-0.11,-0.09,-0.12,2.15,2.15,2.15,2.18,2.12,-3.61,30.88,,,,,,,,,95.22,,,2026-03-19,,,,,1385.9,1415.7,0.29,51.56,46.7,24.91,2.33,,,
2026-03-19T10:45:34.002,NIFTYCAPITALMKT,4614.45,,4592.5,-1.28,4423.26,4415.59,4946.33,NaN,0.0,indices,indices,3.92,-0.04,-0.04,-0.03,-0.03,1.18,1.18,1.18,2.41,2.33,-59.57,110.77,,,,,,,,,28.62,,,2026-03-19,,,,,4560.8,4614.45,NaN,49.21,51.32,18.07,2.07,,,
2026-03-19T10:45:34.002,INDOBORAX,246.42,,245.85,-0.64,237.54,241.41,254.72,21.27,17.27,chemicals,chemicals,1.28,-0.07,0.08,-0.05,0.09,0.99,0.99,0.99,1.78,0.76,-0.71,4.38,,,,,,,,,42.27,,,2026-03-19,,,,,244.0,246.42,0.08,50.68,50.13,16.83,1.96,,,
2026-03-13T09:55:12.028,J&KBANK,,,,,,,,,,bank,banks - private sector,,,,,,,,,,,,,,,,,,,,,,5579.16,,2026-03-13,,,,,,,,,,,,2.87,6.53,18.2
2026-03-13T09:55:12.028,CCL,,,,,,,,,,fmcg,tea,,,,,,,,,,,,,,,,,,,,,,7498.03,,2026-03-13,,,,,,,,,,,,3.02,3.83,8.27
2026-03-13T09:55:12.028,AETHER,,,,,,,,,,chemicals,chemicals,,,,,,,,,,,,,,,,,,,,,,3385.41,,2026-03-13,,,,,,,,,,,,5.76,10.66,10.66
2026-03-13T09:55:12.028,NATCOPHARM,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,,,,,,,,,,,,,,9003.64,,2026-03-13,,,,,,,,,,,,6.03,5.82,5.95
2026-03-13T09:55:12.028,ABSLAMC,,,,,,,,,,financials,finance & investments,,,,,,,,,,,,,,,,,,,,,,7133.69,,2026-03-13,,,,,,,,,,,,6.24,8.07,20.95
2026-03-13T09:55:12.028,STLTECH,,,,,,,,,,industrials,cables - telephone,,,,,,,,,,,,,,,,,,,,,,5229.74,,2026-03-13,,,,,,,,,,,,6.25,13.91,24.68
2026-03-13T09:55:12.028,VENUSREM,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,,,,,,,,,,,,,,685.97,,2026-03-13,,,,,,,,,,,,6.73,21.27,39.96
2026-03-13T09:55:12.028,PFOCUS,,,,,,,,,,realty,miscellaneous,,,,,,,,,,,,,,,,,,,,,,8186.87,,2026-03-13,,,,,,,,,,,,8.54,6.01,7.8
2026-03-13T09:55:12.028,HAPPYFORGE,,,,,,,,,,industrials,castings & forgings,,,,,,,,,,,,,,,,,,,,,,2539.1,,2026-03-13,,,,,,,,,,,,8.61,7.59,13.03
2026-03-13T09:55:12.028,SMSPHARMA,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs,,,,,,,,,,,,,,,,,,,,,,1163.38,,2026-03-13,,,,,,,,,,,,10.35,12.1,19.94
2026-03-13T09:55:12.028,SCI,,,,,,,,,,transportation,shipping,,,,,,,,,,,,,,,,,,,,,,4180.88,,2026-03-13,,,,,,,,,,,,11.73,8.81,13.38
2026-03-13T09:55:12.028,AARTIIND,,,,,,,,,,chemicals,chemicals,,,,,,,,,,,,,,,,,,,,,,9149.23,,2026-03-13,,,,,,,,,,,,11.9,8.67,14.36
2026-03-13T09:55:12.028,STAR,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,,,,,,,,,,,,,,5946.66,,2026-03-13,,,,,,,,,,,,12.75,5.73,11.71
2026-03-13T09:55:12.028,MRPL,,,,,,,,,,energy,refineries,,,,,,,,,,,,,,,,,,,,,,3659.67,,2026-03-13,,,,,,,,,,,,13.85,10.22,18.86
2026-03-13T09:55:12.028,JPOLYINVST,,,,,,,,,,financials,finance & investments,,,,,,,,,,,,,,,,,,,,,,340.47,,2026-03-13,,,,,,,,,,,,14.2,14.41,45.21
2026-03-13T09:55:12.028,PRECWIRE,,,,,,,,,,metals & mining,mining / minerals / metals,,,,,,,,,,,,,,,,,,,,,,2412.25,,2026-03-13,,,,,,,,,,,,14.59,17.12,17.82
2026-03-13T09:55:12.028,DYNAMATECH,,,,,,,,,,industrials,engineering,,,,,,,,,,,,,,,,,,,,,,3677.75,,2026-03-13,,,,,,,,,,,,14.93,14.49,15.79
2026-03-13T09:55:12.028,BAJAJCON,,,,,,,,,,fmcg,personal care - indian,,,,,,,,,,,,,,,,,,,,,,2575.23,,2026-03-13,,,,,,,,,,,,15.41,10.38,10.38
2026-03-13T09:55:12.028,CHENNPETRO,,,,,,,,,,energy,refineries,,,,,,,,,,,,,,,,,,,,,,4500.13,,2026-03-13,,,,,,,,,,,,16.25,10.43,17.33
2026-03-13T09:55:12.028,ARVIND,,,,,,,,,,textiles,textiles - cotton/blended,,,,,,,,,,,,,,,,,,,,,,5360.24,,2026-03-13,,,,,,,,,,,,16.29,10.22,10.22
2026-03-13T09:55:12.028,SUNTV,,,,,,,,,,media,entertainment / electronic media software,,,,,,,,,,,,,,,,,,,,,,5663.0,,2026-03-13,,,,,,,,,,,,16.86,5.69,5.69
2026-03-13T09:55:12.028,AVANTIFEED,,,,,,,,,,fmcg,food - processing - indian,,,,,,,,,,,,,,,,,,,,,,9437.53,,2026-03-13,,,,,,,,,,,,18.06,7.88,14.05
2026-03-13T09:55:12.028,GODAVARIB,,,,,,,,,,fmcg,sugar,,,,,,,,,,,,,,,,,,,,,,531.92,,2026-03-13,,,,,,,,,,,,18.76,11.2,13.86
2026-03-13T09:55:12.028,IFCI,,,,,,,,,,financials,finance - term-lending institutions,,,,,,,,,,,,,,,,,,,,,,4281.98,,2026-03-13,,,,,,,,,,,,22.23,15.21,15.93
2026-03-13T09:55:12.028,RACLGEAR,,,,,,,,,,auto,auto ancillaries,,,,,,,,,,,,,,,,,,,,,,852.54,,2026-03-13,,,,,,,,,,,,25.42,15.93,15.93
