Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-05-05T05:40:23.895,ACUTAAS,2676.4,3.17,2487.24,2388.4,2400.19,3090.71,2.15,41.58,61.51,67.69,healthcare,pharmaceuticals - indian - bulk drugs,19.53,11.51,98.57,0.45,0.96,2430.0,2262.0,35.7,2026-05-05,,,,,,,
2026-05-05T05:40:23.895,KIRLOSENG,1723.6,1.5,1667.08,1605.0,1681.2,1787.2,0.55,56.25,45.79,70.01,industrials,engines,29.53,2.52,87.36,0.56,0.84,1599.38,1537.61,31.08,2026-05-05,,,,,,,
2026-05-05T05:40:23.895,ADANIPOWER,227.3,2.46,217.46,214.24,221.46,236.06,1.59,27.32,16.81,84.36,power & utilities,power generation and supply,44.89,2.64,55.23,0.29,0.88,208.26,200.68,25.67,2026-05-05,,,,,,,
2026-05-05T05:40:23.895,SCHNEIDER,1305.8,4.99,1219.51,1130.0,1164.36,1517.97,1.06,80.41,127.4,80.28,industrials,electric equipment,44.24,12.15,54.54,0.41,0.42,1167.9,1064.48,25.5,2026-05-05,,,,,,,
2026-05-05T05:40:23.895,SYRMA,1018.55,6.22,940.8,945.85,995.51,1053.11,1.3,47.77,66.88,70.13,consumer discretionary,electronics - components,30.53,2.31,28.18,0.14,0.42,937.13,887.52,23.77,2026-05-05,,,,,,,
2026-05-05T05:40:23.895,GALLANTT,872.5,1.24,826.78,825.0,900.63,830.3,0.18,52.43,44.07,68.58,metals & mining,steel - medium / small,51.8,-3.12,30.91,0.54,0.19,772.17,709.07,21.17,2026-05-05,,,,,,,
2026-05-05T05:40:23.895,CCL,1170.3,3.1,1110.34,1094.0,1092.72,1286.67,1.08,38.85,41.5,65.07,fmcg,tea,21.85,7.1,36.64,0.26,0.32,1089.83,1043.18,20.05,2026-05-05,,,,,,,
2026-05-05T05:40:23.895,LAURUSLABS,1166.4,5.94,1079.96,1080.0,1121.36,1233.96,2.68,56.4,70.82,64.67,healthcare,pharmaceuticals - indian - bulk drugs & formln,18.06,4.02,38.77,0.11,0.31,1088.32,1034.36,19.11,2026-05-05,,,,,,,
2026-05-05T05:40:23.895,SCI,318.55,4.62,295.47,288.65,303.27,341.47,1.76,9.16,13.1,72.98,transportation,shipping,33.49,5.04,44.91,0.11,0.48,288.14,266.58,18.65,2026-05-05,,,,,,,
2026-05-05T05:40:23.895,CEMPRO,956.45,17.32,799.68,643.0,696.57,1346.27,21.98,16.96,27.48,86.91,realty,construction,36.22,37.31,22.55,0.04,0.17,819.45,738.55,18.05,2026-05-05,,,,,,,
