Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-07-06T11:10:58.072,CUB,220.5,1.73,207.76,202.5,256.14,167.04,0.0,11.39,12.12,90.68,bank,banks - private sector,68.94,-13.91,7985.35,69.28,95.87,203.21,190.42,2628.58,2026-07-06,,,,,,,,,,,
2026-07-06T11:10:58.072,ATHERENERG,1136.0,0.53,1105.05,1069.0,1055.04,1257.44,0.13,-108.4,-81.0,68.26,auto,automobiles - scooters and 3 - wheelers,45.96,7.67,65.82,0.42,0.6,1044.82,985.34,52.39,2026-07-06,,,,,,,,,,,
2026-07-06T11:10:58.072,HFCL,220.8,2.95,206.63,201.49,210.22,236.66,0.2,45.62,100.69,69.13,telecom,cables - telephone,47.67,5.03,213.52,1.95,1.76,200.0,185.29,40.6,2026-07-06,,,,,,,,,,,
2026-07-06T11:10:58.072,SYRMA,1403.2,1.98,1342.7,1364.1,1414.12,1386.81,0.27,66.31,81.66,65.89,consumer discretionary,electronics - components,52.94,-0.77,76.59,0.8,0.72,1294.52,1213.81,35.77,2026-07-06,,,,,,,,,,,
2026-07-06T11:10:58.072,ANANDRATHI,2114.5,2.56,2023.99,1945.1,1956.37,2351.69,0.42,42.43,43.07,82.67,financials,finance & investments,33.91,8.08,44.65,0.26,0.32,1977.78,1880.74,23.1,2026-07-06,,,,,,,,,,,
2026-07-06T11:10:58.072,ADANIENSOL,1606.3,2.39,1539.58,1470.0,1489.41,1781.64,0.36,70.58,82.57,67.08,power & utilities,power generation and supply,21.53,7.85,64.49,0.41,0.64,1500.59,1426.92,21.04,2026-07-06,,,,,,,,,,,
2026-07-06T11:10:58.072,CEMPRO,1520.5,4.93,1433.64,1245.9,1325.97,1812.29,0.28,26.96,41.63,80.13,realty,construction,53.74,14.67,79.2,0.82,0.9,1388.28,1290.01,19.42,2026-07-06,,,,,,,,,,,
2026-07-06T11:10:58.072,GABRIEL,1248.2,1.33,1204.42,1215.1,1240.37,1259.94,0.47,67.4,70.15,63.12,auto,auto ancillaries,33.89,0.63,21.39,0.11,-0.05,1151.35,1113.02,18.15,2026-07-06,,,,,,,,,,,
2026-07-06T11:10:58.072,AEGISLOG,1377.8,3.95,1281.55,1128.0,1233.56,1594.17,0.42,29.47,51.79,93.67,services,trading,70.33,11.69,78.03,0.78,0.66,1215.16,1097.48,17.66,2026-07-06,,,,,,,,,,,
2026-07-06T11:10:58.072,BHARATFORG,2159.5,1.07,2094.36,2056.1,2133.65,2198.28,0.16,111.09,94.63,65.72,industrials,castings & forgings,29.41,1.21,51.99,0.36,0.65,2032.0,1952.98,17.22,2026-07-06,,,,,,,,,,,
