Timestamp,Symbol,High,Low,Cmp,%ch,Initial_atr1.5sl,Sl,Target,Max2,R_vol,Forward pe,Pe,Rsi,W rsi,Sector,Industry,Adx,%ch y_low,Srs,Ars,Srs y,Ars y,%ch_high,%ch 2 low,%ch sl,Atr%,%ch_3low,Lod dist,E_s50,Avg_true_range,Adr%,Vars,Smavars,Ma_x,Scan_Date,Adr p - adr%,Custom_indicator_69505,Low 2%,Low5,Rs,Is,Tps,Rs score
2026-03-18T23:35:57.717,ABB,,,6337.5,0.43,,6177.41,6577.63,,0.63,77.55,80.14,63.05,,industrials,electric equipment,35.36,,0.07,0.05,,,,,2.59,,,,,,,,,,2026-03-18,,,6154.89,6146.0,25.06,5943.96,5726.8,5.14
2026-03-18T23:35:57.717,KSB,,,811.3,6.6,,752.07,900.14,,1.3,43.62,48.98,68.01,,industrials,pumps,17.66,,-0.13,-0.06,,,,,7.87,,,,,,,,,,2026-03-18,,,743.67,738.3,0.62,746.8,710.18,3.45
2026-03-18T23:35:57.717,ZENTEC,,,1447.3,1.59,,1394.82,1526.03,,0.8,59.41,48.7,62.45,,aerospace & defence,miscellaneous,12.9,,-0.18,-0.28,,,,,3.76,,,,,,,,,,2026-03-18,,,1391.89,1330.0,1.83,1337.68,1259.06,3.24
2026-03-18T23:35:57.717,PFC,,,432.25,3.4,,400.68,479.6,,1.68,5.67,5.47,61.13,,financials,finance - term-lending institutions,20.38,,-0.02,0.01,,,,,7.88,,,,,,,,,,2026-03-18,,,410.13,396.55,5.61,399.4,377.47,2.05
2026-03-18T23:35:57.717,LLOYDSME,,,1247.0,0.87,,1152.66,1388.51,,0.97,15.69,26.34,56.41,,metals & mining,mining / minerals / metals,11.84,,-0.14,-0.22,,,,,8.18,,,,,,,,,,2026-03-18,,,1197.56,1119.9,-10.74,1133.99,1063.43,1.04
2026-03-18T23:35:57.717,NTPCGREEN,,,97.85,1.8,,90.28,109.2,,1.07,1223.13,145.64,66.56,,power & utilities,power generation and supply,26.9,,-0.13,-0.11,,,,,8.38,,,,,,,,,,2026-03-18,,,93.88,85.23,-4.85,86.94,80.08,0.07
2026-03-18T23:35:57.717,JSWENERGY,,,509.1,0.65,,489.93,537.85,,1.03,52.81,38.76,58.8,,power & utilities,power generation and supply,15.08,,-0.13,-0.04,,,,,3.91,,,,,,,,,,2026-03-18,,,494.21,484.0,-4.5,473.79,452.67,-0.22
2026-03-18T23:35:57.717,THERMAX,,,3279.2,1.26,,3156.85,3462.73,,1.71,45.24,53.49,63.01,,industrials,electric equipment,15.4,,-0.09,-0.08,,,,,3.88,,,,,,,,,,2026-03-18,,,3122.28,3087.0,-0.79,3039.28,2897.74,-0.23
2026-03-18T23:35:57.717,NHPC,,,77.36,0.61,,72.59,84.52,,1.71,87.91,24.41,58.41,,power & utilities,power generation and supply,19.07,,-0.18,-0.12,,,,,6.57,,,,,,,,,,2026-03-18,,,75.01,72.76,-4.87,73.48,71.41,-0.3
2026-03-18T23:35:57.717,WELCORP,,,821.55,0.88,,795.36,860.84,,0.63,11.96,11.03,53.55,,industrials,steel - large,11.7,,-0.16,-0.15,,,,,3.29,,,,,,,,,,2026-03-18,,,792.92,784.0,-6.48,759.29,716.75,-0.36
2026-03-18T23:35:57.717,VGUARD,,,331.95,2.75,,304.09,373.74,,0.76,63.84,49.25,59.4,,industrials,electric equipment,16.9,,-0.17,-0.19,,,,,9.16,,,,,,,,,,2026-03-18,,,315.95,305.5,-10.98,308.9,292.66,-0.58
2026-03-18T23:35:57.717,PREMIERENE,,,869.6,7.2,,741.11,1062.34,,2.45,24.93,27.41,72.01,,services,trading,24.43,,-0.24,-0.21,,,,,17.34,,,,,,,,,,2026-03-18,,,797.03,767.25,-15.29,792.69,741.41,-1.7
2026-03-18T23:35:57.717,ONESOURCE,,,1471.6,-0.99,,1464.65,1482.02,,1.1,-47.53,839.72,58.74,,healthcare,pharmaceuticals - indian - bulk drugs & formln,21.21,,-0.27,-0.3,,,,,0.47,,,,,,,,,,2026-03-18,,,1394.54,1395.0,-19.73,1318.73,1222.47,-1.97
2026-03-18T23:35:57.717,HFCL,,,72.63,1.24,,68.72,78.49,,1.25,27.1,199.28,56.73,,telecom,cables - telephone,16.91,,-0.14,-0.17,,,,,5.69,,,,,,,,,,2026-03-18,,,70.08,69.3,-1.34,65.73,62.99,-2.45
2026-03-18T23:35:57.717,MAHSEAMLES,,,564.1,1.12,,549.91,585.39,,1.79,7.78,8.89,59.27,,industrials,steel - large,17.08,,-0.18,-0.27,,,,,2.58,,,,,,,,,,2026-03-18,,,545.81,539.3,-16.69,529.12,508.54,-3.51
2026-03-18T23:35:57.717,SAREGAMA,,,351.8,-0.35,,325.72,390.92,,0.51,32.94,35.45,57.23,,media,entertainment / electronic media software,21.74,,-0.34,-0.31,,,,,8.01,,,,,,,,,,2026-03-18,,,337.27,319.8,-26.93,320.79,299.59,-7.14
2026-03-18T23:35:57.717,TEJASNET,,,450.0,1.26,,460.93,433.61,,0.35,-10.14,-10.21,58.15,,telecom,telecommunications - equipment,28.07,,-0.33,-0.38,,,,,-2.37,,,,,,,,,,2026-03-18,,,431.2,422.2,-23.17,384.4,341.49,-8.5
2026-03-18T23:35:57.717,ATHERENERG,,,750.2,3.65,,682.83,851.25,,2.94,-84.48,-35.6,65.48,,auto,automobiles - scooters and 3 - wheelers,13.95,,0.23,1.21,,,,,9.87,,,,,,,,,,2026-03-18,,,709.32,684.45,72.26,685.59,662.72,NaN
