Timestamp,Symbol,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m,Scan_Date,From52wh,3d range,5d,Sector,Industry,Free float
2026-08-25T09:26:59.235,CUPID,162.29,160.98,124.68,115.77,0.29,1.24,2.39,2026-08-25,,,,,,
2026-08-25T09:26:59.235,STLTECH,97.61,93.53,134.12,17.35,0.18,0.35,3.13,2026-08-25,,,,,,
2026-08-25T09:26:59.235,HFCL,57.37,34.75,23.82,-4.61,0.26,0.49,2.28,2026-08-25,,,,,,
2026-08-25T09:26:59.235,ATHERENERG,55.86,53.1,44.83,NaN,0.2,0.53,1.0,2026-08-25,,,,,,
2026-08-25T09:26:59.235,CPPLUS,46.75,NaN,NaN,NaN,-0.05,0.27,1.15,2026-08-25,,,,,,
2026-08-25T09:26:59.235,KMEW,44.43,38.85,42.63,23.13,0.12,0.26,0.61,2026-08-25,,,,,,
2026-08-25T09:26:59.235,SKYGOLD,44.04,25.83,11.5,2.91,0.19,0.67,1.12,2026-08-25,,,,,,
2026-08-25T09:26:59.235,AEROFLEX,43.77,26.78,34.42,3.37,0.22,0.26,1.24,2026-08-25,,,,,,
2026-08-25T09:26:59.235,E2E,43.21,27.9,12.22,7.9,0.1,0.54,1.1,2026-08-25,,,,,,
2026-08-25T09:26:59.235,WELCORP,41.84,19.04,16.6,0.74,0.47,0.79,1.93,2026-08-25,,,,,,
2026-08-25T09:26:59.235,THANGAMAYL,38.17,68.53,23.58,24.46,-0.25,0.45,0.52,2026-08-25,,,,,,
2026-08-25T09:26:59.235,AVALON,35.13,22.24,16.84,12.82,0.23,0.45,1.01,2026-08-25,,,,,,
2026-08-25T09:26:59.235,PVP,34.16,6.08,3.24,1.99,0.78,0.89,0.67,2026-08-25,,,,,,
2026-08-25T09:26:59.235,NETWEB,32.62,25.96,26.21,27.56,0.23,0.39,0.58,2026-08-25,,,,,,
2026-08-25T09:26:59.235,PRECWIRE,31.04,23.08,38.61,23.77,0.11,-0.09,0.4,2026-08-25,,,,,,
2026-08-25T09:26:59.235,PARAS,30.2,14.09,2.83,5.08,0.23,0.76,1.35,2026-08-25,,,,,,
2026-08-25T09:26:59.235,AETHER,28.71,20.58,12.03,6.29,0.13,0.52,0.68,2026-08-25,,,,,,
2026-08-25T09:26:59.235,TFCILTD,27.91,14.37,16.12,42.08,0.39,0.82,0.75,2026-08-25,,,,,,
2026-08-25T09:26:59.235,HINDCOPPER,27.54,17.58,35.18,36.91,0.13,-0.02,-0.05,2026-08-25,,,,,,
2026-08-25T09:26:59.235,SENORES,27.08,30.11,29.03,14.62,0.06,0.29,0.81,2026-08-25,,,,,,
2026-08-25T09:26:59.235,CHENNPETRO,27.02,14.15,12.73,17.93,0.21,0.39,0.56,2026-08-25,,,,,,
2026-08-25T09:26:59.235,LAURUSLABS,25.72,26.02,29.08,17.29,0.05,0.31,0.74,2026-08-25,,,,,,
