Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-06-24T03:32:58.546,KIRLOSENG,2504.4,4.8,2381.6,1915.0,1984.6,3284.11,17.79,57.39,63.37,83.57,industrials,engines,35.9,26.19,111.98,0.85,1.71,2160.69,2118.51,45.98,2026-06-24,,,,,,,
2026-06-24T03:32:58.546,ACUTAAS,3277.2,0.85,3149.03,2962.4,3143.32,3478.02,0.55,50.92,75.32,64.1,healthcare,pharmaceuticals - indian - bulk drugs,40.82,4.26,89.18,0.83,1.26,3030.64,2868.53,45.81,2026-06-24,,,,,,,
2026-06-24T03:32:58.546,SYRMA,1373.0,2.75,1330.94,1284.0,1325.54,1444.19,2.45,64.89,81.48,78.78,consumer discretionary,electronics - components,53.87,3.58,57.58,0.73,0.62,1267.36,1237.13,36.5,2026-06-24,,,,,,,
2026-06-24T03:32:58.546,APARINDS,16654.0,2.98,16007.32,15612.0,15690.05,18099.93,1.32,65.99,68.48,75.46,industrials,electric equipment,48.84,6.14,80.41,0.75,0.9,15304.55,14388.47,27.75,2026-06-24,,,,,,,
2026-06-24T03:32:58.546,LAURUSLABS,1481.0,3.14,1406.3,1352.7,1394.66,1610.5,1.93,71.62,89.92,72.58,healthcare,pharmaceuticals - indian - bulk drugs & formln,35.07,6.19,50.05,0.31,0.66,1397.52,1339.9,26.71,2026-06-24,,,,,,,
2026-06-24T03:32:58.546,SCHNEIDER,1442.2,3.35,1376.9,1175.2,1153.45,1875.32,1.99,391.9,162.23,68.07,industrials,electric equipment,24.34,25.03,91.13,0.83,0.66,1302.84,1204.61,21.97,2026-06-24,,,,,,,
2026-06-24T03:32:58.546,BHARATFORG,2152.3,2.31,2061.72,2001.1,1989.31,2396.79,1.46,110.72,95.32,75.19,industrials,castings & forgings,16.86,8.19,49.95,0.38,0.69,2043.42,1967.96,16.01,2026-06-24,,,,,,,
2026-06-24T03:32:58.546,SAILIFE,1217.6,1.31,1174.04,1191.5,1198.39,1246.41,1.39,61.74,73.31,61.02,healthcare,pharmaceuticals - indian - bulk drugs & formln,23.71,1.6,39.36,0.22,0.36,1139.77,1112.8,13.78,2026-06-24,,,,,,,
2026-06-24T03:32:58.546,ABSLAMC,1199.0,1.58,1156.4,1090.8,1116.68,1322.48,1.39,46.26,35.5,67.37,financials,finance & investments,40.28,7.37,61.08,0.45,0.41,1103.12,1056.21,13.39,2026-06-24,,,,,,,
2026-06-24T03:32:58.546,CARTRADE,2636.8,2.55,2499.78,2384.0,2491.26,2855.11,1.54,48.83,56.35,75.9,consumer discretionary,miscellaneous,48.18,5.84,-14.85,-0.12,0.02,2344.54,2230.54,12.09,2026-06-24,,,,,,,
