Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-06-18T11:59:08.779,SASKEN,0.0,24.65,26.06,i.t,computers - software - medium / small,2293.8,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,JAYBARMARU,0.0,9.31,28.95,auto,auto ancillaries,760.39,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,NETWEB,0.02,12.54,20.42,i.t,computers - hardware,9766.16,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,INGERRAND,0.15,8.39,16.59,industrials,compressors / drilling equipment,3686.12,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,SENORES,0.55,5.73,11.6,healthcare,pharmaceuticals - indian - formulations,3275.86,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,WELSPUNLIV,0.59,6.29,13.75,textiles,textiles - products,4947.39,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,WABAG,0.68,11.09,18.63,realty,engineering - turnkey services,9094.76,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,SIGMAADV,0.76,12.52,13.39,aerospace & defence,electronics - components,2536.39,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,WELENT,0.91,5.26,5.34,realty,construction,3489.56,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,SHRIPISTON,0.92,3.22,7.91,auto,auto ancillaries,9299.94,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,IBULLSLTD,0.98,9.31,11.48,miscellaneous,diversified - medium / small,3938.97,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,GRINDWELL,1.07,5.86,12.22,industrials,abrasives and grinding wheels,9791.73,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,BAJAJCON,1.09,7.41,9.81,fmcg,personal care - indian,4633.86,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,J&KBANK,1.17,6.01,8.21,bank,banks - private sector,7385.83,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,AVL,1.29,9.66,19.31,consumer discretionary,trading,4191.09,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,RPTECH,1.33,28.92,36.88,services,trading,1719.86,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,PARAS,1.46,25.37,33.91,aerospace & defence,engineering,5011.69,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18T11:59:08.779,JINDALSAW,1.48,9.24,16.7,industrials,steel - large,6194.21,2026-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
