Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score
2026-06-05T17:20:25.448,MODISONLTD,0.0,14.56,27.71,industrials,electric equipment,563.04,2026-06-05,,,,,,,,,,,,,,,,,,
2026-06-05T17:20:25.448,VENUSREM,0.0,10.24,21.53,healthcare,pharmaceuticals - indian - formulations,1271.68,2026-06-05,,,,,,,,,,,,,,,,,,
2026-06-05T17:20:25.448,CUPID,0.58,7.73,10.59,fmcg,personal care - indian,9948.95,2026-06-05,,,,,,,,,,,,,,,,,,
2026-06-05T17:20:25.448,PAISALO,0.69,13.9,13.9,financials,finance & investments,3066.04,2026-06-05,,,,,,,,,,,,,,,,,,
2026-06-05T17:20:25.448,EQUITASBNK,0.87,8.11,8.82,bank,banks - private sector,8438.01,2026-06-05,,,,,,,,,,,,,,,,,,
2026-06-05T17:20:25.448,SHILPAMED,0.91,8.08,10.05,healthcare,pharmaceuticals - indian - formulations,6299.77,2026-06-05,,,,,,,,,,,,,,,,,,
2026-06-05T17:20:25.448,ACMESOLAR,0.93,11.09,21.66,realty,engineering - turnkey services,3610.65,2026-06-05,,,,,,,,,,,,,,,,,,
2026-06-05T17:20:25.448,BLSE,1.21,4.98,5.9,i.t,computers - software - medium / small,630.01,2026-06-05,,,,,,,,,,,,,,,,,,
2026-06-05T17:20:25.448,INDOBORAX,1.28,8.69,10.15,chemicals,chemicals,812.8,2026-06-05,,,,,,,,,,,,,,,,,,
2026-06-05T17:20:25.448,AFIL,1.4,10.61,10.61,financials,finance & investments,273.28,2026-06-05,,,,,,,,,,,,,,,,,,
2026-06-05T17:20:25.448,DEEDEV,1.5,11.24,13.57,metals & mining,steel - medium / small,1386.39,2026-06-05,,,,,,,,,,,,,,,,,,
2026-06-05T17:20:25.448,NRBBEARING,1.54,12.09,12.09,industrials,bearings,1824.03,2026-06-05,,,,,,,,,,,,,,,,,,
2026-06-05T17:20:25.448,UFBL,1.94,22.22,24.64,consumer discretionary,hotels,1293.64,2026-06-05,,,,,,,,,,,,,,,,,,
2026-06-05T17:20:25.448,SPECTRUM,2.1,22.62,28.5,industrials,electric equipment,758.34,2026-06-05,,,,,,,,,,,,,,,,,,
