Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-07-10T13:29:40.327,AKUMS,0.49,8.47,11.92,healthcare,pharmaceuticals - indian - bulk drugs & formln,2688.7,2026-07-10,,,,,,,
2026-07-10T13:29:40.327,MANGLMCEM,0.51,5.21,5.21,building materials,cement - north india,1588.81,2026-07-10,,,,,,,
2026-07-10T13:29:40.327,EQUITASBNK,0.51,8.57,8.82,bank,banks - private sector,9314.33,2026-07-10,,,,,,,
2026-07-10T13:29:40.327,RPGLIFE,0.59,22.06,22.06,healthcare,pharmaceuticals - indian - bulk drugs & formln,1284.85,2026-07-10,,,,,,,
2026-07-10T13:29:40.327,MUTHOOTMF,0.74,18.05,18.05,financials,finance & investments,1823.75,2026-07-10,,,,,,,
2026-07-10T13:29:40.327,J&KBANK,0.76,10.02,10.89,bank,banks - private sector,7980.45,2026-07-10,,,,,,,
2026-07-10T13:29:40.327,HAPPYFORGE,0.85,8.21,8.71,industrials,castings & forgings,3217.6,2026-07-10,,,,,,,
2026-07-10T13:29:40.327,GREAVESCOT,0.93,11.74,13.24,industrials,engines,2504.9,2026-07-10,,,,,,,
2026-07-10T13:29:40.327,NORTHARC,0.96,10.68,10.68,financials,finance & investments,5181.61,2026-07-10,,,,,,,
2026-07-10T13:29:40.327,BAJAJCON,0.98,9.09,9.09,fmcg,personal care - indian,4912.83,2026-07-10,,,,,,,
2026-07-10T13:29:40.327,NEOGEN,1.18,9.69,9.69,chemicals,chemicals,2677.87,2026-07-10,,,,,,,
2026-07-10T13:29:40.327,MMFL,1.26,7.3,7.96,industrials,castings & forgings,1096.89,2026-07-10,,,,,,,
2026-07-10T13:29:40.327,PGHL,1.27,10.08,10.08,healthcare,pharmaceuticals - multinational,5391.66,2026-07-10,,,,,,,
2026-07-10T13:29:40.327,AUTOIND,1.28,11.94,19.41,auto,auto ancillaries,297.42,2026-07-10,,,,,,,
