Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-07-16T01:26:45.876,ATHERENERG,1296.4,7.87,1200.5,1158.0,1178.86,1472.72,3.59,-123.7,-92.93,75.8,auto,automobiles - scooters and 3 - wheelers,54.36,9.97,100.55,0.87,0.7,1163.54,1086.4,63.68,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,ACUTAAS,3546.9,2.52,3414.32,3363.6,3503.94,3611.33,0.43,55.11,81.52,60.84,healthcare,pharmaceuticals - indian - bulk drugs,35.59,1.23,113.77,0.95,1.0,3274.51,3104.32,49.88,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,KIRLOSENG,2414.2,2.2,2323.58,2290.1,2418.99,2407.01,0.28,55.32,61.09,61.98,industrials,engines,42.73,-0.2,116.28,0.98,1.32,2188.73,2040.13,44.89,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,HFCL,223.08,4.84,210.01,206.1,218.18,230.44,0.64,46.09,104.73,64.67,telecom,cables - telephone,41.47,2.25,234.89,2.25,1.85,203.62,189.36,43.79,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,AEGISLOG,1321.1,8.07,1206.48,1164.4,1335.31,1299.79,0.9,28.25,51.63,66.18,services,trading,60.91,-1.06,79.91,0.64,0.59,1113.39,972.52,18.26,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,J&KBANK,182.63,2.95,175.41,166.3,169.71,202.02,2.17,6.3,8.53,66.31,bank,banks - private sector,41.52,7.62,79.21,0.68,0.63,162.8,153.69,16.59,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,BHEL,417.95,3.48,394.45,379.3,387.36,463.83,1.32,28.16,90.86,60.43,industrials,electric equipment,19.7,7.9,51.36,0.44,0.7,387.5,370.72,15.88,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,NAVINFLUOR,7618.0,0.42,7428.4,7401.5,7591.55,7657.68,0.58,45.9,58.44,55.43,chemicals,chemicals,22.98,0.35,26.06,0.21,0.47,7236.05,7012.59,14.16,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,NYKAA,329.1,1.43,315.12,319.85,325.79,334.06,0.65,304.72,476.96,72.76,i.t,trading,47.28,1.02,32.06,0.2,0.24,313.3,302.35,13.96,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,NEULANDLAB,19114.0,0.61,18565.12,18629.0,19144.45,19068.32,0.35,28.83,67.37,66.21,healthcare,pharmaceuticals - indian - bulk drugs,33.04,-0.16,18.16,0.2,0.17,17950.88,17314.54,13.58,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,CGCL,258.21,0.35,250.49,239.0,245.65,277.06,0.45,21.96,25.57,81.23,financials,finance & investments,62.56,5.11,40.79,0.31,0.21,238.83,228.08,13.18,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,JBCHEPHARM,2506.0,0.74,2392.47,2386.8,2424.05,2628.93,2.05,98.66,55.37,83.12,healthcare,pharmaceuticals - indian - bulk drugs & formln,42.16,3.38,38.05,0.23,0.44,2398.43,2321.75,13.06,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,ACMESOLAR,392.15,1.96,375.83,365.55,378.72,412.3,0.81,42.63,47.59,68.41,realty,engineering - turnkey services,44.06,3.55,73.34,0.62,0.34,361.28,339.37,12.89,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,RADICO,4090.0,0.96,3971.06,4011.3,4095.87,4081.2,0.67,76.25,90.57,71.01,fmcg,breweries & distilleries,45.13,-0.14,27.85,0.33,0.24,3909.58,3806.26,12.88,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,TORNTPHARM,5017.8,0.89,4819.74,4778.8,4857.93,5257.6,1.47,108.99,78.39,80.61,healthcare,pharmaceuticals - indian - formulations,38.05,3.29,32.09,0.17,0.36,4806.88,4664.29,11.86,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,AIAENG,4828.5,1.44,4682.93,4630.0,4763.84,4925.49,1.5,28.64,35.48,59.56,industrials,castings & forgings,34.55,1.36,32.74,0.12,0.4,4550.96,4426.8,11.14,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,ABCAPITAL,404.3,1.26,394.16,386.7,403.13,406.05,0.42,23.45,28.08,59.37,financials,finance & investments,24.52,0.29,14.11,0.05,0.25,380.76,367.25,10.76,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,HSCL,681.55,1.51,660.52,638.5,643.49,738.63,0.53,42.81,45.2,57.22,chemicals,chemicals,16.21,5.91,48.56,0.33,0.39,640.53,612.72,10.14,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,GABRIEL,1354.5,8.48,1230.59,1228.0,1271.71,1478.69,4.75,73.14,77.14,69.47,auto,auto ancillaries,34.3,6.51,40.71,0.3,0.02,1241.42,1167.11,9.93,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,VIJAYA,1389.4,0.49,1348.28,1324.8,1349.03,1449.95,0.33,74.54,82.56,58.76,healthcare,healthcare,30.57,2.99,39.01,0.3,0.34,1299.36,1244.42,9.47,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,KARURVYSYA,305.4,1.95,295.03,291.5,297.06,317.92,0.71,10.18,11.29,56.46,bank,banks - private sector,10.45,2.81,26.48,0.07,0.19,284.89,272.71,8.91,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,AJANTPHARM,3454.2,1.33,3332.0,3263.0,3364.0,3589.5,0.33,40.45,40.86,66.47,healthcare,pharmaceuticals - indian - formulations,38.73,2.68,30.29,0.17,0.4,3253.09,3113.95,7.85,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,ASTERDM,824.6,1.4,791.69,779.0,785.69,882.97,0.65,75.79,109.36,64.85,healthcare,healthcare,20.74,4.95,33.91,0.26,0.14,783.72,754.46,7.84,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,IPCALAB,1878.0,2.04,1784.09,1741.0,1785.94,2016.09,0.99,35.27,40.39,78.97,healthcare,pharmaceuticals - indian - bulk drugs & formln,38.38,5.15,27.65,0.13,0.41,1768.02,1688.94,7.58,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,LUPIN,2493.0,0.96,2427.95,2455.0,2484.93,2505.11,0.74,17.89,20.84,65.41,healthcare,pharmaceuticals - indian - bulk drugs & formln,28.14,0.33,19.79,0.05,0.26,2399.42,2346.13,6.51,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,LLOYDSME,1866.1,2.22,1774.68,1729.3,1755.75,2031.63,1.45,17.43,26.73,64.0,metals & mining,mining / minerals / metals,19.7,6.29,45.77,0.37,0.37,1751.24,1674.0,6.5,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,TITAN,4579.4,0.13,4473.8,4524.4,4543.42,4633.36,0.53,86.21,80.07,64.16,consumer discretionary,diamond cutting / jewellery,26.5,0.79,19.12,-0.0,0.19,4422.25,4331.98,6.41,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,BANDHANBNK,216.52,4.16,204.34,197.0,200.19,241.02,2.34,16.3,28.49,59.19,bank,banks - private sector,13.75,8.16,49.56,0.39,0.19,199.33,190.68,6.13,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,INDUSINDBK,1009.7,1.24,972.16,992.0,992.08,1036.13,0.7,33.08,88.49,63.09,bank,banks - private sector,32.36,1.78,20.94,0.03,0.22,957.2,930.98,5.2,2026-07-16,,,,,,,,,,,
2026-07-16T01:26:45.876,BAJAJ-AUTO,10323.0,1.54,9996.0,10030.5,9893.08,10967.88,1.12,19.69,26.83,57.77,auto,automobiles - scooters and 3 - wheelers,17.43,4.35,14.03,0.0,0.1,9851.31,9543.55,5.09,2026-07-16,,,,,,,,,,,
