Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score
2026-06-20T17:16:47.774,IBULLSLTD,0.0,14.02,14.76,miscellaneous,diversified - medium / small,4135.53,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,CEMPRO,0.43,8.4,10.04,realty,construction,6998.02,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,ARVIND,0.54,8.13,8.13,textiles,textiles - cotton/blended,8187.76,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,GRINDWELL,0.61,5.16,10.18,industrials,abrasives and grinding wheels,9928.8,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,MEGASTAR,0.65,8.07,8.24,fmcg,food - processing - indian,145.36,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,ABSLAMC,0.71,9.0,9.0,financials,finance & investments,8586.8,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,GRWRHITECH,0.75,7.52,12.26,industrials,packaging,6192.73,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,AFIL,0.82,9.78,14.23,financials,finance & investments,281.54,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,STEELXIND,0.89,11.1,12.3,metals & mining,steel - medium / small,821.64,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,NITINSPIN,0.91,5.69,5.83,textiles,textiles - cotton/blended,1384.1,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,ESAFSFB,1.01,19.74,28.28,bank,banks - private sector,687.82,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,VINDHYATEL,1.08,11.7,13.63,realty,construction,1588.43,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,AVL,1.1,9.12,16.32,consumer discretionary,trading,4299.62,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,MSPL,1.18,6.44,6.8,metals & mining,steel - medium / small,1501.79,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,WALCHANNAG,1.19,19.62,21.3,industrials,engineering,1448.26,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,PANAMAPET,1.36,31.71,31.71,energy,petrochemicals,1076.95,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,RML,1.39,17.45,22.92,auto,auto ancillaries,915.54,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,AEROENTER,1.51,30.1,30.1,metals & mining,steel - medium / small,743.89,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,THELEELA,1.55,11.46,15.94,services,hotels,3976.32,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,RPTECH,1.61,17.36,36.5,services,trading,1780.46,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,INDSWFTLAB,1.64,18.65,20.56,healthcare,pharmaceuticals - indian - bulk drugs & formln,927.57,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,PARACABLES,1.72,14.3,17.03,industrials,cables - power,1133.14,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,KIRLPNU,1.86,20.1,22.66,industrials,compressors / drilling equipment,7750.48,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,MUFIN,1.98,7.84,8.98,financials,finance & investments,1366.53,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,UFBL,1.99,10.96,12.09,consumer discretionary,hotels,1646.84,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,BHAGYANGR,2.06,15.71,21.95,power & utilities,power generation and supply,436.53,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,GALAPREC,2.08,6.11,13.26,industrials,fasteners,605.74,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,GVPIL,2.18,12.08,13.26,realty,engineering - turnkey services,2223.55,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,CAPLIPOINT,2.21,10.09,10.09,healthcare,pharmaceuticals - indian - formulations,5600.16,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,PRUDENT,2.22,6.19,7.27,financials,finance & investments,5605.62,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,AEROFLEX,2.24,11.56,14.63,metals & mining,steel - medium / small,2317.83,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,GANDHAR,2.3,18.49,18.49,energy,refineries,591.6,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,PARAS,2.38,32.18,38.75,aerospace & defence,engineering,5313.25,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,SPECTRUM,2.59,19.54,19.54,industrials,electric equipment,773.73,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,PRIVISCL,2.7,2.8,2.9,chemicals,chemicals,5377.37,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,GOCLCORP,2.75,12.6,12.6,miscellaneous,diversified - medium / small,697.83,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,EMCURE,2.95,4.83,6.31,healthcare,pharmaceuticals - indian - bulk drugs & formln,7452.34,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,PREMEXPLN,2.95,9.27,18.36,aerospace & defence,chemicals,2445.25,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,INGERRAND,3.05,6.98,14.61,industrials,compressors / drilling equipment,3639.24,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,APOLLO,3.08,5.66,8.34,aerospace & defence,electronics - components,7431.48,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,SOTL,3.08,6.9,9.0,energy,petrochemicals,1288.25,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,SHRIPISTON,3.12,5.18,7.91,auto,auto ancillaries,9265.75,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,SBC,3.13,20.58,21.82,textiles,textiles - products,1030.59,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,INOXINDIA,3.14,9.94,10.91,industrials,packaging,4351.66,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,LLOYDSENGG,3.27,12.08,26.43,industrials,engineering,7465.39,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,SIS,3.27,4.48,5.3,miscellaneous,miscellaneous,1707.26,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,ZENTEC,3.29,9.73,14.01,aerospace & defence,miscellaneous,9283.36,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,JINDALSAW,3.35,10.39,11.3,industrials,steel - large,6131.92,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,PITTIENG,3.35,7.2,7.2,industrials,engineering,1741.66,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,ADOR,3.46,5.23,5.51,industrials,electrodes - welding equipment,978.92,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,GOODLUCK,3.5,10.86,10.98,metals & mining,steel - medium / small,2060.51,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,RATEGAIN,3.76,7.01,12.54,i.t,computers - software - medium / small,5252.43,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,FINEORG,3.79,9.25,13.61,chemicals,chemicals,4051.82,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,PIXTRANS,3.83,4.18,4.18,fmcg,miscellaneous,848.01,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,ICIL,3.87,20.77,20.77,textiles,textiles - cotton/blended,3224.18,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,CARYSIL,3.89,6.38,7.13,consumer discretionary,domestic appliances,2001.13,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,KDDL,3.9,6.23,6.23,consumer discretionary,miscellaneous,1804.49,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,ATALREAL,4.0,8.11,8.11,realty,construction,265.87,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,NDLVENTURE,4.01,11.1,11.1,financials,finance & investments,152.97,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,AMBIKCO,4.05,5.83,5.83,textiles,textiles - cotton/blended,477.31,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,UNIVCABLES,4.13,11.57,15.3,industrials,cables - power,1683.88,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,MENONBE,4.14,8.15,8.98,auto,auto ancillaries,310.24,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,CEIGALL,4.15,5.91,5.91,realty,construction,1170.93,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,UNIPARTS,4.41,8.89,8.89,industrials,engineering,1039.28,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,VIJAYA,4.45,7.36,9.45,healthcare,healthcare,6665.97,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,DIACABS,4.46,5.2,9.45,industrials,cables - power,1761.74,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,SANSTAR,4.54,6.54,7.8,fmcg,miscellaneous,625.37,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,TVSSCS,4.55,7.24,7.24,transportation,miscellaneous,3526.32,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,EDELWEISS,4.58,6.6,12.48,financials,finance & investments,7996.69,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,SATIN,4.68,4.21,5.77,financials,finance & investments,1660.02,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,HONASA,4.78,5.4,5.4,services,trading,8753.77,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,CENTUM,4.99,6.75,7.34,consumer discretionary,electronics - components,2771.22,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,SPAL,5.13,30.84,36.11,consumer discretionary,textiles - products,987.27,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,ASHIANA,5.2,7.69,11.85,realty,construction,1500.78,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,JAYBARMARU,5.22,10.93,20.87,auto,auto ancillaries,746.13,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,SBCL,5.38,6.68,12.57,metals & mining,mining / minerals / metals,2865.54,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,KRISHANA,5.43,3.65,4.05,chemicals,fertilizers,1137.04,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,MACPOWER,5.44,21.93,21.93,industrials,engineering,317.25,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,APCOTEXIND,5.59,5.58,12.84,chemicals,miscellaneous,1183.84,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-20T17:16:47.774,INDOBORAX,5.65,4.67,8.64,chemicals,chemicals,808.58,2026-06-20,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,IBULLSLTD,0.0,14.02,14.76,miscellaneous,diversified - medium / small,4135.53,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,CEMPRO,0.43,8.4,10.04,realty,construction,6998.02,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,ARVIND,0.54,8.13,8.13,textiles,textiles - cotton/blended,8187.76,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,GRINDWELL,0.61,5.16,10.18,industrials,abrasives and grinding wheels,9928.8,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,MEGASTAR,0.65,8.07,8.24,fmcg,food - processing - indian,145.36,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,ABSLAMC,0.71,9.0,9.0,financials,finance & investments,8586.8,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,GRWRHITECH,0.75,7.52,12.26,industrials,packaging,6192.73,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,AFIL,0.82,9.78,14.23,financials,finance & investments,281.54,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,STEELXIND,0.89,11.1,12.3,metals & mining,steel - medium / small,821.64,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,NITINSPIN,0.91,5.69,5.83,textiles,textiles - cotton/blended,1384.1,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,ESAFSFB,1.01,19.74,28.28,bank,banks - private sector,687.82,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,VINDHYATEL,1.08,11.7,13.63,realty,construction,1588.43,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,AVL,1.1,9.12,16.32,consumer discretionary,trading,4299.62,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,MSPL,1.18,6.44,6.8,metals & mining,steel - medium / small,1501.79,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,WALCHANNAG,1.19,19.62,21.3,industrials,engineering,1448.26,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,PANAMAPET,1.36,31.71,31.71,energy,petrochemicals,1076.95,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,RML,1.39,17.45,22.92,auto,auto ancillaries,915.54,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,AEROENTER,1.51,30.1,30.1,metals & mining,steel - medium / small,743.89,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,THELEELA,1.55,11.46,15.94,services,hotels,3976.32,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,RPTECH,1.61,17.36,36.5,services,trading,1780.46,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,INDSWFTLAB,1.64,18.65,20.56,healthcare,pharmaceuticals - indian - bulk drugs & formln,927.57,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,PARACABLES,1.72,14.3,17.03,industrials,cables - power,1133.14,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,KIRLPNU,1.86,20.1,22.66,industrials,compressors / drilling equipment,7750.48,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,MUFIN,1.98,7.84,8.98,financials,finance & investments,1366.53,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,UFBL,1.99,10.96,12.09,consumer discretionary,hotels,1646.84,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,BHAGYANGR,2.06,15.71,21.95,power & utilities,power generation and supply,436.53,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,GALAPREC,2.08,6.11,13.26,industrials,fasteners,605.74,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,GVPIL,2.18,12.08,13.26,realty,engineering - turnkey services,2223.55,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,CAPLIPOINT,2.21,10.09,10.09,healthcare,pharmaceuticals - indian - formulations,5600.16,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,PRUDENT,2.22,6.19,7.27,financials,finance & investments,5605.62,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,AEROFLEX,2.24,11.56,14.63,metals & mining,steel - medium / small,2317.83,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,GANDHAR,2.3,18.49,18.49,energy,refineries,591.6,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,PARAS,2.38,32.18,38.75,aerospace & defence,engineering,5313.25,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,SPECTRUM,2.59,19.54,19.54,industrials,electric equipment,773.73,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,PRIVISCL,2.7,2.8,2.9,chemicals,chemicals,5377.37,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,GOCLCORP,2.75,12.6,12.6,miscellaneous,diversified - medium / small,697.83,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,EMCURE,2.95,4.83,6.31,healthcare,pharmaceuticals - indian - bulk drugs & formln,7452.34,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,PREMEXPLN,2.95,9.27,18.36,aerospace & defence,chemicals,2445.25,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,INGERRAND,3.05,6.98,14.61,industrials,compressors / drilling equipment,3639.24,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,APOLLO,3.08,5.66,8.34,aerospace & defence,electronics - components,7431.48,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-19T22:33:20.333,SOTL,3.08,6.9,9.0,energy,petrochemicals,1288.25,2026-06-19,,,,,,,,,,,,,,,,,,,,,,,,,
