Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-08-26T11:12:01.676,GATECH,0.0,7.53,16.28,i.t,computers - software - medium / small,109.27,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,SIGMAADV,0.0,11.0,11.0,aerospace & defence,electronics - components,3689.07,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,CYIENTDLM,0.13,10.7,13.62,aerospace & defence,electronics - components,3030.51,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,YATHARTH,0.16,11.35,12.44,healthcare,healthcare,4035.56,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,INDSWFTLAB,0.32,15.28,15.28,healthcare,pharmaceuticals - indian - bulk drugs & formln,1805.64,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,DCBBANK,0.53,8.53,18.17,bank,banks - private sector,5803.8,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,SOMANYCERA,0.56,7.36,10.12,building materials,ceramics - tiles / sanitaryware,1020.09,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,MAXESTATES,0.6,16.88,18.03,realty,construction,5151.29,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,TVSSRICHAK,0.84,12.13,12.13,auto,tyres,2157.77,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,GOKULAGRO,0.91,7.98,8.2,fmcg,solvent extraction,1956.7,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,ROLEXRINGS,0.97,5.28,8.23,auto,auto ancillaries,2439.66,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,IOLCP,0.99,10.98,17.11,healthcare,pharmaceuticals - indian - bulk drugs & formln,2033.07,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,SETL,1.02,7.45,10.02,industrials,engineering,2515.98,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,KENNAMET,1.21,5.24,17.78,industrials,castings & forgings,2312.44,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,MSTCLTD,1.35,8.42,9.32,i.t,trading,1844.81,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,TFCILTD,1.4,11.55,12.42,financials,finance - term-lending institutions,6272.03,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,NITINSPIN,1.41,12.62,12.62,textiles,textiles - cotton/blended,1554.47,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,PVP,1.42,24.06,43.08,realty,construction,560.96,2026-08-26,,,,,,,
2026-08-26T11:12:01.676,MANINDS,1.61,4.47,14.31,metals & mining,steel - medium / small,3080.44,2026-08-26,,,,,,,
