Timestamp,Symbol,High,Lod price,Cmp,%ch,Initial_atr1.5sl,Sl,Target,Forward pe,Pe,Sector,Industry,%ch y_low,Srs,Ars,Srs y,Ars y,%ch_high,%ch 2 low,%ch sl,Atr%,%ch_3low,E_s50,Avg_true_range,Adr%,Brackets12,Ma_x,Rvol,M_cap,Va,Va_ma,Atr% x,Lod dist,Free float,Grand_total_number2,Scan_Date,From52wh,3d range,5d,Lod dist%,Vars,Smavars,Market_cap,Low 2%,Low5,R_vol,Rsi,Adx,Rs,Is,Tps,Rs score
2026-03-17T23:17:55.571,NLCINDIA,,,262.25,2.04,,246.46,285.94,12.56,12.93,power & utilities,power generation and supply,,-0.06,0.12,,,,,6.41,,,,,,,,,,,,,,,,2026-03-17,,,,,,,,251.47,242.8,0.91,54.28,14.8,11.43,237.53,221.74,4.3
2026-03-17T23:17:55.571,AUROPHARMA,,,1286.0,0.5,,1260.26,1324.61,20.52,21.31,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.08,0.08,,,,,2.04,,,,,,,,,,,,,,,,2026-03-17,,,,,,,,1249.6,1265.8,0.37,62.72,15.85,18.09,1214.98,1170.72,4.17
2026-03-17T23:17:55.571,NTPC,,,383.35,0.25,,378.92,390.0,16.93,15.33,power & utilities,power generation and supply,,0.05,0.11,,,,,1.17,,,,,,,,,,,,,,,,2026-03-17,,,,,,,,370.73,375.45,0.8,58.29,21.18,14.28,361.91,348.38,4.08
2026-03-17T23:17:55.571,ACMESOLAR,,,247.01,0.87,,229.51,273.25,32.85,30.27,realty,engineering - turnkey services,,-0.26,-0.04,,,,,7.62,,,,,,,,,,,,,,,,2026-03-17,,,,,,,,237.55,222.79,0.73,59.73,17.19,-12.4,220.13,204.46,3.27
2026-03-17T23:17:55.571,AADHARHFC,,,480.55,0.38,,457.3,515.43,18.51,20.09,financials,finance - housing,,-0.18,0.0,,,,,5.08,,,,,,,,,,,,,,,,2026-03-17,,,,,,,,461.09,451.25,0.57,54.99,16.75,-4.75,439.5,409.57,2.85
2026-03-17T23:17:55.571,TATAPOWER,,,400.85,2.64,,379.82,432.39,41.58,32.93,power & utilities,power generation and supply,,-0.06,-0.03,,,,,5.54,,,,,,,,,,,,,,,,2026-03-17,,,,,,,,383.18,382.35,2.47,63.26,15.98,3.61,374.98,357.04,2.83
2026-03-17T23:17:55.571,ZENTEC,,,1424.6,0.57,,1387.6,1480.1,58.48,48.43,aerospace & defence,miscellaneous,,-0.15,-0.29,,,,,2.67,,,,,,,,,,,,,,,,2026-03-17,,,,,,,,1375.53,1330.0,0.8,59.12,13.41,-0.28,1304.22,1223.33,2.77
2026-03-17T23:17:55.571,SUNPHARMA,,,1794.4,0.63,,1799.23,1787.15,32.04,39.19,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.02,0.03,,,,,-0.27,,,,,,,,,,,,,,,,2026-03-17,,,,,,,,1745.48,1768.8,0.74,59.02,26.92,9.92,1726.23,1686.8,2.61
2026-03-17T23:17:55.571,JSWENERGY,,,505.8,0.13,,487.21,533.69,52.47,38.71,power & utilities,power generation and supply,,-0.13,-0.04,,,,,3.82,,,,,,,,,,,,,,,,2026-03-17,,,,,,,,490.93,484.0,0.6,57.53,14.49,-5.06,467.16,444.87,-0.01
2026-03-17T23:17:55.571,ONESOURCE,,,1486.3,-0.46,,1454.17,1534.49,-48.01,843.62,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.25,-0.28,,,,,2.21,,,,,,,,,,,,,,,,2026-03-17,,,,,,,,1414.14,1395.0,0.52,60.98,22.73,-18.74,1329.23,1219.63,-0.87
2026-03-17T23:17:55.571,PREMIERENE,,,811.2,1.94,,730.03,932.96,23.26,26.88,services,trading,,-0.31,-0.26,,,,,11.12,,,,,,,,,,,,,,,,2026-03-17,,,,,,,,776.36,747.75,1.26,63.11,24.02,-18.73,746.0,716.79,-2.94
2026-03-17T23:17:55.571,JINDALSAW,,,200.16,1.77,,174.89,238.06,12.36,11.13,industrials,steel - large,,-0.13,-0.17,,,,,14.45,,,,,,,,,,,,,,,,2026-03-17,,,,,,,,192.09,171.0,0.46,61.35,22.92,-0.5,175.64,159.62,-4.92
