Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-08-04T05:11:28.136,ATHERENERG,1272.7,0.98,1217.16,1191.1,1253.5,1301.51,0.87,-239.23,-123.8,63.41,auto,automobiles - scooters and 3 - wheelers,49.83,1.53,68.63,0.87,0.9,1178.06,1124.29,60.92,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,NETWEB,4586.0,1.37,4449.2,4175.5,4125.73,5276.41,1.26,76.54,99.91,57.41,i.t,computers - hardware,13.63,11.16,47.45,0.28,0.31,4150.15,3977.27,27.75,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,WELCORP,1715.3,3.92,1626.02,1610.2,1646.5,1818.49,0.65,10.81,19.58,65.96,industrials,steel - large,30.26,4.18,110.63,1.15,0.83,1606.09,1530.78,23.24,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,AEGISLOG,1388.3,8.39,1256.46,1222.3,1290.5,1535.01,0.69,29.69,54.25,62.66,services,trading,36.87,7.58,93.51,0.83,0.68,1235.51,1132.62,20.86,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,BELRISE,241.86,2.17,233.63,226.77,226.57,264.8,1.1,39.52,39.58,59.66,auto,auto ancillaries,11.06,6.75,30.75,0.35,0.45,227.22,219.27,19.44,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,CHENNPETRO,1325.5,5.15,1240.68,1150.0,1216.12,1489.58,2.03,4.78,4.73,64.24,energy,refineries,22.14,8.99,58.6,0.47,0.19,1186.5,1099.76,18.2,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,FEDERALBNK,371.7,3.58,350.15,352.85,356.65,394.28,0.35,18.26,19.54,78.01,bank,banks - private sector,45.65,4.22,39.31,0.2,0.5,356.97,345.91,17.64,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,SHRIRAMFIN,1090.2,4.16,1030.57,1019.5,1020.22,1195.17,1.2,18.34,19.24,62.79,financials,finance & investments,14.73,6.86,9.44,0.01,0.29,1023.77,978.76,16.57,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,CRAFTSMAN,10338.5,4.71,9724.05,9131.0,9383.9,11770.4,1.06,41.61,51.44,72.65,auto,auto ancillaries,28.24,10.17,34.45,0.29,0.47,9490.94,8916.77,15.39,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,SONACOMS,785.0,2.03,752.69,707.0,737.31,856.54,1.06,67.67,70.09,82.58,auto,auto ancillaries,56.75,6.47,63.83,0.48,0.56,741.0,708.0,15.07,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,SAILIFE,1333.4,1.39,1288.9,1272.7,1280.05,1413.43,0.71,67.62,80.28,65.99,healthcare,pharmaceuticals - indian - bulk drugs & formln,25.53,4.17,46.79,0.46,0.47,1267.01,1233.82,14.91,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,RADICO,4459.1,2.73,4262.9,4080.1,4223.96,4811.81,0.9,65.0,84.84,76.72,fmcg,breweries & distilleries,48.41,5.57,35.2,0.5,0.31,4209.17,4021.73,14.86,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,NYKAA,344.9,3.45,326.14,325.85,328.85,368.97,0.83,319.35,499.86,74.67,i.t,trading,44.57,4.88,30.17,0.32,0.24,329.15,317.34,13.86,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,ABCAPITAL,424.35,4.96,401.8,388.0,393.92,470.0,3.44,23.79,27.9,64.61,financials,finance & investments,16.49,7.73,18.73,0.19,0.23,396.48,381.92,13.03,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,M&MFIN,405.5,5.12,380.29,352.65,370.4,458.15,1.06,15.22,17.33,72.81,financials,finance & investments,40.02,9.48,0.74,0.04,0.25,367.96,344.06,12.9,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,KARURVYSYA,348.1,1.65,335.65,334.0,337.41,364.13,0.74,11.13,12.26,71.5,bank,banks - private sector,25.25,3.17,32.22,0.12,0.33,330.38,320.8,12.64,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,GABRIEL,1527.4,5.94,1431.78,1384.0,1414.43,1696.85,1.41,63.01,71.54,68.42,auto,auto ancillaries,44.83,7.99,51.3,0.53,0.44,1386.21,1294.91,12.43,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,TVSMOTOR,4389.0,1.76,4196.26,3852.0,3986.56,4992.66,1.25,51.13,60.83,82.15,auto,automobiles - motorcycles / mopeds,34.66,10.09,18.01,0.13,0.22,4160.19,3988.58,12.42,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,MOTHERSON,155.01,2.83,148.99,143.86,144.13,171.33,0.83,27.29,39.75,68.48,auto,auto ancillaries,19.2,7.55,30.02,0.28,0.36,146.72,140.5,12.29,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,LTF,318.0,2.17,307.82,301.05,302.29,341.56,1.36,22.08,25.02,59.21,financials,finance & investments,13.81,5.2,0.95,0.05,0.03,299.75,292.17,11.15,2026-08-04,,,,,,,,,,,
2026-08-04T05:11:28.136,RBLBANK,379.95,1.19,368.82,361.25,359.92,410.0,0.56,30.44,27.26,59.58,bank,banks - private sector,16.15,5.57,20.58,0.2,0.16,360.99,349.23,10.63,2026-08-04,,,,,,,,,,,
