Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score
2026-07-16T17:35:31.467,MENONBE,0.0,10.56,11.86,auto,auto ancillaries,336.31,2026-07-16,,,,,,,,,,,,,,,,,,
2026-07-16T17:35:31.467,CYIENTDLM,0.69,13.32,15.4,consumer discretionary,electronics - components,2230.1,2026-07-16,,,,,,,,,,,,,,,,,,
2026-07-16T17:35:31.467,ZYDUSWELL,1.0,6.06,6.06,fmcg,food - processing - indian,5814.94,2026-07-16,,,,,,,,,,,,,,,,,,
2026-07-16T17:35:31.467,HAPPYFORGE,1.33,4.76,5.25,industrials,castings & forgings,3283.08,2026-07-16,,,,,,,,,,,,,,,,,,
2026-07-16T17:35:31.467,GHCLTEXTIL,1.47,8.62,8.74,textiles,textiles - spinning - synthetic / blended,886.55,2026-07-16,,,,,,,,,,,,,,,,,,
2026-07-16T17:35:31.467,UNIVASTU,1.52,17.1,23.26,realty,construction,135.06,2026-07-16,,,,,,,,,,,,,,,,,,
2026-07-16T17:35:31.467,GNA,1.6,14.26,31.42,auto,auto ancillaries,802.41,2026-07-16,,,,,,,,,,,,,,,,,,
2026-07-16T17:35:31.467,INGERRAND,1.67,8.25,9.09,industrials,compressors / drilling equipment,3691.01,2026-07-16,,,,,,,,,,,,,,,,,,
2026-07-16T17:35:31.467,SATIN,1.75,8.11,8.27,financials,finance & investments,1876.56,2026-07-16,,,,,,,,,,,,,,,,,,
2026-07-16T17:35:31.467,INNOVACAP,1.84,5.04,5.18,healthcare,pharmaceuticals - indian - bulk drugs & formln,2854.29,2026-07-16,,,,,,,,,,,,,,,,,,
2026-07-16T17:35:31.467,MMFL,1.85,4.49,4.49,industrials,castings & forgings,1104.9,2026-07-16,,,,,,,,,,,,,,,,,,
2026-07-16T17:35:31.467,SHILPAMED,1.87,4.5,5.55,healthcare,pharmaceuticals - indian - formulations,7468.28,2026-07-16,,,,,,,,,,,,,,,,,,
2026-07-16T17:35:31.467,VIJAYA,1.91,5.93,6.27,healthcare,healthcare,6901.98,2026-07-16,,,,,,,,,,,,,,,,,,
