Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-08-11T09:37:47.199,POLYPLEX,0.03,8.73,9.14,industrials,packaging,2768.45,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,VARROC,0.25,17.63,24.14,auto,auto ancillaries,3197.63,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,EMIL,0.6,31.68,39.41,consumer discretionary,trading,2525.3,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,INDSWFTLAB,0.63,25.19,25.19,healthcare,pharmaceuticals - indian - bulk drugs & formln,1389.17,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,RKFORGE,0.67,10.92,10.92,industrials,castings & forgings,7821.03,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,MARINE,0.73,13.04,21.9,industrials,electric equipment,1604.72,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,DIVGIITTS,0.76,7.06,12.41,auto,auto ancillaries,1294.49,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,YATHARTH,0.84,6.56,9.4,healthcare,healthcare,3883.3,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,LUMAXTECH,0.87,14.46,18.88,auto,auto ancillaries,5755.23,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,WSTCSTPAPR,0.91,3.49,5.2,building materials,paper,1710.31,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,BELRISE,1.15,5.02,6.57,auto,auto ancillaries,7561.2,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,DEEPINDS,1.23,6.81,9.94,energy,oil drilling / allied services,1555.49,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,ALIVUS,1.35,7.79,8.74,healthcare,pharmaceuticals - indian - bulk drugs & formln,4314.22,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,AKUMS,1.35,13.67,15.29,healthcare,pharmaceuticals - indian - bulk drugs & formln,2907.16,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,SANGHVIMOV,1.68,11.16,19.99,miscellaneous,miscellaneous,2370.95,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,ORCHPHARMA,1.84,13.43,14.24,healthcare,pharmaceuticals - indian - bulk drugs & formln,1684.97,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,SHAILY,1.88,13.35,15.41,plastic products,plastics products,9438.68,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,JGCHEM,1.93,22.35,29.48,chemicals,chemicals,728.96,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,VIJAYA,2.21,7.46,7.46,healthcare,healthcare,6880.97,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,VISAKAIND,2.51,18.0,29.59,building materials,cement products,409.85,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,VINDHYATEL,2.52,16.37,16.37,realty,construction,1659.15,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,MARKSANS,2.54,3.24,4.32,healthcare,pharmaceuticals - indian - formulations,6980.41,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,PIXTRANS,2.67,24.37,24.37,fmcg,miscellaneous,1046.6,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,UNIPARTS,2.87,7.97,13.99,industrials,engineering,1255.31,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11T09:37:47.199,SKYGOLD,2.94,18.32,20.87,consumer discretionary,diamond cutting / jewellery,5919.61,2026-08-11,,,,,,,,,,,,,,,,,,,,,,,,,
