Timestamp,Symbol,High,Lod price,Cmp,%ch,Initial_atr1.5sl,Sl,Target,Forward pe,Pe,Sector,Industry,%ch y_low,Srs,Ars,Srs y,Ars y,%ch_high,%ch 2 low,%ch sl,Atr%,%ch_3low,E_s50,Avg_true_range,Adr%,Brackets12,Ma_x,Rvol,M_cap,Va,Va_ma,Atr% x,Lod dist,Free float,Grand_total_number2,Scan_Date,Lod dist%,Vars,Smavars,Market_cap,Low 2%,Low5,R_vol,Rsi,Adx,Rs,Is,Tps,Rs score,Low,Max2,W rsi,Adr p - adr%
2026-04-03T23:21:47.012,GALLANTT,561.0,546.05,555.9,-1.23,518.83,526.03,615.64,33.41,28.08,metals & mining,steel - medium / small,6.52,-0.23,-0.09,-0.22,-0.08,2.74,2.74,2.74,4.59,6.7,4.27,25.5,4.58,,0.17,31.6,,,,,,,,2026-04-03,38.62,4.01,5.07,13412.81,,,,,,,,,,,,,
2026-04-03T23:21:47.012,GODAVARIB,314.5,305.8,312.15,-0.61,285.77,301.92,332.61,48.47,70.94,fmcg,sugar,1.01,0.12,-0.05,0.13,-0.04,3.8,3.8,2.85,5.69,7.55,30.29,17.76,6.14,,1.71,27.69,,,,,,,,2026-04-03,35.75,7.45,5.86,1597.46,,,,,,,,,,,,,
2026-04-03T23:21:47.012,BLACKBUCK,576.75,559.0,573.45,-0.37,533.03,566.08,588.19,82.39,18.27,transportation,miscellaneous,-0.22,-0.17,0.26,-0.16,0.27,3.18,3.18,3.18,4.76,3.48,-14.92,27.31,4.53,,-0.55,16.07,,,,,,,,2026-04-03,52.91,3.52,1.79,10363.42,,,,,,,,,,,,,
2026-04-03T23:21:47.012,APEX,379.8,366.0,376.55,-1.75,338.27,343.33,442.99,29.14,35.62,fmcg,aquaculture,12.94,0.53,0.48,0.55,0.5,3.77,3.77,3.77,6.6,4.54,13.66,24.86,6.32,,0.55,15.98,,,,,,,,2026-04-03,42.44,8.47,8.22,1176.72,,,,,,,,,,,,,
2026-04-02T23:04:25.651,GUJALKALI,613.7,578.15,603.45,2.05,548.67,541.85,726.65,-55.46,-505.38,chemicals,chemicals,13.12,0.01,-0.02,-0.01,-0.04,6.59,6.59,6.15,8.15,8.53,121.84,49.17,7.97,,2.48,116.5,,,,,,,,2026-04-02,51.45,7.15,2.56,4342.33,,,,,,,,,,,,,
2026-04-02T23:04:25.651,SOUTHWEST,221.09,210.31,216.92,-0.04,195.7,201.76,247.25,17.55,21.15,metals & mining,mining / minerals / metals,9.27,0.52,0.38,0.49,0.39,5.13,5.13,5.13,7.2,8.46,20.85,15.61,7.71,,1.34,108.92,,,,,,,,2026-04-02,42.34,9.29,6.81,647.34,,,,,,,,,,,,,
2026-04-02T23:04:25.651,UNIVCABLES,682.0,647.15,671.05,-1.96,612.56,613.42,786.31,21.4,15.08,industrials,cables - power,8.15,-0.15,-0.17,-0.12,-0.15,5.39,5.39,5.39,6.3,7.53,-10.65,42.25,6.03,,-0.25,81.72,,,,,,,,2026-04-02,56.57,2.57,-0.52,2374.9,,,,,,,,,,,,,
2026-04-02T23:04:25.651,DCMSHRIRAM,1148.0,1112.3,1131.5,-1.77,1066.91,1060.11,1274.28,17.79,25.72,miscellaneous,diversified - mega,9.26,-0.11,-0.22,-0.08,-0.21,3.21,3.21,3.21,4.05,4.48,39.32,45.84,4.29,,0.86,80.65,,,,,,,,2026-04-02,41.88,3.56,-0.6,17962.99,,,,,,,,,,,,,
2026-04-02T23:04:25.651,ATHERENERG,774.9,745.0,762.15,-1.15,709.09,748.55,789.35,-85.83,-37.93,auto,automobiles - scooters and 3 - wheelers,2.47,0.2,1.1,0.25,1.12,4.01,4.01,4.01,5.09,2.69,61.36,38.83,4.97,,1.58,78.33,,,,,,,,2026-04-02,44.17,9.39,6.61,29441.86,,,,,,,,,,,,,
2026-04-02T23:04:25.651,SHRIPISTON,3023.9,2915.0,2928.4,-3.2,2724.6,2911.34,2962.51,26.21,24.53,auto,auto ancillaries,3.95,-0.02,0.15,0.03,0.19,3.74,3.74,3.74,4.6,0.46,-33.6,134.81,4.7,,-0.25,75.0,,,,,,,,2026-04-02,9.94,5.06,3.19,13325.95,,,,,,,,,,,,,
2026-04-02T23:04:25.651,GRANULES,622.95,602.2,613.6,-2.31,583.52,594.71,651.39,24.78,27.94,healthcare,pharmaceuticals - indian - bulk drugs & formln,7.27,0.04,0.18,0.11,0.21,3.45,3.45,3.45,3.42,1.89,33.59,20.96,3.46,,1.6,69.19,,,,,,,,2026-04-02,54.4,6.39,3.89,15564.12,,,,,,,,,,,,,
2026-04-02T23:04:25.651,TVSHLTD,14200.0,13906.0,13983.0,-1.65,13220.47,13365.45,15218.09,14.34,18.5,financials,finance & investments,6.2,0.01,0.12,0.01,0.15,2.11,2.11,2.11,3.31,2.04,-411.14,462.98,3.29,,-0.89,69.11,,,,,,,,2026-04-02,16.63,4.73,4.02,28763.98,,,,,,,,,,,,,
2026-04-02T23:04:25.651,VINCOFE,134.6,130.3,132.94,-1.92,124.14,123.84,151.13,25.37,27.83,consumer discretionary,trading,9.96,-0.16,-0.1,-0.16,-0.08,3.3,3.3,3.3,4.44,2.03,-7.56,5.91,4.49,,-1.28,69.1,,,,,,,,2026-04-02,44.69,1.74,1.08,1974.66,,,,,,,,,,,,,
2026-04-02T23:04:25.651,KINGFA,4255.9,4101.7,4192.6,-0.05,3938.83,3962.63,4652.53,31.44,31.98,plastic products,plastics products,4.88,-0.14,0.19,-0.16,0.19,3.76,3.76,3.76,3.9,5.96,-8.54,163.43,3.62,,-0.05,57.71,,,,,,,,2026-04-02,55.62,3.42,3.5,5684.53,,,,,,,,,,,,,
2026-04-02T23:04:25.651,GESHIP,1455.0,1418.7,1439.6,-1.4,1354.35,1408.06,1502.68,6.32,9.22,transportation,shipping,2.15,0.33,0.4,0.34,0.42,2.56,2.56,2.56,4.21,3.64,121.54,60.65,4.51,,2.0,54.31,,,,,,,,2026-04-02,34.46,12.6,12.57,20845.43,,,,,,,,,,,,,
2026-04-02T23:04:25.651,POCL,1096.0,1053.7,1084.6,-1.39,997.31,1001.54,1250.71,23.44,29.18,metals & mining,mining / minerals / metals,4.82,-0.15,0.06,-0.12,0.08,5.39,5.39,4.01,5.77,8.24,-73.4,62.56,4.93,,-1.17,53.32,,,,,,,,2026-04-02,49.39,0.24,-0.55,3355.94,,,,,,,,,,,,,
2026-04-02T23:04:25.651,ASTERDM,684.5,652.0,658.1,-4.33,616.79,640.78,692.75,161.3,107.32,healthcare,healthcare,5.07,-0.04,0.07,0.0,0.12,4.98,4.98,4.98,4.65,1.93,39.97,30.62,4.56,,1.31,52.7,,,,,,,,2026-04-02,19.92,8.75,6.47,35641.55,,,,,,,,,,,,,
2026-04-02T23:04:25.651,AVALON,949.0,910.0,937.65,0.09,866.19,885.87,1041.21,47.94,64.83,consumer discretionary,electronics - components,5.95,-0.14,0.03,-0.15,0.03,4.29,4.29,4.29,5.18,3.04,-12.86,48.53,5.06,,-0.27,47.79,,,,,,,,2026-04-02,56.98,4.64,4.93,6254.31,,,,,,,,,,,,,
2026-04-02T23:04:25.651,AVL,465.75,453.0,459.85,-1.75,431.49,447.91,483.73,54.23,54.17,consumer discretionary,trading,3.71,-0.25,0.19,-0.24,0.21,2.81,2.81,2.81,4.26,1.51,-21.34,19.58,4.23,,-1.09,45.57,,,,,,,,2026-04-02,34.98,4.53,3.73,6044.31,,,,,,,,,,,,,
2026-04-02T23:04:25.651,CEIGALL,281.05,270.35,276.15,-0.63,259.32,261.37,305.71,16.6,19.18,realty,construction,3.86,-0.04,-0.02,-0.03,-0.02,4.05,4.05,3.96,4.31,5.18,-2.81,11.89,4.44,,-0.24,34.6,,,,,,,,2026-04-02,48.78,4.44,5.77,4841.15,,,,,,,,,,,,,
2026-04-02T23:04:25.651,GALLANTT,561.0,546.05,555.9,-1.23,518.83,526.03,615.64,33.41,28.43,metals & mining,steel - medium / small,6.52,-0.23,-0.09,-0.22,-0.08,2.74,2.74,2.74,4.59,6.7,4.27,25.5,4.58,,0.17,31.6,,,,,,,,2026-04-02,38.62,4.01,5.07,13580.5,,,,,,,,,,,,,
2026-04-02T23:04:25.651,GODAVARIB,314.5,305.8,312.15,-0.61,285.77,301.92,332.61,48.47,71.38,fmcg,sugar,1.01,0.12,-0.05,0.13,-0.04,3.8,3.8,2.85,5.69,7.55,30.29,17.76,6.14,,1.71,27.69,,,,,,,,2026-04-02,35.75,7.45,5.86,1607.18,,,,,,,,,,,,,
2026-04-02T23:04:25.651,BLACKBUCK,576.75,559.0,573.45,-0.37,533.03,566.08,588.19,82.39,18.34,transportation,miscellaneous,-0.22,-0.17,0.26,-0.16,0.27,3.18,3.18,3.18,4.76,3.48,-14.92,27.31,4.53,,-0.55,16.07,,,,,,,,2026-04-02,52.91,3.52,1.79,10401.37,,,,,,,,,,,,,
2026-04-02T23:04:25.651,APEX,379.8,366.0,376.55,-1.75,338.27,343.33,442.99,29.14,36.26,fmcg,aquaculture,12.94,0.53,0.48,0.55,0.5,3.77,3.77,3.77,6.6,4.54,13.66,24.86,6.32,,0.55,15.98,,,,,,,,2026-04-02,42.44,8.47,8.22,1197.66,,,,,,,,,,,,,
2026-03-20T15:21:01.437,POWERINDIA,,,24955.0,1.24,,24884.33,25061.01,106.37,129.3,industrials,electric equipment,,0.2,0.26,,,,,0.28,,,,,,,,,,,,,,,,2026-03-20,,,,,24372.6,23400.0,0.88,59.7,31.54,24.22,23169.94,22556.14,23.2,,,,
2026-03-20T15:21:01.437,CHENNPETRO,,,1068.8,4.75,,966.51,1222.23,3.97,7.06,energy,refineries,,0.3,0.41,,,,,10.58,,,,,,,,,,,,,,,,2026-03-20,,,,,988.77,870.8,2.12,64.15,24.3,61.18,918.24,827.52,20.71,,,,
2026-03-20T15:21:01.437,CCL,,,1086.4,5.04,,1023.91,1180.14,36.07,36.68,fmcg,tea,,0.11,0.18,,,,,6.1,,,,,,,,,,,,,,,,2026-03-20,,,,,1024.0,1024.4,2.49,63.16,15.15,20.37,1008.5,968.67,19.73,,,,
2026-03-20T15:21:01.437,JBCHEPHARM,,,2123.9,1.87,,2108.86,2146.45,42.04,43.19,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.14,0.26,,,,,0.71,,,,,,,,,,,,,,,,2026-03-20,,,,,2038.4,2065.0,1.31,62.78,26.56,22.92,2015.63,1949.44,9.19,,,,
2026-03-20T15:21:01.437,GRANULES,,,590.35,1.35,,563.7,630.32,23.84,25.91,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.03,0.19,,,,,4.73,,,,,,,,,,,,,,,,2026-03-20,,,,,570.36,555.75,1.34,54.73,10.7,27.92,552.58,529.05,5.93,,,,
2026-03-20T15:21:01.437,COALINDIA,,,469.05,3.27,,454.39,491.04,10.1,9.37,metals & mining,mining / minerals / metals,,0.1,0.18,,,,,3.23,,,,,,,,,,,,,,,,2026-03-20,,,,,447.08,449.2,1.97,64.17,25.35,24.06,441.44,424.08,5.81,,,,
2026-03-20T15:21:01.437,ABB,,,6297.0,1.34,,6211.73,6424.91,77.06,78.92,industrials,electric equipment,,0.08,0.04,,,,,1.37,,,,,,,,,,,,,,,,2026-03-20,,,,,6125.0,6162.5,0.52,60.01,34.35,22.48,5925.91,5730.6,4.98,,,,
2026-03-20T15:21:01.437,AUROPHARMA,,,1291.3,3.51,,1276.24,1313.89,20.6,20.78,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.07,0.09,,,,,1.18,,,,,,,,,,,,,,,,2026-03-20,,,,,1233.13,1240.0,0.72,60.73,14.14,24.11,1219.34,1171.87,4.43,,,,
2026-03-20T15:21:01.437,NLCINDIA,,,266.5,3.04,,248.48,293.53,12.76,13.01,power & utilities,power generation and supply,,-0.07,0.14,,,,,7.25,,,,,,,,,,,,,,,,2026-03-20,,,,,255.83,255.0,1.95,56.9,15.49,12.67,241.95,230.84,4.34,,,,
2026-03-20T15:21:01.437,INOXINDIA,,,1185.0,0.2,,1148.49,1239.77,44.28,43.26,industrials,packaging,,-0.1,-0.07,,,,,3.18,,,,,,,,,,,,,,,,2026-03-20,,,,,1153.75,1117.0,3.82,56.15,17.09,3.4,1091.7,1066.72,4.21,,,,
2026-03-20T15:21:01.437,TATAPOWER,,,402.2,0.93,,387.14,424.78,41.72,33.6,power & utilities,power generation and supply,,-0.06,-0.03,,,,,3.89,,,,,,,,,,,,,,,,2026-03-20,,,,,393.96,385.0,4.3,63.26,17.15,3.87,375.64,371.97,3.06,,,,
2026-03-20T15:21:01.437,LLOYDSME,,,1245.5,5.07,,1158.13,1376.56,15.67,25.25,metals & mining,mining / minerals / metals,,-0.13,-0.19,,,,,7.54,,,,,,,,,,,,,,,,2026-03-20,,,,,1176.98,1119.9,2.17,55.16,11.58,-10.56,1116.5,1049.25,1.45,,,,
2026-03-20T15:21:01.437,NTPCGREEN,,,101.19,2.34,,92.71,113.91,1264.88,149.82,power & utilities,power generation and supply,,-0.1,-0.09,,,,,9.14,,,,,,,,,,,,,,,,2026-03-20,,,,,97.12,94.21,1.48,71.71,30.93,-1.93,91.38,84.79,0.84,,,,
2026-03-20T15:21:01.437,OLECTRA,,,1102.0,10.11,,880.03,1434.95,48.76,57.45,auto,automobiles - lcvs / hcvs,,-0.39,-0.12,,,,,25.22,,,,,,,,,,,,,,,,2026-03-20,,,,,985.93,866.6,11.0,62.51,20.86,-27.97,958.78,879.26,0.72,,,,
2026-03-20T15:21:01.437,NHPC,,,76.79,0.72,,73.41,81.85,87.26,24.2,power & utilities,power generation and supply,,-0.19,-0.16,,,,,4.6,,,,,,,,,,,,,,,,2026-03-20,,,,,75.04,74.27,1.04,55.1,18.51,-6.11,72.86,71.56,-0.57,,,,
2026-03-20T15:21:01.437,VGUARD,,,325.05,0.31,,309.01,349.11,62.51,49.4,industrials,electric equipment,,-0.19,-0.2,,,,,5.19,,,,,,,,,,,,,,,,2026-03-20,,,,,315.85,312.15,0.41,53.35,16.85,-12.63,304.54,291.91,-1.25,,,,
2026-03-20T15:21:01.437,HFCL,,,71.31,0.89,,69.19,74.48,26.61,196.33,telecom,cables - telephone,,-0.12,-0.17,,,,,3.06,,,,,,,,,,,,,,,,2026-03-20,,,,,69.32,69.3,0.5,52.73,16.51,-1.37,65.07,61.56,-2.15,,,,
2026-03-20T15:21:01.437,MAHSEAMLES,,,565.85,2.1,,551.65,587.15,7.81,8.84,industrials,steel - large,,-0.15,-0.24,,,,,2.57,,,,,,,,,,,,,,,,2026-03-20,,,,,545.03,539.3,0.69,58.58,17.35,-16.15,531.85,508.95,-3.65,,,,
2026-03-20T15:21:01.437,JINDALSAW,,,195.2,3.09,,182.4,214.41,12.05,10.72,industrials,steel - large,,-0.15,-0.18,,,,,7.02,,,,,,,,,,,,,,,,2026-03-20,,,,,186.69,187.0,0.24,56.52,24.01,-4.39,174.64,161.89,-5.71,,,,
2026-03-20T15:21:01.437,ATHERENERG,,,780.35,3.45,,695.68,907.35,-87.88,-37.1,auto,automobiles - scooters and 3 - wheelers,,0.22,1.29,,,,,12.17,,,,,,,,,,,,,,,,2026-03-20,,,,,740.78,684.45,1.71,71.47,16.92,87.72,712.4,663.09,NaN,,,,
2026-03-19T13:31:19.795,CALSOFT,13.56,,13.11,-2.89,11.64,11.71,15.9,20.48,48.21,i.t,computers - software - medium / small,-2.47,-0.21,-0.38,-0.18,-0.36,19.37,19.37,4.23,8.31,15.4,-0.75,1.09,,,,,,,,,9.18,,,2026-03-19,,,,,,,0.42,48.69,16.38,,,,,13.01,13.56,41.33,8.42
2026-03-19T13:31:19.795,SIGMA,43.28,,40.84,1.64,35.87,36.81,48.89,1.57,1.63,i.t,computers - software - medium / small,9.99,-0.19,0.05,-0.22,0.03,8.8,8.8,8.06,7.91,4.55,-6.17,3.24,,,,,,,,,27.48,,,2026-03-19,,,,,,,0.55,45.67,23.18,,,,,40.05,43.28,40.47,7.67
2026-03-19T13:31:19.795,TARAPUR,26.84,,26.15,2.23,23.76,22.32,33.81,-54.48,-69.14,industrials,electric equipment,9.99,-0.19,-0.08,-0.17,-0.1,9.46,9.46,7.36,6.0,11.28,-0.69,1.57,,,,,,,,,73.35,,,2026-03-19,,,,,,,0.54,52.05,29.36,,,,,25.0,26.84,44.74,6.24
2026-03-19T13:31:19.795,AIIL,489.5,,481.3,-0.87,442.19,432.87,578.16,12.65,2.27,financials,finance & investments,10.74,-0.3,-0.13,-0.31,-0.12,5.04,5.04,5.04,5.97,4.18,-34.48,28.71,,,,,,,,,53.29,,,2026-03-19,,,,,,,0.36,50.09,25.68,,,,,466.0,489.5,43.29,5.53
2026-03-19T13:31:19.795,ORIENTCER,40.8,,39.31,2.93,35.86,33.96,50.01,26.56,23.15,building materials,refractories / intermediates,0.31,-0.1,-0.12,-0.14,-0.14,19.26,19.26,6.53,6.37,14.91,-1.74,2.5,,,,,,,,,40.36,,,2026-03-19,,,,,,,8.94,52.17,17.67,,,,,38.3,40.8,48.07,5.45
2026-03-19T13:31:19.795,SIGMAADV,167.01,,167.01,5.0,154.09,141.39,218.25,-298.23,8.72,aerospace & defence,electronics - components,7.54,-0.02,0.53,-0.03,0.46,9.16,9.16,4.06,4.82,15.12,-6.53,8.04,,,,,,,,,80.96,,,2026-03-19,,,,,,,2.9,52.57,19.78,,,,,160.5,167.01,49.95,5.31
2026-03-19T13:31:19.795,WAAREEINDO,366.85,,366.85,4.99,337.74,293.48,513.59,9.2,5.94,industrials,electric equipment,15.28,91.58,132.79,90.28,126.63,9.67,9.67,5.39,4.74,12.02,-34.85,17.39,,,,,,,,,107.84,,,2026-03-19,,,,,,,0.79,51.43,32.74,,,,,348.1,366.85,44.79,5.06
2026-03-19T13:31:19.795,MUKANDLTD,129.9,,126.95,-0.01,118.07,117.92,145.02,44.7,30.59,metals & mining,steel - medium / small,4.93,-0.15,-0.15,-0.14,-0.15,4.76,4.76,4.76,4.95,8.67,-0.44,6.28,,,,,,,,,46.97,,,2026-03-19,,,,,,,0.73,51.3,12.7,,,,,124.0,129.9,47.98,4.94
2026-03-19T13:31:19.795,CSBBANK,397.75,,382.25,-2.06,351.94,339.37,468.0,10.86,10.88,bank,banks - private sector,3.55,0.0,-0.1,0.01,-0.08,13.17,13.17,6.92,5.64,9.79,-37.38,21.54,,,,,,,,,47.58,,,2026-03-19,,,,,,,0.86,49.86,30.99,,,,,372.0,397.75,46.24,4.66
2026-03-19T13:31:19.795,SKMEGGPROD,167.46,,163.85,-0.69,150.41,143.67,204.22,3.59,5.61,fmcg,food - processing - indian,9.34,-0.13,0.2,-0.15,0.21,6.93,6.93,4.67,4.85,8.04,-10.87,7.95,,,,,,,,,48.53,,,2026-03-19,,,,,,,0.23,47.52,27.48,,,,,159.99,167.46,45.55,4.54
2026-03-19T13:31:19.795,MAANALU,137.4,,135.0,3.01,125.11,120.89,163.22,64.9,46.48,metals & mining,aluminium and aluminium products,1.12,0.11,0.08,0.08,0.05,11.26,11.26,6.43,4.7,9.74,-8.9,6.35,,,,,,,,,92.92,,,2026-03-19,,,,,,,0.88,47.81,41.15,,,,,129.1,137.4,47.77,4.47
2026-03-19T13:31:19.795,ARMANFIN,1538.0,,1514.9,1.92,1410.24,1307.89,1928.92,17.92,55.01,financials,finance & investments,7.7,-0.04,-0.18,-0.05,-0.2,8.46,8.46,5.57,4.73,11.3,-30.11,71.6,,,,,,,,,81.14,,,2026-03-19,,,,,,,0.98,53.09,24.23,,,,,1456.8,1538.0,48.47,4.44
2026-03-19T13:31:19.795,FEDFINA,135.24,,134.8,-1.56,125.63,121.26,161.88,14.34,16.24,financials,finance & investments,9.36,-0.16,0.12,-0.16,0.14,3.29,3.29,2.45,4.52,6.14,-7.22,6.09,,,,,,,,,45.79,,,2026-03-19,,,,,,,0.32,51.4,19.04,,,,,132.01,135.24,47.31,4.34
2026-03-19T13:31:19.795,EMCURE,1520.0,,1472.1,-3.88,1382.65,1458.08,1500.15,30.27,33.37,healthcare,pharmaceuticals - indian - bulk drugs & formln,2.68,0.01,0.14,0.04,0.19,3.46,3.46,3.46,4.34,0.2,-20.96,63.91,,,,,,,,,4.54,,,2026-03-19,,,,,,,0.25,48.77,14.15,,,,,1469.2,1520.0,54.6,4.11
2026-03-19T13:31:19.795,SASTASUNDR,289.5,,281.45,-1.45,264.74,270.13,304.1,201.04,34.91,financials,finance & investments,5.21,-0.17,-0.04,-0.17,-0.03,3.02,3.02,3.02,4.08,2.42,-12.47,11.48,,,,,,,,,3.92,,,2026-03-19,,,,,,,0.48,46.98,15.16,,,,,281.0,289.5,41.75,3.91
2026-03-19T13:31:19.795,BLACKBUCK,602.7,,595.0,-0.13,557.31,547.75,689.5,85.49,18.98,transportation,miscellaneous,3.45,-0.08,0.34,-0.08,0.34,6.35,6.35,4.26,4.12,7.01,-2.96,24.49,,,,,,,,,69.0,,,2026-03-19,,,,,,,0.36,52.13,19.01,,,,,578.1,602.7,49.67,3.9
2026-03-19T13:31:19.795,GMBREW,1028.55,,1002.3,-2.55,937.75,945.14,1116.62,13.63,14.4,fmcg,breweries & distilleries,3.21,0.29,0.27,0.31,0.31,5.57,5.57,2.85,4.41,5.28,-7.56,44.2,,,,,,,,,5.2,,,2026-03-19,,,,,,,0.34,50.41,12.81,,,,,1000.0,1028.55,52.05,3.88
2026-03-19T13:31:19.795,CGCL,173.39,,168.24,-1.23,158.88,159.67,185.38,15.81,18.3,financials,finance & investments,7.58,-0.19,-0.02,-0.16,-0.0,4.33,4.33,4.33,3.7,1.23,-3.51,6.22,,,,,,,,,32.81,,,2026-03-19,,,,,,,0.72,49.55,17.27,,,,,166.2,173.39,43.28,3.71
2026-03-19T13:31:19.795,MON100,226.45,,223.72,-0.7,214.32,215.23,240.7,NaN,0.0,indices,indices,1.8,-0.04,0.13,-0.04,0.14,3.23,3.23,2.44,2.96,4.54,-5.01,6.62,,,,,,,,,40.15,,,2026-03-19,,,,,,,0.47,48.53,15.38,,,,,221.06,226.45,49.07,2.78
2026-03-19T13:31:19.795,MAFANG,160.92,,160.8,0.37,157.57,160.21,161.98,NaN,0.0,indices,indices,-2.35,-0.11,0.02,-0.13,0.02,3.69,3.69,0.44,1.45,3.61,-0.02,2.33,,,,,,,,,25.33,,,2026-03-19,,,,,,,1.08,53.49,15.89,,,,,160.21,160.92,49.05,0.68
2026-03-12T11:07:28.829,INDSWFTLAB,145.9,,140.75,-1.45,128.46,138.78,144.7,30.07,3.92,healthcare,pharmaceuticals - indian - bulk drugs & formln,1.5,0.23,0.22,0.21,0.24,4.5,4.5,4.5,6.18,0.81,19.91,8.7,,,,,,,,,12.99,,,2026-03-12,,,,,,,0.16,56.12,33.03,,,,,139.62,145.9,69.66,6.21
2026-03-12T11:07:28.829,KRN,920.0,,905.0,-2.36,832.53,974.81,765.37,61.99,84.73,industrials,engineering,-5.15,-0.02,0.03,-0.01,0.06,2.32,2.32,2.32,5.85,0.66,139.65,52.99,,,,,,,,,11.13,,,2026-03-12,,,,,,,0.18,57.18,30.45,,,,,899.1,920.0,58.34,6.11
2026-03-12T11:07:28.829,LINCOLN,624.9,,619.3,-0.41,581.66,634.78,588.35,10.84,14.18,healthcare,pharmaceuticals - indian - formulations,-3.36,0.03,0.06,0.02,0.06,2.27,2.27,2.27,3.87,1.36,85.05,23.98,,,,,,,,,34.61,,,2026-03-12,,,,,,,0.15,61.53,57.02,,,,,611.0,624.9,62.78,5.57
2026-03-12T11:07:28.829,PFOCUS,277.5,,276.95,0.51,255.35,269.45,291.96,76.09,-59.39,realty,miscellaneous,1.63,0.35,0.93,0.33,0.92,2.63,2.63,2.63,4.7,2.42,25.34,13.0,,,,,,,,,50.37,,,2026-03-12,,,,,,,0.24,57.1,32.36,,,,,270.4,277.5,72.72,5.51
2026-03-12T11:07:28.829,SCHNEIDER,909.9,,898.0,-1.16,836.44,905.27,883.46,55.3,88.63,industrials,electric equipment,-2.64,-0.05,0.04,-0.05,0.06,3.75,3.75,3.75,4.76,2.39,134.68,42.73,,,,,,,,,49.15,,,2026-03-12,,,,,,,0.04,59.03,38.2,,,,,877.0,909.9,61.41,5.28
2026-03-12T11:07:28.829,ROSSTECH,721.0,,717.8,1.09,655.58,680.56,792.29,125.49,126.34,aerospace & defence,engineering,2.3,-0.11,0.66,-0.08,0.65,4.14,4.14,3.89,5.52,3.68,45.25,39.61,,,,,,,,,60.09,,,2026-03-12,,,,,,,0.07,53.67,15.31,,,,,694.0,721.0,57.08,5.22
2026-03-12T11:07:28.829,FINCABLES,902.9,,887.0,-0.1,828.64,915.11,830.79,20.67,19.94,industrials,cables - power,-1.92,-0.04,-0.13,-0.04,-0.12,3.9,3.9,3.9,5.53,2.07,87.11,49.07,,,,,,,,,36.58,,,2026-03-12,,,,,,,0.55,55.31,40.22,,,,,869.05,902.9,56.84,4.78
2026-03-12T11:07:28.829,KIRLOSENG,1450.7,,1448.2,-0.15,1358.49,1452.02,1440.56,47.27,38.53,industrials,engines,-1.99,0.51,0.65,0.5,0.65,3.26,3.26,3.26,4.25,3.08,174.16,61.53,,,,,,,,,70.37,,,2026-03-12,,,,,,,0.22,62.79,22.79,,,,,1404.9,1450.7,67.83,4.58
2026-03-12T11:07:28.829,HAPPYFORGE,1292.1,,1291.9,0.1,1213.18,1295.16,1285.39,38.59,42.58,industrials,castings & forgings,-2.28,0.27,0.3,0.3,0.3,3.32,3.32,3.32,4.41,5.91,113.51,57.03,,,,,,,,,72.42,,,2026-03-12,,,,,,,0.27,56.4,32.06,,,,,1250.6,1292.1,65.53,4.52
2026-03-12T11:07:28.829,GVT&D,3822.9,,3752.4,-0.84,3515.44,3779.03,3699.14,82.58,90.72,industrials,electric equipment,-1.01,0.24,0.54,0.26,0.55,2.34,2.34,2.34,4.19,0.45,414.27,157.36,,,,,,,,,10.74,,,2026-03-12,,,,,,,0.38,56.13,33.1,,,,,3735.5,3822.9,67.03,4.01
2026-03-12T11:07:28.829,WHEELS,913.35,,909.0,-1.02,855.85,891.82,943.35,15.4,16.56,auto,auto ancillaries,2.37,0.13,0.08,0.13,0.09,2.35,2.35,2.35,3.92,1.86,59.97,35.67,,,,,,,,,46.54,,,2026-03-12,,,,,,,0.31,56.88,21.97,,,,,892.4,913.35,58.95,3.99
2026-03-12T11:07:28.829,ACUTAAS,2198.3,,2168.1,-1.14,2041.37,2184.64,2135.02,41.09,62.27,healthcare,pharmaceuticals - indian - bulk drugs,-0.35,0.39,0.83,0.36,0.86,2.36,2.36,2.36,4.22,0.96,227.69,91.54,,,,,,,,,22.4,,,2026-03-12,,,,,,,0.45,56.4,34.88,,,,,2147.6,2198.3,71.39,3.87
2026-03-12T11:07:28.829,OIL,489.75,,487.55,1.0,460.21,466.79,529.07,16.58,13.47,energy,oil drilling / allied services,0.28,0.13,0.09,0.12,0.08,5.11,5.11,2.79,3.95,5.82,23.14,19.26,,,,,,,,,57.64,,,2026-03-12,,,,,,,0.45,56.36,21.77,,,,,476.45,489.75,60.44,3.71
2026-03-12T11:07:28.829,LINDEINDIA,6798.5,,6746.0,-0.44,6439.11,6715.74,6806.52,74.39,97.96,chemicals,chemicals,-1.82,-0.04,-0.02,-0.04,-0.02,2.54,2.54,2.54,3.08,2.12,444.37,207.65,,,,,,,,,55.86,,,2026-03-12,,,,,,,0.21,57.3,32.85,,,,,6630.0,6798.5,61.3,3.36
2026-03-12T11:07:28.829,SIEMENS,3284.3,,3281.2,0.28,3120.12,3247.7,3348.19,105.17,65.87,industrials,electric equipment,0.38,-0.06,-0.03,-0.06,-0.03,2.01,2.01,2.01,3.33,1.91,151.84,109.27,,,,,,,,,56.37,,,2026-03-12,,,,,,,0.25,54.27,14.3,,,,,3219.6,3284.3,55.13,3.31
