Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score
2026-08-20T10:17:17.742,SHILPAMED,0.06,3.2,3.2,healthcare,pharmaceuticals - indian - formulations,9688.8,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,WELSPUNLIV,0.15,13.66,17.12,textiles,textiles - products,6052.43,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,THELEELA,0.23,7.65,8.77,services,hotels,4349.25,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,UTTAMSUGAR,0.28,10.55,20.17,fmcg,sugar,299.94,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,SEAMECLTD,0.29,9.9,16.15,miscellaneous,miscellaneous,1186.14,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,AKUMS,0.33,4.47,8.24,healthcare,pharmaceuticals - indian - bulk drugs & formln,3007.81,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,BLISSGVS,0.41,20.19,21.44,healthcare,pharmaceuticals - indian - formulations,4135.57,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,APOLLOPIPE,0.48,8.08,16.41,plastic products,plastics products,1246.74,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,DOLPHIN,0.57,16.82,37.81,energy,oil drilling / allied services,651.55,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,RISHABH,0.66,9.44,15.05,industrials,electric equipment,831.79,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,KABRAEXTRU,0.82,8.18,9.91,industrials,engineering,733.21,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,MAGADSUGAR,0.91,9.44,14.04,fmcg,sugar,333.65,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,MOREPENLAB,1.18,7.56,17.83,healthcare,pharmaceuticals - indian - bulk drugs & formln,3222.95,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,ACMESOLAR,1.18,8.94,8.94,realty,engineering - turnkey services,7963.32,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,DALMIASUG,1.31,11.66,19.26,fmcg,sugar,995.77,2026-08-20,,,,,,,,,,,,,,,,,,
2026-08-20T10:17:17.742,KRISHANA,1.43,8.83,8.83,chemicals,fertilizers,330.55,2026-08-20,,,,,,,,,,,,,,,,,,
