Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,High,Lod price,Initial_atr1.5sl,%ch y_low,Srs y,Ars y,%ch_high,%ch 2 low,Atr%,%ch_3low,Lod dist%,E_s50,Avg_true_range,Adr%,Vars,Smavars,Ma_x,Rvol,Market_cap,From52wh,3d range,5d,Free float,Low,Max2,W rsi,Lod dist,Adr p - adr%
2026-04-02T12:31:44.185,CCL,1043.6,-3.58,,,1046.51,1037.77,,34.65,38.38,,fmcg,tea,,4.16,,0.13,0.14,,,,2026-04-02,1075.0,1032.1,985.41,0.29,0.17,0.18,4.16,4.16,3.87,1.88,28.46,30.02,40.41,3.54,6.91,7.99,0.74,21.84,14451.73,,,,,,,,,
2026-04-02T12:31:44.185,SYRMA,773.4,-3.03,,,745.28,829.65,,36.28,52.37,,consumer discretionary,electronics - components,,3.37,,-0.11,0.05,,,,2026-04-02,791.0,765.2,715.8,8.29,-0.05,0.08,3.37,3.37,5.27,1.07,20.11,-13.43,40.78,4.53,6.83,4.62,-0.33,19.54,15380.16,,,,,,,,,
2026-04-02T12:31:44.185,STYLEBAAZA,289.25,-1.77,,,241.83,384.1,,28.47,33.23,,consumer discretionary,trading,,3.5,,-0.29,-0.02,,,,2026-04-02,294.0,284.05,261.78,22.39,-0.27,0.0,4.05,4.05,6.58,7.49,27.32,-15.66,19.03,6.54,2.49,3.96,-0.82,19.48,2197.11,,,,,,,,,
2026-04-02T12:31:44.185,GMDCLTD,570.25,-1.73,,,548.7,613.35,,34.11,18.66,,metals & mining,mining / minerals / metals,,2.44,,-0.15,0.45,,,,2026-04-02,578.95,565.15,531.83,6.54,-0.11,0.48,2.44,2.44,4.32,4.05,20.69,5.03,24.64,4.21,6.33,4.42,0.2,19.46,18453.54,,,,,,,,,
2026-04-02T12:31:44.185,ENTERO,1229.8,-1.35,,,1160.7,1368.0,,48.42,48.11,,healthcare,trading,,3.26,,0.03,0.0,,,,2026-04-02,1246.6,1207.2,1153.3,10.1,0.02,0.02,3.26,3.26,4.26,4.09,43.12,117.84,52.41,4.4,6.24,5.92,2.25,18.41,5424.07,,,,,,,,,
2026-04-02T12:31:44.185,AVALON,928.3,-0.91,,,885.79,1013.33,,47.46,64.83,,consumer discretionary,electronics - components,,2.75,,-0.15,0.02,,,,2026-04-02,935.0,910.0,857.89,5.95,-0.15,0.03,2.75,2.75,5.05,2.01,39.02,-22.02,46.9,4.98,4.83,4.94,-0.47,18.2,6254.31,,,,,,,,,
2026-04-02T12:31:44.185,SKMEGGPROD,155.23,-1.73,,,147.78,170.13,,3.4,5.37,,fmcg,food - processing - indian,,2.69,,-0.07,0.0,,,,2026-04-02,155.88,151.79,141.45,3.69,-0.08,0.02,2.69,2.69,5.8,6.25,38.22,-17.17,9.0,5.01,3.24,1.2,-1.91,17.95,415.91,,,,,,,,,
2026-04-02T12:31:44.185,AVL,456.7,-2.42,,,447.74,474.62,,53.86,54.17,,consumer discretionary,trading,,2.21,,-0.26,0.18,,,,2026-04-02,463.0,453.0,428.34,3.71,-0.24,0.21,2.21,2.21,4.29,0.82,18.89,-24.42,19.58,4.2,4.76,3.75,-1.25,17.72,6044.31,,,,,,,,,
2026-04-02T12:31:44.185,CENTUM,2769.7,-3.35,,,2753.45,2802.2,,-16.66,-161.54,,consumer discretionary,electronics - components,,4.4,,-0.05,0.15,,,,2026-04-02,2850.0,2730.0,2522.66,1.85,-0.02,0.19,4.4,4.4,6.22,1.7,23.06,211.26,172.15,5.99,9.11,8.2,1.23,16.67,4222.94,,,,,,,,,
2026-04-02T12:31:44.185,TIRUPATIFL,41.7,-1.88,,,43.24,38.62,,65.16,85.0,,industrials,castings & forgings,,2.07,,0.07,-0.06,,,,2026-04-02,41.9,41.05,37.41,-7.03,0.09,-0.04,3.51,3.51,7.17,6.92,21.73,3.56,2.99,7.58,8.6,8.49,1.19,15.6,538.18,,,,,,,,,
2026-04-02T12:31:44.185,GALLANTT,553.5,-1.66,,,525.9,608.7,,33.26,28.43,,metals & mining,steel - medium / small,,2.74,,-0.24,-0.1,,,,2026-04-02,561.0,546.05,516.44,6.52,-0.22,-0.08,2.74,2.74,4.61,6.24,29.22,1.92,25.5,4.58,4.31,5.08,0.08,15.11,13580.5,,,,,,,,,
2026-04-02T12:31:44.185,LUMAXTECH,1551.2,-2.65,,,1475.19,1703.22,,32.05,43.59,,auto,auto ancillaries,,1.95,,0.08,0.3,,,,2026-04-02,1565.0,1535.0,1419.35,7.91,0.17,0.34,1.95,1.95,5.45,2.73,19.16,9.89,84.54,5.07,6.02,4.59,0.12,14.8,10860.93,,,,,,,,,
2026-04-02T12:31:44.185,AEROFLEX,246.45,-1.67,,,239.14,261.07,,48.13,65.96,,metals & mining,steel - medium / small,,2.47,,0.3,0.13,,,,2026-04-02,247.0,241.05,226.43,3.72,0.32,0.15,2.47,2.47,5.84,5.15,37.51,35.35,14.4,5.42,11.18,8.23,2.46,13.57,3316.74,,,,,,,,,
2026-04-02T12:31:44.185,GODAVARIB,309.4,-1.48,,,301.78,324.63,,48.04,71.38,,fmcg,sugar,,2.68,,0.11,-0.06,,,,2026-04-02,314.0,305.8,283.05,1.01,0.13,-0.04,3.63,3.63,5.72,6.6,20.34,27.6,17.7,6.13,7.69,5.87,1.56,12.9,1607.18,,,,,,,,,
2026-04-02T12:31:44.185,AVANTIFEED,1182.9,-3.33,,,1130.34,1288.03,,24.64,25.77,,fmcg,food - processing - indian,,4.5,,0.7,0.52,,,,2026-04-02,1222.0,1169.4,1074.03,7.66,0.75,0.57,4.5,4.5,6.05,1.8,18.87,45.32,71.54,5.84,11.21,10.21,0.63,11.93,16671.02,,,,,,,,,
2026-04-02T12:31:44.185,CEIGALL,274.9,-1.08,,,261.41,301.88,,16.52,19.18,,realty,construction,,1.87,,-0.04,-0.03,,,,2026-04-02,275.4,270.35,258.34,3.86,-0.03,-0.02,1.96,1.96,4.17,4.7,39.67,-4.03,11.47,4.34,4.73,5.78,-0.35,9.91,4841.15,,,,,,,,,
2026-04-02T12:31:44.185,BLACKBUCK,564.95,-1.84,,,565.65,563.55,,81.17,18.34,,transportation,miscellaneous,,1.98,,-0.18,0.24,,,,2026-04-02,570.05,559.0,524.63,-0.22,-0.16,0.27,1.98,1.98,4.81,1.95,21.92,-23.25,27.15,4.47,3.6,1.79,-0.86,8.02,10401.37,,,,,,,,,
2026-04-02T12:31:44.185,ZYDUSWELL,425.8,-2.28,,,426.77,423.87,,-85.16,9.86,,fmcg,food - processing - indian,,2.78,,-0.15,-0.02,,,,2026-04-02,432.0,420.3,395.95,3.12,-0.13,0.0,2.78,2.78,5.31,1.31,24.34,15.13,22.59,5.0,5.22,3.09,0.67,3.05,13863.85,,,,,,,,,
2026-03-27T14:04:51.88,PFOCUS,,,,,,,,,,,realty,miscellaneous,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,0.58,14.35,25.81,9862.91,,,,,
2026-03-27T14:04:51.88,GRANULES,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,2.34,11.39,12.92,9279.07,,,,,
2026-03-27T14:04:51.88,EMCURE,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,2.49,13.99,15.79,6837.77,,,,,
2026-03-27T14:04:51.88,KTKBANK,,,,,,,,,,,bank,banks - private sector,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,3.98,7.48,12.45,8676.43,,,,,
2026-03-27T14:04:51.88,SEAMECLTD,,,,,,,,,,,miscellaneous,miscellaneous,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,4.48,10.61,12.43,969.93,,,,,
2026-03-27T14:04:51.88,CCL,,,,,,,,,,,fmcg,tea,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,4.64,5.17,6.39,7608.13,,,,,
2026-03-27T14:04:51.88,AETHER,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,4.79,14.12,16.12,3945.53,,,,,
2026-03-27T14:04:51.88,MBAPL,,,,,,,,,,,chemicals,fertilizers,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,5.32,9.51,9.51,1025.03,,,,,
2026-03-27T14:04:51.88,GPIL,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,5.64,11.95,12.46,6691.83,,,,,
2026-03-27T14:04:51.88,TDPOWERSYS,,,,,,,,,,,industrials,electric equipment,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,7.41,7.49,11.6,9868.29,,,,,
2026-03-27T14:04:51.88,AGIIL,,,,,,,,,,,realty,construction,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,7.49,7.98,12.2,1070.22,,,,,
2026-03-27T14:04:51.88,DBOL,,,,,,,,,,,fmcg,sugar,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,7.66,16.59,17.32,348.65,,,,,
2026-03-27T14:04:51.88,AEROFLEX,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,8.19,15.12,19.89,1034.57,,,,,
2026-03-27T14:04:51.88,VENUSREM,,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,8.58,11.03,11.03,672.39,,,,,
2026-03-27T14:04:51.88,INDSWFTLAB,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,8.62,15.77,15.77,685.75,,,,,
2026-03-27T14:04:51.88,STLTECH,,,,,,,,,,,industrials,cables - telephone,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,9.1,12.7,16.34,5070.57,,,,,
2026-03-27T14:04:51.88,SENORES,,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,9.24,12.22,13.51,1985.51,,,,,
2026-03-27T14:04:51.88,SMSPHARMA,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,9.93,11.06,13.31,1168.77,,,,,
2026-03-27T14:04:51.88,SAKAR,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,10.11,8.48,8.92,544.9,,,,,
2026-03-27T14:04:51.88,J&KBANK,,,,,,,,,,,bank,banks - private sector,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,10.97,7.68,14.54,5114.2,,,,,
2026-03-27T14:04:51.88,SHRIPISTON,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,11.18,8.82,12.44,7498.43,,,,,
2026-03-27T14:04:51.88,BLISSGVS,,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,11.48,18.01,20.16,1476.36,,,,,
2026-03-27T14:04:51.88,ARVIND,,,,,,,,,,,textiles,textiles - cotton/blended,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,12.02,6.79,7.95,5633.64,,,,,
2026-03-27T14:04:51.88,GODAVARIB,,,,,,,,,,,fmcg,sugar,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,12.04,6.59,12.6,575.86,,,,,
2026-03-27T14:04:51.88,ABSLAMC,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,12.47,6.58,8.93,6659.67,,,,,
2026-03-27T14:04:51.88,STEELCAS,,,,,,,,,,,industrials,castings & forgings,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,12.51,5.23,9.12,1245.73,,,,,
2026-03-27T14:04:51.88,GMDCLTD,,,,,,,,,,,metals & mining,mining / minerals / metals,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,12.93,4.88,11.13,4686.72,,,,,
2026-03-27T14:04:51.88,BAJAJCON,,,,,,,,,,,fmcg,personal care - indian,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,13.95,5.88,7.86,2619.93,,,,,
2026-03-27T14:04:51.88,GLOBAL,,,,,,,,,,,services,miscellaneous,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,14.11,8.0,12.61,135.08,,,,,
2026-03-27T14:04:51.88,CIEINDIA,,,,,,,,,,,industrials,castings & forgings,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,14.2,6.51,12.54,5872.47,,,,,
2026-03-27T14:04:51.88,CHENNPETRO,,,,,,,,,,,energy,refineries,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,14.26,10.32,16.65,4606.82,,,,,
2026-03-27T14:04:51.88,SUNTV,,,,,,,,,,,media,entertainment / electronic media software,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,14.39,12.34,12.34,5831.47,,,,,
2026-03-27T14:04:51.88,TRIVENI,,,,,,,,,,,fmcg,sugar,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,14.89,22.12,24.47,3402.61,,,,,
2026-03-27T14:04:51.88,PRECWIRE,,,,,,,,,,,metals & mining,mining / minerals / metals,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,14.91,8.04,10.33,2403.13,,,,,
2026-03-27T14:04:51.88,UNIPARTS,,,,,,,,,,,industrials,engineering,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,15.25,6.37,8.17,709.72,,,,,
2026-03-27T14:04:51.88,NITINSPIN,,,,,,,,,,,textiles,textiles - cotton/blended,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,15.48,7.27,8.51,877.99,,,,,
2026-03-27T14:04:51.88,AARTIIND,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,15.52,7.85,8.43,8773.69,,,,,
2026-03-27T14:04:51.88,HEG,,,,,,,,,,,industrials,electrodes - graphites,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,16.59,18.95,21.92,4745.05,,,,,
2026-03-27T14:04:51.88,SPORTKING,,,,,,,,,,,textiles,textiles - spinning - synthetic / blended,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,17.34,8.98,13.62,376.99,,,,,
2026-03-27T14:04:51.88,ROSSTECH,,,,,,,,,,,aerospace & defence,engineering,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,17.7,5.88,10.0,656.61,,,,,
2026-03-27T14:04:51.88,AVANTIFEED,,,,,,,,,,,fmcg,food - processing - indian,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,18.27,14.21,15.4,9413.55,,,,,
2026-03-27T14:04:51.88,AVL,,,,,,,,,,,consumer discretionary,trading,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,18.89,7.94,11.59,3314.64,,,,,
2026-03-27T14:04:51.88,MEDPLUS,,,,,,,,,,,consumer discretionary,trading,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,20.12,5.44,6.42,5973.75,,,,,
2026-03-27T14:04:51.88,CUPID,,,,,,,,,,,fmcg,personal care - indian,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,20.39,8.78,12.66,6097.96,,,,,
2026-03-27T14:04:51.88,APEX,,,,,,,,,,,fmcg,aquaculture,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,22.53,14.91,16.3,323.41,,,,,
2026-03-27T14:04:51.88,GMBREW,,,,,,,,,,,fmcg,breweries & distilleries,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,22.62,8.23,11.19,600.68,,,,,
2026-03-27T14:04:51.88,GVPIL,,,,,,,,,,,realty,engineering - turnkey services,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,25.94,6.64,10.64,863.71,,,,,
2026-03-27T14:04:51.88,AVALON,,,,,,,,,,,consumer discretionary,electronics - components,,,,,,,,,2026-03-27,,,,,,,,,,,,,,,,,,,,27.27,11.79,13.37,3556.51,,,,,
2026-03-25T13:12:08.275,CALSOFT,13.46,3.38,,,11.72,16.95,0.46,21.03,46.5,53.05,i.t,computers - software - medium / small,22.92,11.72,,-0.13,-0.31,,,,2026-03-25,14.2,,11.86,1.58,-0.18,-0.33,20.14,20.14,9.0,13.87,,-0.19,1.21,,,,,,,,,,,12.71,14.2,43.97,61.94,9.44
2026-03-25T13:12:08.275,TEAMGTY,257.65,0.72,,,239.14,294.66,0.16,339.01,109.32,49.91,financials,finance & investments,15.34,10.04,,-0.11,0.43,,,,2026-03-25,269.65,,225.92,1.71,-0.08,0.43,10.74,10.74,9.17,5.81,,-3.94,23.62,,,,,,,,,,,245.05,269.65,50.71,53.34,8.83
2026-03-25T13:12:08.275,SIGMA,40.38,4.64,,,37.3,46.54,1.58,1.55,1.56,46.61,i.t,computers - software - medium / small,19.35,13.53,,-0.22,0.04,,,,2026-03-25,44.39,,35.25,0.61,-0.27,-0.01,18.37,18.37,8.77,10.3,,-4.99,3.54,,,,,,,,,,,39.1,44.39,40.44,36.13,8.15
2026-03-25T13:12:08.275,COASTCORP,44.73,0.09,,,40.6,52.99,0.63,10.55,19.26,48.78,fmcg,aquaculture,20.52,3.95,,0.24,0.14,,,,2026-03-25,45.57,,39.67,6.91,0.21,0.14,5.8,5.8,8.45,6.32,,-1.36,3.78,,,,,,,,,,,43.84,45.57,51.62,23.55,7.92
2026-03-25T13:12:08.275,BVCL,39.3,4.13,,,35.02,47.86,0.1,-9.45,3774.0,46.59,building materials,cement - north india,15.4,7.21,,-0.33,0.03,,,,2026-03-25,40.42,,35.2,6.96,-0.36,-0.01,7.79,7.79,6.68,6.22,,-3.28,2.62,,,,,,,,,,,37.7,40.42,42.45,60.98,6.76
2026-03-25T13:12:08.275,PVP,26.58,0.42,,,23.42,32.89,0.33,-47.46,-85.39,48.44,realty,construction,17.19,3.91,,-0.19,0.26,,,,2026-03-25,27.37,,24.0,5.38,-0.16,0.26,11.08,11.08,6.54,9.56,,-1.94,1.74,,,,,,,,,,,26.34,27.37,43.63,13.81,6.71
2026-03-25T13:12:08.275,MANOMAY,219.5,0.86,,,200.7,257.11,1.75,21.44,21.87,53.07,textiles,textiles - products,16.85,4.6,,0.18,0.24,,,,2026-03-25,222.8,,199.32,0.17,0.17,0.23,10.13,10.13,6.56,10.8,,-0.03,14.39,,,,,,,,,,,213.01,222.8,54.63,45.11,6.6
2026-03-25T13:12:08.275,STYLEBAAZA,285.65,1.93,,,224.39,408.16,0.21,28.12,31.63,52.42,consumer discretionary,trading,30.88,6.35,,-0.26,-0.04,,,,2026-03-25,292.45,,258.65,10.23,-0.29,-0.06,18.4,18.4,6.61,24.22,,-19.0,18.87,,,,,,,,,,,275.0,292.45,48.0,56.44,6.27
2026-03-25T13:12:08.275,LANCORHOL,21.7,4.78,,,17.7,29.7,1.18,-180.83,-59.17,46.51,realty,construction,39.93,5.18,,-0.13,-0.11,,,,2026-03-25,21.72,,19.56,15.3,-0.2,-0.15,6.94,6.94,5.82,8.5,,-3.03,1.26,,,,,,,,,,,20.65,21.72,43.15,83.14,6.23
2026-03-25T13:12:08.275,SHREERAMA,53.6,5.97,,,42.0,76.79,3.52,33.5,12.16,55.77,industrials,packaging,22.83,12.0,,-0.15,0.2,,,,2026-03-25,55.45,,48.55,0.92,-0.2,0.14,30.69,30.69,7.27,26.68,,-1.57,3.9,,,,,,,,,,,49.51,55.45,49.73,104.93,6.18
2026-03-25T13:12:08.275,ORIENTCER,37.91,0.69,,,34.58,44.57,0.2,25.61,22.82,48.23,building materials,refractories / intermediates,15.36,3.66,,-0.06,-0.09,,,,2026-03-25,39.09,,34.49,5.85,-0.09,-0.09,8.13,8.13,6.23,5.75,,-2.39,2.36,,,,,,,,,,,37.71,39.09,46.0,8.47,5.85
2026-03-25T13:12:08.275,KIOCL,337.25,2.07,,,299.97,411.82,0.68,281.04,-273.06,52.54,metals & mining,mining / minerals / metals,16.31,4.37,,-0.32,0.13,,,,2026-03-25,345.45,,307.88,8.97,-0.32,0.11,7.9,7.9,6.51,5.34,,-4.88,21.96,,,,,,,,,,,331.0,345.45,46.47,28.46,5.6
2026-03-25T13:12:08.275,SIGMAADV,163.94,0.07,,,148.12,195.58,0.62,-292.75,8.98,49.83,aerospace & defence,electronics - components,17.95,4.47,,-0.09,0.63,,,,2026-03-25,167.15,,150.69,12.43,-0.1,0.63,4.47,4.47,5.31,2.46,,-7.19,8.7,,,,,,,,,,,160.0,167.15,48.91,45.29,5.23
2026-03-25T13:12:08.275,SAGILITY,39.91,6.94,,,35.35,49.03,1.42,17.5,20.62,47.3,i.t,computers - software - medium / small,28.31,4.35,,-0.16,-0.14,,,,2026-03-25,40.29,,36.9,2.46,-0.21,-0.19,11.14,11.14,5.33,11.39,,-5.08,2.13,,,,,,,,,,,38.61,40.29,38.47,61.14,5.21
2026-03-25T13:12:08.275,CUPID,81.4,1.06,,,77.36,89.47,0.18,16.68,25.9,49.46,fmcg,personal care - indian,11.93,1.92,,0.72,2.32,,,,2026-03-25,82.35,,75.03,2.84,0.66,2.29,3.26,3.26,4.57,5.71,,-1.3,3.72,,,,,,,,,,,80.8,82.35,61.14,16.13,5.08
2026-03-25T13:12:08.275,JAYNECOIND,74.73,3.72,,,68.29,87.61,0.55,24.58,18.71,50.88,metals & mining,steel - large,14.72,3.16,,-0.04,0.9,,,,2026-03-25,75.1,,69.01,1.01,-0.08,0.83,8.37,8.37,5.37,9.25,,-1.1,4.02,,,,,,,,,,,72.8,75.1,52.92,48.05,4.86
2026-03-25T13:12:08.275,SKMEGGPROD,164.3,2.69,,,145.54,201.82,0.23,3.6,5.44,50.22,fmcg,food - processing - indian,23.85,4.02,,-0.07,0.09,,,,2026-03-25,166.54,,150.97,5.6,-0.08,0.07,9.44,9.44,4.99,11.58,,-9.21,8.2,,,,,,,,,,,160.1,166.54,45.99,51.22,4.8
2026-03-25T13:12:08.275,DATAMATICS,712.45,3.85,,,649.51,838.33,0.21,28.91,20.8,49.29,i.t,computers - software - medium / small,12.22,5.6,,-0.25,-0.06,,,,2026-03-25,724.5,,659.1,1.62,-0.3,-0.09,8.84,8.84,4.66,8.26,,-12.25,33.2,,,,,,,,,,,686.05,724.5,44.07,79.52,4.67
2026-03-25T13:12:08.275,FEDFINA,133.1,3.57,,,123.19,152.92,0.3,14.16,15.24,50.52,financials,finance & investments,16.5,3.85,,-0.18,0.12,,,,2026-03-25,134.0,,123.52,3.46,-0.22,0.08,5.93,5.93,4.96,8.88,,-6.44,6.6,,,,,,,,,,,129.03,134.0,46.13,61.65,4.67
2026-03-25T13:12:08.275,CARTRADE,1771.0,3.17,,,1563.09,2186.82,0.31,37.84,40.76,44.02,consumer discretionary,miscellaneous,45.36,3.56,,-0.34,-0.1,,,,2026-03-25,1778.4,,1625.43,9.85,-0.37,-0.13,4.63,4.63,4.26,6.05,,-322.02,75.46,,,,,,,,,,,1717.3,1778.4,37.33,71.16,4.65
2026-03-25T13:12:08.275,THYROCARE,378.0,3.15,,,343.13,447.74,0.58,51.92,16.37,48.65,healthcare,healthcare,34.38,4.71,,-0.13,0.01,,,,2026-03-25,383.85,,350.59,6.0,-0.17,-0.02,5.42,5.42,4.94,10.35,,-26.17,18.68,,,,,,,,,,,366.6,383.85,43.37,61.03,4.64
2026-03-25T13:12:08.275,TATVA,1185.0,2.12,,,1098.53,1357.94,0.26,45.65,82.83,52.14,chemicals,chemicals,13.7,4.1,,0.03,0.2,,,,2026-03-25,1208.0,,1100.72,2.28,-0.02,0.18,7.47,7.47,4.45,7.43,,-13.03,52.74,,,,,,,,,,,1160.4,1208.0,48.69,46.64,4.56
2026-03-25T13:12:08.275,AADHARHFC,466.0,0.69,,,455.67,486.66,0.15,17.95,19.42,49.52,financials,finance - housing,15.53,1.15,,-0.19,-0.0,,,,2026-03-25,469.9,,439.63,-4.04,-0.22,-0.01,6.93,6.93,4.0,7.0,,-3.93,18.66,,,,,,,,,,,464.55,469.9,46.73,7.77,4.56
2026-03-25T13:12:08.275,RATEGAIN,495.5,3.05,,,457.37,571.76,0.42,55.3,31.66,45.22,i.t,computers - software - medium / small,28.98,4.41,,-0.31,0.02,,,,2026-03-25,499.9,,458.15,0.72,-0.33,-0.01,8.67,8.67,4.7,7.72,,-62.33,23.29,,,,,,,,,,,478.8,499.9,36.11,71.69,4.55
2026-03-25T13:12:08.275,POCL,1102.9,3.81,,,990.35,1328.01,0.69,23.83,28.18,49.26,metals & mining,mining / minerals / metals,29.1,5.47,,-0.16,0.1,,,,2026-03-25,1131.9,,1021.02,1.64,-0.2,0.06,12.29,12.29,5.07,12.48,,-82.06,55.91,,,,,,,,,,,1073.2,1131.9,43.46,53.12,4.5
2026-03-25T13:12:08.275,CANFINHOME,841.95,1.24,,,796.04,933.77,0.4,10.58,11.37,47.29,financials,finance - housing,31.93,3.43,,0.02,0.03,,,,2026-03-25,864.0,,788.68,2.6,-0.02,0.01,5.83,5.83,4.55,9.06,,-39.27,38.28,,,,,,,,,,,835.35,864.0,47.41,17.24,4.46
2026-03-25T13:12:08.275,MUTHOOTMF,167.85,8.26,,,138.47,226.62,1.13,11.25,-8.8,55.54,financials,finance & investments,26.33,9.85,,-0.07,-0.03,,,,2026-03-25,170.37,,155.96,8.03,-0.14,-0.1,14.23,14.23,5.0,18.87,,-4.39,8.39,,,,,,,,,,,155.1,170.37,49.36,152.02,4.45
2026-03-25T13:12:08.275,VINCOFE,135.0,1.24,,,121.05,162.89,2.95,25.76,27.38,48.99,consumer discretionary,trading,23.3,3.9,,-0.18,-0.03,,,,2026-03-25,138.7,,126.2,9.21,-0.19,-0.04,5.28,5.28,4.43,6.8,,-7.38,5.98,,,,,,,,,,,133.5,138.7,43.28,25.1,4.44
2026-03-25T13:12:08.275,CGCL,168.75,-0.42,,,161.99,182.27,0.46,15.86,18.2,50.57,financials,finance & investments,15.51,2.2,,-0.18,-0.07,,,,2026-03-25,172.0,,158.37,-2.26,-0.2,-0.07,9.59,9.59,4.52,7.52,,-1.66,7.63,,,,,,,,,,,168.3,172.0,43.52,5.9,4.23
2026-03-25T13:12:08.275,BBTCL,174.12,4.35,,,160.18,201.99,0.5,4.52,7.71,50.92,industrials,packaging,16.63,2.99,,-0.19,0.03,,,,2026-03-25,175.15,,162.68,4.03,-0.25,-0.02,5.38,5.38,4.24,5.53,,-6.83,7.39,,,,,,,,,,,170.07,175.15,39.1,54.81,4.19
2026-03-25T13:12:08.275,DCBBANK,175.66,2.4,,,160.96,205.06,0.29,7.62,7.71,48.92,bank,banks - private sector,17.43,3.33,,0.29,0.19,,,,2026-03-25,177.26,,164.28,2.23,0.24,0.16,7.43,7.43,4.48,8.43,,-8.83,7.87,,,,,,,,,,,171.54,177.26,53.86,52.37,4.11
2026-03-25T13:12:08.275,SIRCA,437.2,5.05,,,401.32,508.95,0.59,40.63,37.53,49.57,building materials,trading,28.95,4.78,,-0.19,-0.01,,,,2026-03-25,437.45,,411.3,-0.29,-0.25,-0.05,8.41,8.41,4.54,10.68,,-19.16,19.86,,,,,,,,,,,417.5,437.45,44.31,99.18,4.11
