Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date
2026-08-26T05:24:34.758,IDEA,15.19,7.96,13.8,13.88,13.63,17.53,3.87,-10.85,4.4,72.72,telecom-service,telecommunications - service provider,32.88,11.47,60.42,0.27,0.37,14.13,13.45,28.99,2026-08-26
2026-08-26T05:24:34.758,LAURUSLABS,1866.2,3.62,1760.57,1789.9,1845.03,1897.96,1.53,68.51,92.11,68.09,healthcare,pharmaceuticals - indian - bulk drugs & formln,42.95,1.15,83.63,0.69,0.77,1782.64,1723.18,27.43,2026-08-26
2026-08-26T05:24:34.758,APARINDS,17001.0,1.77,16370.9,16461.0,17199.26,16703.6,0.87,36.52,57.8,60.48,industrials,electric equipment,44.39,-1.15,141.73,0.47,0.87,15705.14,14902.25,24.05,2026-08-26
2026-08-26T05:24:34.758,SHRIRAMFIN,1138.5,1.74,1089.76,1098.2,1129.28,1152.33,0.49,19.15,20.09,61.55,financials,finance & investments,19.98,0.82,13.45,-0.02,0.3,1091.8,1056.78,18.0,2026-08-26
2026-08-26T05:24:34.758,NEULANDLAB,22948.0,0.19,22184.26,22637.0,23734.77,21767.84,0.53,49.84,59.15,63.6,healthcare,pharmaceuticals - indian - bulk drugs,49.36,-3.31,73.18,0.55,0.33,21701.89,20863.3,15.95,2026-08-26
2026-08-26T05:24:34.758,SAILIFE,1455.5,1.36,1391.89,1415.0,1455.58,1455.38,0.39,105.17,84.77,62.29,healthcare,pharmaceuticals - indian - bulk drugs & formln,31.08,-0.01,83.14,0.39,0.6,1369.62,1308.71,15.59,2026-08-26
2026-08-26T05:24:34.758,RADICO,4630.0,0.65,4480.17,4562.0,4700.39,4524.42,0.56,67.49,88.09,64.6,fmcg,breweries & distilleries,56.38,-1.5,56.31,0.57,0.39,4445.86,4328.86,14.83,2026-08-26
2026-08-26T05:24:34.758,IFCI,83.25,0.93,80.76,80.37,79.21,89.31,1.17,173.44,130.08,66.84,financials,finance - term-lending institutions,19.31,5.1,47.91,0.28,0.66,77.87,75.82,13.74,2026-08-26
2026-08-26T05:24:34.758,KARURVYSYA,346.0,2.32,330.26,329.0,331.57,367.64,0.7,11.06,12.18,64.82,bank,banks - private sector,18.14,4.35,30.51,-0.02,0.38,331.23,322.05,13.02,2026-08-26
2026-08-26T05:24:34.758,PNBHOUSING,1182.0,1.46,1134.25,1138.0,1162.58,1211.13,0.71,13.81,13.3,65.94,financials,finance - housing,27.89,1.67,45.54,0.3,0.29,1127.1,1086.92,11.59,2026-08-26
2026-08-26T05:24:34.758,SAIL,184.59,2.75,176.69,169.32,172.53,202.68,3.83,11.59,17.85,65.89,metals & mining,steel - large,15.27,6.99,24.16,0.09,0.38,172.45,165.64,11.52,2026-08-26
2026-08-26T05:24:34.758,GLAND,2824.6,0.82,2720.58,2776.1,2886.26,2732.12,0.18,36.72,41.23,61.96,healthcare,pharmaceuticals - indian - formulations,42.5,-2.14,67.93,0.44,0.59,2653.95,2537.26,11.51,2026-08-26
2026-08-26T05:24:34.758,MAHABANK,81.7,1.24,78.9,79.6,79.07,85.64,1.29,7.77,8.34,54.38,bank,banks - public sector,11.03,3.32,25.9,0.08,0.39,78.08,76.59,11.27,2026-08-26
2026-08-26T05:24:34.758,PAYTM,1718.0,5.82,1579.76,1546.3,1633.65,1844.52,2.5,124.85,169.09,76.83,i.t,miscellaneous,48.3,5.16,50.93,0.35,0.26,1604.28,1518.99,11.14,2026-08-26
2026-08-26T05:24:34.758,LTF,319.5,1.16,308.85,312.75,311.89,330.92,0.61,22.19,25.14,55.36,financials,finance & investments,11.54,2.44,11.11,-0.02,0.01,302.51,291.07,10.75,2026-08-26
2026-08-26T05:24:34.758,AUBANK,1128.6,1.31,1083.0,1063.7,1088.03,1189.46,2.92,26.54,29.53,68.06,bank,banks - private sector,26.98,3.73,16.87,0.07,0.12,1082.11,1062.75,10.64,2026-08-26
2026-08-26T05:24:34.758,VIJAYA,1483.4,0.07,1419.24,1448.2,1478.55,1490.67,0.68,71.87,81.37,60.77,healthcare,healthcare,39.02,0.33,48.98,0.35,0.39,1394.14,1343.59,10.35,2026-08-26
2026-08-26T05:24:34.758,TITAN,5124.8,0.9,4951.65,5011.0,5108.24,5149.64,0.4,63.96,78.94,70.78,consumer discretionary,diamond cutting / jewellery,49.95,0.32,27.43,0.11,0.29,4986.27,4882.37,10.29,2026-08-26
2026-08-26T05:24:34.758,DIVISLAB,8744.5,2.92,8327.06,8457.5,8722.95,8776.82,1.25,64.39,79.34,73.16,healthcare,pharmaceuticals - indian - bulk drugs,61.28,0.25,45.46,0.28,0.34,8438.4,8208.82,10.2,2026-08-26
2026-08-26T05:24:34.758,IPCALAB,1928.5,0.42,1873.37,1863.0,1813.92,2100.38,1.0,30.44,36.28,65.99,healthcare,pharmaceuticals - indian - bulk drugs & formln,26.94,6.32,31.86,0.21,0.28,1802.98,1738.94,9.51,2026-08-26
2026-08-26T05:24:34.758,BAJAJ-AUTO,11927.0,1.08,11487.56,11534.0,11783.65,12142.02,0.41,25.82,28.32,68.35,auto,automobiles - scooters and 3 - wheelers,54.44,1.22,26.71,0.11,0.29,11579.64,11319.12,9.34,2026-08-26
2026-08-26T05:24:34.758,MANAPPURAM,367.45,0.66,356.03,336.4,347.65,397.16,0.88,14.75,22.42,61.32,financials,finance & investments,16.09,5.7,24.77,0.11,0.29,347.59,334.95,8.95,2026-08-26
2026-08-26T05:24:34.758,TVSMOTOR,4420.0,1.29,4257.81,4326.4,4462.82,4355.76,0.46,51.49,61.26,66.78,auto,automobiles - motorcycles / mopeds,46.94,-0.96,24.54,0.06,0.18,4280.86,4176.51,8.74,2026-08-26
2026-08-26T05:24:34.758,EICHERMOT,8055.0,0.1,7824.32,7947.5,8045.96,8068.56,0.43,37.78,38.28,61.07,auto,automobiles - motorcycles / mopeds,33.99,0.11,15.52,-0.08,0.09,7831.98,7679.72,7.96,2026-08-26
2026-08-26T05:24:34.758,ASHOKLEY,174.69,0.81,168.15,171.58,177.13,171.03,0.43,41.59,29.51,59.0,auto,automobiles - lcvs / hcvs,20.66,-1.38,-9.33,-0.24,0.06,167.54,162.18,7.22,2026-08-26
2026-08-26T05:24:34.758,THELEELA,554.9,0.95,529.69,519.65,524.7,600.21,0.75,95.02,30.61,68.67,services,hotels,36.14,5.76,36.02,0.17,0.37,511.19,483.41,6.59,2026-08-26
2026-08-26T05:24:34.758,BOSCHLTD,48680.0,1.21,46834.2,47785.0,48021.72,49667.42,0.68,50.83,60.76,75.33,auto,auto ancillaries,47.87,1.37,38.04,0.27,0.28,46688.21,45194.37,6.44,2026-08-26
2026-08-26T05:24:34.758,CARTRADE,3144.8,0.2,2959.6,2770.0,2806.29,3652.56,0.5,73.55,64.91,71.33,consumer discretionary,miscellaneous,38.31,12.06,28.53,0.45,0.12,2898.52,2744.01,6.1,2026-08-26
2026-08-26T05:24:34.758,INDIANB,878.0,0.87,851.62,862.0,880.55,874.18,0.59,8.81,9.25,56.41,bank,banks - public sector,21.1,-0.29,0.23,-0.18,0.07,845.05,824.1,5.9,2026-08-26
2026-08-26T05:24:34.758,GLENMARK,2400.0,0.39,2328.48,2222.5,2296.68,2554.99,1.2,35.07,37.67,64.74,healthcare,pharmaceuticals - indian - bulk drugs & formln,13.6,4.5,22.01,0.08,0.2,2279.01,2209.26,5.68,2026-08-26
2026-08-26T05:24:34.758,NMDC,85.94,0.05,83.58,82.86,83.88,89.02,0.83,9.55,10.12,54.9,metals & mining,mining / minerals / metals,13.48,2.45,13.1,0.0,0.11,82.3,79.91,5.31,2026-08-26
2026-08-26T05:24:34.758,KALYANKJIL,612.6,0.77,592.16,588.0,596.2,637.2,0.46,45.31,44.07,62.86,consumer discretionary,diamond cutting / jewellery,27.34,2.75,66.99,0.4,0.25,577.94,564.64,5.06,2026-08-26
2026-08-26T05:24:34.758,TBOTEK,1725.1,1.27,1651.01,1647.2,1680.33,1792.26,0.51,55.51,69.73,66.55,i.t,travel agencies,39.12,2.66,19.61,0.19,0.01,1612.04,1540.05,4.17,2026-08-26
2026-08-26T05:24:34.758,ASTRAL,1540.0,0.47,1488.62,1516.2,1519.57,1570.65,0.68,86.13,71.86,60.24,plastic products,plastics products,25.25,1.34,11.34,-0.13,0.04,1472.89,1427.26,3.64,2026-08-26
2026-08-26T05:24:34.758,JSWINFRA,343.95,1.1,331.09,326.4,332.19,361.59,0.52,52.11,48.31,59.7,transportation,miscellaneous,21.2,3.54,34.33,0.22,0.25,327.48,316.68,3.55,2026-08-26
2026-08-26T05:24:34.758,JINDALSTEL,1154.1,0.44,1117.3,1095.2,1116.9,1209.9,0.56,34.76,43.19,64.43,metals & mining,steel - large,24.1,3.33,8.56,-0.13,0.11,1109.9,1079.65,3.5,2026-08-26
2026-08-26T05:24:34.758,OBEROIRLTY,1880.0,0.54,1821.62,1830.4,1828.26,1957.61,0.27,31.44,25.82,55.34,realty,construction,20.39,2.83,29.37,0.14,0.12,1784.51,1715.29,3.45,2026-08-26
