Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-06-08T12:30:55.469,SILVERTUC,0.0,11.17,11.17,i.t,computers - software - medium / small,604.22,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,DEEDEV,0.01,15.04,15.04,metals & mining,steel - medium / small,1455.49,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,ACMESOLAR,0.23,12.21,23.28,realty,engineering - turnkey services,3684.55,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,EQUITASBNK,0.25,9.32,11.77,bank,banks - private sector,8679.91,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,SHILPAMED,0.3,9.78,13.14,healthcare,pharmaceuticals - indian - formulations,6524.57,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,UFBL,0.37,34.44,34.44,consumer discretionary,hotels,1417.77,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,VENUSREM,0.79,12.98,26.57,healthcare,pharmaceuticals - indian - formulations,1324.69,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,JAYBARMARU,0.9,16.07,24.35,auto,auto ancillaries,613.89,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,PAISALO,1.36,13.51,18.26,financials,finance & investments,3161.94,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,INDOBORAX,1.42,11.01,13.78,chemicals,chemicals,838.45,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,THANGAMAYL,1.46,21.3,35.08,consumer discretionary,diamond cutting / jewellery,6778.2,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,CHENNPETRO,1.48,8.24,14.06,energy,refineries,5879.21,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,STYLAMIND,1.56,10.77,13.08,building materials,miscellaneous,2510.54,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,NRBBEARING,1.62,26.85,29.06,industrials,bearings,2098.59,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,PASUPTAC,1.65,18.79,19.53,textiles,textiles - manmade,236.19,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,KERNEX,1.74,7.7,11.4,consumer discretionary,electronics - components,2283.61,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,BAJAJCON,1.77,8.83,8.83,fmcg,personal care - indian,4352.27,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,CONFIPET,1.82,9.9,34.4,miscellaneous,miscellaneous,1159.34,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,J&KBANK,1.85,4.65,8.81,bank,banks - private sector,6667.81,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,VTL,1.88,5.31,8.8,textiles,textiles - cotton/blended,6410.94,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,UNIPARTS,1.94,5.01,10.39,industrials,engineering,987.83,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,IDEAFORGE,1.95,11.5,27.74,aerospace & defence,engineering,2987.75,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,PARAS,2.11,17.97,23.37,aerospace & defence,engineering,3670.03,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,INOXINDIA,2.17,15.54,19.1,industrials,packaging,3768.05,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,BALAMINES,2.54,8.54,25.86,chemicals,chemicals,3133.58,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,THYROCARE,2.6,10.91,10.91,healthcare,healthcare,3325.91,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,IBULLSLTD,3.0,12.36,13.48,miscellaneous,diversified - medium / small,3782.97,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,ARVIND,3.04,6.13,7.56,textiles,textiles - cotton/blended,7911.98,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,RPTECH,3.17,7.57,7.77,services,trading,1320.55,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,AVALON,3.28,12.19,17.58,consumer discretionary,electronics - components,6060.15,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,SHYAMMETL,3.51,3.78,5.39,metals & mining,steel - large,6940.49,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,SATIN,3.61,7.77,13.28,financials,finance & investments,1678.78,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,HINDOILEXP,4.01,9.66,11.4,energy,oil drilling / allied services,2372.58,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,SANDHAR,4.07,9.32,12.51,auto,auto ancillaries,1274.2,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,SJS,4.53,4.79,5.94,auto,plastics products,5149.24,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,USHAMART,5.0,7.35,8.71,metals & mining,steel - medium / small,9177.55,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,SANSTAR,5.15,6.75,9.14,fmcg,miscellaneous,621.39,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,JETFREIGHT,5.22,15.95,22.13,transportation,transport - airlines,52.89,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,BBOX,5.3,8.03,9.21,i.t,computers - software - medium / small,5562.76,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,DIACABS,5.36,13.2,17.5,industrials,cables - power,1692.53,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,V2RETAIL,5.53,9.09,10.49,consumer discretionary,textiles - products,4337.26,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,WABAG,5.57,4.2,5.71,realty,engineering - turnkey services,7960.44,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,ASHIANA,5.75,7.91,7.91,realty,construction,1434.9,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,EMCURE,5.79,6.56,7.78,healthcare,pharmaceuticals - indian - bulk drugs & formln,7234.14,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,RSWM,5.82,24.51,26.69,textiles,textiles - cotton/blended,417.98,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,SPECTRUM,6.14,13.23,28.01,industrials,electric equipment,733.43,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,MUFIN,6.2,3.11,4.3,financials,finance & investments,1255.52,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,BLISSGVS,6.36,8.63,16.57,healthcare,pharmaceuticals - indian - formulations,2963.45,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,RICOAUTO,6.39,21.84,26.84,auto,auto ancillaries,895.63,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,GRWRHITECH,6.42,5.38,8.75,industrials,packaging,5265.95,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,CCL,6.55,9.08,10.68,fmcg,tea,8186.67,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,APCOTEXIND,6.56,10.05,14.58,chemicals,miscellaneous,1132.95,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,SOUTHWEST,6.58,8.21,8.69,metals & mining,mining / minerals / metals,238.69,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,DIVGIITTS,6.96,7.65,7.72,auto,auto ancillaries,953.92,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,INDSWFTLAB,7.07,7.0,9.78,healthcare,pharmaceuticals - indian - bulk drugs & formln,796.99,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,TIPSMUSIC,7.32,10.86,12.26,media,entertainment / electronic media software,3086.34,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,SBCL,7.39,7.25,9.23,metals & mining,mining / minerals / metals,2804.7,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,MSPL,7.4,5.29,7.53,metals & mining,steel - medium / small,1407.25,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,SIS,7.43,10.73,10.73,miscellaneous,miscellaneous,1616.88,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,GOLDIAM,7.54,9.69,9.69,consumer discretionary,diamond cutting / jewellery,1943.16,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,ZYDUSWELL,7.56,6.93,7.63,fmcg,food - processing - indian,4933.37,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,VIJAYA,7.63,12.5,15.08,healthcare,healthcare,6444.13,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,WELSPUNLIV,7.69,5.72,5.72,textiles,textiles - products,4568.86,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,YATHARTH,7.75,5.11,7.55,healthcare,healthcare,3496.35,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,GANESHBE,7.77,26.31,28.82,miscellaneous,miscellaneous,477.79,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,DHANBANK,7.79,7.93,9.87,bank,banks - private sector,1280.01,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,HAPPYFORGE,7.84,5.46,6.47,industrials,castings & forgings,2787.99,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,MAYURUNIQ,7.9,5.69,5.97,consumer discretionary,leather / leather products,1329.41,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,AKUMS,8.0,6.41,10.77,healthcare,pharmaceuticals - indian - bulk drugs & formln,2138.7,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,PRIMESECU,8.0,15.69,15.69,financials,finance & investments,1013.62,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,NSLNISP,8.22,8.57,10.71,metals & mining,steel - large,5667.88,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,PARACABLES,8.23,12.59,25.3,industrials,cables - power,1031.24,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,GOCLCORP,8.25,12.2,15.37,miscellaneous,diversified - medium / small,645.35,2026-06-08,,,,,,,
2026-06-08T12:30:55.469,KRISHANA,8.34,7.06,7.54,chemicals,fertilizers,1101.99,2026-06-08,,,,,,,
