Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date
2026-04-21T11:24:54.664,NETWEB,3894.0,3.02,3694.21,3363.4,3412.05,4616.92,0.44,75.23,120.22,72.68,i.t,computers - hardware,19.49,14.12,32.99,-0.06,0.76,3569.22,3356.74,36.94,2026-04-21
2026-04-21T11:24:54.664,GMDCLTD,702.0,1.56,677.47,620.0,645.8,786.3,0.54,41.99,22.23,67.44,metals & mining,mining / minerals / metals,25.9,8.7,28.3,0.14,0.78,621.11,566.3,34.54,2026-04-21
2026-04-21T11:24:54.664,POWERINDIA,30375.0,2.46,29164.8,27670.0,27662.88,34443.17,0.35,129.48,155.5,77.57,industrials,electric equipment,28.17,9.8,51.05,0.6,0.43,28475.09,27075.15,34.13,2026-04-21
2026-04-21T11:24:54.664,APARINDS,12154.5,1.48,11737.46,11079.0,10992.14,13898.04,0.53,58.42,49.42,73.85,industrials,electric equipment,34.39,10.57,35.92,0.29,0.34,11172.74,10609.42,30.45,2026-04-21
2026-04-21T11:24:54.664,KIRLOSENG,1666.2,1.6,1597.5,1500.0,1495.1,1922.85,0.94,54.38,43.57,74.56,industrials,engines,23.04,11.44,75.35,0.72,0.85,1531.97,1433.3,30.0,2026-04-21
2026-04-21T11:24:54.664,ACUTAAS,2422.6,0.49,2360.62,2255.6,2295.13,2613.81,0.22,45.92,68.45,57.14,healthcare,pharmaceuticals - indian - bulk drugs,16.3,5.55,64.28,0.36,0.81,2215.86,2106.6,28.01,2026-04-21
2026-04-21T11:24:54.664,DATAPATTNS,3664.5,5.68,3400.6,3400.0,3263.49,4266.01,1.62,87.92,78.56,68.28,aerospace & defence,electronics - components,20.35,12.29,27.7,0.2,0.39,3329.13,3112.1,25.09,2026-04-21
2026-04-21T11:24:54.664,SYRMA,1007.45,4.58,943.74,874.0,895.63,1175.18,0.79,47.25,63.25,75.13,consumer discretionary,electronics - components,23.25,12.49,26.18,0.18,0.3,924.55,863.83,24.25,2026-04-21
2026-04-21T11:24:54.664,GALLANTT,859.0,-1.16,833.0,670.5,748.19,1025.22,0.3,51.62,43.89,73.99,metals & mining,steel - medium / small,40.88,14.81,28.38,0.25,0.1,723.42,641.74,22.83,2026-04-21
2026-04-21T11:24:54.664,ADANIPOWER,204.0,1.58,197.83,181.55,184.04,233.94,1.08,39.53,11.12,87.73,power & utilities,power generation and supply,33.36,10.84,61.86,0.13,0.74,187.29,178.06,22.45,2026-04-21
2026-04-21T11:24:54.664,BHARATFORG,1881.4,0.82,1835.54,1811.5,1751.56,2076.16,0.09,85.05,78.94,63.68,industrials,castings & forgings,20.45,7.41,48.32,0.4,0.59,1777.21,1707.57,20.3,2026-04-21
2026-04-21T11:24:54.664,CUMMINSIND,5251.3,0.98,5086.2,4951.0,4925.05,5740.68,0.29,74.89,64.3,67.3,industrials,engines,20.07,6.62,27.29,0.22,0.42,4964.31,4770.47,19.63,2026-04-21
2026-04-21T11:24:54.664,KEI,4949.9,1.42,4806.9,4535.0,4414.57,5752.9,0.29,50.37,54.19,68.46,industrials,cables - power,20.34,12.13,19.51,0.1,0.25,4592.42,4371.31,19.42,2026-04-21
2026-04-21T11:24:54.664,DELHIVERY,476.7,2.63,450.8,454.85,458.65,503.77,0.64,224.86,227.7,67.95,transportation,miscellaneous,19.06,3.94,-1.04,-0.06,0.07,445.58,423.93,19.37,2026-04-21
2026-04-21T11:24:54.664,BSE,3474.6,0.11,3400.6,3350.5,3296.84,3741.25,0.21,59.46,44.92,69.95,financials,miscellaneous,24.88,5.39,57.24,0.29,0.39,3264.24,3141.86,18.99,2026-04-21
2026-04-21T11:24:54.664,ANURAS,1338.0,2.22,1284.88,1255.6,1259.37,1455.94,0.52,77.61,85.0,64.47,chemicals,chemicals,10.14,6.24,21.18,0.16,0.14,1267.51,1214.64,18.94,2026-04-21
2026-04-21T11:24:54.664,CCL,1114.2,2.61,1067.61,1057.4,1078.01,1168.48,0.47,36.99,38.51,58.54,fmcg,tea,18.44,3.36,23.07,0.23,0.2,1027.05,977.39,18.6,2026-04-21
2026-04-21T11:24:54.664,ABCAPITAL,345.25,1.07,333.69,334.7,326.83,372.87,0.18,23.84,25.47,59.08,financials,finance & investments,18.25,5.63,21.83,0.06,0.33,323.75,308.17,18.46,2026-04-21
2026-04-21T11:24:54.664,AUBANK,1029.65,3.21,977.7,976.25,949.61,1149.7,0.69,28.79,32.15,67.35,bank,banks - private sector,23.53,8.43,45.29,0.2,0.34,967.31,933.01,18.36,2026-04-21
2026-04-21T11:24:54.664,GABRIEL,1027.75,0.97,997.64,935.0,937.1,1163.72,0.22,67.44,58.46,68.67,auto,auto ancillaries,19.15,9.67,-21.58,-0.23,-0.01,958.68,909.89,18.25,2026-04-21
2026-04-21T11:24:54.664,NAM-INDIA,1017.4,1.44,979.61,926.0,923.26,1158.61,0.41,40.12,44.17,64.86,financials,finance & investments,25.91,10.2,20.19,0.03,0.22,940.07,884.63,18.13,2026-04-21
2026-04-21T11:24:54.664,RBLBANK,320.8,1.04,311.49,312.7,313.82,331.27,0.59,21.62,26.88,57.07,bank,banks - private sector,17.91,2.22,21.56,-0.01,0.2,304.45,295.19,17.94,2026-04-21
2026-04-21T11:24:54.664,MAHABANK,80.49,6.55,75.44,70.31,69.63,96.78,4.13,7.68,8.31,73.79,bank,banks - public sector,18.98,15.6,41.88,0.3,0.43,73.83,69.51,17.44,2026-04-21
2026-04-21T11:24:54.664,MUTHOOTFIN,3600.0,1.95,3457.44,3498.0,3448.86,3826.71,0.15,12.89,16.26,58.81,financials,finance & investments,17.58,4.38,22.36,-0.01,0.34,3390.07,3236.42,17.17,2026-04-21
2026-04-21T11:24:54.664,HINDALCO,1021.15,0.58,991.17,1002.1,981.25,1081.0,0.2,27.66,14.02,64.02,metals & mining,aluminium and aluminium products,20.57,4.07,36.26,0.22,0.47,966.15,926.94,16.45,2026-04-21
2026-04-21T11:24:54.664,ASHOKLEY,178.5,1.44,172.46,172.79,161.91,203.39,0.25,32.34,20.46,53.84,auto,automobiles - lcvs / hcvs,24.65,10.25,30.71,0.22,0.43,166.76,158.34,16.13,2026-04-21
2026-04-21T11:24:54.664,GESHIP,1444.6,1.48,1394.74,1350.4,1366.9,1561.14,0.32,6.35,8.99,56.76,transportation,shipping,19.29,5.68,37.89,0.29,0.5,1340.52,1273.25,15.7,2026-04-21
2026-04-21T11:24:54.664,GPIL,301.05,0.33,294.34,292.2,294.36,311.08,0.34,32.3,24.82,64.96,metals & mining,steel - medium / small,28.54,2.27,13.98,0.11,0.54,280.84,269.63,14.87,2026-04-21
2026-04-21T11:24:54.664,UNIONBANK,192.59,1.74,185.96,185.76,180.71,210.41,0.31,7.24,7.63,60.09,bank,banks - public sector,16.61,6.57,40.87,0.3,0.45,180.45,171.51,14.28,2026-04-21
2026-04-21T11:24:54.664,SAIL,176.69,2.3,170.52,165.88,165.61,193.31,0.64,48.54,25.59,69.26,metals & mining,steel - large,24.4,6.69,33.15,0.27,0.42,165.36,157.86,14.23,2026-04-21
2026-04-21T11:24:54.664,GRAPHITE,741.05,4.12,696.98,645.5,645.51,884.36,1.5,52.93,42.24,70.78,industrials,electrodes - graphites,15.51,14.8,33.72,0.24,0.36,666.78,619.82,14.2,2026-04-21
2026-04-21T11:24:54.664,JINDALSTEL,1298.0,0.8,1259.3,1207.9,1199.17,1446.25,0.27,173.53,65.93,68.45,metals & mining,steel - large,19.42,8.24,25.64,0.19,0.33,1217.99,1159.48,14.11,2026-04-21
2026-04-21T11:24:54.664,GRSE,2727.0,2.22,2614.64,2555.0,2466.89,3117.16,0.85,45.72,44.35,65.48,aerospace & defence,miscellaneous,21.26,10.54,4.76,-0.03,0.02,2498.93,2379.87,13.95,2026-04-21
2026-04-21T11:24:54.664,TATASTEEL,212.79,0.51,206.86,207.6,204.95,224.55,0.22,24.63,28.77,65.32,metals & mining,steel - large,16.78,3.83,24.51,0.14,0.34,203.62,198.45,13.44,2026-04-21
2026-04-21T11:24:54.664,FEDERALBNK,298.6,1.44,289.69,281.6,282.29,323.07,0.48,16.78,17.66,64.24,bank,banks - private sector,23.93,5.78,50.26,0.3,0.47,282.48,270.83,13.41,2026-04-21
2026-04-21T11:24:54.664,POLYCAB,8233.5,0.43,8034.04,7675.0,7521.0,9302.25,0.19,49.84,46.98,65.86,industrials,cables - power,23.09,9.47,11.89,0.02,0.19,7769.41,7492.84,13.28,2026-04-21
2026-04-21T11:24:54.664,WAAREEENER,3535.1,1.32,3422.85,3365.3,3353.03,3808.21,0.43,23.92,30.66,77.71,industrials,electric equipment,30.09,5.43,-1.89,-0.08,0.1,3338.5,3212.95,13.27,2026-04-21
2026-04-21T11:24:54.664,CANBK,144.61,1.31,139.98,139.81,134.55,159.7,0.31,6.24,7.05,58.13,bank,banks - public sector,16.24,7.47,24.95,0.06,0.32,136.85,131.38,13.14,2026-04-21
2026-04-21T11:24:54.664,MOTHERSON,125.02,1.49,120.15,120.81,115.67,139.04,0.32,32.22,31.03,58.99,auto,auto ancillaries,22.63,8.08,14.63,0.1,0.27,116.44,110.48,12.83,2026-04-21
2026-04-21T11:24:54.664,BHEL,331.89,1.92,316.06,291.02,286.96,399.28,0.45,74.08,139.16,78.49,industrials,electric equipment,26.86,15.66,41.82,0.31,0.39,306.05,286.67,12.75,2026-04-21
2026-04-21T11:24:54.664,GLENMARK,2237.4,0.3,2170.9,2205.0,2158.98,2355.03,0.16,39.14,59.11,59.84,healthcare,pharmaceuticals - indian - bulk drugs & formln,10.29,3.63,9.55,0.11,0.05,2130.13,2057.28,12.69,2026-04-21
2026-04-21T11:24:54.664,HBLENGINE,787.7,1.59,760.09,761.1,738.46,861.56,0.31,24.77,26.99,66.46,auto,auto ancillaries,17.13,6.67,-10.25,-0.23,0.27,734.85,699.37,12.56,2026-04-21
2026-04-21T11:24:54.664,GRANULES,667.5,0.46,647.88,634.0,648.13,696.55,0.28,26.96,29.56,68.21,healthcare,pharmaceuticals - indian - bulk drugs & formln,19.82,2.99,22.34,0.08,0.43,626.05,598.36,11.25,2026-04-21
