Timestamp,Symbol,Cmp,%ch5,Lch5,Sl,Target,5d_high,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch y_low,Srs,Ars,Srs y,Ars y,Lc,Low,%ch sl,%ch sl atr,Atr%,%ch_3low,Column26,Scan_Date,High,Lod price,%ch,Initial_atr1.5sl,%ch_high,%ch 2 low,E_s50,Avg_true_range,Adr%,Brackets12,Ma_x,Rvol,M_cap,Va,Va_ma,Atr% x,Lod dist,Free float,Grand_total_number2,Low3,0d_high,W rsi,%ch_2low,Adr p - adr%,Low 2%,Low5,Rs,Is,Tps,Rs score,Max2
2026-03-19T23:11:29.756,ACMESOLAR,262.03,,,234.21,303.76,,7.56,34.84,30.74,66.94,realty,engineering - turnkey services,20.71,,-0.18,-0.01,,,,,11.88,,,,,2026-03-19,,,5.36,,,,,,,,,,,,,,,,,,,,,,239.61,239.01,-9.64,231.71,219.09,6.67,
2026-03-19T23:11:29.756,COALINDIA,454.2,,,452.23,457.16,,1.01,9.78,9.4,57.57,metals & mining,mining / minerals / metals,24.74,,0.06,0.14,,,,,0.44,,,,,2026-03-19,,,-0.22,,,,,,,,,,,,,,,,,,,,,,441.64,449.2,18.2,428.54,415.1,4.68,
2026-03-19T23:11:29.756,JPPOWER,16.75,,,13.31,21.91,,13.47,NaN,20.55,67.63,power & utilities,power generation and supply,17.4,,-0.17,-0.29,,,,,25.82,,,,,2026-03-19,,,11.67,,,,,,,,,,,,,,,,,,,,,,14.26,13.4,-10.5,14.2,12.92,4.25,
2026-03-19T23:11:29.756,INOXINDIA,1182.6,,,1146.43,1236.86,,3.03,44.19,43.5,55.67,industrials,packaging,16.49,,-0.12,-0.08,,,,,3.16,,,,,2026-03-19,,,-0.56,,,,,,,,,,,,,,,,,,,,,,1146.21,1117.0,4.41,1091.99,1055.43,3.74,
2026-03-19T23:11:29.756,TATAPOWER,398.5,,,384.97,418.8,,1.61,41.34,33.76,61.28,power & utilities,power generation and supply,16.29,,-0.07,-0.04,,,,,3.52,,,,,2026-03-19,,,-0.46,,,,,,,,,,,,,,,,,,,,,,385.19,385.0,2.05,374.9,363.1,2.42,
2026-03-19T23:11:29.756,NTPCGREEN,98.88,,,91.42,110.07,,4.01,1236.0,148.26,68.26,power & utilities,power generation and supply,28.93,,-0.12,-0.11,,,,,8.16,,,,,2026-03-19,,,1.05,,,,,,,,,,,,,,,,,,,,,,94.57,94.05,-5.7,88.26,82.59,-0.05,
2026-03-19T23:11:29.756,JSWENERGY,505.9,,,492.08,526.63,,1.09,52.48,39.01,57.01,power & utilities,power generation and supply,15.19,,-0.15,-0.04,,,,,2.81,,,,,2026-03-19,,,-0.63,,,,,,,,,,,,,,,,,,,,,,489.02,496.05,-4.7,471.96,453.5,-0.37,
2026-03-19T23:11:29.756,PREMIERENE,864.35,,,756.0,1026.87,,1.05,24.78,29.38,70.37,services,trading,24.81,,-0.24,-0.2,,,,,14.33,,,,,2026-03-19,,,-0.6,,,,,,,,,,,,,,,,,,,,,,830.26,768.05,-16.67,791.58,746.9,-1.43,
2026-03-19T23:11:29.756,ONESOURCE,1465.5,,,1472.69,1454.71,,0.64,-47.34,831.41,57.79,healthcare,pharmaceuticals - indian - bulk drugs & formln,19.8,,-0.27,-0.29,,,,,-0.49,,,,,2026-03-19,,,-0.41,,,,,,,,,,,,,,,,,,,,,,1404.24,1395.0,-19.19,1321.08,1233.27,-2.08,
2026-03-19T23:11:29.756,ATHERENERG,754.3,,,687.47,854.54,,3.93,-84.94,-36.9,66.38,auto,automobiles - scooters and 3 - wheelers,15.49,,0.19,1.21,,,,,9.72,,,,,2026-03-19,,,0.55,,,,,,,,,,,,,,,,,,,,,,720.94,684.45,81.12,683.56,661.0,NaN,
2026-03-10T13:21:53.8,DIVGIITTS,732.95,,,726.06,746.73,,2.83,47.59,60.69,57.28,auto,auto ancillaries,29.75,-6.21,0.02,0.21,0.01,0.2,,730.1,6.07,,6.92,6.41,,2026-03-10,774.4,,0.4,669.36,12.43,12.43,81.55,50.74,,,,,,,,,5.62,,,,,63.34,,7.1,,,,,,,774.4
2026-03-10T13:21:53.8,INDSWFTLAB,143.15,,,139.9,149.66,,0.44,30.59,3.84,58.52,healthcare,pharmaceuticals - indian - bulk drugs & formln,36.73,-9.87,0.2,0.24,0.18,0.21,,140.59,3.63,,6.5,11.75,,2026-03-10,145.7,,2.4,130.61,13.74,13.74,24.39,9.31,,,,,,,,,27.5,,,,,70.63,,6.24,,,,,,,145.7
2026-03-10T13:21:53.8,MTARTECH,3726.6,,,3698.39,3783.02,,0.53,82.59,175.06,59.3,aerospace & defence,engineering,53.94,-6.79,1.33,1.23,1.34,1.16,,3696.7,3.06,,5.76,6.75,,2026-03-10,3810.0,,3.14,3434.9,9.14,9.14,629.6,214.67,,,,,,,,,13.93,,,,,76.26,,5.22,,,,,,,3810.0
2026-03-10T13:21:53.8,AEROFLEX,219.09,,,227.04,203.19,,0.26,42.79,56.76,56.54,metals & mining,steel - medium / small,34.84,-9.03,0.14,0.04,0.12,0.02,,217.01,3.35,,5.14,5.85,,2026-03-10,224.29,,1.58,202.67,8.36,8.36,23.75,11.27,,,,,,,,,18.46,,,,,59.52,,5.2,,,,,,,224.29
2026-03-10T13:21:53.8,ROSSTECH,723.0,,,676.73,815.53,,0.19,126.4,124.18,55.13,aerospace & defence,engineering,16.67,-0.21,-0.04,0.75,-0.07,0.7,,709.75,3.12,,5.61,7.1,,2026-03-10,731.9,,3.6,660.0,8.42,8.42,53.83,40.56,,,,,,,,,32.66,,,,,57.79,,5.17,,,,,,,731.9
2026-03-10T13:21:53.8,MRPL,193.9,,,193.03,195.64,,0.84,5.85,15.29,54.67,energy,refineries,28.7,-2.9,0.41,0.31,0.39,0.29,,186.51,6.4,,5.86,3.96,,2026-03-10,198.44,,2.04,179.29,6.4,6.4,21.59,11.36,,,,,,,,,65.06,,,,,65.04,,4.51,,,,,,,198.44
2026-03-10T13:21:53.8,APARINDS,10270.0,,,10648.18,9513.63,,0.37,49.37,41.85,56.07,industrials,electric equipment,48.28,-7.85,0.11,0.15,0.17,0.13,,10224.0,1.72,,4.92,3.83,,2026-03-10,10400.0,,1.26,9587.11,5.15,5.15,1328.38,505.39,,,,,,,,,9.1,,,,,60.79,,4.39,,,,,,,10400.0
2026-03-10T13:21:53.8,NAVINFLUOR,6507.5,,,6276.6,6969.31,,0.42,44.97,59.13,54.84,chemicals,chemicals,21.76,0.72,0.26,0.34,0.22,0.32,,6480.0,2.16,,4.02,2.91,,2026-03-10,6620.0,,1.88,6134.52,4.69,4.69,345.44,261.44,,,,,,,,,10.52,,,,,63.19,,3.95,,,,,,,6620.0
2026-03-10T13:21:53.8,VOLTAMP,8638.5,,,8743.29,8428.92,,0.68,22.05,24.58,58.79,industrials,electric equipment,30.58,-4.15,0.06,-0.08,0.05,-0.08,,8523.0,3.43,,3.76,3.15,,2026-03-10,8815.0,,0.34,8186.01,5.25,5.25,790.72,324.76,,,,,,,,,35.56,,,,,57.68,,3.48,,,,,,,8815.0
2026-03-10T13:21:53.8,INGERRAND,3879.5,,,3957.3,3723.9,,0.33,42.59,47.24,59.85,industrials,compressors / drilling equipment,44.17,-6.95,-0.08,-0.01,-0.08,-0.01,,3833.1,2.84,,3.41,4.77,,2026-03-10,3941.8,,0.16,3701.34,6.46,6.46,346.12,132.44,,,,,,,,,35.03,,,,,56.02,,3.42,,,,,,,3941.8
2026-03-10T13:21:53.8,BHARATFORG,1837.4,,,1920.91,1670.39,,0.44,83.07,78.78,60.14,industrials,castings & forgings,36.46,-5.47,0.41,0.38,0.44,0.4,,1830.5,3.06,,3.48,1.52,,2026-03-10,1886.5,,-1.34,1750.88,4.23,4.23,234.71,63.9,,,,,,,,,10.8,,,,,73.36,,3.3,,,,,,,1886.5
2026-03-10T13:21:53.8,GODIGIT,334.1,,,329.5,343.3,,0.16,54.95,59.65,52.91,financials,finance & investments,21.09,-3.63,-0.14,-0.09,-0.14,-0.1,,330.45,1.89,,3.66,5.01,,2026-03-10,336.7,,1.29,317.71,5.83,5.83,3.37,12.24,,,,,,,,,29.82,,,,,48.03,,3.25,,,,,,,336.7
2026-03-10T13:21:53.8,SIEMENS,3289.5,,,3250.29,3367.93,,0.52,105.43,64.99,54.67,industrials,electric equipment,14.76,-3.93,-0.04,0.0,-0.07,-0.01,,3264.1,2.11,,3.67,5.1,,2026-03-10,3333.0,,1.88,3122.36,6.49,6.49,169.24,120.78,,,,,,,,,21.03,,,,,55.44,,3.21,,,,,,,3333.0
2026-03-10T13:21:53.8,MBAPL,467.55,,,463.6,475.45,,0.55,32.29,38.45,56.69,chemicals,fertilizers,39.03,-2.53,0.05,0.03,0.02,0.02,,459.0,2.4,,2.98,2.8,,2026-03-10,470.0,,1.76,446.06,3.34,3.34,30.97,13.92,,,,,,,,,61.41,,,,,65.13,,3.13,,,,,,,470.0
2026-03-10T13:21:53.8,MARICO,787.95,,,790.04,783.78,,0.36,57.1,58.76,55.86,fmcg,solvent extraction,17.54,-2.83,-0.01,0.05,-0.03,0.04,,779.95,1.55,,1.92,2.23,,2026-03-10,792.05,,1.28,765.52,2.76,2.76,24.93,15.13,,,,,,,,,52.87,,,,,64.1,,1.91,,,,,,,792.05
