Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m,From52wh,3d range,5d,Free float
2026-04-27T07:20:37.181,STYLAMIND,,,,,,,,,,,building materials,miscellaneous,,,,,,,,,2026-04-27,,,,,,,,8.04,1.12,1.57,1738.17
2026-04-27T07:20:37.181,RRKABEL,,,,,,,,,,,industrials,cables - power,,,,,,,,,2026-04-27,,,,,,,,8.6,6.26,8.14,6257.03
2026-04-27T07:20:37.181,GNA,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-27,,,,,,,,8.66,8.58,10.12,581.89
2026-04-27T07:20:37.181,MACPOWER,,,,,,,,,,,industrials,engineering,,,,,,,,,2026-04-27,,,,,,,,8.73,9.24,12.48,292.34
2026-04-27T07:20:37.181,BAJAJCON,,,,,,,,,,,fmcg,personal care - indian,,,,,,,,,2026-04-27,,,,,,,,8.75,6.44,10.29,3377.53
2026-04-27T07:20:37.181,STLTECH,,,,,,,,,,,industrials,cables - telephone,,,,,,,,,2026-04-27,,,,,,,,8.87,10.73,12.22,7226.43
2026-04-27T07:20:37.181,EDELWEISS,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-27,,,,,,,,8.9,6.1,6.59,7635.04
2026-04-27T07:20:37.181,MUFIN,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-27,,,,,,,,8.94,4.85,6.19,1201.43
2026-04-27T07:20:37.181,LUMAXTECH,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-27,,,,,,,,9.01,6.87,6.87,5181.57
2026-04-27T07:20:37.181,MASFIN,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-27,,,,,,,,9.2,3.59,4.55,1938.35
2026-04-27T07:20:37.181,MBAPL,,,,,,,,,,,chemicals,fertilizers,,,,,,,,,2026-04-27,,,,,,,,9.33,3.28,4.27,1121.14
2026-04-27T07:20:37.181,MAHLOG,,,,,,,,,,,transportation,miscellaneous,,,,,,,,,2026-04-27,,,,,,,,9.74,12.08,12.08,1629.05
2026-04-27T07:20:37.181,TFCILTD,,,,,,,,,,,financials,finance - term-lending institutions,,,,,,,,,2026-04-27,,,,,,,,9.81,6.22,9.96,3230.17
2026-04-27T07:20:37.181,ROSSTECH,,,,,,,,,,,aerospace & defence,engineering,,,,,,,,,2026-04-27,,,,,,,,10.33,10.02,15.94,866.1
2026-04-27T07:20:37.181,SPORTKING,,,,,,,,,,,textiles,textiles - spinning - synthetic / blended,,,,,,,,,2026-04-27,,,,,,,,10.38,8.58,14.76,446.7
2026-04-27T07:20:37.181,CENTUM,,,,,,,,,,,consumer discretionary,electronics - components,,,,,,,,,2026-04-27,,,,,,,,10.68,6.4,14.19,2195.6
2026-04-27T07:20:37.181,APOLLOPIPE,,,,,,,,,,,plastic products,plastics products,,,,,,,,,2026-04-27,,,,,,,,10.69,10.0,11.34,940.16
2026-04-27T07:20:37.181,SCI,,,,,,,,,,,transportation,shipping,,,,,,,,,2026-04-27,,,,,,,,10.69,7.48,13.32,4867.95
2026-04-27T07:20:37.181,GRMOVER,,,,,,,,,,,fmcg,food - processing - indian,,,,,,,,,2026-04-27,,,,,,,,10.72,3.96,7.9,1286.24
2026-04-27T07:20:37.181,APEX,,,,,,,,,,,fmcg,aquaculture,,,,,,,,,2026-04-27,,,,,,,,10.78,7.89,13.05,392.76
2026-04-27T07:20:37.181,AETHER,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-27,,,,,,,,10.9,9.0,10.37,3702.55
2026-04-27T07:20:37.181,MAYURUNIQ,,,,,,,,,,,consumer discretionary,leather / leather products,,,,,,,,,2026-04-27,,,,,,,,10.98,6.25,6.25,1004.54
2026-04-27T07:20:37.181,SUNTV,,,,,,,,,,,media,entertainment / electronic media software,,,,,,,,,2026-04-27,,,,,,,,10.99,10.34,11.13,5912.75
2026-04-27T07:20:37.181,ASHIANA,,,,,,,,,,,realty,construction,,,,,,,,,2026-04-27,,,,,,,,11.01,4.7,5.21,1308.81
2026-04-27T07:20:37.181,SANGAMIND,,,,,,,,,,,textiles,textiles - spinning - synthetic / blended,,,,,,,,,2026-04-27,,,,,,,,11.05,14.49,24.24,760.3
2026-04-27T07:20:37.181,EQUITASBNK,,,,,,,,,,,bank,banks - private sector,,,,,,,,,2026-04-27,,,,,,,,11.14,5.87,7.0,7441.88
2026-04-27T07:20:37.181,SMSPHARMA,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs,,,,,,,,,2026-04-27,,,,,,,,11.41,10.3,10.53,1186.41
2026-04-27T07:20:37.181,MIRCELECTR,,,,,,,,,,,consumer discretionary,electronics - consumer,,,,,,,,,2026-04-27,,,,,,,,11.93,16.56,18.03,723.83
2026-04-27T07:20:37.181,PROZONER,,,,,,,,,,,miscellaneous,miscellaneous,,,,,,,,,2026-04-27,,,,,,,,12.05,10.76,10.76,453.55
2026-04-27T07:20:37.181,MANOMAY,,,,,,,,,,,textiles,textiles - products,,,,,,,,,2026-04-27,,,,,,,,12.06,6.31,12.47,176.11
2026-04-27T07:20:37.181,JINDALSAW,,,,,,,,,,,industrials,steel - large,,,,,,,,,2026-04-27,,,,,,,,12.48,6.57,8.03,5634.79
2026-04-27T07:20:37.181,SILGO,,,,,,,,,,,consumer discretionary,diamond cutting / jewellery,,,,,,,,,2026-04-27,,,,,,,,12.5,7.56,8.21,89.34
2026-04-27T07:20:37.181,GALLANTT,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-04-27,,,,,,,,12.58,10.01,10.03,5998.7
2026-04-27T07:20:37.181,VENUSREM,,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,2026-04-27,,,,,,,,12.78,11.52,13.52,739.26
2026-04-27T07:20:37.181,GMDCLTD,,,,,,,,,,,metals & mining,mining / minerals / metals,,,,,,,,,2026-04-27,,,,,,,,13.22,7.19,12.03,5538.32
2026-04-27T07:20:37.181,AEROFLEX,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-04-27,,,,,,,,13.54,12.19,13.47,1269.7
2026-04-27T07:20:37.181,MEDPLUS,,,,,,,,,,,consumer discretionary,trading,,,,,,,,,2026-04-27,,,,,,,,13.55,5.16,6.06,6485.84
2026-04-27T07:20:37.181,ATALREAL,,,,,,,,,,,realty,construction,,,,,,,,,2026-04-27,,,,,,,,13.94,7.89,7.89,217.49
2026-04-27T07:20:37.181,ALIVUS,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,2026-04-27,,,,,,,,14.29,5.42,5.51,3238.36
2026-04-26T23:21:35.858,SCHNEIDER,,,,,,,,,,,industrials,electric equipment,,,,,,,,,2026-04-26,,,,,,,,0.28,15.56,15.56,7054.17
2026-04-26T23:21:35.858,BHAGYANGR,,,,,,,,,,,power & utilities,power generation and supply,,,,,,,,,2026-04-26,,,,,,,,1.2,6.54,7.76,246.74
2026-04-26T23:21:35.858,PAISALO,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-26,,,,,,,,1.57,7.27,9.92,2461.52
2026-04-26T23:21:35.858,VTL,,,,,,,,,,,textiles,textiles - cotton/blended,,,,,,,,,2026-04-26,,,,,,,,2.08,7.85,10.3,5958.53
2026-04-26T23:21:35.858,QPOWER,,,,,,,,,,,industrials,electric equipment,,,,,,,,,2026-04-26,,,,,,,,2.28,13.76,20.14,2821.38
2026-04-26T23:21:35.858,MANINDS,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-04-26,,,,,,,,2.32,6.96,8.86,2346.49
2026-04-26T23:21:35.858,ABSLAMC,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-26,,,,,,,,2.87,8.72,8.72,7765.29
2026-04-26T23:21:35.858,EMCURE,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,2026-04-26,,,,,,,,3.01,5.85,12.14,6869.91
2026-04-26T23:21:35.858,DYNAMATECH,,,,,,,,,,,industrials,engineering,,,,,,,,,2026-04-26,,,,,,,,3.35,13.33,21.21,4700.09
2026-04-26T23:21:35.858,NATCOPHARM,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,2026-04-26,,,,,,,,3.67,5.45,8.42,9891.25
2026-04-26T23:21:35.858,AARTIIND,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-26,,,,,,,,4.49,7.07,10.11,9926.37
2026-04-26T23:21:35.858,SEAMECLTD,,,,,,,,,,,miscellaneous,miscellaneous,,,,,,,,,2026-04-26,,,,,,,,4.57,9.85,9.85,1057.74
2026-04-26T23:21:35.858,VOLTAMP,,,,,,,,,,,industrials,electric equipment,,,,,,,,,2026-04-26,,,,,,,,4.66,7.47,10.87,7626.19
2026-04-26T23:21:35.858,ANURAS,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-26,,,,,,,,4.69,5.24,8.44,6248.43
2026-04-26T23:21:35.858,HEG,,,,,,,,,,,industrials,electrodes - graphites,,,,,,,,,2026-04-26,,,,,,,,4.7,6.25,10.87,5513.07
2026-04-26T23:21:35.858,GRAPHITE,,,,,,,,,,,industrials,electrodes - graphites,,,,,,,,,2026-04-26,,,,,,,,4.82,5.43,12.72,4898.57
2026-04-26T23:21:35.858,KRN,,,,,,,,,,,industrials,engineering,,,,,,,,,2026-04-26,,,,,,,,5.05,10.18,11.02,2265.4
2026-04-26T23:21:35.858,IMFA,,,,,,,,,,,metals & mining,mining / minerals / metals,,,,,,,,,2026-04-26,,,,,,,,5.19,6.94,7.37,3353.81
2026-04-26T23:21:35.858,AXISCADES,,,,,,,,,,,aerospace & defence,computers - software - medium / small,,,,,,,,,2026-04-26,,,,,,,,5.22,9.16,12.05,3459.7
2026-04-26T23:21:35.858,KTKBANK,,,,,,,,,,,bank,banks - private sector,,,,,,,,,2026-04-26,,,,,,,,5.27,5.63,6.25,9152.51
2026-04-26T23:21:35.858,ARVIND,,,,,,,,,,,textiles,textiles - cotton/blended,,,,,,,,,2026-04-26,,,,,,,,5.32,4.22,4.64,6062.36
2026-04-26T23:21:35.858,GAEL,,,,,,,,,,,fmcg,miscellaneous,,,,,,,,,2026-04-26,,,,,,,,5.39,7.02,9.97,2510.21
2026-04-26T23:21:35.858,HAPPYFORGE,,,,,,,,,,,industrials,castings & forgings,,,,,,,,,2026-04-26,,,,,,,,5.45,7.87,9.21,2683.64
2026-04-26T23:21:35.858,WHEELS,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-26,,,,,,,,5.5,4.99,5.18,1067.49
2026-04-26T23:21:35.858,BLISSGVS,,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,2026-04-26,,,,,,,,5.51,8.49,10.76,1796.33
2026-04-26T23:21:35.858,RPTECH,,,,,,,,,,,services,trading,,,,,,,,,2026-04-26,,,,,,,,5.59,6.37,8.91,1092.61
2026-04-26T23:21:35.858,SENORES,,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,2026-04-26,,,,,,,,5.65,5.74,8.51,2223.71
2026-04-26T23:21:35.858,JAYNECOIND,,,,,,,,,,,metals & mining,steel - large,,,,,,,,,2026-04-26,,,,,,,,5.77,6.19,7.56,4171.02
2026-04-26T23:21:35.858,PRIVISCL,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-26,,,,,,,,6.04,4.98,6.48,4975.21
2026-04-26T23:21:35.858,VISHNU,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-26,,,,,,,,6.07,6.49,9.91,1205.12
2026-04-26T23:21:35.858,CHENNPETRO,,,,,,,,,,,energy,refineries,,,,,,,,,2026-04-26,,,,,,,,6.17,10.85,10.85,5041.83
2026-04-26T23:21:35.858,ASIANTILES,,,,,,,,,,,building materials,ceramics - tiles / sanitaryware,,,,,,,,,2026-04-26,,,,,,,,6.21,12.13,14.58,1345.57
2026-04-26T23:21:35.858,CANFINHOME,,,,,,,,,,,financials,finance - housing,,,,,,,,,2026-04-26,,,,,,,,6.37,4.53,7.62,8479.63
2026-04-26T23:21:35.858,GPIL,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-04-26,,,,,,,,6.62,4.15,6.71,7135.93
2026-04-26T23:21:35.858,J&KBANK,,,,,,,,,,,bank,banks - private sector,,,,,,,,,2026-04-26,,,,,,,,6.63,8.52,8.61,5635.5
2026-04-26T23:21:35.858,INOXINDIA,,,,,,,,,,,industrials,packaging,,,,,,,,,2026-04-26,,,,,,,,6.64,9.18,10.45,3423.15
2026-04-26T23:21:35.858,DIVGIITTS,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-26,,,,,,,,6.8,7.53,9.53,907.66
2026-04-26T23:21:35.858,LOKESHMACH,,,,,,,,,,,industrials,engineering,,,,,,,,,2026-04-26,,,,,,,,7.49,15.38,19.47,246.2
2026-04-26T23:21:35.858,SHRIPISTON,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-26,,,,,,,,7.6,5.89,8.73,8619.08
2026-04-26T23:21:35.858,AGIIL,,,,,,,,,,,realty,construction,,,,,,,,,2026-04-26,,,,,,,,7.86,8.66,10.13,1281.75
2026-04-26T23:21:35.858,CRAFTSMAN,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-26,,,,,,,,7.91,4.05,5.85,9263.84
2026-04-26T23:21:35.858,STYLAMIND,,,,,,,,,,,building materials,miscellaneous,,,,,,,,,2026-04-26,,,,,,,,8.04,1.12,1.57,1738.17
2026-04-26T23:21:35.858,RRKABEL,,,,,,,,,,,industrials,cables - power,,,,,,,,,2026-04-26,,,,,,,,8.6,6.26,8.14,6257.03
2026-04-26T23:21:35.858,GNA,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-26,,,,,,,,8.66,8.58,10.12,581.89
2026-04-26T23:21:35.858,MACPOWER,,,,,,,,,,,industrials,engineering,,,,,,,,,2026-04-26,,,,,,,,8.73,9.24,12.48,292.34
2026-04-26T23:21:35.858,BAJAJCON,,,,,,,,,,,fmcg,personal care - indian,,,,,,,,,2026-04-26,,,,,,,,8.75,6.44,10.29,3377.53
2026-04-26T23:21:35.858,STLTECH,,,,,,,,,,,industrials,cables - telephone,,,,,,,,,2026-04-26,,,,,,,,8.87,10.73,12.22,7226.43
2026-04-26T23:21:35.858,EDELWEISS,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-26,,,,,,,,8.9,6.1,6.59,7635.04
2026-04-26T23:21:35.858,MUFIN,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-26,,,,,,,,8.94,4.85,6.19,1201.43
2026-04-26T23:21:35.858,LUMAXTECH,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-26,,,,,,,,9.01,6.87,6.87,5181.57
2026-04-26T23:21:35.858,MASFIN,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-26,,,,,,,,9.2,3.59,4.55,1938.35
2026-04-26T23:21:35.858,MBAPL,,,,,,,,,,,chemicals,fertilizers,,,,,,,,,2026-04-26,,,,,,,,9.33,3.28,4.27,1121.14
2026-04-26T23:21:35.858,MAHLOG,,,,,,,,,,,transportation,miscellaneous,,,,,,,,,2026-04-26,,,,,,,,9.74,12.08,12.08,1629.05
2026-04-26T23:21:35.858,TFCILTD,,,,,,,,,,,financials,finance - term-lending institutions,,,,,,,,,2026-04-26,,,,,,,,9.81,6.22,9.96,3230.17
2026-04-26T23:21:35.858,ROSSTECH,,,,,,,,,,,aerospace & defence,engineering,,,,,,,,,2026-04-26,,,,,,,,10.33,10.02,15.94,866.1
2026-04-26T23:21:35.858,SPORTKING,,,,,,,,,,,textiles,textiles - spinning - synthetic / blended,,,,,,,,,2026-04-26,,,,,,,,10.38,8.58,14.76,446.7
2026-04-26T23:21:35.858,CENTUM,,,,,,,,,,,consumer discretionary,electronics - components,,,,,,,,,2026-04-26,,,,,,,,10.68,6.4,14.19,2195.6
2026-04-26T23:21:35.858,APOLLOPIPE,,,,,,,,,,,plastic products,plastics products,,,,,,,,,2026-04-26,,,,,,,,10.69,10.0,11.34,940.16
2026-04-26T23:21:35.858,SCI,,,,,,,,,,,transportation,shipping,,,,,,,,,2026-04-26,,,,,,,,10.69,7.48,13.32,4867.95
2026-04-26T23:21:35.858,GRMOVER,,,,,,,,,,,fmcg,food - processing - indian,,,,,,,,,2026-04-26,,,,,,,,10.72,3.96,7.9,1286.24
2026-04-26T23:21:35.858,APEX,,,,,,,,,,,fmcg,aquaculture,,,,,,,,,2026-04-26,,,,,,,,10.78,7.89,13.05,392.76
2026-04-26T23:21:35.858,AETHER,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-26,,,,,,,,10.9,9.0,10.37,3702.55
2026-04-26T23:21:35.858,MAYURUNIQ,,,,,,,,,,,consumer discretionary,leather / leather products,,,,,,,,,2026-04-26,,,,,,,,10.98,6.25,6.25,1004.54
2026-04-26T23:21:35.858,SUNTV,,,,,,,,,,,media,entertainment / electronic media software,,,,,,,,,2026-04-26,,,,,,,,10.99,10.34,11.13,5912.75
2026-04-26T23:21:35.858,ASHIANA,,,,,,,,,,,realty,construction,,,,,,,,,2026-04-26,,,,,,,,11.01,4.7,5.21,1308.81
2026-04-26T23:21:35.858,SANGAMIND,,,,,,,,,,,textiles,textiles - spinning - synthetic / blended,,,,,,,,,2026-04-26,,,,,,,,11.05,14.49,24.24,760.3
2026-04-26T23:21:35.858,EQUITASBNK,,,,,,,,,,,bank,banks - private sector,,,,,,,,,2026-04-26,,,,,,,,11.14,5.87,7.0,7441.88
2026-04-26T23:21:35.858,SMSPHARMA,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs,,,,,,,,,2026-04-26,,,,,,,,11.41,10.3,10.53,1186.41
2026-04-26T23:21:35.858,MIRCELECTR,,,,,,,,,,,consumer discretionary,electronics - consumer,,,,,,,,,2026-04-26,,,,,,,,11.93,16.56,18.03,723.83
2026-04-26T23:21:35.858,PROZONER,,,,,,,,,,,miscellaneous,miscellaneous,,,,,,,,,2026-04-26,,,,,,,,12.05,10.76,10.76,453.55
2026-04-26T23:21:35.858,MANOMAY,,,,,,,,,,,textiles,textiles - products,,,,,,,,,2026-04-26,,,,,,,,12.06,6.31,12.47,176.11
2026-04-26T23:21:35.858,JINDALSAW,,,,,,,,,,,industrials,steel - large,,,,,,,,,2026-04-26,,,,,,,,12.48,6.57,8.03,5634.79
2026-04-26T23:21:35.858,SILGO,,,,,,,,,,,consumer discretionary,diamond cutting / jewellery,,,,,,,,,2026-04-26,,,,,,,,12.5,7.56,8.21,89.34
2026-04-26T23:21:35.858,GALLANTT,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-04-26,,,,,,,,12.58,10.01,10.03,5998.7
2026-04-26T23:21:35.858,VENUSREM,,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,2026-04-26,,,,,,,,12.78,11.52,13.52,739.26
2026-04-26T23:21:35.858,GMDCLTD,,,,,,,,,,,metals & mining,mining / minerals / metals,,,,,,,,,2026-04-26,,,,,,,,13.22,7.19,12.03,5538.32
2026-04-26T23:21:35.858,AEROFLEX,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-04-26,,,,,,,,13.54,12.19,13.47,1269.7
2026-04-26T23:21:35.858,MEDPLUS,,,,,,,,,,,consumer discretionary,trading,,,,,,,,,2026-04-26,,,,,,,,13.55,5.16,6.06,6485.84
2026-04-26T23:21:35.858,ATALREAL,,,,,,,,,,,realty,construction,,,,,,,,,2026-04-26,,,,,,,,13.94,7.89,7.89,217.49
2026-04-26T23:21:35.858,ALIVUS,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,2026-04-26,,,,,,,,14.29,5.42,5.51,3238.36
2026-04-25T23:33:06.22,SCHNEIDER,,,,,,,,,,,industrials,electric equipment,,,,,,,,,2026-04-25,,,,,,,,0.28,15.56,15.56,7054.17
2026-04-25T23:33:06.22,BHAGYANGR,,,,,,,,,,,power & utilities,power generation and supply,,,,,,,,,2026-04-25,,,,,,,,1.2,6.54,7.76,246.74
2026-04-25T23:33:06.22,PAISALO,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-25,,,,,,,,1.57,7.27,9.92,2461.52
2026-04-25T23:33:06.22,VTL,,,,,,,,,,,textiles,textiles - cotton/blended,,,,,,,,,2026-04-25,,,,,,,,2.08,7.85,10.3,5958.53
2026-04-25T23:33:06.22,QPOWER,,,,,,,,,,,industrials,electric equipment,,,,,,,,,2026-04-25,,,,,,,,2.28,13.76,20.14,2821.38
2026-04-25T23:33:06.22,MANINDS,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-04-25,,,,,,,,2.32,6.96,8.86,2346.49
2026-04-25T23:33:06.22,ABSLAMC,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-25,,,,,,,,2.87,8.72,8.72,7765.29
2026-04-25T23:33:06.22,EMCURE,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,2026-04-25,,,,,,,,3.01,5.85,12.14,6869.91
2026-04-25T23:33:06.22,DYNAMATECH,,,,,,,,,,,industrials,engineering,,,,,,,,,2026-04-25,,,,,,,,3.35,13.33,21.21,4700.09
2026-04-25T23:33:06.22,NATCOPHARM,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,2026-04-25,,,,,,,,3.67,5.45,8.42,9891.25
2026-04-25T23:33:06.22,AARTIIND,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-25,,,,,,,,4.49,7.07,10.11,9926.37
2026-04-25T23:33:06.22,SEAMECLTD,,,,,,,,,,,miscellaneous,miscellaneous,,,,,,,,,2026-04-25,,,,,,,,4.57,9.85,9.85,1057.74
2026-04-25T23:33:06.22,VOLTAMP,,,,,,,,,,,industrials,electric equipment,,,,,,,,,2026-04-25,,,,,,,,4.66,7.47,10.87,7626.19
2026-04-25T23:33:06.22,ANURAS,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-25,,,,,,,,4.69,5.24,8.44,6248.43
2026-04-25T23:33:06.22,HEG,,,,,,,,,,,industrials,electrodes - graphites,,,,,,,,,2026-04-25,,,,,,,,4.7,6.25,10.87,5513.07
2026-04-25T23:33:06.22,GRAPHITE,,,,,,,,,,,industrials,electrodes - graphites,,,,,,,,,2026-04-25,,,,,,,,4.82,5.43,12.72,4898.57
2026-04-25T23:33:06.22,KRN,,,,,,,,,,,industrials,engineering,,,,,,,,,2026-04-25,,,,,,,,5.05,10.18,11.02,2265.4
2026-04-25T23:33:06.22,IMFA,,,,,,,,,,,metals & mining,mining / minerals / metals,,,,,,,,,2026-04-25,,,,,,,,5.19,6.94,7.37,3353.81
2026-04-25T23:33:06.22,AXISCADES,,,,,,,,,,,aerospace & defence,computers - software - medium / small,,,,,,,,,2026-04-25,,,,,,,,5.22,9.16,12.05,3459.7
2026-04-25T23:33:06.22,KTKBANK,,,,,,,,,,,bank,banks - private sector,,,,,,,,,2026-04-25,,,,,,,,5.27,5.63,6.25,9152.51
2026-04-25T23:33:06.22,ARVIND,,,,,,,,,,,textiles,textiles - cotton/blended,,,,,,,,,2026-04-25,,,,,,,,5.32,4.22,4.64,6062.36
2026-04-25T23:33:06.22,GAEL,,,,,,,,,,,fmcg,miscellaneous,,,,,,,,,2026-04-25,,,,,,,,5.39,7.02,9.97,2510.21
2026-04-25T23:33:06.22,HAPPYFORGE,,,,,,,,,,,industrials,castings & forgings,,,,,,,,,2026-04-25,,,,,,,,5.45,7.87,9.21,2683.64
2026-04-25T23:33:06.22,WHEELS,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-25,,,,,,,,5.5,4.99,5.18,1067.49
2026-04-25T23:33:06.22,BLISSGVS,,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,2026-04-25,,,,,,,,5.51,8.49,10.76,1796.33
2026-04-25T23:33:06.22,RPTECH,,,,,,,,,,,services,trading,,,,,,,,,2026-04-25,,,,,,,,5.59,6.37,8.91,1092.61
2026-04-25T23:33:06.22,SENORES,,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,2026-04-25,,,,,,,,5.65,5.74,8.51,2223.71
2026-04-25T23:33:06.22,JAYNECOIND,,,,,,,,,,,metals & mining,steel - large,,,,,,,,,2026-04-25,,,,,,,,5.77,6.19,7.56,4171.02
2026-04-25T23:33:06.22,PRIVISCL,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-25,,,,,,,,6.04,4.98,6.48,4975.21
2026-04-25T23:33:06.22,VISHNU,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-25,,,,,,,,6.07,6.49,9.91,1205.12
2026-04-25T23:33:06.22,CHENNPETRO,,,,,,,,,,,energy,refineries,,,,,,,,,2026-04-25,,,,,,,,6.17,10.85,10.85,5041.83
2026-04-25T23:33:06.22,ASIANTILES,,,,,,,,,,,building materials,ceramics - tiles / sanitaryware,,,,,,,,,2026-04-25,,,,,,,,6.21,12.13,14.58,1345.57
2026-04-25T23:33:06.22,CANFINHOME,,,,,,,,,,,financials,finance - housing,,,,,,,,,2026-04-25,,,,,,,,6.37,4.53,7.62,8479.63
2026-04-25T23:33:06.22,GPIL,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-04-25,,,,,,,,6.62,4.15,6.71,7135.93
2026-04-25T23:33:06.22,J&KBANK,,,,,,,,,,,bank,banks - private sector,,,,,,,,,2026-04-25,,,,,,,,6.63,8.52,8.61,5635.5
2026-04-25T23:33:06.22,INOXINDIA,,,,,,,,,,,industrials,packaging,,,,,,,,,2026-04-25,,,,,,,,6.64,9.18,10.45,3423.15
2026-04-25T23:33:06.22,DIVGIITTS,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-25,,,,,,,,6.8,7.53,9.53,907.66
2026-04-25T23:33:06.22,LOKESHMACH,,,,,,,,,,,industrials,engineering,,,,,,,,,2026-04-25,,,,,,,,7.49,15.38,19.47,246.2
2026-04-25T23:33:06.22,SHRIPISTON,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-25,,,,,,,,7.6,5.89,8.73,8619.08
2026-04-25T23:33:06.22,AGIIL,,,,,,,,,,,realty,construction,,,,,,,,,2026-04-25,,,,,,,,7.86,8.66,10.13,1281.75
2026-04-25T23:33:06.22,CRAFTSMAN,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-25,,,,,,,,7.91,4.05,5.85,9263.84
2026-04-25T23:33:06.22,STYLAMIND,,,,,,,,,,,building materials,miscellaneous,,,,,,,,,2026-04-25,,,,,,,,8.04,1.12,1.57,1738.17
2026-04-25T23:33:06.22,RRKABEL,,,,,,,,,,,industrials,cables - power,,,,,,,,,2026-04-25,,,,,,,,8.6,6.26,8.14,6257.03
2026-04-25T23:33:06.22,GNA,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-25,,,,,,,,8.66,8.58,10.12,581.89
2026-04-25T23:33:06.22,MACPOWER,,,,,,,,,,,industrials,engineering,,,,,,,,,2026-04-25,,,,,,,,8.73,9.24,12.48,292.34
2026-04-25T23:33:06.22,BAJAJCON,,,,,,,,,,,fmcg,personal care - indian,,,,,,,,,2026-04-25,,,,,,,,8.75,6.44,10.29,3377.53
