Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-07-30T14:49:16.117,SMLMAH,0.0,45.29,45.49,auto,automobiles - lcvs / hcvs,3253.51,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,ATALREAL,0.42,6.45,6.97,realty,construction,285.78,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,PRUDENT,0.58,13.09,17.3,financials,finance & investments,5960.74,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,KRISHANA,0.62,11.34,19.45,chemicals,fertilizers,297.26,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,CREDITACC,0.76,3.97,11.23,financials,finance & investments,8705.78,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,UNIPARTS,1.4,8.58,12.86,industrials,engineering,1131.39,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,SILVERTUC,1.41,8.76,15.46,i.t,computers - software - medium / small,686.96,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,ARTEMISMED,1.43,11.76,15.23,healthcare,healthcare,1999.71,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,HAPPYFORGE,1.54,7.49,7.49,industrials,castings & forgings,3344.48,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,EMCURE,2.28,4.26,5.64,healthcare,pharmaceuticals - indian - bulk drugs & formln,8054.63,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,SAREGAMA,2.36,5.47,13.92,media,entertainment / electronic media software,3950.93,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,BLSE,2.52,7.88,16.27,i.t,computers - software - medium / small,753.13,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,PRICOLLTD,3.06,7.03,14.16,auto,auto ancillaries,5085.51,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,RKFORGE,3.1,3.99,13.24,industrials,castings & forgings,6445.34,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,RAIN,3.12,4.62,5.38,miscellaneous,miscellaneous,4357.57,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,GAEL,3.13,12.32,26.19,fmcg,miscellaneous,2858.29,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,METROPOLIS,3.28,5.05,7.63,healthcare,healthcare,6245.64,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,MACPOWER,3.34,20.47,20.47,industrials,engineering,396.22,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,THYROCARE,3.65,4.36,13.71,healthcare,healthcare,3700.02,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,HNDFDS,3.76,3.49,6.15,fmcg,diversified - large,2647.2,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,SUPRAJIT,3.81,4.75,7.88,auto,auto ancillaries,3738.62,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,RPTECH,4.22,11.44,12.3,services,trading,1911.6,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,UNIVCABLES,4.26,9.91,16.3,industrials,cables - power,1760.96,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,HEG,4.36,7.36,12.34,industrials,electrodes - graphites,5567.49,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,NIVABUPA,4.45,3.3,4.49,financials,finance & investments,7202.5,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,RITCO,4.61,4.79,5.52,transportation,miscellaneous,315.13,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,USHAMART,4.67,5.29,7.82,metals & mining,steel - medium / small,9244.84,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,WSTCSTPAPR,4.69,4.81,8.56,building materials,paper,1612.8,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,HONAUT,4.71,11.31,11.53,consumer discretionary,electronics - components,8739.85,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,MMFL,4.96,6.02,6.05,industrials,castings & forgings,1132.09,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,COMSYN,5.08,30.29,31.64,industrials,packaging,356.34,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,PGIL,5.16,5.07,7.24,consumer discretionary,textiles - products,3652.2,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,AVALON,5.29,10.59,10.59,consumer discretionary,electronics - components,6520.13,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,MUTHOOTMF,5.5,4.72,10.4,financials,finance & investments,1885.48,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,CCL,5.5,4.36,4.36,fmcg,tea,8442.46,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,GRWRHITECH,5.6,6.56,6.74,industrials,packaging,6202.32,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,DIACABS,5.62,16.24,29.79,industrials,cables - power,2717.8,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,CAPLIPOINT,5.73,6.26,9.12,healthcare,pharmaceuticals - indian - formulations,5691.43,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,SENCO,5.73,4.71,14.0,consumer discretionary,diamond cutting / jewellery,2359.46,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,YASHO,5.85,10.63,11.06,chemicals,chemicals,1224.18,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,IRISDOREME,5.92,12.77,14.97,consumer discretionary,textiles - products,368.47,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,TBZ,5.97,11.48,15.44,consumer discretionary,diamond cutting / jewellery,480.2,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,AEGISVOPAK,6.2,5.07,8.09,transportation,miscellaneous,4229.76,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,PGHL,6.23,5.76,7.43,healthcare,pharmaceuticals - multinational,5231.3,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,SHYAMMETL,6.28,3.05,3.42,metals & mining,steel - large,7246.23,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,POLYPLEX,6.31,5.73,6.2,industrials,packaging,2542.8,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,SIGMAADV,6.46,8.88,32.21,aerospace & defence,electronics - components,3027.64,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,ADOR,6.55,8.37,9.26,industrials,electrodes - welding equipment,1201.0,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,KDDL,6.62,4.64,6.1,consumer discretionary,miscellaneous,1956.09,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,EPL,6.68,4.39,8.15,industrials,packaging,5432.12,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,CONFIPET,6.71,7.36,12.93,miscellaneous,miscellaneous,1096.39,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,LLOYDSENGG,6.72,5.14,9.32,industrials,engineering,7628.05,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,PRIVISCL,6.74,5.67,6.85,chemicals,chemicals,5433.08,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,MUFIN,6.78,7.29,7.74,financials,finance & investments,1343.45,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,HIRECT,6.82,6.7,8.24,consumer discretionary,electronics - components,2512.63,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,ATULAUTO,6.83,10.52,13.0,auto,automobiles - scooters and 3 - wheelers,820.82,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,FIEMIND,7.02,2.81,5.39,auto,auto ancillaries,2844.27,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,ZYDUSWELL,7.04,6.59,7.25,fmcg,food - processing - indian,5494.56,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,BALRAMCHIN,7.06,3.47,4.15,fmcg,sugar,7203.09,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,VISHNU,7.21,4.9,6.62,chemicals,chemicals,1288.76,2026-07-30,,,,,,,
2026-07-30T14:49:16.117,RPEL,7.28,4.79,5.88,building materials,refractories / intermediates,2167.4,2026-07-30,,,,,,,
