Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-05-04T18:30:03.046,ACUTAAS,2676.4,3.17,2487.24,2388.4,2400.2,3090.71,2.15,41.58,59.62,67.69,healthcare,pharmaceuticals - indian - bulk drugs,19.53,11.51,98.57,0.45,0.96,2430.0,2262.01,35.7,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,KIRLOSENG,1723.6,1.5,1667.08,1605.0,1681.2,1787.2,0.55,56.25,45.12,70.01,industrials,engines,29.53,2.52,87.36,0.56,0.84,1599.37,1537.6,31.08,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,ADANIPOWER,227.3,2.46,217.46,214.24,221.46,236.06,1.59,27.32,16.41,84.36,power & utilities,power generation and supply,44.89,2.64,55.23,0.29,0.88,208.26,200.68,25.67,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,SCHNEIDER,1305.8,4.99,1219.51,1130.0,1164.36,1517.97,1.06,80.41,121.34,80.28,industrials,electric equipment,44.24,12.15,54.54,0.41,0.42,1167.89,1064.45,25.5,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,SYRMA,1018.55,6.22,940.8,945.85,995.51,1053.11,1.3,47.77,62.96,70.13,consumer discretionary,electronics - components,30.53,2.31,28.18,0.14,0.42,937.13,887.51,23.77,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,GALLANTT,872.5,1.24,826.78,825.0,900.63,830.31,0.18,52.43,43.53,68.58,metals & mining,steel - medium / small,51.8,-3.12,30.91,0.54,0.19,772.16,709.06,21.17,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,CCL,1170.3,3.1,1110.34,1094.0,1092.72,1286.67,1.08,38.85,40.25,65.08,fmcg,tea,21.85,7.1,36.64,0.26,0.32,1089.83,1043.18,20.05,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,LAURUSLABS,1166.4,5.94,1079.96,1080.0,1121.36,1233.96,2.68,56.4,66.85,64.67,healthcare,pharmaceuticals - indian - bulk drugs & formln,18.06,4.02,38.77,0.11,0.31,1088.32,1034.36,19.11,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,SCI,318.55,4.62,295.47,288.65,303.27,341.47,1.76,9.16,12.52,72.98,transportation,shipping,33.49,5.04,44.91,0.11,0.48,288.14,266.58,18.65,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,CEMPRO,956.45,17.32,799.68,643.0,696.57,1346.27,21.98,16.96,23.42,86.91,realty,construction,36.22,37.31,22.55,0.04,0.17,819.45,738.55,18.05,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,RRKABEL,1775.2,13.0,1570.25,1451.8,1509.24,2174.13,13.44,29.89,36.09,75.33,industrials,cables - power,20.23,17.62,44.06,0.16,0.4,1570.04,1439.97,17.81,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,BSE,3711.3,1.94,3599.54,3451.0,3645.22,3810.42,0.83,63.51,47.12,75.0,financials,miscellaneous,31.94,1.81,76.95,0.4,0.44,3528.33,3434.81,17.64,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,BHEL,377.05,6.99,346.63,339.0,350.01,417.61,6.42,84.16,150.6,81.55,industrials,electric equipment,42.65,7.73,61.55,0.33,0.63,339.93,334.04,16.55,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,EMCURE,1793.2,6.73,1652.48,1603.0,1625.29,2045.07,1.32,36.87,36.6,67.73,healthcare,pharmaceuticals - indian - bulk drugs & formln,11.67,10.33,41.04,0.24,0.19,1611.35,1488.17,16.2,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,KEI,5058.3,4.13,4696.06,4747.6,4922.51,5261.98,1.47,51.47,53.93,66.38,industrials,cables - power,23.9,2.76,24.79,0.13,0.29,4690.67,4426.75,15.56,2026-05-04,,,,,,,
2026-05-04T18:30:03.046,KARURVYSYA,297.4,1.33,287.73,290.65,288.25,311.12,1.22,10.41,11.31,55.38,bank,banks - private sector,13.88,3.17,39.27,0.12,0.35,278.13,272.49,14.48,2026-05-04,,,,,,,
