Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-07-29T15:28:29.1,LAURUSLABS,1780.0,1.2,1719.21,1554.9,1612.86,2030.72,1.27,65.35,86.82,79.77,healthcare,pharmaceuticals - indian - bulk drugs & formln,41.64,10.36,64.06,0.64,0.74,1673.12,1610.86,27.44,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,WELCORP,1695.0,3.16,1593.77,1566.2,1637.92,1780.62,1.04,10.68,18.76,67.19,industrials,steel - large,30.06,3.48,110.17,1.09,0.79,1578.43,1496.01,21.47,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,FEDERALBNK,359.2,0.55,349.32,349.9,350.12,372.83,0.42,17.64,18.78,76.79,bank,banks - private sector,44.55,2.59,37.4,0.16,0.45,347.76,339.89,16.37,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,SAILIFE,1311.4,0.84,1265.67,1216.3,1259.51,1389.24,0.82,66.5,78.3,62.64,healthcare,pharmaceuticals - indian - bulk drugs & formln,22.91,4.12,46.29,0.43,0.42,1240.48,1196.58,15.03,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,RADICO,4369.8,1.87,4184.6,4038.9,4142.45,4710.82,3.64,63.7,81.62,75.84,fmcg,breweries & distilleries,44.64,5.49,32.22,0.47,0.28,4097.68,3977.8,13.79,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,HSCL,769.05,2.59,735.25,736.0,754.59,790.74,0.44,42.26,47.0,61.33,chemicals,chemicals,29.68,1.92,59.48,0.58,0.62,698.55,648.43,13.37,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,SONACOMS,722.4,1.32,696.88,704.15,719.16,727.26,0.81,62.28,63.66,71.33,auto,auto ancillaries,54.01,0.45,49.99,0.35,0.4,682.95,655.72,12.37,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,M&MFIN,395.15,5.8,362.75,352.65,352.97,458.42,1.62,14.83,15.96,73.08,financials,finance & investments,35.76,11.95,0.25,-0.02,0.23,356.31,327.54,11.49,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,AUROPHARMA,1584.0,2.25,1523.31,1512.0,1529.76,1665.35,0.75,24.97,25.67,58.91,healthcare,pharmaceuticals - indian - bulk drugs & formln,23.9,3.55,31.34,0.28,0.29,1509.82,1468.88,9.93,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,EMCURE,1906.2,0.74,1842.4,1855.4,1840.98,2004.03,0.45,37.11,38.8,60.06,healthcare,pharmaceuticals - indian - bulk drugs & formln,29.67,3.54,33.54,0.22,0.38,1793.92,1721.5,9.79,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,TITAN,4854.5,0.1,4726.74,4604.1,4719.5,5056.99,0.92,91.39,84.8,76.59,consumer discretionary,diamond cutting / jewellery,37.49,2.86,21.62,0.13,0.22,4705.36,4605.91,9.69,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,LLOYDSME,2049.0,3.53,1955.79,1855.1,1909.9,2257.65,1.59,19.14,28.35,69.94,metals & mining,mining / minerals / metals,27.84,7.28,49.64,0.65,0.5,1897.39,1800.68,9.54,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,TVSMOTOR,4080.2,2.17,3916.86,3823.3,3804.88,4493.18,1.51,47.53,55.35,74.43,auto,automobiles - motorcycles / mopeds,27.67,7.24,12.3,0.01,0.14,3868.72,3714.91,9.41,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,NEULANDLAB,19690.0,4.34,18504.36,18200.0,18648.94,21251.59,0.94,29.7,66.52,65.96,healthcare,pharmaceuticals - indian - bulk drugs,21.06,5.58,31.46,0.41,0.08,18475.92,17690.36,9.16,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,VIJAYA,1371.7,0.93,1324.08,1291.0,1319.48,1450.03,0.27,73.59,80.75,55.84,healthcare,healthcare,22.42,3.96,32.56,0.32,0.3,1293.73,1238.55,8.94,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,MANAPPURAM,370.95,2.69,353.49,343.55,346.18,408.11,1.55,19.44,30.8,72.79,financials,finance & investments,20.15,7.16,18.51,0.17,0.31,350.87,337.0,8.91,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,ASTERDM,817.65,0.51,793.6,770.0,798.4,846.53,0.94,75.15,107.89,58.6,healthcare,healthcare,18.99,2.41,32.37,0.37,0.16,778.34,758.66,8.69,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,OFSS,11410.0,0.67,11140.64,9937.0,11257.36,11638.96,0.86,17.54,28.9,58.71,i.t,computers - software - large,30.42,1.36,46.71,0.31,0.31,10400.17,9927.8,7.58,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,FLUOROCHEM,4582.9,2.13,4382.56,4423.2,4441.24,4795.39,0.56,115.5,85.85,74.88,chemicals,chemicals,39.69,3.19,26.35,0.4,0.2,4284.47,4115.65,6.97,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,CAPLIPOINT,2613.8,0.99,2536.34,2435.4,2538.49,2726.77,0.48,29.2,30.68,57.25,healthcare,pharmaceuticals - indian - formulations,41.07,2.97,36.43,0.37,0.3,2417.85,2299.5,6.61,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,LALPATHLAB,1882.8,4.3,1765.96,1650.9,1722.11,2123.84,1.92,46.37,43.52,72.95,healthcare,healthcare,30.37,9.33,34.1,0.24,0.18,1735.98,1636.66,6.5,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,HEG,674.0,3.53,623.43,599.3,619.25,756.12,1.35,26.58,35.02,75.41,industrials,electrodes - graphites,40.46,8.84,20.54,0.09,0.25,611.01,564.21,6.47,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,PAYTM,1333.3,1.94,1267.24,1236.5,1331.73,1335.66,1.38,96.9,128.73,63.08,i.t,miscellaneous,26.44,0.12,1.37,0.04,-0.01,1245.45,1180.56,6.38,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,CREDITACC,1591.1,0.92,1530.86,1456.5,1506.52,1717.97,0.45,12.92,20.85,63.38,financials,finance & investments,29.87,5.61,26.16,0.13,0.12,1483.3,1407.35,5.67,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,NESTLEIND,1505.0,0.89,1457.85,1431.0,1441.44,1600.34,1.35,75.7,75.46,63.92,fmcg,food - processing - mnc,19.94,4.41,18.31,0.07,0.14,1429.25,1383.24,5.16,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,PTCIL,17970.0,0.54,17484.18,17536.0,17529.68,18630.48,0.4,112.42,263.82,55.34,industrials,castings & forgings,12.57,2.51,-3.78,-0.08,-0.01,17127.86,16675.25,4.95,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,SUNPHARMA,1990.8,0.71,1921.19,1926.8,1958.5,2039.24,1.05,44.04,41.35,68.57,healthcare,pharmaceuticals - indian - bulk drugs & formln,31.83,1.65,15.82,0.14,0.11,1929.4,1885.25,4.46,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,DIVISLAB,7791.0,4.93,7279.93,7177.0,7369.57,8423.15,2.7,68.8,76.74,78.15,healthcare,pharmaceuticals - indian - bulk drugs,41.93,5.72,21.22,0.16,0.16,7401.12,7120.71,4.32,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,3MINDIA,35425.0,0.96,34398.0,34700.0,35410.71,35446.44,0.31,46.33,75.68,56.7,miscellaneous,diversified - large,14.12,0.04,2.46,-0.03,-0.05,33829.87,32908.51,4.27,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,ASIANPAINT,2757.1,0.76,2664.13,2620.1,2645.28,2924.83,2.97,56.36,60.63,61.55,building materials,paints / varnishes,16.22,4.23,0.4,0.01,-0.04,2622.58,2628.59,3.67,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,SARDAEN,523.4,2.59,501.42,491.65,492.57,569.64,1.33,29.21,16.26,59.58,metals & mining,steel - medium / small,16.51,6.26,0.19,0.0,-0.04,496.35,481.67,3.29,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,KALYANKJIL,629.35,3.45,597.16,562.45,604.24,667.02,1.82,39.63,46.51,79.19,consumer discretionary,diamond cutting / jewellery,41.6,4.16,28.3,0.58,0.2,572.9,535.92,3.12,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,IIFL,593.6,1.93,567.62,548.0,564.52,637.22,0.96,9.35,11.78,67.33,financials,finance & investments,33.62,5.15,-0.83,0.0,0.06,550.54,526.94,3.08,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,ETERNAL,311.65,1.07,302.33,276.55,290.55,343.31,1.43,779.13,656.06,71.58,i.t,miscellaneous,35.37,7.26,10.65,0.08,-0.03,288.81,276.39,2.81,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,MEDANTA,1430.6,2.09,1366.41,1350.7,1353.05,1546.92,1.04,66.73,67.66,72.43,healthcare,healthcare,31.17,5.73,21.79,0.26,0.18,1356.07,1307.58,2.47,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,PIDILITIND,1631.9,0.76,1576.72,1537.1,1564.14,1733.54,1.13,71.7,52.81,62.37,chemicals,chemicals,24.65,4.33,11.93,0.03,0.06,1560.71,1512.41,2.43,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,APLAPOLLO,1870.1,1.27,1815.16,1802.5,1803.99,1969.27,0.53,36.64,42.61,61.1,industrials,steel - large,11.62,3.66,-0.85,-0.18,0.01,1803.88,1756.42,2.31,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,PVRINOX,1139.9,1.95,1095.69,981.1,1033.14,1300.05,1.49,49.56,24.69,75.37,media,entertainment / electronic media software,29.94,10.33,13.89,0.12,0.0,1053.49,1000.78,2.21,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,SAREGAMA,530.2,1.14,506.71,470.4,494.1,584.35,0.37,34.34,48.95,65.4,media,entertainment / electronic media software,34.85,7.31,51.69,0.47,0.26,487.45,460.69,2.16,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,TBOTEK,1521.2,0.84,1479.8,1400.1,1439.25,1644.12,0.82,67.67,65.96,61.68,i.t,travel agencies,25.4,5.69,-10.53,-0.01,-0.08,1432.2,1375.25,1.9,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,MARUTI,13927.0,0.91,13445.6,13197.0,13391.59,14730.12,1.07,29.92,29.56,55.89,auto,automobiles - passenger cars,14.1,4.0,-16.08,-0.14,-0.14,13397.96,13054.18,1.78,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,UNOMINDA,1167.9,0.34,1133.47,1101.1,1138.04,1212.69,0.55,51.68,55.98,59.99,auto,auto ancillaries,7.84,2.62,-8.1,-0.06,-0.15,1108.42,1080.72,1.49,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,BALRAMCHIN,606.8,0.26,589.27,601.15,610.55,601.18,0.2,19.2,32.3,61.14,fmcg,sugar,44.65,-0.61,38.53,0.37,0.31,575.38,553.96,1.44,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,SBILIFE,1896.4,0.39,1842.79,1800.0,1841.31,1979.04,1.32,65.57,72.85,63.3,financials,finance & investments,22.31,2.99,-6.04,-0.15,-0.08,1821.49,1771.7,1.1,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,ANANTRAJ,614.0,0.66,595.3,576.0,601.32,633.03,0.5,36.72,38.1,63.31,realty,construction,22.31,2.11,10.82,0.16,-0.04,570.56,544.93,1.07,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,ENDURANCE,2776.2,2.55,2658.54,2548.6,2691.1,2903.85,0.83,35.32,40.01,58.85,auto,auto ancillaries,18.0,3.16,8.9,0.07,-0.08,2605.88,2495.84,1.07,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,RKFORGE,642.1,1.82,613.63,569.6,576.7,740.19,1.39,62.22,107.07,71.5,industrials,castings & forgings,20.53,11.34,25.61,0.15,0.15,596.21,564.69,0.97,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,AEGISVOPAK,295.34,0.99,279.82,282.25,293.27,298.45,0.79,119.09,137.31,61.94,transportation,miscellaneous,48.19,0.71,19.35,0.28,0.06,266.37,247.88,0.88,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,POONAWALLA,481.45,3.35,453.99,451.0,469.28,499.71,0.66,33.9,48.99,62.14,financials,finance & investments,28.73,2.59,1.9,0.09,-0.05,450.25,429.15,0.84,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,PFC,427.0,1.69,410.72,405.3,401.6,465.1,1.1,5.03,5.35,58.3,financials,finance - term-lending institutions,12.23,6.32,20.59,0.03,0.1,409.24,400.32,0.73,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,ECLERX,1952.8,2.9,1827.31,1735.0,1911.32,2015.02,0.75,23.85,14.55,67.77,i.t,computers - software - medium / small,40.22,2.17,-16.53,-0.19,-0.16,1723.36,1562.87,0.59,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,ATUL,6800.0,2.26,6507.69,6077.0,6109.45,7835.83,2.72,20.4,24.61,63.42,chemicals,chemicals,30.11,11.3,12.43,0.02,0.12,6285.39,5971.94,0.58,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,RAINBOW,1495.7,1.78,1440.21,1428.0,1472.53,1530.46,0.56,49.27,53.61,60.83,healthcare,healthcare,21.67,1.57,11.23,0.16,0.06,1426.78,1379.38,0.55,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,SAGILITY,44.94,4.12,41.78,40.28,41.41,50.24,2.52,24.42,20.36,66.48,i.t,computers - software - medium / small,22.34,8.53,-13.3,-0.2,-0.16,41.22,38.64,0.32,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,BHARTIARTL,1947.0,2.38,1874.84,1878.0,1915.51,1994.23,0.82,38.85,41.39,58.39,telecom-service,telecommunications - service provider,20.14,1.64,-7.5,-0.08,-0.09,1880.32,1840.31,0.2,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,ASTRAL,1474.2,0.19,1430.8,1402.1,1380.84,1614.24,0.24,46.48,73.64,59.47,plastic products,plastics products,22.53,6.76,6.12,-0.07,-0.1,1404.46,1357.96,-0.26,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,CIPLA,1473.5,2.0,1413.16,1366.1,1403.29,1578.81,1.3,37.7,34.61,62.34,healthcare,pharmaceuticals - indian - bulk drugs & formln,19.0,5.0,-2.12,0.02,-0.06,1394.52,1352.99,-0.36,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,REDINGTON,288.45,3.74,269.99,255.7,266.36,321.59,0.95,14.39,14.59,63.85,services,trading,27.61,8.29,6.64,0.02,-0.05,267.83,252.92,-0.51,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,INDHOTEL,737.95,0.44,717.26,713.25,725.58,756.51,0.44,73.5,48.75,58.29,services,hotels,23.59,1.7,-0.14,0.04,0.01,711.58,694.36,-0.77,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,LODHA,1317.55,1.24,1249.89,1124.0,1222.02,1460.85,1.54,23.99,31.5,76.71,realty,construction,45.48,7.82,22.82,0.31,0.05,1196.79,1133.62,-0.89,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,BRITANNIA,5520.0,0.76,5378.73,5316.5,5389.93,5715.1,1.13,49.01,52.09,62.58,fmcg,food - processing - mnc,12.91,2.41,-8.49,-0.12,-0.09,5303.36,5202.88,-1.0,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,RECLTD,373.95,1.49,361.67,354.9,354.19,403.59,1.11,5.87,6.06,65.69,financials,finance - term-lending institutions,16.75,5.58,4.76,-0.09,-0.0,356.89,348.85,-1.26,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,PPLPHARMA,195.24,0.94,189.34,175.2,180.69,217.06,1.57,-697.29,-78.31,68.93,healthcare,pharmaceuticals - indian - bulk drugs & formln,33.87,8.05,12.63,0.17,-0.04,179.36,173.22,-1.34,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,JUBLINGREA,738.0,1.6,713.24,720.1,749.07,721.39,0.47,27.54,37.17,57.56,chemicals,chemicals,30.72,-1.48,3.94,0.07,0.06,680.21,645.02,-1.72,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,COLPAL,2167.6,1.38,2055.65,2065.0,2067.9,2317.15,3.98,41.72,43.88,65.03,fmcg,personal care - multinational,18.61,4.82,3.88,-0.07,-0.04,2044.35,1997.71,-2.04,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,BHARTIHEXA,1655.0,3.14,1563.79,1571.2,1632.64,1688.54,0.52,46.33,46.31,64.33,telecom-service,telecommunications - service provider,24.49,1.37,-9.46,-0.01,-0.11,1570.87,1511.57,-2.14,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,DIXON,14261.0,2.58,13599.46,13586.0,14167.84,14400.74,0.7,72.44,51.05,65.14,consumer discretionary,electronics - consumer,34.18,0.66,15.68,0.28,-0.1,13477.14,12953.25,-2.58,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,PFIZER,4755.4,0.95,4618.05,4554.0,4632.05,4940.43,1.27,26.6,29.31,61.86,healthcare,pharmaceuticals - multinational,14.92,2.66,-5.86,-0.07,-0.08,4532.09,4448.7,-2.62,2026-07-29,,,,,,,
2026-07-29T15:28:29.1,MRF,134135.0,0.75,130825.1,130300.0,131439.81,138177.79,0.65,20.25,23.33,56.72,auto,tyres,13.53,2.05,-10.7,-0.08,-0.18,130148.59,127948.79,-2.64,2026-07-29,,,,,,,
