Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-08-17T11:00:05.608,KRN,0.0,10.25,25.0,industrials,engineering,3462.43,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,SETL,0.1,7.24,11.18,industrials,engineering,2468.27,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,MOREPENLAB,0.18,18.31,19.89,healthcare,pharmaceuticals - indian - bulk drugs & formln,3061.47,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,TFCILTD,0.39,8.92,9.6,financials,finance - term-lending institutions,5542.84,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,SENORES,0.42,3.04,7.37,healthcare,pharmaceuticals - indian - formulations,3764.19,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,AZAD,0.43,18.86,20.29,aerospace & defence,engineering,8369.89,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,SAHYADRI,0.63,15.22,19.24,building materials,cement products,125.67,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,TVSSRICHAK,0.86,24.02,24.02,auto,tyres,1968.56,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,MANORAMA,0.86,17.69,18.78,fmcg,food - processing - indian,5107.71,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,HAPPYFORGE,0.91,11.09,16.33,industrials,castings & forgings,4446.43,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,DALMIASUG,1.05,7.89,10.98,fmcg,sugar,887.54,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,E2E,1.19,12.76,20.34,i.t,computers - software - medium / small,8584.53,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,ROLEXRINGS,1.42,5.19,16.74,auto,auto ancillaries,2331.06,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,VARROC,1.46,4.65,7.55,auto,auto ancillaries,3292.93,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,AVALON,1.49,7.22,8.24,consumer discretionary,electronics - components,7502.85,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,NELCO,1.52,14.68,14.98,telecom,telecommunications - service provider,1252.84,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,UCAL,1.55,36.47,36.47,auto,auto ancillaries,101.57,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,KANPRPLA,1.63,15.29,32.96,industrials,packaging,207.76,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,SHILPAMED,1.71,7.27,7.32,healthcare,pharmaceuticals - indian - formulations,9498.53,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,NRBBEARING,1.86,4.34,8.48,industrials,bearings,2539.29,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,VSSL,2.13,13.26,13.42,metals & mining,steel - medium / small,1710.66,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,LUMAXTECH,2.15,4.89,17.55,auto,auto ancillaries,6194.48,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,RKFORGE,2.26,2.96,4.59,industrials,castings & forgings,7695.73,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,NETWEB,2.32,8.42,10.86,i.t,computers - hardware,9675.92,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,ARVSMART,2.48,4.13,7.09,realty,construction,1432.97,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,DEEPINDS,2.63,6.44,8.2,energy,oil drilling / allied services,1590.31,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,YASHO,2.65,6.92,6.92,chemicals,chemicals,1691.13,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,AVADHSUGAR,2.85,14.47,14.88,fmcg,sugar,546.88,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,PITTIENG,2.88,4.83,17.3,industrials,engineering,1843.29,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,CYIENTDLM,2.9,7.58,8.06,aerospace & defence,electronics - components,2720.49,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,AVTNPL,3.01,25.97,26.15,fmcg,solvent extraction,324.75,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,MAWANASUG,3.03,9.56,11.81,fmcg,sugar,171.38,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,DHAMPURSUG,3.05,6.55,8.09,fmcg,sugar,527.06,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,MANINDS,3.3,8.26,17.59,metals & mining,steel - medium / small,2631.04,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,UGARSUGAR,3.43,22.57,22.57,fmcg,sugar,321.32,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,MARINE,3.48,11.82,13.78,industrials,electric equipment,1666.81,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,DIVGIITTS,3.7,11.18,24.82,auto,auto ancillaries,1531.87,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:00:05.608,RATNAVEER,3.75,16.94,19.53,metals & mining,steel - medium / small,915.63,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
