Timestamp,Symbol,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m,Scan_Date
2026-05-12T22:56:25.133,SWANDEF,14448.83,18617.72,7802.84,403.94,0.08,0.67,35.02,2026-05-12
2026-05-12T22:56:25.133,CUPID,134.84,144.09,118.8,53.39,0.29,0.4,1.48,2026-05-12
2026-05-12T22:56:25.133,STLTECH,118.65,36.57,9.25,2.34,0.81,2.08,2.31,2026-05-12
2026-05-12T22:56:25.133,SIGMAADV,92.29,50.97,34.92,55.45,0.97,0.86,0.52,2026-05-12
2026-05-12T22:56:25.133,BHAGYANGR,85.31,36.12,27.82,13.62,0.73,0.85,1.31,2026-05-12
2026-05-12T22:56:25.133,MTARTECH,84.6,49.51,31.2,15.4,0.5,0.84,1.47,2026-05-12
2026-05-12T22:56:25.133,TAKE,66.03,122.29,72.0,13.22,-0.33,-0.29,0.25,2026-05-12
2026-05-12T22:56:25.133,MIRCELECTR,53.79,38.45,20.39,8.57,0.41,0.29,0.64,2026-05-12
2026-05-12T22:56:25.133,QPOWER,53.37,43.22,NaN,NaN,0.26,0.59,0.26,2026-05-12
2026-05-12T22:56:25.133,BAJAJCON,49.92,31.86,22.78,9.18,0.4,0.53,0.88,2026-05-12
2026-05-12T22:56:25.133,KESORAMIND,49.76,39.41,2.12,-11.48,0.19,0.47,1.51,2026-05-12
2026-05-12T22:56:25.133,SALSTEEL,49.55,31.43,26.31,17.04,0.38,0.41,0.45,2026-05-12
2026-05-12T22:56:25.133,ATHERENERG,48.21,NaN,NaN,NaN,0.13,0.33,0.39,2026-05-12
2026-05-12T22:56:25.133,GVPIL,46.85,16.61,5.53,-0.66,0.53,0.98,1.22,2026-05-12
2026-05-12T22:56:25.133,VENUSREM,46.26,47.34,40.01,8.21,-0.05,0.2,1.1,2026-05-12
2026-05-12T22:56:25.133,KMEW,45.5,31.27,26.54,NaN,0.18,0.1,0.44,2026-05-12
2026-05-12T22:56:25.133,LUMAXTECH,44.62,45.84,44.08,34.49,-0.05,0.07,0.37,2026-05-12
2026-05-12T22:56:25.133,TDPOWERSYS,44.3,27.71,30.31,29.45,0.33,0.42,0.42,2026-05-12
2026-05-12T22:56:25.133,PFOCUS,42.92,53.71,35.38,10.82,-0.1,0.13,0.61,2026-05-12
2026-05-12T22:56:25.133,PRECWIRE,42.14,32.73,15.8,6.78,0.18,0.51,0.7,2026-05-12
2026-05-12T22:56:25.133,SILVERIETF,40.61,31.64,49.64,12.41,0.13,-0.05,0.8,2026-05-12
2026-05-12T22:56:25.133,SILVERADD,40.54,31.48,49.41,12.36,0.13,-0.05,0.8,2026-05-12
2026-05-12T22:56:25.133,TATSILV,40.48,31.47,50.24,12.45,0.13,-0.06,0.8,2026-05-12
2026-05-12T22:56:25.133,HINDCOPPER,40.48,30.91,43.11,5.32,0.08,-0.08,0.7,2026-05-12
2026-05-12T22:56:25.133,SILVER1,40.44,31.33,51.83,12.29,0.13,-0.08,0.8,2026-05-12
2026-05-12T22:56:25.133,SILVER,40.44,31.52,49.49,12.27,0.13,-0.05,0.8,2026-05-12
2026-05-12T22:56:25.133,SILVERAG,40.42,31.4,50.16,12.32,0.13,-0.06,0.8,2026-05-12
2026-05-12T22:56:25.133,SILVERCASE,40.4,31.47,NaN,NaN,0.13,-0.05,0.8,2026-05-12
2026-05-12T22:56:25.133,SILVERBEES,40.34,31.38,49.27,12.23,0.13,-0.05,0.8,2026-05-12
2026-05-12T22:56:25.133,AXISILVER,40.32,30.97,49.31,12.36,0.12,-0.05,0.8,2026-05-12
2026-05-12T22:56:25.133,SILVERBETA,40.18,31.06,48.9,12.32,0.13,-0.05,0.8,2026-05-12
2026-05-12T22:56:25.133,HDFCSILVER,40.16,31.03,49.4,12.23,0.13,-0.05,0.8,2026-05-12
2026-05-12T22:56:25.133,SBISILVER,40.05,31.31,49.59,12.29,0.13,-0.06,0.8,2026-05-12
2026-05-12T22:56:25.133,SILVER360,40.04,NaN,NaN,NaN,0.12,-0.05,0.78,2026-05-12
2026-05-12T22:56:25.133,ESILVER,40.01,31.22,50.53,12.39,0.12,-0.07,0.78,2026-05-12
2026-05-12T22:56:25.133,GVT&D,37.93,35.75,28.11,21.82,0.1,0.22,0.36,2026-05-12
