Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score
2026-08-26T09:52:02.369,ARIES,0.0,12.89,12.9,chemicals,fertilizers,300.93,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,TFCILTD,0.06,10.84,11.72,financials,finance - term-lending institutions,6317.0,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,IOLCP,0.2,10.56,16.67,healthcare,pharmaceuticals - indian - bulk drugs & formln,2041.59,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,FMGOETZE,0.23,22.68,24.25,auto,auto ancillaries,801.67,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,CYIENTDLM,0.41,8.88,11.74,aerospace & defence,electronics - components,2972.16,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,SIGMAADV,0.45,11.0,11.0,aerospace & defence,electronics - components,3672.33,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,DCBBANK,0.58,7.8,17.38,bank,banks - private sector,5762.25,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,QUESS,0.68,11.43,11.43,miscellaneous,diversified - large,2370.21,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,ENTERO,0.71,17.96,20.06,healthcare,trading,3428.82,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,SKYGOLD,1.09,11.02,12.1,consumer discretionary,diamond cutting / jewellery,6422.63,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,VALIANTLAB,1.1,13.88,25.23,healthcare,pharmaceuticals - indian - bulk drugs & formln,149.01,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,MAXESTATES,1.12,16.88,18.03,realty,construction,5123.99,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,GOKULAGRO,1.29,7.98,8.2,fmcg,solvent extraction,1949.33,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,SOMANYCERA,1.34,7.36,10.12,building materials,ceramics - tiles / sanitaryware,1012.1,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,MANINDS,1.65,4.04,14.31,metals & mining,steel - medium / small,3079.16,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,PITTIENG,1.67,12.59,12.59,industrials,engineering,1981.57,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,INDSWFTLAB,1.8,10.38,10.38,healthcare,pharmaceuticals - indian - bulk drugs & formln,1711.94,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,APOLLOPIPE,1.92,11.17,16.78,plastic products,plastics products,1395.09,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,YATHARTH,1.96,10.16,11.23,healthcare,healthcare,3920.14,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,ACE,2.1,3.64,4.1,industrials,engineering,4821.2,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,OMAXE,2.2,10.87,10.87,realty,construction,502.35,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,UFLEX,2.2,4.88,5.05,industrials,packaging,2485.28,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,MSTCLTD,2.21,8.42,9.32,i.t,trading,1828.8,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,AKUMS,2.28,6.24,6.24,healthcare,pharmaceuticals - indian - bulk drugs & formln,2979.39,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,PVP,2.3,22.54,41.33,realty,construction,549.17,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,BODALCHEM,2.87,8.14,20.07,chemicals,dyes and pigments,457.91,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,MOREPENLAB,2.88,6.02,11.3,healthcare,pharmaceuticals - indian - bulk drugs & formln,3365.4,2026-08-26,,,,,,,,,,,,,,,,,,
2026-08-26T09:52:02.369,KDDL,3.33,6.01,16.21,consumer discretionary,miscellaneous,2463.36,2026-08-26,,,,,,,,,,,,,,,,,,
