Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-07-01T15:45:10.108,CUB,216.4,3.74,202.58,196.75,237.05,185.43,0.02,11.18,11.67,91.11,bank,banks - private sector,63.43,-8.71,7781.82,65.67,94.94,195.06,180.18,2736.51,2026-07-01,,,,,,,,,,,
2026-07-01T15:45:10.108,ACUTAAS,3589.0,1.78,3450.58,3215.2,3260.37,4081.94,0.7,55.76,81.04,72.99,healthcare,pharmaceuticals - indian - bulk drugs,44.32,10.08,100.69,1.0,1.31,3302.6,3108.8,52.26,2026-07-01,,,,,,,,,,,
2026-07-01T15:45:10.108,SYRMA,1428.9,2.33,1360.34,1351.0,1396.78,1477.09,0.78,67.53,82.87,72.17,consumer discretionary,electronics - components,55.23,2.3,68.09,0.85,0.67,1302.61,1233.0,40.79,2026-07-01,,,,,,,,,,,
2026-07-01T15:45:10.108,IDEA,14.62,1.11,14.06,13.83,14.4,14.95,0.59,0.76,4.56,58.8,telecom-service,telecommunications - service provider,28.95,1.51,49.46,0.13,0.62,13.66,13.17,27.98,2026-07-01,,,,,,,,,,,
2026-07-01T15:45:10.108,GABRIEL,1248.1,0.71,1200.4,1196.4,1196.12,1326.06,0.53,67.39,70.58,63.98,auto,auto ancillaries,32.13,4.35,20.45,0.15,-0.03,1143.72,1084.34,22.31,2026-07-01,,,,,,,,,,,
2026-07-01T15:45:10.108,SCHNEIDER,1389.8,2.18,1342.6,1320.0,1303.79,1518.81,0.89,377.66,153.0,57.99,industrials,electric equipment,25.44,6.6,93.27,0.79,0.61,1222.93,1122.78,19.81,2026-07-01,,,,,,,,,,,
2026-07-01T15:45:10.108,CEMPRO,1363.6,5.0,1266.16,1205.0,1257.67,1522.49,0.46,24.18,37.31,73.05,realty,construction,49.17,8.42,68.58,0.61,0.64,1241.07,1149.18,17.69,2026-07-01,,,,,,,,,,,
2026-07-01T15:45:10.108,AEGISLOG,1248.0,6.31,1139.74,1052.2,1123.05,1435.43,1.2,26.69,45.88,91.18,services,trading,64.71,11.13,64.15,0.61,0.49,1106.17,1026.8,15.13,2026-07-01,,,,,,,,,,,
2026-07-01T15:45:10.108,FEDERALBNK,330.2,0.05,319.14,318.2,327.08,334.88,0.48,15.17,18.68,72.9,bank,banks - private sector,38.21,0.96,29.82,0.16,0.5,318.05,310.73,14.95,2026-07-01,,,,,,,,,,,
2026-07-01T15:45:10.108,CARTRADE,2768.3,2.8,2647.47,2581.3,2715.51,2847.48,1.32,51.26,57.55,76.05,consumer discretionary,miscellaneous,57.23,1.94,-9.39,-0.05,0.07,2499.19,2399.07,14.8,2026-07-01,,,,,,,,,,,
