Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score
2026-05-27T22:25:40.088,SIGMAADV,0.0,14.6,22.24,aerospace & defence,electronics - components,2052.24,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,OMAXAUTO,0.0,10.24,27.47,auto,auto ancillaries,242.45,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,PRECOT,0.59,14.63,18.05,textiles,textiles - cotton/blended,390.29,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,SBC,0.65,4.56,12.59,textiles,textiles - products,943.11,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,HONASA,0.66,10.71,19.81,services,trading,8807.25,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,BLISSGVS,0.69,30.97,38.82,healthcare,pharmaceuticals - indian - formulations,2713.85,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,J&KBANK,0.77,3.8,6.71,bank,banks - private sector,6432.65,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,MUFIN,1.32,6.11,7.61,financials,finance & investments,1320.89,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,GVPIL,1.35,12.4,23.34,realty,engineering - turnkey services,1745.27,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,DEEDEV,1.42,9.1,27.0,metals & mining,steel - medium / small,1167.43,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,USHAMART,1.46,10.67,12.84,metals & mining,steel - medium / small,9348.79,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,SOUTHWEST,1.5,12.21,13.8,metals & mining,mining / minerals / metals,250.05,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,LINCOLN,1.54,7.83,9.98,healthcare,pharmaceuticals - indian - formulations,762.68,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,SASKEN,1.73,22.76,29.72,i.t,computers - software - medium / small,1872.79,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,STEELXIND,1.81,22.91,22.91,metals & mining,steel - medium / small,733.9,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,RISHABH,2.28,9.35,10.92,industrials,electric equipment,649.26,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,CENTUM,2.48,6.02,10.42,consumer discretionary,electronics - components,2538.26,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,DHANBANK,2.49,4.9,6.55,bank,banks - private sector,1346.71,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,E2E,2.67,14.33,22.29,i.t,computers - software - medium / small,4918.21,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,ROSSTECH,2.79,17.78,19.68,aerospace & defence,engineering,1005.53,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,GHCLTEXTIL,3.1,14.83,14.83,textiles,textiles - spinning - synthetic / blended,773.63,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,ARVIND,3.2,4.34,5.24,textiles,textiles - cotton/blended,7685.33,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,EQUITASBNK,3.24,8.59,10.0,bank,banks - private sector,8236.05,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,HIRECT,3.25,23.41,25.44,consumer discretionary,electronics - components,2220.57,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,ORIENTBELL,3.26,13.31,13.31,building materials,ceramics - tiles / sanitaryware,176.57,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,ANURAS,3.32,3.63,3.63,chemicals,chemicals,6374.24,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,MAYURUNIQ,3.46,14.15,20.24,consumer discretionary,leather / leather products,1393.54,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,BAJAJCON,3.49,6.6,7.09,fmcg,personal care - indian,4177.21,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,KIRLPNU,3.59,6.03,7.23,industrials,compressors / drilling equipment,6533.46,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,INGERRAND,3.59,4.59,4.94,industrials,compressors / drilling equipment,3503.73,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,GALAPREC,3.64,11.62,14.46,industrials,fasteners,539.48,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,APOLLO,3.68,20.5,24.8,aerospace & defence,electronics - components,7168.98,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,PASUPTAC,3.69,12.81,20.12,textiles,textiles - manmade,188.38,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,SBCL,3.69,15.01,17.4,metals & mining,mining / minerals / metals,2916.59,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,MARINE,3.91,8.51,11.72,industrials,electric equipment,1103.43,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,AVALON,3.95,19.43,19.43,consumer discretionary,electronics - components,5555.48,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,BBOX,4.17,14.49,14.49,i.t,computers - software - medium / small,5294.34,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,DIVGIITTS,4.28,17.8,24.27,auto,auto ancillaries,954.77,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,DREDGECORP,4.3,19.73,19.73,miscellaneous,miscellaneous,885.04,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,PARACABLES,4.33,22.33,28.81,industrials,cables - power,1052.8,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,SEAMECLTD,4.42,6.99,8.29,miscellaneous,miscellaneous,1133.14,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,SILGO,4.56,9.81,14.79,consumer discretionary,diamond cutting / jewellery,159.09,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,RRKABEL,4.78,5.5,6.48,industrials,cables - power,8463.3,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,IDEAFORGE,4.81,8.89,21.32,aerospace & defence,engineering,2438.48,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,PRECWIRE,4.86,7.47,18.31,metals & mining,mining / minerals / metals,3527.76,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,HAPPYFORGE,4.91,4.96,9.74,industrials,castings & forgings,2876.72,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,SILVERTUC,5.12,13.34,13.34,i.t,computers - software - medium / small,516.02,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,WHEELS,5.13,6.23,10.38,auto,auto ancillaries,1685.35,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,RSWM,5.14,9.05,19.02,textiles,textiles - cotton/blended,379.08,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,KRISHANA,5.21,7.36,10.2,chemicals,fertilizers,1139.72,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,IOLCP,5.4,16.52,21.34,healthcare,pharmaceuticals - indian - bulk drugs & formln,1827.31,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,ARMANFIN,5.42,8.63,12.03,financials,finance & investments,1478.65,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,UFBL,5.48,10.85,26.03,consumer discretionary,hotels,1234.84,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,JINDALSAW,5.5,11.11,15.42,industrials,steel - large,5783.81,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,INOXINDIA,5.63,8.32,8.4,industrials,packaging,3460.13,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,EMCURE,5.72,4.74,4.86,healthcare,pharmaceuticals - indian - bulk drugs & formln,7239.59,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,GOKULAGRO,5.79,13.06,13.06,fmcg,solvent extraction,1789.56,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,RPTECH,6.08,6.86,7.41,services,trading,1247.5,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,DIACABS,6.16,10.07,10.07,industrials,cables - power,1668.79,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,SHAILY,6.19,4.67,6.59,plastic products,plastics products,6922.44,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,STAR,6.22,5.56,6.76,healthcare,pharmaceuticals - indian - bulk drugs & formln,7670.23,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,DSSL,6.29,11.91,28.32,i.t,computers - software - medium / small,898.55,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,GOODLUCK,6.35,12.63,12.72,metals & mining,steel - medium / small,1999.57,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,ONEPOINT,6.45,8.03,9.26,i.t,computers - software - medium / small,809.18,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,FCL,6.52,22.73,34.63,chemicals,chemicals,1692.83,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,TIPSMUSIC,6.6,8.13,8.13,media,entertainment / electronic media software,3072.83,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,SENORES,6.79,6.03,7.38,healthcare,pharmaceuticals - indian - formulations,2778.17,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,ALIVUS,6.8,9.02,9.17,healthcare,pharmaceuticals - indian - bulk drugs & formln,3300.81,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,BALAMINES,6.9,8.19,10.82,chemicals,chemicals,2679.49,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,GRAPHITE,6.93,4.01,4.76,industrials,electrodes - graphites,5057.03,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,SHILPAMED,7.17,9.61,13.19,healthcare,pharmaceuticals - indian - formulations,5758.25,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,JNKINDIA,7.34,6.73,10.24,realty,engineering - turnkey services,688.39,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,KESORAMIND,7.71,6.88,15.54,miscellaneous,miscellaneous,231.63,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,MARKSANS,7.92,23.57,25.89,healthcare,pharmaceuticals - indian - formulations,6339.98,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,WABAG,7.92,8.45,12.45,realty,engineering - turnkey services,7799.11,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,VTL,7.96,5.27,5.91,textiles,textiles - cotton/blended,6013.57,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,IFCI,8.21,11.71,13.37,financials,finance - term-lending institutions,5053.54,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,PRIVISCL,8.37,3.54,6.26,chemicals,chemicals,5064.32,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,ABSLAMC,8.56,5.01,5.01,financials,finance & investments,7471.81,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-27T22:25:40.088,CHENNPETRO,9.19,5.01,5.62,energy,refineries,5130.0,2026-05-27,,,,,,,,,,,,,,,,,,
2026-05-06T06:53:08.012,GVT&D,,,,industrials,electric equipment,,2026-05-06,4578.9,2.06,4409.9,4391.0,4499.13,4698.56,1.66,100.77,109.78,70.72,43.95,1.77,54.69,0.39,0.56,4250.95,4050.58,43.75
2026-05-06T06:53:08.012,NETWEB,,,,i.t,computers - hardware,,2026-05-06,4178.1,6.38,3849.24,3760.0,3995.98,4451.28,1.36,84.03,115.1,69.42,28.18,4.56,14.53,-0.05,0.9,3728.89,3412.89,41.74
2026-05-06T06:53:08.012,POWERINDIA,,,,industrials,electric equipment,,2026-05-06,34255.0,1.56,33045.6,31865.0,32976.85,36172.23,0.65,146.01,179.68,86.14,43.69,3.88,90.3,0.78,0.62,32280.18,30874.07,33.26
2026-05-06T06:53:08.012,KIRLOSENG,,,,industrials,engines,,2026-05-06,1737.1,0.78,1680.9,1676.0,1699.05,1794.17,0.42,56.69,46.15,70.99,30.38,2.24,89.14,0.6,0.86,1622.78,1549.84,31.19
2026-05-06T06:53:08.012,APARINDS,,,,industrials,electric equipment,,2026-05-06,12794.0,2.83,12166.7,11701.0,12199.72,13685.42,0.92,61.5,52.79,71.18,43.71,4.87,56.29,0.36,0.44,11740.96,10967.17,27.9
2026-05-06T06:53:08.012,SCHNEIDER,,,,industrials,electric equipment,,2026-05-06,1349.9,3.38,1264.2,1130.0,1194.08,1583.64,1.19,83.12,131.7,82.2,46.3,13.05,64.59,0.49,0.5,1213.44,1116.19,27.8
2026-05-06T06:53:08.012,ADANIPOWER,,,,power & utilities,power generation and supply,,2026-05-06,229.96,1.17,222.75,214.24,224.94,237.48,1.01,27.64,17.01,85.13,45.77,2.23,59.45,0.34,0.9,211.8,202.61,26.23
